player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Knowshon Moreno,4935,HB,DEN,13,182,26,7,19.0,148,0,779,1,6,26,454,36.4,22,35,10,4,0,53.8,65.5,19.2,,47.2,80.5,63.4,60.5,35,2,372,37,207,204,0,0,45,219,5,779,454,2.49,4.3,1.8,0
Jonathan Stewart,4327,HB,CAR,14,178,30,8,30.4,234,0,770,2,4,30,484,49.7,19,32,5,4,0,34.1,58.7,79.9,,54.7,55.6,59.6,59.9,48,0,103,8,108,194,0,0,13,186,2,770,484,2.72,4.3,0.95,0
Jahvid Best,5555,HB,DET,16,171,7,6,26.1,146,0,559,5,9,7,303,12.4,13,25,11,1,0,80.5,60.3,82.9,55.2,47.1,60.4,60.5,70.9,45,0,487,58,302,196,0,0,74,229,4,559,303,1.77,3.3,1.61,0
Ryan Torain,4453,HB,WAS,10,164,28,12,39.4,293,0,744,1,4,28,536,57.5,26,36,32,2,0,66.5,70.8,80.4,,43.0,63.5,72.4,57.7,54,0,125,18,130,185,0,0,23,182,4,744,536,3.27,4.5,0.96,0
Ricky Williams,440,HB,MIA,16,159,13,5,19.3,130,0,673,1,6,13,404,27.1,11,26,17,4,0,50.5,55.5,82.4,,53.9,57.3,55.3,67.9,45,0,141,19,154,218,0,0,25,178,2,673,404,2.54,4.2,0.92,0
Michael Bush,3716,HB,OAK,14,158,15,9,28.5,187,0,655,1,5,15,370,26.6,13,32,23,0,0,90.3,67.6,80.7,,69.8,76.0,62.7,65.4,30,0,194,18,108,197,0,0,22,176,8,655,370,2.34,4.1,1.8,0
Ryan Mathews,5537,HB,SD,12,158,19,11,31.3,212,0,678,3,6,19,447,39.3,17,25,27,5,0,28.2,61.8,26.7,,42.1,46.8,65.8,59.0,31,0,145,22,88,175,0,0,26,180,7,678,447,2.83,4.3,1.65,0
Tim Hightower,4463,HB,ARZ,16,153,15,12,45.1,342,0,758,6,3,15,448,30.3,21,31,1,4,0,34.7,56.9,82.3,,58.6,29.9,67.6,71.2,80,0,136,21,280,170,0,0,41,174,5,758,448,2.93,5.0,0.49,0
Brandon Jacobs,2327,HB,NYG,16,148,15,12,44.4,364,0,819,2,1,15,482,33.6,21,40,21,3,0,57.6,66.5,3.5,,58.8,43.5,70.8,55.6,73,1,59,7,97,167,0,0,13,155,9,819,482,3.26,5.5,0.61,0
Chris Ivory,6007,HB,NO,12,137,31,9,31.9,229,0,718,0,0,31,455,74.6,21,45,20,4,0,28.6,74.9,77.7,,80.1,55.2,72.5,60.0,55,0,17,1,35,143,0,0,1,138,5,718,455,3.32,5.2,0.49,0
Donald Brown,4950,HB,IND,13,129,9,4,30.0,149,0,497,3,4,9,370,25.0,8,26,14,0,0,90.0,54.7,80.8,,46.7,46.5,58.9,57.7,49,0,205,20,211,139,0,0,28,149,2,497,370,2.87,3.9,0.97,0
Joseph Addai,2975,HB,IND,9,129,16,4,17.5,97,0,555,3,2,16,324,30.5,11,33,14,2,0,60.6,64.7,80.6,,74.0,51.8,66.9,57.2,46,0,124,19,188,140,0,0,26,148,4,555,324,2.51,4.3,0.66,0
Justin Forsett,4547,HB,SEA,18,126,19,8,35.5,196,0,552,3,1,19,339,32.8,17,26,29,0,0,90.1,71.1,82.5,,78.0,57.8,71.3,71.9,32,0,286,38,255,156,0,0,52,164,2,552,339,2.69,4.4,1.12,0
Chester Taylor,1182,HB,CHI,18,126,8,1,7.5,24,0,321,3,7,8,237,19.2,9,22,6,0,0,90.0,64.3,80.4,,69.3,58.2,64.3,58.4,24,1,151,21,133,139,0,0,25,147,5,321,237,1.88,2.5,1.14,0
Cadillac Williams,2222,HB,TB,16,125,17,4,24.3,106,0,437,4,10,17,326,41.2,11,19,30,1,0,74.9,63.5,52.5,,67.3,59.7,64.8,47.1,45,1,359,46,276,160,0,0,57,171,2,437,326,2.61,3.5,1.3,0
Beanie Wells,4954,HB,ARZ,13,116,4,2,10.1,40,0,397,2,0,4,263,7.5,9,18,1,2,0,74.8,56.1,20.3,,52.9,48.1,59.5,60.0,24,1,74,5,72,122,0,0,8,121,2,397,263,2.27,3.4,1.03,0
Willis McGahee,1339,HB,BLT,17,114,12,4,25.2,108,0,428,0,5,12,242,27.3,8,19,3,3,0,51.2,59.0,79.4,,54.9,75.8,55.5,59.2,30,0,79,18,96,138,0,0,20,132,6,428,242,2.12,3.8,0.82,0
Marion Barber III,2326,HB,DAL,13,113,10,4,24.3,91,0,374,1,6,10,253,28.9,8,29,9,0,0,89.0,57.4,26.4,60.0,53.0,59.1,59.4,57.4,25,1,49,11,95,128,0,0,13,124,4,374,253,2.24,3.3,0.52,0
Danny Woodhead,4914,HB,NE,16,111,10,5,20.4,121,0,593,1,10,10,302,36.0,11,24,19,2,0,54.7,74.1,82.6,,52.1,76.6,71.9,74.2,36,0,431,40,278,121,0,0,51,151,5,593,302,2.72,5.3,1.55,0
James Starks,5716,HB,GB,7,110,13,4,18.8,78,0,416,0,1,13,282,31.2,11,21,12,0,0,88.7,68.2,78.0,,70.3,67.5,65.6,59.8,27,0,30,5,43,119,0,0,6,115,1,416,282,2.56,3.8,0.7,0
Michael Vick,773,QB,PHI,13,108,22,1,2.3,16,1,107,0,0,4,73,14.4,29,42,24,7,0,53.1,79.9,32.0,74.3,,59.3,84.2,60.3,35,4,0,0,0,249,602,63,0,45,10,709,391,3.62,6.6,,0
Mike Goodson,5034,HB,CAR,16,103,18,6,31.9,140,0,439,7,10,18,288,54.7,15,21,5,3,0,58.2,62.1,81.0,,48.7,64.6,62.3,60.0,45,0,310,40,199,112,0,0,51,143,3,439,288,2.8,4.3,1.56,0
John Kuhn,2686,HB,GB,20,90,6,2,12.2,35,0,287,3,2,6,189,15.1,4,28,12,2,0,72.1,63.1,81.7,,81.8,57.4,58.2,60.4,18,0,150,21,128,171,0,0,26,111,5,287,189,2.1,3.2,1.17,0
Maurice Morris,1061,HB,DET,11,90,3,3,17.3,58,0,336,1,5,3,203,15.7,7,19,11,1,0,72.8,59.2,79.8,,31.8,71.6,57.0,69.9,26,0,170,25,133,111,0,0,30,115,5,336,203,2.26,3.7,1.28,0
Jason Snelling,3860,HB,ATL,15,88,9,2,14.5,47,0,325,1,12,9,210,37.4,6,21,2,2,0,49.7,55.6,82.0,,70.4,63.4,50.1,43.0,30,1,309,46,245,129,0,0,50,134,2,325,210,2.39,3.7,1.26,0
DeAngelo Williams,2972,HB,CAR,6,87,12,5,35.8,132,0,369,1,4,12,220,41.3,11,14,5,1,0,62.4,62.7,77.4,,84.7,64.1,59.6,60.0,39,0,61,11,56,89,0,0,12,98,1,369,220,2.53,4.2,1.09,0
Rashad Jennings,5174,HB,JAX,13,84,7,5,30.5,140,0,459,2,7,7,298,45.2,14,25,15,0,0,88.0,62.1,79.5,,56.2,65.2,61.0,60.7,74,0,222,26,164,108,0,0,31,110,4,459,298,3.55,5.5,1.35,0
Pierre Thomas,4080,HB,NO,6,83,12,1,5.9,16,0,269,0,4,12,201,34.6,7,19,20,0,0,87.6,70.8,78.5,,52.8,89.9,64.0,58.3,16,0,201,29,100,93,0,0,29,112,2,269,201,2.42,3.2,2.01,0
Toby Gerhart,5576,HB,MIN,15,81,10,1,6.5,21,0,322,3,5,10,224,40.7,5,14,18,3,0,27.9,57.4,79.5,,42.3,30.0,67.4,75.7,21,0,167,21,133,98,0,0,28,102,1,322,224,2.77,4.0,1.26,0
Aaron Rodgers,2241,QB,GB,19,77,1,0,0.0,0,0,-15,0,0,0,7,0.0,18,28,12,3,0,83.0,91.3,38.9,91.6,,,59.7,60.0,27,7,0,0,0,414,425,49,0,28,6,410,51,0.66,5.3,,0
Julius Jones,1764,HB,NO,13,76,4,3,29.6,85,0,287,1,5,4,165,19.7,4,14,20,2,0,39.8,53.4,22.3,,32.3,67.8,52.7,60.0,54,1,120,23,124,81,0,0,28,99,2,287,165,2.17,3.8,0.97,0
Brian Westbrook,1094,HB,SF,14,76,6,3,18.8,64,0,340,1,2,6,191,21.9,5,17,28,0,0,86.5,66.3,80.5,,49.4,56.6,70.2,73.0,30,0,150,16,146,89,0,0,21,92,4,340,191,2.51,4.5,1.03,0
C.J. Spiller,5534,HB,BUF,14,74,9,5,31.4,89,0,283,1,4,9,196,35.1,8,10,4,2,0,45.5,70.8,81.5,,54.3,72.4,67.0,60.9,20,0,157,24,114,85,0,0,27,98,0,283,196,2.65,3.8,1.38,0
Jerome Harrison,3090,HB,PHI,13,72,8,4,45.2,151,0,334,0,1,8,215,32.0,7,13,24,2,0,41.1,52.2,78.2,,41.9,67.3,49.2,60.8,50,0,88,12,90,82,0,0,12,84,1,334,215,2.99,4.6,0.98,0
Anthony Dixon,5696,HB,SF,12,70,3,4,34.4,84,0,244,0,1,3,149,11.4,4,11,28,1,0,85.3,60.0,76.9,,77.4,77.8,55.7,58.1,34,0,11,5,31,80,0,0,5,75,2,244,149,2.13,3.5,0.35,0
Josh Freeman,4940,QB,TB,16,68,8,0,0.0,0,0,10,0,0,0,20,0.0,16,29,30,7,0,69.9,78.3,42.5,77.0,60.9,60.0,67.3,60.2,33,5,0,0,1,387,352,42,0,26,0,362,206,3.03,5.3,0.0,0
Tashard Choice,4436,HB,DAL,14,66,2,2,18.9,46,0,243,1,3,2,119,10.9,4,14,9,1,0,58.5,54.3,18.3,,76.6,48.3,54.0,67.4,26,1,114,17,88,76,0,0,21,83,3,243,119,1.8,3.7,1.3,0
David Garrard,1109,QB,JAX,14,65,5,3,25.7,69,0,145,0,0,3,58,9.9,6,29,15,8,0,60.3,75.1,62.4,77.6,60.9,,50.2,60.0,25,2,0,0,0,421,124,23,0,42,5,269,102,1.57,4.1,,0
Keiland Williams,5794,HB,WAS,15,65,7,2,19.9,52,0,261,3,7,7,165,34.2,8,14,32,1,0,70.4,63.2,82.0,,59.8,50.3,72.2,59.3,32,0,309,39,264,73,0,0,53,104,3,261,165,2.54,4.0,1.17,0
Bernard Scott,5133,HB,CIN,14,61,6,3,18.1,54,0,299,1,0,6,175,23.9,9,16,7,0,0,85.0,69.2,14.5,,55.9,49.3,75.0,78.7,18,1,60,11,85,67,0,0,13,72,1,299,175,2.87,4.9,0.71,0
Jay Cutler,2956,QB,CHI,17,60,8,0,0.0,0,0,-15,0,0,2,5,1.5,12,20,6,11,0,38.4,66.5,31.0,65.8,,59.3,64.4,61.0,25,6,0,0,1,394,300,34,0,26,3,285,82,1.37,4.8,0.0,0
Correll Buckhalter,869,HB,DEN,15,59,4,0,0.0,0,0,147,5,4,4,107,16.7,3,11,10,1,0,59.6,53.4,80.8,,73.9,47.0,46.9,92.3,13,0,240,28,182,77,0,0,38,87,2,147,107,1.81,2.5,1.32,0
Isaac Redman,5233,HB,PIT,19,59,11,5,29.3,87,0,297,0,3,11,199,69.4,9,25,25,2,0,62.8,74.0,79.6,,72.1,70.5,70.5,59.7,23,0,72,9,58,113,0,0,10,68,0,297,199,3.37,5.0,1.24,0
Ben Roethlisberger,1732,QB,PIT,15,55,1,0,0.0,0,0,5,0,0,0,13,0.0,10,21,25,8,0,41.0,84.6,55.6,87.9,79.9,60.0,40.6,60.1,31,4,0,0,1,428,228,25,0,30,3,233,73,1.33,4.2,0.0,0
Clinton Portis,1058,HB,WAS,5,54,4,2,19.8,45,0,227,0,4,4,139,34.9,7,12,32,0,0,83.9,77.6,77.3,,85.7,76.6,71.8,60.0,27,0,55,5,53,60,0,0,8,59,2,227,139,2.57,4.2,1.04,0
Joe Flacco,4332,QB,BLT,18,52,0,0,0.0,0,0,-1,0,0,0,9,0.0,4,11,3,9,0,57.7,73.2,61.5,78.1,60.9,,28.3,60.0,14,4,0,0,0,536,107,16,0,36,1,106,64,1.23,2.0,,0
Dominic Rhodes,979,HB,IND,4,51,4,2,14.6,30,0,205,1,0,4,110,16.3,5,11,14,1,0,46.5,51.0,76.2,,80.1,41.8,53.0,58.1,15,0,16,2,45,56,0,0,4,53,0,205,110,2.16,4.0,0.36,0
Javon Ringer,5097,HB,TEN,16,51,4,4,42.4,103,0,243,0,2,4,141,28.6,6,10,31,0,0,83.5,63.0,76.9,,33.4,61.9,65.4,58.1,54,0,44,7,65,60,0,0,8,58,2,243,141,2.76,4.8,0.68,0
Derrick Ward,1949,HB,HST,14,50,8,6,50.2,158,0,315,1,1,8,198,62.5,8,17,13,1,0,83.2,73.4,76.5,,44.9,38.3,80.7,67.0,38,0,61,7,47,54,0,0,9,57,4,315,198,3.96,6.3,1.3,0
Darren Sproles,2347,HB,SD,16,50,6,6,53.0,143,0,270,3,7,6,156,37.2,8,10,27,1,0,63.5,69.6,81.5,,71.0,81.2,61.2,60.0,34,0,520,59,275,58,0,0,70,109,0,270,156,3.12,5.4,1.89,0
Matt Ryan,4317,QB,ATL,17,47,0,0,0.0,0,0,-9,0,0,0,5,0.0,2,10,2,5,0,74.7,83.6,90.5,85.7,,,32.2,60.0,20,2,0,0,0,493,131,22,0,25,0,122,37,0.79,2.6,,0
Jason Campbell,2242,QB,OAK,13,47,1,0,0.0,0,0,0,0,0,0,4,0.0,6,13,23,8,0,39.4,67.2,47.5,68.2,,59.4,49.6,61.1,24,3,0,0,2,364,212,25,0,22,1,212,77,1.64,4.5,0.0,0
Mike Bell,3225,HB,CLV,14,47,0,0,0.0,0,0,99,1,0,0,85,0.0,1,6,8,2,0,31.7,45.6,77.4,,38.0,38.4,50.2,64.4,11,0,67,7,61,62,0,0,9,54,0,99,85,1.81,2.1,1.1,0
Javarris James,5962,HB,IND,10,46,6,0,0.0,0,0,112,0,1,6,93,25.7,1,9,14,1,0,46.0,57.6,77.1,,80.3,48.3,59.5,57.5,11,0,63,9,74,53,0,0,11,55,6,112,93,2.02,2.4,0.85,0
Ladell Betts,1063,HB,NO,8,45,1,0,0.0,0,0,148,2,0,1,94,3.1,3,11,20,1,0,53.0,53.1,79.9,,50.6,50.3,54.4,57.8,12,0,141,23,168,58,0,0,32,68,2,148,94,2.09,3.3,0.84,0
Mike Hart,4516,HB,IND,6,43,1,1,18.9,35,0,185,0,0,1,110,5.2,5,10,14,0,0,82.9,71.7,76.9,,80.1,56.7,74.4,56.9,35,0,25,6,77,55,0,0,6,49,1,185,110,2.56,4.3,0.32,0
Fred Taylor,333,HB,NE,7,43,9,1,15.5,24,0,155,0,1,9,133,68.7,2,9,19,0,0,82.3,68.4,75.1,,33.3,59.1,68.7,58.3,24,0,6,2,12,54,0,0,3,45,0,155,133,3.09,3.6,0.5,0
Tim Tebow,5550,QB,DEN,9,42,5,2,24.2,55,0,144,0,0,4,66,27.5,6,12,10,1,0,87.8,73.7,83.4,71.6,,59.3,67.0,60.7,40,0,0,0,1,105,83,11,0,31,6,227,109,2.6,5.4,0.0,0
Lance Ball,4808,HB,DEN,7,41,2,4,43.0,68,0,158,1,0,2,95,10.5,6,8,10,1,0,38.2,63.8,76.3,,47.4,49.3,67.0,57.4,19,0,16,3,29,52,0,0,6,44,0,158,95,2.32,3.9,0.55,0
Reggie Bush,2947,HB,NO,9,41,5,1,13.7,23,0,168,3,6,5,85,28.5,6,8,20,1,0,84.2,64.9,81.6,,42.1,65.6,66.4,58.9,23,0,245,39,179,55,0,0,46,80,0,168,85,2.07,4.1,1.37,0
Joe McKnight,5636,HB,NYJ,5,40,1,1,9.4,18,0,191,0,0,1,102,5.9,3,7,22,0,0,81.7,61.9,75.5,,73.5,67.0,59.9,60.2,18,0,20,3,16,53,0,0,4,43,0,191,102,2.55,4.8,1.25,0
Brad Smith,3048,WR,NYJ,18,40,7,7,59.0,183,0,310,2,0,7,125,47.6,8,12,22,1,0,43.5,57.8,84.2,64.0,66.0,46.7,70.7,67.6,53,0,69,6,118,177,0,0,8,46,1,310,125,3.13,7.8,0.58,0
Mewelde Moore,1840,HB,PIT,18,39,4,2,28.1,34,0,121,1,6,4,112,43.5,3,7,25,0,0,83.8,74.1,80.2,,72.1,74.3,71.6,65.1,18,0,214,27,140,61,0,0,30,66,0,121,112,2.87,3.1,1.53,0
Ryan Fitzpatrick,2467,QB,BUF,13,39,2,1,6.7,18,0,30,0,0,0,5,0.0,12,13,4,6,0,80.1,66.9,75.7,68.2,,,41.4,60.3,22,2,0,0,0,309,239,29,0,10,0,269,67,1.72,6.9,,0
Dimitri Nance,5783,HB,GB,9,36,1,0,0.0,0,0,95,0,0,1,67,4.8,1,4,12,0,0,80.9,56.1,0.0,,76.0,62.4,56.6,59.7,11,1,30,3,20,39,0,0,4,39,0,95,67,1.86,2.6,1.5,0
Laurence Maroney,2966,HB,DEN,4,36,3,0,0.0,0,0,74,3,1,3,64,17.8,1,1,10,1,0,39.1,46.2,76.0,,71.7,28.7,51.4,60.8,13,0,50,4,35,48,0,0,7,40,0,74,64,1.78,2.1,1.43,0
Matt Cassel,2447,QB,KC,16,35,2,0,0.0,0,0,1,0,0,0,2,0.0,3,5,16,3,0,82.7,68.1,35.9,67.2,,,62.9,60.2,23,7,0,0,0,541,130,22,0,13,0,131,58,1.66,3.7,,0
Deji Karim,5703,HB,JAX,6,35,3,1,9.4,15,0,160,1,0,3,90,20.3,7,8,15,1,0,33.7,50.1,74.3,,63.7,39.1,53.3,60.0,15,0,10,3,24,37,0,0,7,38,0,160,90,2.57,4.6,0.42,0
Chad Henne,4371,QB,MIA,15,35,5,0,0.0,0,0,-36,0,0,0,0,0.0,4,5,17,4,0,80.2,68.3,77.3,69.7,,,40.9,62.2,10,1,0,0,0,360,70,19,0,16,0,34,63,1.8,1.0,,0
Kevin Smith,4378,HB,DET,6,34,0,1,11.3,15,0,133,1,1,0,65,4.2,5,5,11,1,0,81.5,66.6,9.3,,73.0,69.3,63.9,69.3,15,1,123,11,83,40,0,0,15,45,0,133,65,1.91,3.9,1.48,0
Kenneth Darby,3862,HB,SL,14,34,1,0,0.0,0,0,107,1,2,1,71,14.2,2,7,26,0,0,81.3,56.8,78.9,,67.6,59.3,52.4,60.0,13,1,61,10,108,37,0,0,12,44,2,107,71,2.09,3.1,0.56,0
Mark Sanchez,4928,QB,NYJ,19,32,2,0,0.0,0,0,-5,1,0,0,2,0.0,5,12,22,8,0,69.8,71.4,52.5,72.1,61.2,59.1,44.0,63.3,20,4,0,0,1,554,113,14,0,18,3,108,39,1.22,3.4,0.0,0
Tom Brady,698,QB,NE,17,32,0,0,0.0,0,0,11,0,0,0,14,0.0,0,11,19,4,0,87.9,87.0,68.1,88.5,,,35.5,60.0,9,2,0,0,0,443,21,5,0,27,1,32,15,0.47,1.0,,0
Jon Kitna,217,QB,DAL,10,31,3,1,24.0,29,0,-2,0,0,0,3,0.0,4,6,9,7,0,43.3,60.3,52.0,64.7,,,32.6,60.0,29,2,0,0,0,232,123,17,0,14,1,121,60,1.94,3.9,,0
Carson Palmer,1317,QB,CIN,16,31,0,0,0.0,0,0,-1,0,0,0,7,0.0,0,7,7,6,0,74.7,72.0,46.8,75.5,60.9,,27.8,60.0,9,4,0,0,0,432,47,9,0,22,0,46,19,0.61,1.5,,0
Eli Manning,1722,QB,NYG,16,30,0,0,0.0,0,0,-19,0,0,0,1,0.0,3,4,21,6,0,79.6,81.1,46.8,82.4,,,39.2,60.0,16,4,0,0,0,462,84,10,0,20,0,65,9,0.3,2.2,,0
Marcel Reece,4702,FB,OAK,16,30,2,1,25.4,31,1,122,3,6,2,55,26.7,2,9,23,1,0,44.4,66.0,56.9,,51.8,68.4,52.3,70.9,31,5,333,25,120,319,0,0,40,55,1,122,55,1.83,4.1,2.78,0
Leon Washington,3062,HB,SEA,18,29,1,2,34.3,37,0,108,0,3,1,71,25.1,2,5,29,0,0,80.9,68.2,77.5,60.0,83.6,66.9,64.0,81.2,21,0,89,10,72,43,0,0,10,39,1,108,71,2.45,3.7,1.24,0
