player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Michael Robinson,3045,FB,SEA,14,4,0,0,0.0,0,0,7,0,0,0,4,0.0,0,1,29,1,0,22.2,52.6,81.3,,80.5,76.2,33.4,53.2,3,0,74,9,38,162,0,0,13,13,0,7,4,1.0,1.8,1.95,0
Jed Collins,4743,FB,NO,18,4,0,0,0.0,0,0,4,2,4,0,3,16.7,0,3,20,0,0,75.0,80.8,63.2,,65.0,60.9,65.2,86.4,2,4,78,14,165,303,0,0,16,18,2,4,3,0.75,1.0,0.47,0
Greg Little,6211,WR,CLV,16,3,0,0,0.0,0,0,15,14,17,0,5,44.3,2,2,8,0,0,81.0,58.7,87.0,,,57.5,63.4,62.5,13,1,709,61,597,332,0,0,113,64,0,15,5,1.67,5.0,1.19,0
Santonio Holmes,2970,WR,NYJ,16,3,0,1,85.2,23,0,27,5,3,0,4,7.4,1,1,22,2,0,25.5,61.5,46.1,,72.0,61.5,58.3,65.3,23,4,654,51,574,372,0,0,98,54,0,27,4,1.33,9.0,1.14,0
Charlie Batch,367,QB,PIT,4,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,25,0,0,78.0,67.5,0.0,69.3,,,57.9,60.0,0,1,0,0,0,43,0,0,0,3,0,-2,0,0.0,-0.7,,0
Chase Daniel,5214,QB,NO,3,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,20,0,0,71.0,47.2,0.0,53.4,,,53.2,60.0,-1,1,0,0,0,37,0,0,0,3,0,-3,0,0.0,-1.0,,0
Jon Kitna,217,QB,DAL,3,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,9,0,0,73.3,65.5,75.5,66.8,,,57.2,60.0,0,0,0,0,0,13,0,0,0,3,0,-2,0,0.0,-0.7,,0
Rock Cartwright,1211,HB,OAK,7,3,0,0,0.0,0,0,10,1,0,0,6,0.0,0,0,23,0,0,70.3,50.4,78.6,,60.3,42.1,53.0,61.6,5,0,24,4,26,18,0,0,5,7,0,10,6,2.0,3.3,0.92,0
Jerome Felton,4460,FB,IND,14,3,0,0,0.0,0,0,10,1,0,0,4,0.0,0,3,14,0,0,70.3,60.6,11.4,,48.6,46.3,70.7,64.5,4,1,40,4,45,112,0,0,7,7,0,10,4,1.33,3.3,0.89,0
Armond Smith,6824,HB,CLV,2,3,0,0,0.0,0,0,2,0,0,0,11,0.0,0,0,8,0,0,67.2,56.5,71.7,,,56.6,59.1,60.0,6,0,0,0,3,4,0,0,0,3,0,2,11,3.67,0.7,0.0,0
A.J. Feeley,893,QB,SL,5,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,26,3,0,66.7,50.0,38.6,50.1,,,60.4,60.0,6,2,0,0,0,78,6,1,0,2,0,4,0,0.0,1.3,,0
Titus Young,6196,WR,DET,17,3,0,0,0.0,0,1,23,8,1,0,5,3.0,1,1,11,0,0,80.2,63.4,0.0,,,65.1,63.9,62.0,11,8,640,52,521,193,0,0,89,55,0,23,5,1.67,7.7,1.23,0
Delanie Walker,3120,TE,SF,16,3,1,0,0.0,0,0,5,2,2,1,16,66.7,1,1,28,1,0,31.2,65.5,42.5,,66.5,52.1,68.6,85.0,14,4,234,21,250,283,0,0,33,24,0,5,16,5.33,1.7,0.94,0
Richard Brockel,6037,FB,CAR,10,3,0,0,0.0,0,0,12,0,1,0,3,16.7,0,3,5,0,0,69.7,71.2,81.4,,29.8,66.1,60.1,76.3,7,0,13,3,20,83,0,0,3,6,1,12,3,1.0,4.0,0.65,0
Cedric Peerman,5109,HB,CIN,3,3,0,0,0.0,0,0,15,0,0,0,8,0.0,1,0,7,0,0,67.2,59.7,74.8,,79.9,52.4,58.0,,11,0,0,0,12,3,0,0,0,3,0,15,8,2.67,5.0,0.0,0
Bruce Gradkowski,3139,QB,CIN,2,3,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,7,0,0,76.2,45.3,77.6,45.6,,,56.3,60.0,1,0,0,0,0,24,0,0,0,3,0,1,1,0.33,0.3,,0
Andre Roberts,5612,WR,ARZ,16,3,0,0,0.0,0,0,27,6,7,0,12,51.9,1,1,1,1,0,40.2,58.9,78.2,,,56.6,72.2,74.1,12,1,586,51,614,294,0,0,91,54,0,27,12,4.0,9.0,0.95,0
Chad Hall,5523,WR,PHI,7,3,0,0,0.0,0,0,13,0,3,0,3,50.0,0,0,24,0,0,69.7,49.6,0.0,,,55.7,47.1,56.2,7,1,20,3,41,21,0,0,7,6,0,13,3,1.0,4.3,0.49,0
Anthony Allen,6377,HB,BLT,1,3,0,0,0.0,0,0,8,0,0,0,5,0.0,0,0,3,0,0,67.2,55.1,68.5,,,60.0,57.1,59.0,3,0,0,0,0,5,0,0,0,3,0,8,5,1.67,2.7,,0
Alex Green,6248,HB,GB,2,3,0,0,0.0,0,0,11,0,0,0,2,0.0,0,0,12,0,0,68.2,59.1,68.5,,,77.0,55.7,59.0,8,0,6,1,2,5,0,0,1,4,0,11,2,0.67,3.7,3.0,0
Mike Thomas,5030,WR,JAX,15,3,0,0,0.0,0,0,11,5,5,0,7,24.8,1,1,15,1,0,79.4,61.6,40.0,,,61.0,58.0,72.5,12,4,415,44,414,247,0,0,86,47,0,11,7,2.33,3.7,1.0,0
Mike Kafka,5645,QB,PHI,4,3,0,0,,0,0,-2,0,0,0,0,0.0,0,0,24,0,0,75.6,67.8,76.5,69.3,,,55.6,60.0,2,0,0,0,0,14,2,1,0,2,0,0,0,0.0,0.0,,0
Eddie Williams,5145,FB,CLV,3,2,0,0,0.0,0,0,2,0,1,0,4,66.7,0,1,8,0,0,66.7,53.6,75.5,,77.3,65.7,53.2,51.8,1,0,17,1,12,19,0,0,1,3,0,2,4,2.0,1.0,1.42,0
Donte' Stallworth,1020,WR,WAS,11,2,0,0,0.0,0,0,1,1,3,0,5,31.3,0,0,32,0,0,75.6,68.2,57.2,,65.7,68.4,54.1,66.1,2,1,309,22,214,94,0,0,32,24,0,1,5,2.5,0.5,1.44,0
Ovie Mughelli,1445,FB,ATL,7,2,0,0,0.0,0,0,1,3,1,0,3,25.0,0,0,2,0,0,69.4,54.9,81.0,,80.8,40.5,57.7,58.8,1,0,25,4,39,93,0,0,8,6,0,1,3,1.5,0.5,0.64,0
J.P. Losman,1743,QB,MIA,2,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,17,0,0,74.6,51.8,76.0,65.2,,,30.1,60.0,1,0,0,0,0,12,1,1,0,1,0,1,8,4.0,0.5,,0
Devery Henderson,1771,WR,NO,18,2,0,0,0.0,0,0,13,2,5,0,3,18.8,0,1,20,1,0,78.2,61.1,88.5,,67.8,58.3,58.8,79.6,9,1,616,38,541,277,0,0,58,40,0,13,3,1.5,6.5,1.14,0
Greg Jones II,1776,FB,JAX,16,2,0,0,0.0,0,0,7,0,0,0,5,0.0,0,1,15,0,0,69.4,74.8,51.6,,72.9,51.3,71.8,75.7,6,0,19,4,81,290,0,0,7,6,1,7,5,2.5,3.5,0.23,0
Chris Cooley,1802,TE,WAS,5,2,0,0,0.0,0,0,3,0,0,0,4,0.0,0,1,32,0,0,71.5,58.0,84.1,,57.6,58.4,62.2,55.5,3,0,65,8,58,102,0,0,11,10,0,3,4,2.0,1.5,1.12,0
Vincent Jackson,2278,WR,SD,16,2,0,1,97.6,41,0,42,8,5,0,17,68.5,1,1,27,0,0,80.8,75.9,78.2,,,73.8,73.7,76.4,41,2,1106,60,574,348,0,0,110,62,0,42,17,8.5,21.0,1.93,0
Derek Anderson,2430,QB,CAR,2,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,5,0,0,65.2,58.1,72.6,,,,58.0,60.0,-1,0,0,0,0,11,0,0,0,2,0,-2,0,0.0,-1.0,,0
Nate Washington,2832,WR,TEN,16,2,0,0,0.0,0,0,5,5,4,0,3,7.9,0,1,31,0,0,82.0,76.7,86.5,,,76.0,60.3,63.4,3,0,1023,74,558,266,0,0,118,76,1,5,3,1.5,2.5,1.83,0
Vernon Davis,2951,TE,SF,18,2,0,0,0.0,0,0,-5,5,12,0,3,22.8,0,0,28,3,0,24.1,81.1,65.8,,51.1,78.8,57.3,81.4,-2,4,1084,77,516,493,0,0,105,79,0,-5,3,1.5,-2.5,2.1,0
Miles Austin,3211,WR,DAL,10,2,0,0,0.0,0,1,3,4,2,0,2,4.4,0,0,9,1,0,33.3,71.8,66.7,,,72.1,30.3,78.5,5,1,579,43,351,190,0,0,72,45,0,3,2,1.0,1.5,1.65,0
Sidney Rice,3660,WR,SEA,9,2,0,0,0.0,0,1,3,3,1,0,1,1.5,0,0,29,1,0,28.5,68.1,10.4,82.0,68.1,70.7,29.4,59.4,3,2,484,32,276,150,0,0,56,34,0,3,1,0.5,1.5,1.75,0
Davone Bess,4694,WR,MIA,16,2,0,0,0.0,0,1,9,5,7,0,3,19.8,0,0,17,2,0,24.9,61.1,64.6,,,61.2,59.7,57.0,5,1,537,51,390,146,0,0,79,53,0,9,3,1.5,4.5,1.38,0
Anthony Armstrong,4855,WR,WAS,14,2,0,0,0.0,0,0,19,3,1,0,6,33.3,1,1,32,0,0,71.5,51.9,84.6,,,49.5,68.5,62.8,14,0,103,7,183,122,0,0,25,9,0,19,6,3.0,9.5,0.56,0
James Casey,5076,FB,HST,16,2,0,0,0.0,0,0,11,0,2,0,3,15.0,1,1,13,0,0,74.9,73.5,62.3,,81.4,77.4,63.7,64.2,11,1,260,18,147,212,0,0,24,20,0,11,3,1.5,5.5,1.77,0
Brandon Gibson,5118,WR,SL,15,2,0,0,0.0,0,0,16,8,4,0,7,36.8,1,2,26,0,0,77.9,66.0,70.7,,66.8,62.7,68.1,89.0,11,2,431,36,373,197,0,0,65,38,0,16,7,3.5,8.0,1.16,0
Kerry Collins,115,QB,IND,3,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,14,4,0,22.7,44.0,30.3,48.6,,,29.4,60.0,0,2,0,0,0,58,0,0,0,2,0,-1,0,0.0,-0.5,,0
Brock Bolen,5264,FB,JAX,13,2,1,0,0.0,0,0,14,0,0,1,7,87.5,1,1,15,0,0,67.8,58.2,82.2,,25.2,48.7,63.3,72.8,10,0,6,2,46,43,0,0,5,4,0,14,7,3.5,7.0,0.13,0
Kevin Ogletree,5387,WR,DAL,13,2,0,0,0.0,0,0,3,0,3,0,3,26.5,0,1,9,1,0,24.0,62.1,17.9,,,62.5,63.2,64.1,7,2,173,15,194,68,0,0,26,17,0,3,3,1.5,1.5,0.89,0
Javier Arenas,5575,CB,KC,3,2,0,0,0.0,0,0,7,0,0,0,0,0.0,0,1,16,0,0,65.2,58.0,68.4,,,,58.6,60.0,7,2,0,0,0,3,0,0,0,2,1,7,0,0.0,3.5,,0
Eric Decker,5611,WR,DEN,17,2,0,0,0.0,0,1,10,10,4,0,2,8.7,0,0,10,1,0,35.9,63.2,53.5,53.1,,61.0,57.6,80.6,9,4,612,44,478,471,0,0,92,46,0,10,2,1.0,5.0,1.28,0
Kyle Williams,5729,WR,SF,15,2,0,1,78.1,25,1,32,2,2,0,6,25.0,1,1,28,1,0,75.8,70.2,35.8,,69.1,67.7,78.1,76.1,25,2,253,22,221,141,0,0,35,24,0,32,6,3.0,16.0,1.14,0
Colin Kaepernick,6188,QB,SF,3,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,28,0,0,70.2,68.2,74.7,69.4,,,58.4,60.0,-1,0,0,0,0,15,0,0,0,2,0,-2,0,0.0,-1.0,,0
Randall Cobb,6216,WR,GB,16,2,0,0,0.0,0,0,5,4,7,0,4,46.7,0,0,12,0,0,28.3,66.4,51.9,57.8,,66.9,58.4,60.2,4,1,413,28,186,88,0,0,34,30,0,5,4,2.0,2.5,2.22,0
Patrick Peterson,6157,CB,ARZ,3,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,1,1,0,61.2,71.0,68.5,,70.4,60.5,,60.0,0,8,-1,1,1,1,0,0,1,2,0,0,0,0.0,0.0,-1.0,0
Preston Parker,5950,WR,TB,16,1,0,0,0.0,0,0,-3,4,6,0,0,0.0,0,0,30,0,0,78.5,63.9,18.6,,,64.8,56.7,63.0,-3,3,554,40,382,60,0,0,60,41,0,-3,0,0.0,-3.0,1.45,0
Manase Tonga,5922,FB,OAK,9,1,0,0,0.0,0,0,12,1,0,0,3,0.0,1,1,23,0,0,68.3,72.4,83.2,,85.3,44.0,62.4,73.5,12,0,18,3,43,113,0,0,4,4,0,12,3,3.0,12.0,0.42,0
Jeremy Horne,5852,WR,KC,3,1,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,16,0,0,61.9,56.5,70.0,,,56.7,60.0,,5,0,0,0,3,1,0,0,1,1,0,5,4,4.0,5.0,0.0,0
Victor Cruz,5827,WR,NYG,20,1,0,0,0.0,0,0,3,13,16,0,0,0.0,0,0,21,1,0,33.7,82.1,65.4,,,82.3,59.9,61.6,3,2,1805,103,670,322,0,0,151,104,0,3,0,0.0,3.0,2.69,0
Marc Mariani,5745,WR,TEN,16,1,0,0,0.0,0,0,4,1,1,0,1,16.7,0,0,31,0,0,69.1,50.3,81.6,,,47.9,56.7,66.4,4,0,24,5,47,85,0,0,12,6,0,4,1,1.0,4.0,0.51,0
David Reed,5679,WR,BLT,4,1,0,1,100.0,16,0,16,0,0,0,5,0.0,1,1,3,0,0,61.9,56.3,75.2,,,53.1,63.2,60.1,16,0,0,0,15,5,0,0,2,1,0,16,5,5.0,16.0,0.0,0
Andre Johnson,1319,WR,HST,9,1,0,0,0.0,0,0,8,5,1,0,3,6.4,0,0,13,0,0,79.2,87.2,64.8,,,87.0,63.1,70.8,8,1,693,46,224,209,0,0,73,47,0,8,3,3.0,8.0,3.09,0
Mike Williams,5625,WR,TB,16,1,0,0,0.0,0,2,3,9,8,0,2,24.2,0,0,30,2,0,27.3,62.5,46.7,,,63.2,56.7,58.8,3,3,777,65,628,293,0,0,119,66,0,3,2,2.0,3.0,1.24,0
Lance Kendricks,6199,TE,SL,15,1,0,0,0.0,0,0,-8,9,2,0,0,0.0,0,0,26,1,0,27.0,58.5,59.5,,61.5,43.4,56.7,85.9,-8,4,352,28,301,217,0,0,53,29,0,-8,0,0.0,-8.0,1.17,0
Armanti Edwards,5613,WR,CAR,6,1,0,0,0.0,0,0,5,0,0,0,1,0.0,0,0,5,0,0,64.5,53.9,76.1,60.4,,56.0,56.7,60.6,5,0,0,0,3,21,0,0,0,1,0,5,1,1.0,5.0,0.0,0
Rob Gronkowski,5567,TE,NE,19,1,0,0,0.0,0,0,2,8,15,0,0,0.0,0,1,19,0,0,84.1,92.9,65.5,,61.4,91.9,62.4,87.7,2,6,1585,107,646,504,0,0,143,108,1,2,0,0.0,2.0,2.45,0
Dez Bryant,5549,WR,DAL,15,1,1,0,0.0,0,1,5,1,12,1,3,60.9,0,0,9,1,0,45.4,80.4,76.5,,,79.6,63.2,67.0,5,1,928,63,518,227,0,0,100,64,0,5,3,3.0,5.0,1.79,0
Demaryius Thomas,5547,WR,DEN,13,1,0,0,0.0,0,0,5,6,5,0,4,46.5,0,0,10,0,0,78.6,75.9,73.2,48.3,,76.5,61.1,64.3,5,1,848,42,315,320,0,0,81,43,0,5,4,4.0,5.0,2.69,0
Shaun Hill,1255,QB,DET,2,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,11,0,0,67.4,66.7,75.2,67.0,,,59.8,60.0,-1,0,0,0,0,19,0,0,0,1,0,-1,0,0.0,-1.0,,0
Cameron Morrah,5172,TE,SEA,9,1,0,0,0.0,0,1,1,3,0,0,2,0.0,0,0,29,0,0,70.3,53.7,55.5,,77.8,45.0,56.7,69.9,1,1,74,6,77,73,0,0,13,7,0,1,2,2.0,1.0,0.96,0
Aaron Brown,5116,HB,DET,1,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,11,0,0,64.6,62.6,67.6,,,69.9,59.4,,0,0,9,1,2,1,0,0,1,2,0,0,1,1.0,0.0,4.5,0
Austin Pettis,6230,WR,SL,12,1,0,0,0.0,0,0,-6,3,2,0,0,0.0,0,0,26,0,0,76.2,60.3,81.7,,5.9,60.0,60.0,63.8,-6,0,256,27,238,98,0,0,46,28,0,-6,0,0.0,-6.0,1.08,0
Brian Hartline,5031,WR,MIA,16,1,0,0,0.0,0,0,9,7,0,0,3,0.0,0,1,17,0,0,77.7,67.1,74.6,,,67.2,63.1,54.9,9,1,549,35,435,237,0,0,66,36,0,9,3,3.0,9.0,1.26,0
Jeremy Maclin,4942,WR,PHI,13,1,0,0,0.0,0,0,1,6,1,0,0,0.0,0,0,24,1,0,45.5,75.4,88.7,,60.9,74.0,59.9,72.1,1,0,859,63,459,250,0,0,94,64,0,1,0,0.0,1.0,1.87,0
Clyde Gates,6263,WR,MIA,15,1,1,0,0.0,0,0,4,1,0,1,2,66.7,0,0,17,0,0,66.2,56.3,83.1,,,54.9,56.7,66.7,4,1,19,2,64,87,0,0,10,3,0,4,2,2.0,4.0,0.3,0
Greg Salas,6264,WR,SL,6,1,0,0,0.0,0,0,8,4,3,0,4,42.9,0,1,26,2,0,20.3,63.1,78.8,,,60.3,62.6,88.3,8,0,264,27,137,43,0,0,35,28,0,8,4,4.0,8.0,1.93,0
Michael Crabtree,4933,WR,SF,17,1,0,0,0.0,0,0,6,10,14,0,2,36.4,0,0,28,0,0,82.1,75.7,74.3,,,73.8,56.7,82.8,6,2,888,76,487,269,0,0,118,77,0,6,2,2.0,6.0,1.82,0
B.J. Raji,4932,DI,GB,2,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,12,0,0,61.9,75.5,71.0,,,59.9,62.4,60.0,1,0,0,0,1,2,0,0,0,1,1,1,0,0.0,1.0,0.0,0
Chauncey Washington,4527,HB,DAL,1,1,0,0,0.0,0,0,-1,0,1,0,2,66.7,0,0,9,0,0,66.2,64.2,74.9,,74.7,69.7,59.8,,-1,0,13,2,12,1,0,0,3,3,0,-1,2,2.0,-1.0,1.08,0
Harry Douglas,4398,WR,ATL,17,1,0,0,0.0,0,1,3,5,1,0,2,4.9,0,0,2,0,0,78.9,58.4,53.4,,46.6,58.1,59.9,68.5,3,2,505,40,461,155,0,0,62,41,0,3,2,2.0,3.0,1.1,0
Richard Bartel,3884,QB,ARZ,2,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,1,0,0,76.6,37.7,76.0,41.0,,,55.3,60.0,9,0,0,0,0,3,9,1,0,0,0,9,0,0.0,9.0,,0
Tyler Thigpen,3833,QB,BUF,3,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,4,0,0,70.9,39.7,74.9,40.5,,,58.3,60.0,8,0,0,0,0,12,8,1,0,0,0,8,0,0.0,8.0,,0
Steve Breaston,3758,WR,KC,16,1,0,1,100.0,25,0,25,3,13,0,2,41.9,1,1,16,0,0,80.7,70.4,75.5,,,69.7,63.2,65.4,25,2,785,61,485,347,0,0,96,62,0,25,2,2.0,25.0,1.62,0
Anthony Sherman,6288,FB,ARZ,14,1,0,0,0.0,0,0,3,0,0,0,3,0.0,0,1,1,0,0,70.8,71.2,84.2,,54.5,69.3,62.4,68.7,3,0,72,8,63,148,0,0,9,9,0,3,3,3.0,3.0,1.14,0
Dwayne Bowe,3639,WR,KC,16,1,0,0,0.0,0,0,12,10,13,0,1,15.9,1,0,16,1,0,52.9,84.3,44.2,,71.9,84.4,63.2,71.8,12,4,1159,81,502,378,0,0,130,82,0,12,1,1.0,12.0,2.31,0
Calvin Johnson,3618,WR,DET,17,1,0,0,0.0,0,0,11,7,19,0,3,52.3,1,1,11,1,0,60.0,91.2,71.6,,,91.0,61.5,73.2,11,2,1896,108,729,309,0,0,166,109,0,11,3,3.0,11.0,2.6,0
Ben Obomanu,3194,WR,SEA,16,1,0,0,0.0,0,0,13,8,4,0,5,52.6,1,1,29,0,0,77.8,59.1,51.6,,70.4,58.2,63.2,68.5,13,2,436,37,346,177,0,0,56,38,0,13,5,5.0,13.0,1.26,0
Lawrence Vickers,3125,FB,HST,12,1,0,0,,0,0,0,3,0,0,1,0.0,0,0,13,0,0,68.3,62.1,83.1,,83.3,28.7,59.5,69.4,0,0,29,4,53,199,0,0,7,5,0,0,1,1.0,0.0,0.55,0
Brandon Marshall,3064,WR,MIA,16,1,1,0,0.0,0,0,13,14,9,1,11,134.1,1,1,17,1,0,53.0,77.1,41.9,,,77.5,63.2,66.0,13,3,1214,81,512,355,0,0,138,82,0,13,11,11.0,13.0,2.37,0
Niles Paul,6307,WR,WAS,13,1,0,0,0.0,0,0,7,0,0,0,2,0.0,0,0,32,0,0,66.2,58.9,30.5,,64.5,57.1,63.2,68.0,7,1,25,2,74,83,0,0,5,3,0,7,2,2.0,7.0,0.34,0
Tony Scheffler,3006,TE,DET,16,1,0,0,0.0,0,0,5,4,1,0,2,7.1,0,0,11,1,0,27.5,76.3,83.6,,75.2,76.9,39.8,71.0,5,0,354,27,213,100,0,0,44,28,0,5,2,2.0,5.0,1.66,0
Tyrod Taylor,6332,QB,BLT,3,1,1,0,0.0,0,0,2,0,0,1,7,700.0,0,0,3,0,0,67.4,64.0,70.1,55.1,,59.0,61.1,,2,0,0,0,1,1,0,0,0,1,0,2,7,7.0,2.0,0.0,0
Devin Hester,3002,WR,CHI,14,1,0,0,0.0,0,0,-6,4,1,0,0,0.0,0,0,6,1,0,26.8,54.1,6.9,,,55.1,56.7,68.3,-6,4,369,26,324,120,0,0,53,27,0,-6,0,0.0,-6.0,1.14,0
Antonio Cromartie,2964,CB,NYJ,5,1,0,0,0.0,0,1,1,0,0,0,9,0.0,0,0,22,0,0,61.9,65.2,70.4,,,58.0,63.2,60.0,1,7,0,0,2,3,0,0,0,1,0,1,9,9.0,1.0,0.0,0
Matt Leinart,2955,QB,HST,2,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,13,0,0,74.0,60.0,76.8,59.6,,,59.8,60.0,-1,0,0,0,0,20,0,0,0,1,0,-1,0,0.0,-1.0,,0
Heath Miller,2247,TE,PIT,17,1,0,0,0.0,0,0,6,5,5,0,3,26.3,0,1,25,1,0,42.5,88.2,84.0,,70.5,81.5,62.8,84.3,6,3,691,56,490,455,0,0,81,57,0,6,3,3.0,6.0,1.41,0
David Ausberry,6393,TE,OAK,9,1,1,0,0.0,0,0,-2,0,0,1,5,166.7,0,0,23,0,0,67.4,54.4,0.0,,,58.7,56.7,60.0,-2,1,14,2,37,3,0,0,2,3,0,-2,5,5.0,-2.0,0.38,0
Lousaka Polite,2152,FB,NE,4,1,0,0,0.0,0,0,3,0,0,0,2,0.0,0,1,19,0,0,61.9,48.8,74.5,,,53.5,59.3,52.2,3,0,0,0,6,18,0,0,0,1,0,3,2,2.0,3.0,0.0,0
Jerricho Cotchery,1829,WR,PIT,13,1,0,0,0.0,0,0,3,2,3,0,1,16.7,0,0,25,0,0,74.5,72.6,81.3,,,68.4,56.7,91.4,3,0,268,17,217,75,0,0,29,18,0,3,1,1.0,3.0,1.24,0
Dane Sanzenbacher,6570,WR,CHI,15,1,0,0,0.0,0,1,-4,7,0,0,2,0.0,0,0,6,0,0,76.4,57.5,57.7,,,57.5,56.5,63.7,-4,1,276,27,241,126,0,0,53,28,0,-4,2,2.0,-4.0,1.15,0
Jerheme Urban,1709,WR,KC,6,1,0,0,0.0,0,0,7,0,0,0,5,0.0,0,0,16,0,0,68.3,54.2,80.4,,81.0,50.7,63.2,60.3,7,0,35,4,77,42,0,0,13,5,0,7,5,5.0,7.0,0.45,0
Doug Baldwin,6615,WR,SEA,16,1,0,0,0.0,0,0,-2,7,3,0,0,0.0,0,0,29,0,0,79.6,80.3,43.0,,65.9,80.4,56.7,72.2,-2,2,792,51,354,132,0,0,85,52,0,-2,0,0.0,-2.0,2.24,0
Larry Johnson,1343,HB,MIA,1,1,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,17,0,0,61.9,58.6,64.4,,,60.0,59.8,,2,0,0,0,1,1,0,0,0,1,0,2,3,3.0,2.0,0.0,0
Bryant Johnson,1333,WR,HST,17,1,0,0,0.0,0,0,1,0,1,0,1,14.3,0,0,13,0,0,69.8,66.0,43.1,,67.2,60.8,56.7,90.3,1,1,90,6,83,118,0,0,10,7,0,1,1,1.0,1.0,1.08,0
Brandon Banks,6053,WR,WAS,4,1,0,1,100.0,59,0,59,0,0,0,44,0.0,1,1,32,0,0,66.2,96.4,70.1,87.1,,78.1,66.6,60.1,59,0,10,1,1,4,0,0,1,2,0,59,44,44.0,59.0,10.0,0
Donald Jones,6000,WR,BUF,8,1,0,0,0.0,0,0,2,2,4,0,0,0.0,0,0,4,0,0,75.4,59.7,60.7,,,60.1,56.5,59.5,2,1,231,23,221,134,0,0,45,24,0,2,0,0.0,2.0,1.05,0
