player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Le'Veon Bell,7829,HB,PIT,13,244,36,5,15.1,130,1,860,7,10,36,516,33.7,13,48,25,1,46,85.0,71.6,36.3,,65.6,59.7,74.6,65.2,43,3,399,45,328,261,0,0,62,289,8,860,516,2.11,3.5,1.22,0
Maurice Jones-Drew,3005,HB,JAX,15,234,26,7,25.3,203,0,803,2,12,26,516,30.3,17,44,15,1,90,84.7,73.0,87.0,69.8,93.1,68.8,66.3,68.1,48,0,314,43,266,254,0,0,53,277,5,803,516,2.21,3.4,1.18,0
BenJarvus Green-Ellis,4599,HB,CIN,17,228,26,2,5.4,43,0,798,1,0,26,464,22.8,14,52,7,2,61,69.0,57.8,83.9,,70.5,39.9,60.2,55.7,25,0,22,4,150,252,0,0,5,232,7,798,464,2.04,3.5,0.15,0
Reggie Bush,2947,HB,DET,14,223,42,13,31.0,312,0,1006,9,9,42,468,38.6,29,48,11,5,86,39.3,72.4,62.2,,70.4,73.2,69.3,57.4,39,1,506,54,302,258,0,0,76,277,4,1006,468,2.1,4.5,1.68,0
Rashard Mendenhall,4337,HB,ARZ,15,217,29,3,8.4,58,0,687,1,5,29,392,26.1,12,43,1,4,42,44.4,65.1,82.1,,75.3,65.1,62.7,57.8,28,0,134,18,158,234,0,0,19,235,8,687,392,1.81,3.2,0.85,0
DeMarco Murray,6223,HB,DAL,14,217,37,11,28.8,324,1,1124,2,16,37,588,53.2,32,60,9,3,46,64.0,79.8,87.0,,83.5,70.6,77.2,56.8,43,2,350,53,305,230,0,0,61,270,9,1124,588,2.71,5.2,1.15,0
Ray Rice,4369,HB,BLT,15,214,9,3,12.3,81,0,660,3,4,9,326,7.3,14,28,3,2,51,72.0,54.6,35.8,,63.8,63.6,51.3,67.7,47,2,321,58,331,230,0,0,70,272,4,660,326,1.52,3.1,0.97,0
Fred Jackson,3368,HB,BUF,16,206,31,6,15.7,140,0,890,5,10,31,528,41.5,21,54,4,3,29,70.3,76.6,59.5,,81.6,64.5,76.2,56.5,59,1,387,47,271,251,0,0,61,253,9,890,528,2.56,4.3,1.43,0
DeAngelo Williams,2972,HB,CAR,16,206,29,9,25.0,214,0,856,1,6,29,475,34.8,21,36,5,3,119,63.4,68.7,84.8,,89.6,59.3,67.0,55.9,43,0,333,26,171,253,0,0,32,232,3,856,475,2.31,4.2,1.95,0
C.J. Spiller,5534,HB,BUF,15,202,32,11,43.9,408,0,930,2,7,32,456,37.5,22,26,4,4,43,42.2,71.1,39.1,,23.4,71.0,71.3,59.4,77,1,185,33,145,218,0,0,40,235,2,930,456,2.26,4.6,1.28,0
Stevan Ridley,6225,HB,NE,16,197,28,7,16.8,141,0,841,0,2,28,421,31.0,18,42,19,4,69,38.5,77.5,81.4,,86.3,43.6,76.9,57.9,29,0,62,10,92,214,0,0,12,207,9,841,421,2.14,4.3,0.67,0
Trent Richardson,7009,HB,IND,18,192,46,2,6.7,38,0,564,4,18,46,381,55.9,9,29,14,3,121,54.5,62.6,86.8,,71.0,61.5,59.6,66.4,22,0,316,35,256,212,0,0,49,227,3,564,381,1.98,2.9,1.23,0
LeGarrette Blount,5863,HB,NE,18,182,29,9,31.3,295,0,941,0,1,29,512,45.9,20,43,19,3,72,57.3,82.2,80.3,,89.1,53.5,79.1,56.6,73,0,38,2,72,208,0,0,3,184,11,941,512,2.81,5.2,0.53,0
Chris Ivory,6007,HB,NYJ,15,182,37,12,43.5,362,0,833,4,1,37,548,62.2,17,34,22,2,45,67.1,73.7,83.0,,55.0,28.0,78.3,55.0,69,0,10,2,71,216,0,0,8,184,3,833,548,3.01,4.6,0.14,0
Giovani Bernard,7818,HB,CIN,17,182,25,8,23.1,172,0,745,5,22,25,411,43.3,16,34,7,2,60,69.4,76.6,88.6,,84.9,74.0,72.0,71.5,35,0,587,63,342,212,0,0,80,245,5,745,411,2.26,4.1,1.72,0
Ben Tate,5583,HB,HST,14,181,41,6,19.5,150,0,771,3,2,41,431,47.6,20,34,13,5,38,29.9,67.3,85.5,,59.5,41.4,73.9,58.1,60,1,140,34,212,192,0,0,42,215,4,771,431,2.38,4.3,0.66,0
Lamar Miller,7097,HB,MIA,16,177,20,7,26.9,191,0,709,1,3,20,364,23.3,16,27,17,1,37,79.1,69.8,88.9,,68.9,55.4,73.0,47.4,49,1,170,26,279,205,0,0,30,203,2,709,364,2.06,4.0,0.61,0
Bilal Powell,6278,HB,NYJ,16,176,25,5,17.1,119,1,697,5,7,25,383,32.8,16,35,22,1,62,79.4,64.5,89.9,74.1,71.9,51.7,64.7,64.8,39,1,262,36,270,228,0,0,50,212,1,697,383,2.18,4.0,0.97,0
Joique Bell,5797,HB,DET,16,166,33,5,13.6,89,0,653,6,15,33,395,52.2,15,41,11,4,39,49.3,76.0,90.0,,77.2,83.7,69.8,57.5,20,0,547,53,288,191,0,0,64,219,8,653,395,2.38,3.9,1.9,0
Rashad Jennings,5174,HB,OAK,15,163,16,7,27.7,203,2,733,0,8,16,456,33.7,10,35,23,0,80,90.7,78.6,87.2,,67.0,82.0,74.3,59.3,80,2,292,36,212,207,0,0,39,199,6,733,456,2.8,4.5,1.38,0
Steven Jackson,1745,HB,ATL,12,157,18,5,24.1,131,0,543,5,11,18,319,31.0,8,26,2,0,27,90.4,69.9,42.4,,83.5,52.0,71.5,60.0,50,1,191,33,172,163,0,0,44,190,6,543,319,2.03,3.5,1.11,0
Bernard Pierce,7085,HB,BLT,16,152,18,2,12.2,53,0,436,1,5,18,266,23.4,9,20,3,1,30,75.6,67.9,85.5,,72.4,63.2,66.3,58.0,28,0,104,20,150,173,0,0,25,172,2,436,266,1.75,2.9,0.69,0
Bobby Rainey Jr.,7511,HB,TB,12,150,22,5,32.9,186,0,566,0,2,22,414,40.1,14,23,30,1,50,77.3,80.5,82.1,48.6,59.5,75.7,79.3,57.5,80,0,46,15,106,167,0,0,18,165,5,566,414,2.76,3.8,0.43,0
Montee Ball,7839,HB,DEN,19,148,23,6,21.4,140,0,655,4,7,23,364,42.6,14,44,10,3,35,43.7,72.7,85.8,,69.9,46.9,77.5,67.4,45,0,160,25,166,170,0,0,34,173,4,655,364,2.46,4.4,0.96,0
Pierre Thomas,4080,HB,NO,16,147,21,3,9.5,52,0,549,3,22,21,323,42.2,14,31,20,1,35,79.6,79.1,86.3,,73.8,81.3,76.1,62.9,18,0,513,77,301,173,0,0,82,224,2,549,323,2.2,3.7,1.7,0
Andre Brown,5053,HB,NYG,8,139,12,5,18.8,93,0,494,2,2,12,285,18.1,16,31,21,3,55,28.6,62.7,36.4,,70.5,43.4,66.3,58.1,23,1,103,20,137,148,0,0,27,159,3,494,285,2.05,3.6,0.75,0
Willis McGahee,1339,HB,CLV,12,138,12,1,4.2,16,0,377,1,0,12,243,14.5,6,28,8,1,62,72.2,66.0,81.1,,72.3,55.5,65.4,57.9,16,0,20,8,72,150,0,0,10,146,2,377,243,1.76,2.7,0.28,0
Danny Woodhead,4914,HB,SD,18,130,10,0,0.0,0,0,512,3,18,10,244,24.9,7,28,27,2,38,81.0,80.8,90.1,,68.4,91.5,69.4,59.0,14,0,629,81,323,138,0,0,89,211,3,512,244,1.88,3.9,1.95,0
Donald Brown,4950,HB,IND,18,130,26,9,35.3,231,0,655,3,9,26,393,65.3,17,24,14,1,64,73.5,72.2,87.3,,65.5,68.7,71.3,57.7,51,0,264,32,192,144,0,0,38,162,7,655,393,3.02,5.0,1.38,0
Doug Martin,7035,HB,TB,6,127,11,6,26.1,119,0,456,4,2,11,274,20.2,11,16,30,1,45,71.7,60.0,82.1,,61.6,42.8,63.5,59.5,28,0,66,12,105,138,0,0,24,139,1,456,274,2.16,3.6,0.63,0
Cam Newton,6153,QB,CAR,17,121,15,3,7.7,49,0,253,0,0,6,145,13.6,23,48,5,3,34,90.1,73.2,78.6,71.7,,,65.8,61.2,56,1,0,0,0,458,381,41,0,80,6,634,354,2.93,5.2,,0
Arian Foster,5398,HB,HST,8,121,10,8,26.4,143,0,542,5,6,10,249,23.0,19,31,13,0,26,89.9,73.6,82.9,,75.3,52.1,77.8,60.0,23,0,183,22,158,126,0,0,31,143,1,542,249,2.06,4.5,1.16,0
Andre Ellington,7968,HB,ARZ,15,118,20,12,47.9,312,0,652,6,11,20,372,62.2,24,27,1,1,26,73.4,84.2,87.1,,81.3,68.8,88.4,68.4,80,0,371,39,220,148,0,0,57,157,3,652,372,3.15,5.5,1.69,0
Colin Kaepernick,6188,QB,SF,19,116,15,4,9.9,75,1,175,0,0,3,42,3.5,27,39,28,9,11,49.4,68.1,20.0,68.1,61.3,,63.4,60.0,58,9,0,0,0,524,580,56,0,60,5,755,357,3.08,6.5,,0
Darren McFadden,4318,HB,OAK,10,114,11,5,33.5,127,0,379,2,2,11,221,19.2,7,16,23,1,51,75.6,57.8,85.4,80.9,37.6,49.2,60.4,60.9,30,0,108,17,125,143,0,0,24,131,5,379,221,1.94,3.3,0.86,0
Daniel Thomas,6214,HB,MIA,15,109,21,3,21.2,86,0,406,1,2,21,220,37.4,6,17,17,0,24,88.8,74.5,84.7,,70.3,55.5,76.3,59.1,55,0,63,15,128,124,0,0,16,124,4,406,220,2.02,3.7,0.49,0
Mike Tolbert,4740,FB,CAR,17,109,10,6,28.1,107,0,381,0,9,10,209,26.8,6,33,5,0,60,89.2,70.6,33.0,,74.9,70.1,63.3,72.1,22,2,184,27,234,260,0,0,28,136,5,381,209,1.92,3.5,0.79,0
Russell Wilson,7077,QB,SEA,19,107,9,1,2.9,17,0,107,0,0,1,20,0.8,27,31,29,12,2,50.1,83.8,30.6,82.6,,,72.6,60.0,27,10,0,0,0,530,474,57,0,50,1,581,182,1.7,5.4,,0
Mark Ingram II,6180,HB,NO,13,106,31,9,36.5,194,0,532,3,5,31,267,78.2,16,28,20,1,18,67.3,82.8,0.0,,64.1,42.1,88.7,58.0,34,2,85,10,80,124,0,0,15,116,2,532,267,2.52,5.0,1.06,0
Jacquizz Rodgers,6297,HB,ATL,15,96,15,3,16.3,54,0,332,1,15,15,193,40.8,7,19,2,1,23,90.6,74.7,86.9,,84.0,83.5,65.3,68.5,19,0,340,52,237,108,0,0,58,148,2,332,193,2.01,3.5,1.43,0
James Starks,5716,HB,GB,14,94,20,6,35.2,184,0,522,1,3,20,282,65.7,14,29,12,1,17,64.7,79.8,83.5,,62.8,63.6,80.6,58.3,41,0,102,11,95,102,0,0,14,105,3,522,282,3.0,5.6,1.07,0
Kendall Hunter,6267,HB,SF,19,92,15,7,50.1,203,0,405,1,1,15,232,42.9,13,21,28,1,48,65.4,65.2,81.8,,62.5,44.0,69.3,56.9,45,0,13,2,86,115,0,0,4,94,3,405,232,2.52,4.4,0.15,0
Robert Turbin,7106,HB,SEA,19,91,13,1,4.9,15,0,304,1,1,13,190,29.2,6,10,29,0,16,66.8,67.6,84.7,,83.9,50.4,69.4,56.3,15,0,69,9,106,119,0,0,12,100,0,304,190,2.09,3.3,0.65,0
Knile Davis,7878,HB,KC,16,88,9,5,28.8,89,0,309,1,1,9,172,18.4,8,16,16,2,27,29.2,59.8,80.9,,83.1,52.0,60.6,55.3,20,0,108,18,99,102,0,0,21,106,5,309,172,1.95,3.5,1.09,0
Robert Griffin III,7008,QB,WAS,13,86,8,2,7.8,38,0,211,0,0,6,59,14.2,18,25,32,10,12,76.8,65.9,39.1,66.5,,,58.1,60.0,26,6,0,0,0,359,278,36,0,50,0,489,139,1.62,5.7,,0
Terrelle Pryor Sr.,6944,QB,OAK,11,83,9,4,29.5,169,0,268,0,0,6,70,17.5,18,27,23,8,9,46.1,53.9,0.1,49.4,,58.4,71.7,61.1,93,8,0,0,1,233,304,34,0,49,2,572,147,1.77,6.9,0.0,0
Alex Smith,2218,QB,KC,16,83,5,2,8.0,39,0,112,1,0,0,21,0.0,16,27,16,7,1,69.5,69.8,47.1,71.3,,,54.6,60.1,26,7,-4,1,0,377,376,50,1,34,1,488,86,1.04,5.9,,0
Shonn Greene,4988,HB,TEN,11,77,5,3,24.4,72,0,295,1,0,5,164,12.8,4,18,31,0,24,86.4,65.5,9.0,,59.1,49.8,69.4,59.7,29,1,39,6,53,85,0,0,7,83,4,295,164,2.13,3.8,0.74,0
Jordan Todman,6335,HB,JAX,15,76,7,2,19.1,49,0,256,3,2,7,116,15.3,5,16,15,0,20,89.6,57.9,84.7,,68.3,45.8,62.2,58.6,33,2,116,14,136,84,0,0,20,90,2,256,116,1.53,3.4,0.85,0
Bryce Brown,7213,HB,PHI,17,75,9,5,46.8,147,0,314,1,1,9,219,35.2,5,16,24,0,17,86.1,66.4,17.4,,75.7,65.0,65.9,57.1,65,1,84,8,80,92,0,0,12,83,2,314,219,2.92,4.2,1.05,0
Khiry Robinson,8514,HB,NO,12,75,15,5,30.4,99,0,326,0,1,15,196,55.0,11,17,20,0,32,85.8,84.2,76.0,,81.3,67.9,79.7,58.0,25,0,13,1,10,91,0,0,1,76,2,326,196,2.61,4.3,1.3,0
Peyton Hillis,4541,HB,NYG,7,73,6,1,10.9,27,0,247,0,3,6,155,22.2,4,12,21,2,24,33.9,57.4,82.4,,78.0,59.2,54.0,68.5,27,0,96,13,73,83,0,0,20,86,2,247,155,2.12,3.4,1.32,0
Geno Smith,7820,QB,NYJ,16,71,5,0,0.0,0,1,114,0,0,2,37,4.5,13,23,22,8,4,69.7,60.7,31.9,60.6,,69.6,58.8,62.9,32,6,13,1,5,443,267,31,1,41,6,381,99,1.39,5.4,2.6,0
Andrew Luck,7007,QB,IND,18,71,10,1,4.9,21,0,19,0,0,0,1,0.0,16,26,14,6,0,79.8,77.5,90.5,73.6,,,76.8,60.0,29,0,0,0,0,394,408,47,0,24,4,427,162,2.28,6.0,,0
Daryl Richardson,7233,HB,SL,8,69,5,0,0.0,0,0,215,3,4,5,111,17.4,6,12,26,0,29,85.8,56.4,81.6,,55.8,56.1,56.2,67.3,14,0,121,14,90,75,0,0,18,83,0,215,111,1.61,3.1,1.34,0
Andy Dalton,6187,QB,CIN,17,66,1,0,0.0,0,0,56,0,0,0,11,0.0,6,15,7,6,1,76.3,70.6,60.7,74.1,,57.6,35.4,60.4,12,3,0,0,1,471,152,28,0,38,2,208,60,0.91,3.2,0.0,0
Michael Bush,3716,HB,CHI,15,63,10,2,27.9,55,0,197,2,0,10,135,32.0,2,10,6,0,23,84.6,55.8,79.1,,66.9,39.7,59.1,56.5,40,0,48,4,41,78,0,0,7,67,3,197,135,2.14,3.1,1.17,0
Roy Helu,6257,HB,WAS,16,62,12,5,35.0,96,0,274,3,2,12,133,32.3,9,19,32,2,7,26.6,60.5,89.9,,86.7,38.8,64.0,78.6,24,0,251,31,301,83,0,0,40,93,4,274,133,2.15,4.4,0.83,0
Darren Sproles,2347,HB,NO,17,60,8,3,28.3,71,0,251,0,17,8,100,29.8,5,14,20,1,21,80.3,83.1,88.2,,59.9,91.7,63.4,57.8,38,0,667,80,311,71,0,0,95,140,2,251,100,1.67,4.2,2.14,0
Mike James,7970,HB,TB,7,60,7,5,32.2,95,0,295,1,2,7,186,39.9,8,14,30,0,16,85.1,87.6,9.4,68.0,81.4,55.1,89.7,66.7,24,1,43,10,55,68,0,0,11,70,0,295,186,3.1,4.9,0.78,0
Brandon Jacobs,2327,HB,NYG,7,58,5,3,28.6,68,0,238,2,2,5,118,23.7,7,16,21,1,22,49.6,62.3,79.0,,83.6,30.3,65.2,,37,0,13,2,46,59,0,0,6,60,4,238,118,2.03,4.1,0.28,0
Nick Foles,7089,QB,PHI,14,58,0,0,0.0,0,0,66,0,0,0,11,0.0,7,15,24,4,1,78.0,78.1,43.6,83.7,,58.4,39.5,60.3,21,5,0,0,1,337,158,17,0,41,3,224,38,0.66,3.9,0.0,0
Ronnie Hillman,7069,HB,DEN,9,55,5,2,16.5,36,0,218,0,2,5,105,19.9,6,13,10,2,16,27.1,61.3,80.6,,77.1,70.9,55.9,67.6,19,0,119,12,76,63,0,0,12,67,1,218,105,1.91,4.0,1.57,0
Brandon Bolden,7469,HB,NE,11,55,5,2,29.2,79,0,271,4,1,5,99,14.4,7,14,19,0,20,84.8,57.2,30.4,,56.6,46.7,64.0,60.3,46,1,141,20,152,61,0,0,27,75,3,271,99,1.8,4.9,0.93,0
Ronnie Brown,2219,HB,SD,17,54,3,1,24.8,58,0,234,0,4,3,149,28.8,4,10,27,0,18,85.4,61.6,84.3,,88.6,71.0,54.5,57.1,58,0,87,13,74,64,0,0,14,67,2,234,149,2.76,4.3,1.18,0
Joseph Randle,7933,HB,DAL,7,54,5,1,11.6,19,0,164,2,1,5,121,21.7,3,7,9,0,10,86.3,53.0,78.5,,28.8,35.0,58.9,68.8,19,0,61,8,44,59,0,0,10,62,2,164,121,2.24,3.0,1.39,0
Shane Vereen,6208,HB,NE,10,53,8,4,28.8,75,0,260,9,9,8,107,32.1,7,14,19,1,26,64.2,75.3,87.0,,89.7,81.8,64.6,72.2,21,0,502,54,249,62,0,0,79,107,1,260,107,2.02,4.9,2.02,0
E.J. Manuel,7797,QB,BUF,10,52,0,1,10.0,19,0,41,0,0,0,4,0.0,5,14,4,7,0,47.5,53.0,71.7,57.5,61.3,,36.3,60.0,19,2,0,0,0,306,149,24,0,28,2,190,39,0.75,3.7,,0
Jonathan Dwyer,5711,HB,PIT,15,49,3,3,36.5,72,0,197,1,3,3,102,21.9,5,16,25,0,12,90.2,81.3,80.2,,82.4,63.6,81.3,67.4,30,0,64,8,59,56,0,0,10,57,0,197,102,2.08,4.0,1.08,0
Dennis Johnson,8070,HB,HST,8,49,10,1,15.8,29,1,183,1,3,10,105,48.9,3,8,13,0,9,84.7,59.2,0.8,,48.6,59.8,61.6,,29,1,46,8,49,50,0,0,10,57,0,183,105,2.14,3.7,0.94,0
Chris Ogbonnaya,5135,HB,CLV,16,49,4,2,27.1,65,0,240,7,5,4,107,20.3,5,14,8,2,25,36.7,59.5,88.8,,75.3,47.4,61.0,61.3,43,0,343,48,267,96,0,0,70,97,0,240,107,2.18,4.9,1.28,0
Jonathan Stewart,4327,HB,CAR,6,48,11,2,17.8,32,0,180,0,0,11,123,51.3,4,7,5,1,25,46.8,66.3,77.9,,80.4,70.7,62.7,60.0,16,0,44,7,37,54,0,0,7,55,0,180,123,2.56,3.8,1.19,0
Felix Jones,4336,HB,PIT,16,48,5,0,0.0,0,0,184,1,0,5,90,16.4,5,9,25,1,10,58.6,58.1,80.9,,69.1,50.6,59.4,60.0,14,0,63,9,63,50,0,0,11,57,0,184,90,1.88,3.8,1.0,0
Brian Leonard,3668,HB,TB,16,47,3,1,13.2,24,0,182,1,8,3,98,30.2,5,12,30,0,15,84.6,79.2,32.5,,83.0,81.1,76.6,59.6,24,1,179,29,150,58,0,0,33,76,0,182,98,2.09,3.9,1.19,0
Benny Cunningham,8283,HB,SL,13,47,7,2,31.8,83,0,261,0,0,7,94,26.4,7,12,26,2,25,29.5,54.8,4.8,,49.8,60.3,56.7,56.0,56,1,59,6,58,62,0,0,8,53,1,261,94,2.0,5.6,1.02,0
Marcel Reece,4702,FB,OAK,16,46,6,1,28.9,63,0,218,4,6,6,146,48.8,4,8,23,0,32,84.5,66.7,91.0,67.9,91.1,56.9,68.8,66.4,63,3,331,32,267,184,0,0,53,78,2,218,146,3.17,4.7,1.24,0
Tashard Choice,4436,HB,IND,14,46,4,1,11.8,20,0,170,2,2,4,87,22.3,2,8,14,0,5,85.5,62.5,81.4,,81.1,34.2,67.3,58.3,20,0,15,5,45,60,0,0,9,51,0,170,87,1.89,3.7,0.33,0
Matt Asiata,6432,HB,MIN,3,44,2,1,23.5,39,0,166,1,1,2,112,15.6,4,11,18,1,8,44.4,61.1,79.5,,50.1,54.8,64.1,54.2,39,0,13,5,39,51,0,0,6,49,3,166,112,2.55,3.8,0.33,0
David Wilson,7036,HB,NYG,5,44,13,2,22.6,33,0,146,0,1,13,104,71.9,5,10,21,2,17,27.3,63.7,0.7,,58.2,53.1,65.9,60.0,18,1,8,2,36,48,0,0,5,46,1,146,104,2.36,3.3,0.22,0
Jason Snelling,3860,HB,ATL,14,44,2,2,20.1,33,0,164,2,14,2,97,49.0,4,9,2,0,12,88.5,70.1,84.7,,68.6,74.3,67.4,55.1,17,0,224,28,117,61,0,0,33,72,1,164,97,2.2,3.7,1.91,0
Ryan Fitzpatrick,2467,QB,TEN,11,43,6,0,0.0,0,0,12,0,0,1,2,1.0,8,14,31,9,0,39.2,68.0,56.2,68.5,,,55.9,60.0,26,2,0,1,0,258,204,29,1,15,3,216,125,2.91,5.0,,0
Edwin Baker,7231,HB,CLV,3,43,2,2,20.5,35,0,171,0,0,2,98,8.9,4,11,8,0,16,82.6,70.0,77.6,,85.5,68.7,67.4,60.0,20,0,57,8,42,46,0,0,9,51,2,171,98,2.28,4.0,1.36,0
Ahmad Bradshaw,3866,HB,IND,3,41,3,1,14.5,27,0,186,0,1,3,75,15.2,4,11,14,0,25,82.0,66.1,78.4,,89.0,62.5,63.0,59.2,27,0,42,7,34,44,0,0,7,48,2,186,75,1.83,4.5,1.24,0
Drew Brees,802,QB,NO,18,40,0,0,0.0,0,0,-28,0,0,0,2,0.0,2,9,20,7,0,72.7,84.1,0.0,86.8,,,37.0,60.0,16,12,0,0,0,435,93,13,0,27,3,65,15,0.38,1.6,,0
Ryan Tannehill,7014,QB,MIA,16,39,1,2,33.6,74,0,80,1,0,0,23,0.0,9,13,17,8,1,66.0,80.4,67.4,80.7,,,49.8,60.0,48,2,0,0,0,343,140,14,0,25,1,220,70,1.79,5.6,,0
Michael Vick,773,QB,PHI,7,38,2,2,32.9,97,0,132,0,0,2,54,24.5,11,17,24,6,4,29.1,61.2,24.8,58.4,,,67.6,60.0,61,2,-2,0,0,147,163,17,0,21,2,295,66,1.74,7.8,,0
Matthew Stafford,4924,QB,DET,16,37,2,0,0.0,0,0,2,0,0,1,14,2.1,1,12,11,12,1,61.7,80.3,38.0,83.2,,,29.8,60.0,14,6,0,0,0,440,65,11,0,26,2,67,34,0.92,1.8,,0
Stepfan Taylor,7922,HB,ARZ,13,36,4,1,12.8,15,0,117,0,2,4,56,21.2,2,6,1,0,5,81.3,77.4,80.0,,89.4,82.2,64.4,65.0,15,0,71,8,36,58,0,0,9,44,0,117,56,1.56,3.3,1.97,0
Toby Gerhart,5576,HB,MIN,14,36,14,5,47.7,135,0,283,2,2,14,136,123.4,11,13,18,1,13,74.5,71.4,82.9,,69.2,57.1,76.9,64.3,41,0,88,13,107,44,0,0,18,49,2,283,136,3.78,7.9,0.82,0
Jackie Battle,3885,HB,TEN,10,36,5,3,51.4,73,0,142,0,1,5,108,45.0,4,7,31,0,18,81.0,57.8,0.0,,89.8,56.6,55.8,54.0,37,1,36,4,39,44,0,0,4,40,1,142,108,3.0,3.9,0.92,0
Peyton Manning,327,QB,DEN,19,35,0,0,0.0,0,1,-33,0,0,0,0,0.0,0,1,10,11,1,88.6,92.8,73.9,93.2,,,27.5,60.0,1,4,0,0,0,515,0,0,0,35,1,-33,0,0.0,-0.9,,0
Tom Brady,698,QB,NE,18,34,1,0,0.0,0,0,-6,0,0,0,7,0.0,1,7,19,9,0,67.5,79.0,72.6,80.9,,,28.8,60.0,11,2,11,1,0,545,29,4,1,31,1,23,10,0.29,0.7,,0
Christian Ponder,6164,QB,MIN,9,34,6,0,0.0,0,0,-9,0,0,0,1,0.0,6,12,18,7,0,80.2,56.9,87.0,56.7,,,55.5,60.0,19,1,0,0,0,210,160,25,0,9,4,151,82,2.41,4.4,,0
Philip Rivers,1725,QB,SD,18,33,0,0,0.0,0,1,-8,0,0,0,0,0.0,3,5,27,3,0,90.9,88.2,22.1,90.4,,,31.2,60.0,18,8,-9,0,0,522,94,19,0,14,0,86,35,1.06,2.6,,0
