player,player_id_2018,position_2018,team_name_2018,player_game_count_2018,attempts_2018,avoided_tackles_2018,breakaway_attempts_2018,breakaway_percent_2018,breakaway_yards_2018,declined_penalties_2018,designed_yards_2018,drops_2018,elu_recv_mtf_2018,elu_rush_mtf_2018,elu_yco_2018,elusive_rating_2018,explosive_2018,first_downs_2018,franchise_id_2018,fumbles_2018,gap_attempts_2018,grades_hands_fumble_2018,grades_offense_2018,grades_offense_penalty_2018,grades_pass_2018,grades_pass_block_2018,grades_pass_route_2018,grades_run_2018,grades_run_block_2018,longest_2018,penalties_2018,rec_yards_2018,receptions_2018,routes_2018,run_plays_2018,scramble_yards_2018,scrambles_2018,targets_2018,total_touches_2018,touchdowns_2018,yards_2018,yards_after_contact_2018,yco_attempt_2018,ypa_2018,yprr_2018,zone_attempts_2018,player_id_2019,position_2019,team_name_2019,player_game_count_2019,attempts_2019,avoided_tackles_2019,breakaway_attempts_2019,breakaway_percent_2019,breakaway_yards_2019,declined_penalties_2019,designed_yards_2019,drops_2019,elu_recv_mtf_2019,elu_rush_mtf_2019,elu_yco_2019,elusive_rating_2019,explosive_2019,first_downs_2019,franchise_id_2019,fumbles_2019,gap_attempts_2019,grades_hands_fumble_2019,grades_offense_2019,grades_offense_penalty_2019,grades_pass_2019,grades_pass_block_2019,grades_pass_route_2019,grades_run_2019,grades_run_block_2019,longest_2019,penalties_2019,rec_yards_2019,receptions_2019,routes_2019,run_plays_2019,scramble_yards_2019,scrambles_2019,targets_2019,total_touches_2019,touchdowns_2019,yards_2019,yards_after_contact_2019,yco_attempt_2019,ypa_2019,yprr_2019,zone_attempts_2019,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,player_id_2021,position_2021,team_name_2021,player_game_count_2021,attempts_2021,avoided_tackles_2021,breakaway_attempts_2021,breakaway_percent_2021,breakaway_yards_2021,declined_penalties_2021,designed_yards_2021,drops_2021,elu_recv_mtf_2021,elu_rush_mtf_2021,elu_yco_2021,elusive_rating_2021,explosive_2021,first_downs_2021,franchise_id_2021,fumbles_2021,gap_attempts_2021,grades_hands_fumble_2021,grades_offense_2021,grades_offense_penalty_2021,grades_pass_2021,grades_pass_block_2021,grades_pass_route_2021,grades_run_2021,grades_run_block_2021,longest_2021,penalties_2021,rec_yards_2021,receptions_2021,routes_2021,run_plays_2021,scramble_yards_2021,scrambles_2021,targets_2021,total_touches_2021,touchdowns_2021,yards_2021,yards_after_contact_2021,yco_attempt_2021,ypa_2021,yprr_2021,zone_attempts_2021,player_id_2022,position_2022,team_name_2022,player_game_count_2022,attempts_2022,avoided_tackles_2022,breakaway_attempts_2022,breakaway_percent_2022,breakaway_yards_2022,declined_penalties_2022,designed_yards_2022,drops_2022,elu_recv_mtf_2022,elu_rush_mtf_2022,elu_yco_2022,elusive_rating_2022,explosive_2022,first_downs_2022,franchise_id_2022,fumbles_2022,gap_attempts_2022,grades_hands_fumble_2022,grades_offense_2022,grades_offense_penalty_2022,grades_pass_2022,grades_pass_block_2022,grades_pass_route_2022,grades_run_2022,grades_run_block_2022,longest_2022,penalties_2022,rec_yards_2022,receptions_2022,routes_2022,run_plays_2022,scramble_yards_2022,scrambles_2022,targets_2022,total_touches_2022,touchdowns_2022,yards_2022,yards_after_contact_2022,yco_attempt_2022,ypa_2022,yprr_2022,zone_attempts_2022
Amon-Ra St. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84470.0,WR,DET,17.0,7.0,2.0,1.0,42.6,26.0,0.0,61.0,2.0,8.0,2.0,40.0,58.9,3.0,2.0,11.0,0.0,2.0,84.1,79.4,88.6,,68.6,79.4,71.1,56.5,26.0,1.0,912.0,90.0,523.0,264.0,0.0,0.0,115.0,97.0,1.0,61.0,40.0,5.71,8.7,1.74,0.0,84470.0,WR,DET,16.0,9.0,1.0,1.0,61.1,58.0,0.0,95.0,4.0,9.0,1.0,32.0,30.9,2.0,3.0,11.0,0.0,4.0,84.9,90.7,89.9,,64.9,90.4,72.0,77.1,58.0,0.0,1161.0,106.0,483.0,321.0,0.0,0.0,139.0,115.0,0.0,95.0,32.0,3.56,10.6,2.4,0.0
Ja'Marr Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84270.0,WR,CIN,17.0,7.0,3.0,0.0,0.0,0.0,0.0,21.0,9.0,19.0,3.0,20.0,71.4,1.0,2.0,7.0,2.0,1.0,29.6,83.1,79.0,,,84.0,59.1,53.9,10.0,3.0,1455.0,81.0,579.0,321.0,0.0,0.0,123.0,88.0,0.0,21.0,20.0,2.86,3.0,2.51,0.0,84270.0,WR,CIN,12.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,12.0,2.0,18.0,54.8,0.0,0.0,7.0,2.0,2.0,29.8,83.3,63.7,60.0,,84.4,47.9,58.0,6.0,3.0,1046.0,87.0,518.0,236.0,0.0,0.0,127.0,92.0,0.0,8.0,18.0,3.6,1.6,2.02,0.0
Demetric Felton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40568.0,WR,CLV,16.0,7.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,6.0,0.0,16.0,54.9,1.0,0.0,8.0,0.0,4.0,87.7,78.1,81.3,,75.0,78.4,62.5,67.1,12.0,0.0,181.0,18.0,82.0,41.0,0.0,0.0,21.0,25.0,0.0,24.0,16.0,2.29,3.4,2.21,2.0,40568.0,WR,CLV,5.0,1.0,1.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,1.0,1.0,33.3,0.0,0.0,8.0,0.0,0.0,76.7,50.8,78.1,,,51.9,59.2,49.1,-4.0,0.0,8.0,2.0,25.0,49.0,0.0,0.0,5.0,3.0,0.0,-4.0,1.0,1.0,-4.0,0.32,0.0
Anthony Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84135.0,WR,CLV,14.0,6.0,0.0,1.0,43.6,17.0,0.0,39.0,1.0,0.0,0.0,15.0,0.0,3.0,4.0,8.0,0.0,0.0,80.6,57.4,55.8,,,56.7,63.9,58.9,17.0,1.0,135.0,10.0,164.0,126.0,0.0,0.0,22.0,16.0,0.0,39.0,15.0,2.5,6.5,0.82,0.0,84135.0,WR,CLV,10.0,4.0,1.0,2.0,80.7,46.0,1.0,57.0,2.0,0.0,1.0,10.0,31.3,2.0,2.0,8.0,1.0,0.0,18.9,50.8,12.8,,,47.3,76.3,55.9,31.0,1.0,51.0,4.0,62.0,41.0,0.0,0.0,10.0,8.0,1.0,57.0,10.0,2.5,14.3,0.82,0.0
D'Wayne Eskridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29573.0,WR,SEA,10.0,5.0,1.0,1.0,50.8,30.0,0.0,59.0,0.0,1.0,1.0,16.0,42.7,2.0,2.0,29.0,0.0,0.0,74.9,58.3,82.2,,,55.4,84.0,41.9,30.0,0.0,64.0,10.0,108.0,75.0,0.0,0.0,19.0,15.0,0.0,59.0,16.0,3.2,11.8,0.59,0.0,29573.0,WR,SEA,9.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,4.0,22.2,0.0,0.0,29.0,0.0,0.0,76.1,54.1,34.0,,62.4,57.5,50.1,48.7,6.0,3.0,58.0,7.0,93.0,66.0,0.0,0.0,12.0,9.0,0.0,10.0,4.0,2.0,5.0,0.62,0.0
Mekhi Sargent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83684.0,HB,JAX,4.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,15.0,0.0,3.0,69.7,43.4,68.3,,,25.9,56.9,,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,11.0,8.0,1.6,2.2,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84302.0,WR,NYJ,11.0,5.0,1.0,2.0,63.0,34.0,2.0,54.0,2.0,5.0,1.0,9.0,22.5,2.0,3.0,22.0,0.0,0.0,79.4,71.2,46.3,,65.7,73.8,66.4,31.5,19.0,4.0,538.0,43.0,308.0,147.0,0.0,0.0,74.0,48.0,1.0,54.0,9.0,1.8,10.8,1.75,0.0,84302.0,WR,NYJ,16.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,11.0,3.0,12.0,80.0,1.0,2.0,22.0,1.0,0.0,78.7,57.5,73.4,,,58.1,67.3,43.5,10.0,2.0,446.0,37.0,495.0,215.0,0.0,0.0,59.0,42.0,0.0,5.0,12.0,2.4,1.0,0.9,0.0
Mike White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46453.0,QB,NYJ,4.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,88.1,53.6,41.3,51.4,,90.8,71.1,60.0,2.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,5.0,0.0,-1.0,0.0,0.0,-0.2,,0.0,46453.0,QB,NYJ,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,22.0,2.0,0.0,71.6,61.3,84.6,59.6,,58.4,69.2,60.0,4.0,0.0,0.0,0.0,1.0,93.0,4.0,1.0,0.0,5.0,1.0,9.0,6.0,1.0,1.5,0.0,0.0
Freddie Swain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26448.0,WR,SEA,17.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,3.0,0.0,13.0,26.0,1.0,2.0,29.0,0.0,0.0,88.4,50.3,69.2,,82.4,51.4,55.6,41.1,11.0,1.0,343.0,25.0,366.0,196.0,0.0,0.0,39.0,30.0,0.0,32.0,13.0,2.6,6.4,0.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaQuan Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143793.0,HB,DAL,2.0,4.0,2.0,1.0,75.9,22.0,0.0,29.0,0.0,0.0,2.0,16.0,200.0,1.0,1.0,9.0,0.0,0.0,70.1,70.0,71.1,,,59.9,67.2,60.0,22.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,1.0,29.0,16.0,4.0,7.3,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Ehlinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60555.0,QB,IND,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,14.0,0.0,1.0,67.2,67.6,74.5,,,,65.2,60.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,9.0,4.0,1.33,3.0,,1.0,60555.0,QB,IND,4.0,16.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,8.0,22.2,2.0,5.0,14.0,2.0,1.0,63.5,57.2,83.6,56.6,,,58.0,60.3,19.0,0.0,0.0,0.0,0.0,89.0,63.0,10.0,0.0,6.0,0.0,79.0,30.0,1.88,4.9,,3.0
Damarea Crockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27436.0,HB,DEN,2.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,66.7,0.0,0.0,10.0,0.0,3.0,67.2,60.9,67.8,,,59.9,60.7,60.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,7.0,6.0,2.0,2.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Prentice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35639.0,FB,NO,7.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,20.0,0.0,0.0,69.7,68.4,82.6,,80.7,55.2,67.6,67.4,2.0,0.0,16.0,3.0,35.0,55.0,0.0,0.0,3.0,6.0,0.0,5.0,3.0,1.0,1.7,0.46,0.0,35639.0,FB,NO,11.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,20.0,1.0,1.0,18.2,54.0,85.5,,76.5,33.6,70.0,52.8,3.0,0.0,9.0,3.0,21.0,84.0,0.0,0.0,3.0,7.0,0.0,9.0,6.0,1.5,2.3,0.43,1.0
Kadarius Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61245.0,WR,NYG,10.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,12.0,0.0,1.0,14.6,0.0,0.0,21.0,0.0,2.0,79.7,72.8,36.5,66.7,,74.4,48.8,56.2,7.0,1.0,420.0,39.0,196.0,84.0,1.0,1.0,53.0,41.0,0.0,6.0,5.0,1.67,2.0,2.14,0.0,61245.0,WR,KC,9.0,7.0,5.0,2.0,62.2,51.0,0.0,78.0,2.0,5.0,3.0,29.0,175.8,4.0,5.0,16.0,0.0,0.0,35.1,75.4,25.6,,,74.0,80.4,50.1,32.0,1.0,171.0,16.0,83.0,54.0,4.0,1.0,19.0,22.0,1.0,82.0,41.0,5.86,11.7,2.06,0.0
Reggie Gilliam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40951.0,FB,BUF,15.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,22.2,0.0,0.0,4.0,0.0,0.0,69.7,68.6,83.5,,84.3,59.5,53.0,72.6,2.0,0.0,23.0,3.0,39.0,100.0,0.0,0.0,5.0,6.0,0.0,3.0,4.0,1.33,1.0,0.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Renfrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47509.0,WR,LV,17.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,5.0,23.6,0.0,0.0,23.0,1.0,1.0,56.4,80.6,88.2,,,82.3,49.3,37.5,5.0,0.0,1038.0,103.0,536.0,187.0,0.0,0.0,124.0,106.0,0.0,3.0,5.0,1.67,1.0,1.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46441.0,FB,CLV,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,2.0,69.0,61.7,0.0,,43.2,66.3,64.9,67.0,3.0,1.0,7.0,2.0,4.0,7.0,0.0,0.0,2.0,5.0,0.0,5.0,3.0,1.0,1.7,1.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feleipe Franks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40217.0,QB,ATL,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,68.2,27.1,73.3,57.7,,54.9,49.2,60.1,4.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,3.0,0.0,6.0,6.0,2.0,2.0,0.0,2.0,40217.0,QB,ATL,9.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,61.9,47.5,80.1,,74.3,46.0,56.9,63.8,0.0,1.0,0.0,0.0,23.0,28.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Ian Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40216.0,QB,NO,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,77.8,54.1,78.0,53.0,,,59.9,60.0,3.0,1.0,0.0,0.0,0.0,19.0,3.0,2.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Tremble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84025.0,TE,CAR,16.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,6.0,17.4,0.0,1.0,5.0,0.0,1.0,76.2,55.2,77.3,,53.2,51.7,57.9,64.0,7.0,1.0,180.0,20.0,276.0,216.0,0.0,0.0,32.0,23.0,1.0,11.0,6.0,2.0,3.7,0.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khari Blasingame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44889.0,FB,TEN,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,31.0,1.0,3.0,17.6,55.7,79.5,,71.8,53.8,36.9,69.1,3.0,0.0,4.0,2.0,21.0,54.0,0.0,0.0,2.0,5.0,0.0,6.0,8.0,2.67,2.0,0.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11842.0,QB,BUF,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,65.2,60.8,69.2,,,,60.0,60.0,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,-3.0,0.0,0.0,-1.5,,0.0,11842.0,QB,NYG,1.0,6.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,5.0,31.3,1.0,2.0,21.0,0.0,0.0,80.2,33.8,0.0,33.8,,58.9,64.6,60.0,14.0,3.0,0.0,0.0,1.0,19.0,16.0,2.0,0.0,4.0,1.0,41.0,5.0,0.83,6.8,0.0,1.0
Jacques Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45704.0,HB,SF,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,28.0,0.0,2.0,65.2,57.1,71.7,,,56.1,58.9,,8.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,3.0,1.5,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Funk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45835.0,HB,LA,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,26.0,0.0,0.0,71.9,58.9,76.7,,78.7,52.2,62.2,60.0,6.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,2.5,2.5,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Benkert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540.0,QB,GB,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,65.2,60.5,66.9,,,,60.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,-0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham Smythe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47257.0,TE,MIA,17.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,17.0,0.0,0.0,77.8,59.5,80.6,,65.0,62.7,62.0,50.7,2.0,3.0,357.0,34.0,286.0,324.0,0.0,0.0,39.0,36.0,0.0,3.0,2.0,1.0,1.5,1.25,0.0,47257.0,TE,MIA,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,75.1,60.1,86.2,,59.4,55.7,62.1,60.3,1.0,0.0,129.0,15.0,160.0,299.0,0.0,0.0,19.0,17.0,1.0,1.0,0.0,0.0,0.5,0.81,0.0
James Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47792.0,WR,PIT,15.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,1.0,0.0,4.0,7.7,1.0,1.0,25.0,0.0,0.0,26.5,50.5,66.8,,,51.1,60.5,48.1,12.0,3.0,285.0,24.0,336.0,122.0,0.0,0.0,42.0,26.0,0.0,13.0,4.0,2.0,6.5,0.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
