,Player,Team,Position,Cap_Space,year
2241,Chris Kemoeatu,Steelers,G,2.200345586708204,2011
2242,Seneca Wallace,Browns,QB,2.1737628245067495,2011
2243,Aldon Smith,49ers,OLB/LB,2.172604776739356,2011
2244,Brent Grimes,Falcons,CB,2.169055036344756,2011
2245,Carl Nicks,Saints,G,2.169055036344756,2011
2246,Cliff Avril,Lions,DE,2.169055036344756,2011
2247,Brandon Carr,Chiefs,CB,2.1682242990654204,2011
2248,Michael Bush,Raiders,RB,2.1682242990654204,2011
2249,Earl Bennett,Bears,WR,2.164245067497404,2011
2250,Adam Vinatieri,Colts,K,2.1599169262720666,2011
2251,Dawan Landry,Jaguars,S,2.1599169262720666,2011
2252,Gerald Sensabaugh,Cowboys,S,2.1599169262720666,2011
2253,John Kuhn,Packers,FB,2.1599169262720666,2011
2254,Lance Moore,Saints,WR,2.1599169262720666,2011
2255,Stephen Gostkowski,Patriots,K,2.1599169262720666,2011
2256,Knowshon Moreno,Broncos,RB,2.15061266874351,2011
2257,Chad Johnson,Patriots,WR,2.146071028037383,2011
2258,Donte Whitner,49ers,SS/S,2.146071028037383,2011
2259,Jonathan Stewart,Panthers,RB,2.1370716510903427,2011
2260,Jason Spitz,Jaguars,G,2.105919003115265,2011
2261,Michael Huff,Raiders,S,2.0882658359293873,2011
2262,Abram Elam,Cowboys,S,2.0768431983385254,2011
2263,Billy Volek,Chargers,QB,2.0768431983385254,2011
2264,Carson Palmer,Raiders,QB,2.0768431983385254,2011
2265,Daryn Colledge,Cardinals,G,2.0768431983385254,2011
2266,Israel Idonije,Bears,DE,2.0768431983385254,2011
2267,Jacoby Jones,Texans,WR,2.0768431983385254,2011
2268,Thomas Howard,Bengals,LB,2.0768431983385254,2011
2269,Tyler Thigpen,Bills,QB,2.0768431983385254,2011
2270,Vernon Carey,Dolphins,T,2.0768431983385254,2011
2271,Wade Smith,Texans,G,2.0768431983385254,2011
2272,Wayne Hunter,Jets,T,2.0768431983385254,2011
2273,Malcolm Jenkins,Saints,FS/S,2.0602284527518173,2011
2274,Kyle Cook,Bengals,C,2.0560747663551404,2011
2275,Maurice Morris,Lions,RB,2.0560747663551404,2011
2276,Mike DeVito,Jets,DE,2.0560747663551404,2011
2277,Jim Leonhard,Jets,S,2.042228868120457,2011
2278,Todd Herremans,Eagles,G,2.0214604361370716,2011
2279,Ahmad Brooks,49ers,OLB/LB,2.0145379023883696,2011
2280,Daniel Graham,Titans,TE,2.007615368639668,2011
2281,Joshua Cribbs,Browns,WR,1.999584631360332,2011
2282,Andra Davis,Bills,LB,1.9937694704049844,2011
2283,Deion Branch,Patriots,WR,1.9937694704049844,2011
2284,Josh Scobee,Jaguars,K,1.9937694704049844,2011
2285,Ryan Lilja,Chiefs,C,1.9937694704049844,2011
2286,Thomas Davis,Panthers,LB,1.9937694704049844,2011
2287,Tim Dobbins,Dolphins,ILB/LB,1.9937694704049844,2011
2288,Bobbie Williams,Bengals,G,1.9839966770508828,2011
2289,Justin Durant,Lions,OLB/LB,1.9730010384215992,2011
2290,Leon Washington,Seahawks,RB,1.9730010384215992,2011
2291,Ryan Longwell,Vikings,K,1.9730010384215992,2011
2292,Lyle Sendlein,Cardinals,C,1.9522326064382138,2011
2293,Parys Haralson,49ers,DE/LB,1.9522326064382138,2011
2294,Patrick Crayton,Chargers,WR,1.9522326064382138,2011
2295,Tyson Alualu,Jaguars,DE,1.948078920041537,2011
2296,Kassim Osgood,Jaguars,WR,1.9383867082035304,2011
2297,Matt Spaeth,Bears,TE,1.9383867082035304,2011
2298,Ron Edwards,Panthers,DT,1.9383867082035304,2011
2299,Vonta Leach,Ravens,FB,1.9383867082035304,2011
2300,Aaron Ross,Giants,CB,1.9289719626168225,2011
2301,Phillip Merling,Dolphins,DE,1.9231568016614746,2011
2302,Chris Williams,Bears,G,1.9175493250259605,2011
2303,Mario Haggan,Broncos,LB,1.9134645898234683,2011
2304,Demorrio Williams,Chiefs,LB,1.9106957424714435,2011
2305,Jake Locker,Titans,QB,1.9010292834890967,2011
2306,Chris Crocker,Bengals,S,1.9003115264797508,2011
2307,Brian Cushing,Texans,ILB,1.8890965732087226,2011
2308,Shaun Hill,Lions,QB,1.8884527518172378,2011
2309,Tyron Smith,Cowboys,LT,1.8874500519210797,2011
2310,Josh Freeman,Buccaneers,QB,1.885773624091381,2011
2311,Ben Obomanu,Seahawks,WR,1.883004776739356,2011
2312,Branden Albert,Chiefs,LT/T,1.8826583592938735,2011
2313,Miles Austin,Cowboys,WR,1.8741433021806853,2011
2314,Antonio Cromartie,Jets,CB,1.8691588785046727,2011
2315,Brandon Jackson,Browns,RB,1.8691588785046727,2011
2316,Chris Spencer,Bears,G,1.8691588785046727,2011
2317,Jay Feely,Cardinals,K,1.8691588785046727,2011
2318,Leroy Harris,Titans,C,1.8691588785046727,2011
2319,Marion Barber,Bears,RB,1.8691588785046727,2011
2320,Mason Crosby,Packers,K,1.8691588785046727,2011
2321,Mike Patterson,Eagles,DT,1.8691588785046727,2011
2322,Ryan Clark,Steelers,S,1.8691588785046727,2011
2323,Shaun Smith,Titans,DT,1.8691588785046727,2011
2324,Thomas Jones,Chiefs,RB,1.8691588785046727,2011
2325,Tony Scheffler,Lions,TE,1.8691588785046727,2011
2326,Takeo Spikes,Chargers,LB,1.8483904465212877,2011
2327,Clint Session,Jaguars,LB,1.8276220145379023,2011
2328,Mat McBriar,Cowboys,P,1.8276220145379023,2011
2329,Anthony Spencer,Cowboys,OLB,1.8242990654205606,2011
2330,Jeff Otah,Panthers,T,1.8203530633437177,2011
2331,Blaine Gabbert,Jaguars,QB,1.8127667705088266,2011
2332,Fred Jackson,Bills,RB,1.8068535825545171,2011
2333,Leodis McKelvin,Bills,CB,1.8054695742471445,2011
2334,Jonathan Goodwin,49ers,C,1.7999310488058151,2011
2335,Paris Lenon,Cardinals,ILB/LB,1.7999310488058151,2011
2336,Demaryius Thomas,Broncos,WR,1.7954309449636552,2011
2337,Joe Staley,49ers,LT/T,1.7941848390446522,2011
2338,Drew Coleman,Jaguars,CB,1.7860851505711317,2011
2339,Neil Rackers,Texans,K,1.7860851505711317,2011
2340,Robbie Gould,Bears,K,1.7860851505711317,2011
2341,Marshawn Lynch,Seahawks,RB,1.7777777777777777,2011
2342,Chris Houston,Lions,CB,1.7653167185877467,2011
2343,Todd Heap,Cardinals,TE,1.7653167185877467,2011
2344,Tim Tebow,Broncos,TE,1.7544132917964694,2011
2345,Billy Cundiff,Ravens,K,1.7445482866043613,2011
2346,Braylon Edwards,49ers,WR,1.7445482866043613,2011
2347,Todd McClure,Falcons,C,1.7445482866043613,2011
2348,Anthony Gonzalez,Colts,WR,1.7372793354101765,2011
2349,Ryan Mathews,Chargers,RB,1.7310488058151612,2011
2350,Brian Orakpo,Commanders,OLB/LB,1.7254413291796469,2011
2351,Robert Ayers,Broncos,DE,1.7123572170301142,2011
2352,Daniel Loper,Cowboys,T,1.703011422637591,2011
2353,J.J. Watt,Texans,DE,1.697347455867082,2011
2354,Chris Kuper,Broncos,G,1.674073520249221,2011
2355,Brandon Pettigrew,Lions,TE,1.663551401869159,2011
2356,Antonio Johnson,Colts,DT,1.6614745586708204,2011
2357,Bruce Gradkowski,Bengals,QB,1.6614745586708204,2011
2358,Byron Leftwich,Steelers,QB,1.6614745586708204,2011
2359,Dashon Goldson,49ers,FS/S,1.6614745586708204,2011
2360,Kevin Burnett,Dolphins,OLB/LB,1.6614745586708204,2011
2361,Khalif Barnes,Raiders,LT,1.6614745586708204,2011
2362,Malcom Floyd,Chargers,WR,1.6614745586708204,2011
2363,Olindo Mare,Panthers,K,1.6614745586708204,2011
2364,Ray McDonald,49ers,DT,1.6614745586708204,2011
2365,Roy Williams,Bears,WR,1.6614745586708204,2011
2366,Stephen Nicholas,Falcons,OLB/LB,1.6614745586708204,2011
2367,Ahtyba Rubin,Browns,DT,1.659896157840083,2011
2368,Dustin Colquitt,Chiefs,P,1.644859813084112,2011
2369,Alex Mack,Browns,C,1.6398753894080995,2011
2370,Jason Avant,Eagles,WR,1.6282450674974038,2011
2371,Jason Baker,Panthers,P,1.6259946002076844,2011
2372,Aqib Talib,Buccaneers,CB,1.6230529595015575,2011
2373,Chris Carr,Ravens,CB,1.61993769470405,2011
2374,Moran Norris,49ers,RB,1.601107372793354,2011
2375,Brodrick Bunkley,Broncos,DT,1.5950155763239875,2011
2376,Dexter McCluster,Chiefs,RB,1.5950155763239875,2011
2377,David Akers,49ers,K,1.5922467289719626,2011
2378,Larry English,Chargers,OLB/LB,1.5825545171339563,2011
2379,Jordy Nelson,Packers,WR,1.5784008307372792,2011
2380,Rex Hadnot,Cardinals,G,1.5784008307372792,2011
2381,Sam Koch,Ravens,P,1.5784008307372792,2011
2382,Robert Meachem,Saints,WR,1.5779854620976117,2011
2383,T.J. Ward,Browns,SS/S,1.5757009345794393,2011
2384,Phillip Buchanon,Commanders,CB,1.5698483904465215,2011
2385,Montell Owens,Jaguars,FB,1.5680166147455865,2011
2386,Rashard Mendenhall,Steelers,RB,1.5638629283489098,2011
2387,Kevin Vickerson,Broncos,DT,1.557632398753894,2011
2388,Dustin Keller,Jets,TE,1.5488058151609554,2011
2389,Daniel Muir,Packers,DT,1.5368639667705088,2011
2390,Christian Ponder,Vikings,QB,1.5344016614745586,2011
2391,Tony McDaniel,Dolphins,DT,1.5306334371754933,2011
2392,Clay Matthews Jr.,Packers,OLB/LB,1.5285565939771548,2011
2393,Barry Richardson,Chiefs,LT/T,1.5244029075804777,2011
2394,BenJarvus Green-Ellis,Patriots,RB,1.5244029075804777,2011
2395,Brandon Keith,Cardinals,RT/T,1.5244029075804777,2011
2396,Connor Barth,Buccaneers,K,1.5244029075804777,2011
2397,Eric Weems,Falcons,WR,1.5244029075804777,2011
2398,Husain Abdullah,Vikings,FS/S,1.5244029075804777,2011
2399,Matt Prater,Broncos,K,1.5244029075804777,2011
2400,Mike Brisiel,Texans,G,1.5244029075804777,2011
2401,Mike Tolbert,Chargers,FB,1.5244029075804777,2011
2402,Tim Hightower,Commanders,RB,1.5244029075804777,2011
2403,Wallace Gilberry,Chiefs,DE,1.5244029075804777,2011
2404,Wesley Woodyard,Broncos,ILB/LB,1.5244029075804777,2011
2405,Uche Nwaneri,Jaguars,G,1.5206645898234683,2011
2406,Davone Bess,Dolphins,WR,1.5061266874350987,2011
2407,Matt Bryant,Falcons,K,1.505711318795431,2011
2408,Vontae Davis,Dolphins,CB,1.505711318795431,2011
2409,Duane Brown,Texans,LT/T,1.5015576323987538,2011
2410,Bryant McKinnie,Ravens,LT/T,1.4953271028037385,2011
2411,Kelly Jennings,Bengals,CB,1.4953271028037385,2011
2412,Luke McCown,Jaguars,QB,1.4953271028037385,2011
2413,Michael Oher,Ravens,RT/T,1.4953271028037385,2011
2414,Nate Kaeding,Chargers,K,1.4953271028037385,2011
2415,Peria Jerry,Falcons,DT,1.4953271028037385,2011
2416,Nick Fairley,Lions,DT,1.4936656282450675,2011
2417,Percy Harvin,Vikings,WR,1.4818691588785047,2011
2418,Mike Iupati,49ers,G,1.4766355140186915,2011
2419,Jermaine Gresham,Bengals,TE,1.4714434060228452,2011
2420,Jeremy Bridges,Cardinals,G,1.4676353063343717,2011
2421,Nate Allen,Eagles,FS/S,1.4612668743509865,2011
2422,Dez Bryant,Cowboys,WR,1.4558670820353063,2011
2423,Anthony Adams,Bears,DT,1.453790238836968,2011
2424,Darren Sproles,Saints,RB,1.453790238836968,2011
2425,Derrick Ward,Texans,RB,1.453790238836968,2011
2426,Scott Shanle,Saints,LB,1.453790238836968,2011
2427,Koa Misi,Dolphins,OLB/LB,1.4517133956386292,2011
2428,Roscoe Parrish,Bills,WR,1.4496365524402908,2011
2429,Felix Jones,Cowboys,RB,1.4440290758047767,2011
2430,Jarrett Bush,Packers,CB,1.4399443406022845,2011
2431,Rob Gronkowski,Patriots,TE,1.4288681204569056,2011
2432,George Wilson,Bills,S,1.426098442367601,2011
2433,Robert Quinn,Rams,DE/OLB,1.4252510903426792,2011
2434,Tarell Brown,49ers,CB,1.4183277258566978,2011
2435,A.J. Feeley,Rams,QB,1.4122533748701973,2011
2436,Floyd Womack,Cardinals,G,1.4122533748701973,2011
2437,Rian Lindell,Bills,K,1.4122533748701973,2011
2438,Stephon Heyer,Raiders,T,1.4122533748701973,2011
2439,Steve Breaston,Chiefs,WR,1.4122533748701973,2011
2440,Usama Young,Browns,S,1.4122533748701973,2011
2441,Chris Harris,Bears,S,1.4080996884735202,2011
2442,Richie Incognito,Dolphins,G,1.402561163032191,2011
2443,Nick Roach,Bears,ILB/LB,1.3997923156801662,2011
2444,Mike Pouncey,Dolphins,C,1.398613499480789,2011
2445,Arrelious Benn,Buccaneers,WR,1.395638629283489,2011
2446,Brian Moorman,Bills,P,1.391484942886812,2011
2447,Jamaal Jackson,Eagles,C,1.391484942886812,2011
2448,Eric Wood,Bills,C,1.3904465212876427,2011
2449,Michael Jenkins,Vikings,WR,1.3845615784008307,2011
2450,Brandon Johnson,Bengals,LB,1.3707165109034267,2011
2451,Jared Odrick,Dolphins,DE,1.36618733125649,2011
2452,Rashad Butler,Texans,LT/T,1.3643032191069575,2011
2453,Evander Hood,Steelers,DT,1.352733541017653,2011
2454,John Sullivan,Vikings,C,1.3491588785046729,2011
2455,Kendall Langford,Dolphins,DE,1.3416407061266873,2011
2456,Bryan Bulaga,Packers,RT/T,1.3403946002076843,2011
2457,Delanie Walker,49ers,TE,1.3374870197300104,2011
2458,Kenny Phillips,Giants,FS/S,1.332294911734164,2011
2459,Bryan Scott,Bills,OLB/LB,1.3291796469366564,2011
2460,Charles Godfrey,Panthers,SS/S,1.3291796469366564,2011
2461,Charlie Johnson,Vikings,G,1.3291796469366564,2011
2462,Craig Dahl,Rams,SS/S,1.3291796469366564,2011
2463,Jonathan Fanene,Bengals,DE,1.3291796469366564,2011
2464,Kamerion Wimbley,Raiders,OLB/LB,1.3291796469366564,2011
2465,Kyle Kosier,Cowboys,G,1.3291796469366564,2011
2466,Dan Williams,Cardinals,DT,1.3250259605399792,2011
2467,Will Allen,Steelers,SS/S,1.320872274143302,2011
2468,Ryan Kerrigan,Commanders,DE/OLB,1.3171406022845273,2011
2469,Beanie Wells,Cardinals,RB,1.3167185877466252,2011
2470,Marcus Stroud,Patriots,DT,1.3151568016614745,2011
2471,Antoine Cason,Chargers,CB,1.3133956386292835,2011
2472,Reggie Nelson,Bengals,FS/S,1.3121495327102803,2011
2473,Brandon McKinney,Ravens,DT,1.3014886812045692,2011
2474,Mike Adams,Browns,FS/S,1.3014886812045692,2011
2475,Kenny Britt,Titans,WR,1.2949133956386294,2011
2476,Hakeem Nicks,Giants,WR,1.291796469366563,2011
2477,Mario Manningham,Giants,WR,1.2911734164070612,2011
2478,Nate Solder,Patriots,LT/T,1.2899829698857734,2011
2479,Frostee Rucker,Bengals,DE,1.2894886812045692,2011
2480,Sione Pouha,Jets,DT,1.2876427829698858,2011
2481,Mike Jenkins,Cowboys,CB,1.2797507788161995,2011
2482,Will Herring,Saints,LB,1.2737968847352024,2011
2483,Chris Kluwe,Vikings,P,1.2571821391484943,2011
2484,Corey Liuget,Chargers,DT,1.2560365524402908,2011
2485,Kyle Wilson,Jets,CB,1.2522533748701972,2011
2486,Jerry Hughes,Colts,DE,1.2512980269989615,2011
2487,Albert Haynesworth,Patriots,DT,1.2461059190031152,2011
2488,Artis Hicks,Browns,G,1.2461059190031152,2011
2489,David Thomas,Saints,TE,1.2461059190031152,2011
2490,Eric Smith,Jets,S,1.2461059190031152,2011
2491,Joey Porter,Cardinals,LB,1.2461059190031152,2011
2492,Lawrence Tynes,Giants,K,1.2461059190031152,2011
2493,LeRon McClain,Chiefs,FB,1.2461059190031152,2011
2494,Willis McGahee,Broncos,RB,1.2461059190031152,2011
2495,Adrian Clayborn,Buccaneers,DE,1.2400897196261682,2011
2496,Prince Amukamara,Giants,CB,1.2356685358255453,2011
2497,Dan Connolly,Patriots,G,1.2322608515057114,2011
2498,Gary Guyton,Patriots,OLB/LB,1.22533748701973,2011
2499,Patrick Robinson,Saints,CB,1.2249221183800623,2011
2500,Phil Taylor,Browns,DT,1.222429906542056,2011
2501,Anthony Castonzo,Colts,LT/T,1.2085109034267913,2011
2502,Marcus Spears,Cowboys,DE,1.2045690550363446,2011
2503,Ted Ginn Jr.,49ers,WR,1.1993769470404985,2011
2504,Danny Watkins,Eagles,G,1.1986708203530634,2011
2505,Dylan Gandy,Lions,G,1.1921079958463137,2011
2506,Will Svitek,Falcons,LT/T,1.18006230529595,2011
2507,Adam Carriker,Commanders,DE,1.1796469366562823,2011
2508,Tyrone Culver,Dolphins,S,1.1768780893042574,2011
2509,Cameron Jordan,Saints,DE,1.1677748701973,2011
2510,Chansi Stuckey,Cardinals,WR,1.1630321910695742,2011
2511,Erik Pears,Bills,RT,1.1630321910695742,2011
2512,Tim Jennings,Bears,CB,1.1630321910695742,2011
2513,Pat Sims,Bengals,DT,1.1564278296988577,2011
2514,James Carpenter,Seahawks,G,1.154196469366563,2011
2515,Jameel McClain,Ravens,ILB/LB,1.150571131879543,2011
2516,Will Allen,Dolphins,S,1.150571131879543,2011
2517,Will Heller,Lions,TE,1.149186292834891,2011
2518,Amobi Okoye,Bears,DT,1.1484942886812046,2011
2519,Louis Delmas,Lions,FS/S,1.1484942886812046,2011
2520,Harry Douglas,Falcons,WR,1.1431044652128763,2011
2521,Mark Anderson,Patriots,DE,1.142263759086189,2011
2522,Reed Doughty,Commanders,S,1.142263759086189,2011
2523,Daryl Washington,Cardinals,ILB/LB,1.1412253374870198,2011
2524,Jonathan Baldwin,Chiefs,WR,1.1406172377985462,2011
2525,Javier Arenas,Chiefs,CB,1.1357557632398754,2011
2526,Marcus Harrison,Bears,DT,1.1328357217030116,2011
2527,Jermichael Finley,Packers,TE,1.132502596053998,2011
2528,Philip Wheeler,Colts,OLB/LB,1.1306334371754931,2011
2529,Jimmy Smith,Ravens,CB,1.1270380062305296,2011
2530,Michael Robinson,Seahawks,FB,1.1214953271028036,2011
2531,Sav Rocca,Commanders,P,1.1214953271028036,2011
2532,Mark Ingram,Saints,RB,1.1202492211838007,2011
2533,Thomas DeCoud,Falcons,S,1.1173416407061267,2011
2534,Dan Carpenter,Dolphins,K,1.115264797507788,2011
2535,Mike Scifres,Chargers,P,1.1131879543094496,2011
2536,Andy Lee,49ers,P,1.111526479750779,2011
2537,Donnie Jones,Rams,P,1.1090342679127725,2011
2538,James Lee,Buccaneers,T,1.1090342679127725,2011
2539,Jeff King,Cardinals,TE,1.1076494288681205,2011
2540,LaDainian Tomlinson,Jets,RB,1.1007268951194185,2011
2541,Reggie Corner,Bills,CB,1.0934579439252337,2011
2542,Demetress Bell,Bills,RT/T,1.0916926272066458,2011
2543,Jonathan Wilhite,Patriots,CB,1.087742471443406,2011
2544,Antwan Barnes,Chargers,OLB/LB,1.0799584631360333,2011
2545,Corey Graham,Bears,FS/S,1.0799584631360333,2011
2546,Dave Ball,Titans,DE,1.0799584631360333,2011
2547,James Sanders,Falcons,S,1.0799584631360333,2011
2548,Jason Hatcher,Cowboys,DE,1.0799584631360333,2011
2549,Jonathan Scott,Steelers,LT/T,1.0799584631360333,2011
2550,Brandon Fields,Dolphins,P,1.0716510903426792,2011
2551,Kevin Boothe,Giants,G,1.0695742471443406,2011
2552,James Laurinaitis,Rams,ILB/LB,1.0688814122533747,2011
2553,Brendon Ayanbadejo,Ravens,LB,1.0674974039460021,2011
2554,Jermaine Cunningham,Patriots,DE,1.0669781931464175,2011
2555,Gabe Carimi,Bears,G,1.0657678089304257,2011
2556,Jason Worilds,Steelers,OLB/LB,1.055036344755971,2011
2557,Jarvis Moss,Raiders,DE,1.0384215991692627,2011
2558,Kyle Boller,Raiders,QB,1.0384215991692627,2011
2559,Muhammad Wilkerson,Jets,DT,1.0384215991692627,2011
2560,Reggie Torbor,Bills,LB,1.0384215991692627,2011
2561,Taitusi Lutui,Cardinals,G,1.0384215991692627,2011
2562,Vonnie Holliday,Cardinals,DT,1.0384215991692627,2011
2563,Zach Strief,Saints,RT/T,1.0384215991692627,2011
2564,Sherrod Martin,Panthers,SS/S,1.0363447559709242,2011
2565,Orlando Scandrick,Cowboys,CB,1.035306334371755,2011
2566,Kroy Biermann,Falcons,OLB,1.0331771547248183,2011
2567,Rodger Saffold,Rams,G,1.0218068535825546,2011
2568,Joel Dreessen,Texans,TE,1.0176531671858775,2011
2569,Raymond Ventrone,Browns,S,1.0176531671858775,2011
2570,Eddie Royal,Broncos,WR,1.0139381100726894,2011
2571,Cameron Heyward,Steelers,DE,1.0127484942886813,2011
2572,Pierre Garcon,Colts,WR,1.011754932502596,2011
2573,Stevie Johnson,Bills,WR,1.0081055036344755,2011
2574,Mackenzy Bernadeau,Panthers,C,1.0045690550363446,2011
2575,Jon Ryan,Seahawks,P,1.0010384215991692,2011
2576,Derek Sherrod,Packers,RT/T,0.9971871235721703,2011
2577,Alan Ball,Cowboys,CB,0.9968847352024922,2011
2578,Andre Fluellen,Lions,DT,0.9968847352024922,2011
2579,Chris Chamberlain,Rams,ILB/LB,0.9968847352024922,2011
2580,Dennis Dixon,Steelers,QB,0.9968847352024922,2011
2581,Early Doucet,Cardinals,WR,0.9968847352024922,2011
2582,Erin Henderson,Vikings,ILB/LB,0.9968847352024922,2011
2583,Greg Olsen,Panthers,TE,0.9968847352024922,2011
2584,Haruki Nakamura,Ravens,S,0.9968847352024922,2011
2585,J.J. Jansen,Panthers,LS,0.9968847352024922,2011
2586,Jordan Senn,Panthers,OLB/LB,0.9968847352024922,2011
2587,Michael Otto,Titans,LT/T,0.9968847352024922,2011
2588,Mike Sellers,Commanders,FB,0.9968847352024922,2011
2589,Nate Livings,Bengals,G,0.9968847352024922,2011
2590,Patrick Bailey,Titans,OLB/LB,0.9968847352024922,2011
2591,Robert Turner,Jets,C,0.9968847352024922,2011
2592,Scott Chandler,Bills,TE,0.9968847352024922,2011
2593,Steve Slaton,Dolphins,RB,0.9968847352024922,2011
2594,Tim Shaw,Titans,OLB/LB,0.9968847352024922,2011
2595,Tom Zbikowski,Ravens,S,0.9968847352024922,2011
2596,Tony Hills,Steelers,LT/T,0.9968847352024922,2011
2597,Travis LaBoy,Chargers,DT,0.9968847352024922,2011
2598,Turk McBride,Saints,DE,0.9968847352024922,2011
2599,Tyler Polumbus,Seahawks,LT/T,0.9968847352024922,2011
2600,Zackary Bowman,Bears,CB,0.9968847352024922,2011
2601,Matt Toeaina,Bears,DT,0.9927310488058151,2011
2602,Ron Brace,Patriots,DT,0.979538940809969,2011
2603,Ben Tate,Texans,RB,0.9754932502596054,2011
2604,Kenyon Coleman,Cowboys,DE,0.9595015576323986,2011
2605,Mike Thomas,Jaguars,WR,0.9568947040498442,2011
2606,Rex Grossman,Commanders,QB,0.9553478712357217,2011
2607,Shaun Suisham,Steelers,K,0.9532710280373832,2011
2608,Arnaz Battle,Steelers,WR,0.9428868120456905,2011
2609,Brett Kern,Titans,P,0.9402907580477673,2011
2610,Brian Jennings,49ers,LS,0.9395638629283489,2011
2611,Brian Price,Buccaneers,DT,0.9387331256490136,2011
2612,Bob Sanders,Chargers,S,0.9345794392523363,2011
2613,David Hawthorne,Seahawks,ILB/LB,0.9345794392523363,2011
2614,William Hayes,Titans,DE,0.934226375908619,2011
2615,Garret Hartley,Saints,K,0.9181308411214953,2011
2616,Rob Ninkovich,Patriots,OLB/LB,0.9151958463136033,2011
2617,Adam Hayward,Buccaneers,OLB/LB,0.9142845275181724,2011
2618,Corey McIntyre,Bills,FB,0.9138110072689511,2011
2619,Fred Evans,Vikings,DT,0.9138110072689511,2011
2620,Jamaal Anderson,Colts,DE,0.9138110072689511,2011
2621,Kirk Morrison,Bills,LB,0.9138110072689511,2011
2622,Donnie Avery,Rams,WR,0.9094496365524403,2011
2623,Eric Frampton,Vikings,S,0.8999651090342679,2011
2624,Patrick Chung,Patriots,SS/S,0.8930425752855659,2011
2625,Jacques Cesaire,Chargers,DE,0.8805815160955348,2011
2626,Justin Snow,Colts,TE,0.8805815160955348,2011
2627,Rey Maualuga,Bengals,ILB/LB,0.8797507788161993,2011
2628,John Carlson,Seahawks,TE,0.8768431983385253,2011
2629,Chilo Rachal,49ers,G,0.8751817237798547,2011
2630,Patrick Mannelly,Bears,LS,0.8736581516095534,2011
2631,Dominique Rodgers-Cromartie,Eagles,CB,0.8722741433021807,2011
