player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_corner,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,weighted_grade,weighted_average_grade
00-0027743,25.0,5667.0,52.02610428129852,2013,Bears,0.0,50.00%,Sherrick McManis,CB,12.0,3.0,0.0,0.0,0.0,6.0,0.0,29.6,33.7,73.0,72.8,0.0,0.0,0.0,0.0,0.0,0.0,79.2,1.0,8.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,17.0,404.4,MISSING
00-0026260,27.0,MISSING,45.30225101156579,2013,Bears,0.0,50.00%,Craig Steltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029299,23.0,MISSING,37.9700269496115,2013,Bears,0.0,50.00%,Isaiah Frey,CB,507.0,16.0,4.0,0.0,0.0,6.0,0.0,58.5,62.3,86.3,63.5,0.0,0.0,13.2,7.0,1.0,2.0,113.3,35.0,14.0,308.0,455.0,21.0,42.0,1.0,46.0,2.0,368.0,31586.1,MISSING
00-0026282,28.0,MISSING,35.37457755589143,2013,Bears,0.0,50.00%,Zackary Bowman,CB,593.0,15.0,6.0,1.0,0.0,6.0,0.0,68.7,67.0,88.3,67.4,4.0,1.0,9.6,5.0,6.0,3.0,70.3,44.0,496.0,323.0,17.0,10.0,41.0,2.0,64.0,1.0,488.0,39731.0,MISSING
00-0022123,32.0,MISSING,33.22835210523926,2013,Bears,0.0,50.00%,Charles Tillman,CB,432.0,8.0,4.0,0.0,3.0,6.0,0.0,53.2,57.6,0.0,64.2,3.0,0.0,12.8,6.0,2.0,5.0,98.1,26.0,386.0,240.0,8.0,11.0,37.0,4.0,45.0,7.0,389.0,24883.2,68.42783211083945
00-0024422,28.0,MISSING,7.727601657818391,2013,Bears,0.0,50.00%,Derrick Martin,CB,5.0,2.0,0.0,0.0,0.0,6.0,0.0,46.2,47.7,69.7,72.5,0.0,0.0,0.0,0.0,0.0,0.0,91.7,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,238.5,MISSING
00-0029451,24.0,MISSING,0.0,2013,Bears,0.0,50.00%,Sean Cattouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030141,23.0,MISSING,0.0,2013,Bears,0.0,50.00%,C.J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028357,24.0,MISSING,0.0,2013,Bears,0.0,50.00%,Anthony Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029560,23.0,7023.0,391.6471343316833,2013,Bengals,0.14,64.70%,Dre Kirkpatrick,CB,356.0,14.0,2.0,1.0,0.0,7.0,0.0,61.9,54.1,0.0,27.7,3.0,1.0,23.7,9.0,1.0,2.0,81.0,24.0,230.0,224.0,92.0,5.0,27.0,0.0,38.0,3.0,300.0,19259.6,MISSING
00-0027887,25.0,MISSING,176.80214336173222,2013,Bengals,0.14,64.70%,Taylor Mays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025405,28.0,3634.0,154.89961255761355,2013,Bengals,0.14,64.70%,Leon Hall,CB,274.0,5.0,3.0,0.0,0.0,7.0,0.0,86.2,86.3,83.6,75.6,1.0,0.0,4.8,1.0,3.0,0.0,59.1,18.0,72.0,168.0,187.0,9.0,17.0,2.0,36.0,1.0,153.0,23646.2,MISSING
00-0030471,22.0,7865.0,144.28569982939064,2013,Bengals,0.14,64.70%,Shawn Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025408,29.0,3637.0,143.9002894298639,2013,Bengals,0.14,64.70%,Reggie Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023441,29.0,2223.0,128.2748149947132,2013,Bengals,0.14,64.70%,Adam Jones,CB,1035.0,17.0,4.0,0.0,1.0,7.0,2.0,78.3,78.8,90.5,44.9,3.0,1.0,17.1,13.0,9.0,2.0,82.8,58.0,960.0,681.0,14.0,20.0,59.0,2.0,102.0,4.0,797.0,81558.0,MISSING
00-0028028,25.0,MISSING,108.90403436333882,2013,Bengals,0.14,64.70%,Curtis Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027697,26.0,MISSING,91.3117146081952,2013,Bengals,0.14,64.70%,Brandon Ghee,CB,80.0,6.0,1.0,0.0,0.0,7.0,0.0,90.0,89.2,78.3,79.6,0.0,0.0,0.0,0.0,4.0,0.0,39.6,2.0,31.0,68.0,48.0,2.0,5.0,0.0,9.0,0.0,25.0,7136.0,MISSING
00-0022045,34.0,1321.0,73.7339593395824,2013,Bengals,0.14,64.70%,Terence Newman,CB,819.0,13.0,1.0,1.0,0.0,7.0,1.0,71.6,72.5,87.8,52.8,2.0,0.0,13.8,8.0,6.0,5.0,86.0,48.0,778.0,535.0,4.0,14.0,49.0,4.0,80.0,3.0,612.0,59377.5,57.84037403740372
00-0029215,23.0,7159.0,47.93833207451981,2013,Bengals,0.14,64.70%,George Iloka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022167,33.0,MISSING,15.987311247616145,2013,Bengals,0.14,64.70%,Chris Crocker,CB,549.0,13.0,8.0,1.0,0.0,7.0,0.0,72.8,72.8,9.6,61.1,2.0,1.0,17.0,8.0,2.0,4.0,64.4,29.0,4.0,361.0,435.0,14.0,31.0,3.0,49.0,2.0,193.0,39967.2,MISSING
00-0029431,23.0,MISSING,0.0,2013,Bengals,0.14,64.70%,Tony Dye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029696,24.0,7624.0,0.0,2013,Bengals,0.14,64.70%,Chris Lewis-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027244,26.0,MISSING,0.0,2013,Bengals,0.14,64.70%,Jeromy Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029542,22.0,7016.0,486.3993269537819,2013,Bills,0.02,37.50%,Stephon Gilmore,CB,647.0,11.0,5.0,1.0,0.0,4.0,0.0,56.3,60.1,56.4,70.5,2.0,0.0,7.7,3.0,6.0,7.0,72.1,41.0,547.0,385.0,41.0,6.0,31.0,0.0,76.0,1.0,577.0,38884.7,MISSING
00-0026151,27.0,MISSING,257.79447725064534,2013,Bills,0.02,37.50%,Leodis McKelvin,CB,927.0,15.0,4.0,0.0,1.0,4.0,0.0,76.4,74.5,89.1,78.1,1.0,0.0,6.8,5.0,13.0,3.0,66.3,47.0,774.0,558.0,67.0,15.0,64.0,1.0,102.0,2.0,571.0,69061.5,MISSING
00-0027972,23.0,MISSING,249.11398456068736,2013,Bills,0.02,37.50%,Aaron Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027018,26.0,MISSING,179.10043971223772,2013,Bills,0.02,37.50%,Jairus Byrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030073,22.0,MISSING,110.15285304677752,2013,Bills,0.02,37.50%,Duke Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028038,24.0,6252.0,96.10694121980713,2013,Bills,0.02,37.50%,Da'Norris Searcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029280,24.0,MISSING,78.90279162852643,2013,Bills,0.02,37.50%,Ron Brooks,CB,42.0,8.0,3.0,0.0,0.0,4.0,0.0,31.3,41.6,78.6,65.2,0.0,0.0,14.3,1.0,0.0,1.0,155.2,3.0,16.0,27.0,17.0,1.0,3.0,0.0,4.0,1.0,49.0,1747.2,MISSING
00-0030084,23.0,MISSING,70.79743987505623,2013,Bills,0.02,37.50%,Jonathan Meeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028077,24.0,MISSING,60.71644482473182,2013,Bills,0.02,37.50%,Brandon Burton,CB,17.0,1.0,0.0,0.0,0.0,4.0,0.0,54.1,54.8,73.5,MISSING,0.0,0.0,MISSING,0.0,1.0,0.0,95.8,1.0,17.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,931.6,MISSING
00-0028144,25.0,MISSING,24.182939616118016,2013,Bills,0.02,37.50%,Justin Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030226,24.0,MISSING,0.0,2013,Bills,0.02,37.50%,Johnny Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030041,21.0,8483.0,0.0,2013,Bills,0.02,37.50%,Nickell Robey-Coleman,CB,608.0,16.0,6.0,1.0,1.0,4.0,1.0,77.0,79.8,53.7,51.2,2.0,1.0,20.9,9.0,5.0,6.0,71.7,32.0,41.0,410.0,494.0,18.0,28.0,5.0,61.0,3.0,339.0,48518.4,MISSING
00-0023287,30.0,MISSING,0.0,2013,Bills,0.02,37.50%,Jim Leonhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028750,26.0,MISSING,0.0,2013,Bills,0.02,37.50%,Brandon Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026156,27.0,4330.0,220.68387663875583,2013,Broncos,0.21,79.00%,Dominique Rodgers-Cromartie,CB,935.0,18.0,2.0,0.0,0.0,10.0,0.0,82.6,80.2,89.5,60.1,3.0,1.0,15.6,7.0,12.0,5.0,70.0,40.0,850.0,610.0,40.0,14.0,36.0,3.0,85.0,4.0,565.0,74987.0,MISSING
00-0027983,23.0,MISSING,208.5630011471137,2013,Broncos,0.21,79.00%,Rahim Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024222,30.0,MISSING,165.43461787560526,2013,Broncos,0.21,79.00%,Michael Huff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030523,22.0,7871.0,133.01568794615196,2013,Broncos,0.21,79.00%,Kayvon Webster,CB,492.0,16.0,3.0,0.0,1.0,10.0,0.0,56.1,56.1,46.5,47.2,1.0,0.0,16.3,8.0,6.0,3.0,96.9,35.0,404.0,347.0,61.0,12.0,38.0,1.0,59.0,3.0,502.0,27601.2,MISSING
00-0029563,24.0,MISSING,104.68500718069076,2013,Broncos,0.21,79.00%,Omar Bolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027083,26.0,MISSING,65.75702950995716,2013,Broncos,0.21,79.00%,David Bruton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021381,34.0,MISSING,54.62346056176756,2013,Broncos,0.21,79.00%,Quentin Jammer,CB,242.0,11.0,1.0,0.0,0.0,10.0,1.0,65.3,67.7,32.4,85.2,0.0,0.0,0.0,0.0,3.0,3.0,132.9,16.0,212.0,175.0,20.0,7.0,16.0,0.0,26.0,4.0,249.0,16383.4,66.26490066225166
00-0000585,35.0,MISSING,20.258532414443533,2013,Broncos,0.21,79.00%,Champ Bailey,CB,326.0,8.0,1.0,0.0,0.0,10.0,0.0,66.2,63.4,83.8,50.0,0.0,0.0,10.7,3.0,3.0,0.0,96.1,23.0,159.0,223.0,154.0,4.0,24.0,0.0,35.0,1.0,250.0,20668.4,74.18711853517509
00-0022247,32.0,1972.0,0.0,2013,Broncos,0.21,79.00%,Mike Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028224,24.0,6457.0,0.0,2013,Broncos,0.21,79.00%,Chris Harris Jr.,CB,1066.0,17.0,4.0,1.0,0.0,10.0,0.0,82.7,82.3,52.7,75.4,3.0,0.0,9.7,7.0,9.0,7.0,64.9,52.0,324.0,636.0,630.0,24.0,61.0,4.0,92.0,1.0,566.0,87731.8,MISSING
00-0028942,24.0,MISSING,0.0,2013,Broncos,0.21,79.00%,Duke Ihenacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024588,29.0,MISSING,0.0,2013,Broncos,0.21,79.00%,Marquice Cole,CB,163.0,7.0,1.0,0.0,0.0,10.0,0.0,52.1,50.9,82.1,41.2,1.0,0.0,20.0,2.0,1.0,0.0,120.1,11.0,52.0,104.0,102.0,2.0,7.0,0.0,16.0,2.0,181.0,8296.699999999999,MISSING
00-0026515,27.0,MISSING,0.0,2013,Broncos,0.21,79.00%,Tony Carter,CB,330.0,12.0,0.0,1.0,0.0,10.0,0.0,39.1,39.5,85.1,27.5,1.0,0.0,25.0,5.0,4.0,6.0,110.2,24.0,300.0,254.0,15.0,3.0,15.0,1.0,40.0,3.0,418.0,13035.0,MISSING
00-0027860,24.0,5532.0,449.6979155693237,2013,Browns,-0.06,25.00%,Joe Haden,CB,1052.0,15.0,4.0,1.0,0.0,8.0,0.0,77.6,77.9,68.6,60.0,4.0,1.0,12.5,8.0,12.0,7.0,74.9,55.0,972.0,649.0,46.0,18.0,52.0,0.0,99.0,6.0,551.0,81950.8,MISSING
00-0027653,26.0,MISSING,211.15699753619467,2013,Browns,-0.06,25.00%,T.J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030556,22.0,7849.0,178.20869107823418,2013,Browns,-0.06,25.00%,Leon McFadden,CB,244.0,9.0,2.0,0.0,0.0,8.0,0.0,42.7,43.8,83.6,71.6,0.0,0.0,11.8,2.0,1.0,2.0,94.9,15.0,136.0,154.0,51.0,1.0,13.0,0.0,22.0,0.0,190.0,10687.2,MISSING
00-0027062,26.0,MISSING,89.16308206752682,2013,Browns,-0.06,25.00%,Christopher Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028075,24.0,6289.0,62.08246236351907,2013,Browns,-0.06,25.00%,Buster Skrine,CB,1052.0,16.0,7.0,0.0,0.0,8.0,0.0,53.4,54.2,67.9,29.0,1.0,0.0,23.5,20.0,15.0,5.0,95.3,66.0,315.0,644.0,571.0,19.0,58.0,1.0,117.0,9.0,677.0,57018.4,MISSING
00-0030114,22.0,8000.0,23.74303503009006,2013,Browns,-0.06,25.00%,Jordan Poyer,CB,128.0,6.0,1.0,0.0,0.0,8.0,0.0,59.8,60.0,78.3,55.4,0.0,0.0,19.0,4.0,0.0,1.0,133.7,10.0,3.0,92.0,24.0,4.0,16.0,0.0,13.0,2.0,87.0,7680.0,MISSING
00-0029065,23.0,7374.0,0.0,2013,Browns,-0.06,25.00%,Johnson Bademosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029853,22.0,MISSING,0.0,2013,Browns,-0.06,25.00%,Josh Aubrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028924,23.0,7288.0,0.0,2013,Browns,-0.06,25.00%,Tashaun Gipson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028381,25.0,MISSING,0.0,2013,Browns,-0.06,25.00%,Julian Posey,CB,90.0,4.0,1.0,0.0,0.0,8.0,0.0,58.5,63.3,79.9,78.8,0.0,0.0,0.0,0.0,0.0,0.0,136.8,6.0,79.0,55.0,3.0,3.0,3.0,0.0,9.0,1.0,91.0,5697.0,MISSING
00-0029670,23.0,7013.0,549.262274415251,2013,Buccaneers,-0.1,25.00%,Mark Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030469,23.0,7824.0,262.5295764474209,2013,Buccaneers,-0.1,25.00%,Johnthan Banks,CB,941.0,16.0,5.0,1.0,0.0,30.0,0.0,53.2,58.1,89.8,29.0,3.0,0.0,21.7,13.0,2.0,4.0,97.9,55.0,778.0,571.0,16.0,15.0,42.0,0.0,79.0,4.0,696.0,54672.1,MISSING
00-0025401,28.0,MISSING,173.30278100580392,2013,Buccaneers,-0.1,25.00%,Darrelle Revis,CB,949.0,16.0,8.0,0.0,2.0,30.0,1.0,83.2,84.6,89.3,72.2,2.0,0.0,10.9,6.0,6.0,1.0,81.4,34.0,849.0,586.0,34.0,18.0,41.0,2.0,63.0,4.0,400.0,80285.4,MISSING
00-0028089,23.0,MISSING,53.07457537001245,2013,Buccaneers,-0.1,25.00%,Ahmad Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029422,24.0,7166.0,43.5333565096564,2013,Buccaneers,-0.1,25.00%,Keith Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025513,28.0,MISSING,31.39971685287407,2013,Buccaneers,-0.1,25.00%,Dashon Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029107,24.0,7396.0,0.0,2013,Buccaneers,-0.1,25.00%,Kelcie McCray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029087,23.0,7385.0,0.0,2013,Buccaneers,-0.1,25.00%,Leonard Johnson,CB,693.0,16.0,5.0,2.0,0.0,30.0,0.0,53.6,52.2,64.7,49.6,1.0,1.0,15.5,11.0,4.0,5.0,97.5,44.0,136.0,449.0,490.0,16.0,55.0,0.0,66.0,2.0,571.0,36174.6,MISSING
00-0030161,22.0,8220.0,0.0,2013,Buccaneers,-0.1,25.00%,Bradley McDougald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029901,23.0,8334.0,0.0,2013,Buccaneers,-0.1,25.00%,Rashaan Melvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029898,23.0,MISSING,0.0,2013,Buccaneers,-0.1,25.00%,Deveron Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025668,28.0,MISSING,0.0,2013,Buccaneers,-0.1,25.00%,Michael Adams,CB,86.0,5.0,0.0,0.0,0.0,30.0,0.0,49.6,54.6,78.8,67.5,0.0,0.0,8.3,1.0,1.0,2.0,100.4,11.0,5.0,69.0,78.0,6.0,11.0,0.0,15.0,0.0,134.0,4695.6,MISSING
00-0026837,27.0,MISSING,0.0,2013,Buccaneers,-0.1,25.00%,Danny Gorrer,CB,83.0,5.0,0.0,0.0,0.0,30.0,0.0,36.4,41.1,79.7,25.7,0.0,0.0,30.0,3.0,0.0,0.0,122.8,8.0,75.0,48.0,1.0,2.0,7.0,0.0,13.0,2.0,93.0,3411.3,MISSING
00-0027943,23.0,6157.0,544.8243619564457,2013,Cardinals,0.07,62.50%,Patrick Peterson,CB,1075.0,16.0,1.0,0.0,0.0,1.0,0.0,80.0,78.7,69.6,47.1,3.0,0.0,14.0,7.0,6.0,6.0,91.3,49.0,931.0,722.0,98.0,6.0,42.0,0.0,90.0,7.0,688.0,84602.5,MISSING
00-0030459,21.0,7850.0,175.7411439145086,2013,Cardinals,0.07,62.50%,Tyrann Mathieu,CB,780.0,13.0,8.0,1.0,1.0,1.0,0.0,79.4,84.6,59.0,85.5,2.0,0.0,9.0,7.0,6.0,5.0,85.0,43.0,52.0,483.0,505.0,18.0,63.0,5.0,66.0,3.0,414.0,65988.0,MISSING
00-0027660,25.0,MISSING,174.10015454328868,2013,Cardinals,0.07,62.50%,Javier Arenas,CB,102.0,9.0,1.0,0.0,0.0,1.0,0.0,58.0,63.9,80.8,82.3,0.0,0.0,0.0,0.0,0.0,0.0,108.9,6.0,2.0,83.0,29.0,2.0,5.0,0.0,7.0,0.0,71.0,6517.8,MISSING
00-0026167,27.0,MISSING,172.168663983713,2013,Cardinals,0.07,62.50%,Antoine Cason,CB,165.0,10.0,2.0,0.0,0.0,1.0,1.0,62.4,61.7,0.0,66.4,2.0,1.0,8.3,1.0,1.0,1.0,91.7,13.0,124.0,134.0,21.0,2.0,9.0,0.0,19.0,2.0,169.0,10180.5,MISSING
00-0029639,24.0,MISSING,137.6079833745296,2013,Cardinals,0.07,62.50%,Jamell Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027064,26.0,MISSING,87.07720788781249,2013,Cardinals,0.07,62.50%,Jerraud Powers,CB,1031.0,16.0,6.0,1.0,1.0,1.0,0.0,60.8,62.9,89.7,64.9,1.0,0.0,11.4,9.0,13.0,4.0,89.9,73.0,728.0,704.0,201.0,12.0,64.0,0.0,122.0,3.0,972.0,64849.9,MISSING
00-0027067,27.0,MISSING,83.81081681558317,2013,Cardinals,0.07,62.50%,Rashad Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029530,23.0,7654.0,41.68789792006839,2013,Cardinals,0.07,62.50%,Justin Bethel,CB,1.0,1.0,0.0,0.0,0.0,1.0,0.0,MISSING,60.0,60.0,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,MISSING
00-0026501,28.0,MISSING,15.773324484636207,2013,Cardinals,0.07,62.50%,Curtis Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022067,35.0,MISSING,2.9080134491455123,2013,Cardinals,0.07,62.50%,Yeremiah Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030294,21.0,8361.0,0.0,2013,Cardinals,0.07,62.50%,Tony Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027421,25.0,MISSING,0.0,2013,Cardinals,0.07,62.50%,Bryan McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027988,24.0,6202.0,192.41042763371848,2013,Chargers,0.05,55.60%,Marcus Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029525,23.0,MISSING,150.85177072156333,2013,Chargers,0.05,55.60%,Brandon Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028026,25.0,MISSING,111.96083263963423,2013,Chargers,0.05,55.60%,Johnny Patrick,CB,475.0,13.0,1.0,1.0,0.0,27.0,0.0,48.9,53.6,85.9,62.6,1.0,0.0,12.8,5.0,1.0,1.0,105.8,38.0,65.0,307.0,387.0,11.0,33.0,1.0,49.0,0.0,560.0,25460.0,MISSING
00-0027047,26.0,MISSING,111.753740372635,2013,Chargers,0.05,55.60%,Derek Cox,CB,556.0,13.0,6.0,0.0,0.0,27.0,0.0,43.1,46.4,87.6,48.9,1.0,0.0,15.6,7.0,4.0,1.0,104.9,40.0,462.0,357.0,38.0,7.0,32.0,0.0,66.0,4.0,608.0,25798.4,MISSING
00-0028027,26.0,6241.0,110.4299773092273,2013,Chargers,0.05,55.60%,Shareece Wright,CB,935.0,15.0,7.0,0.0,0.0,27.0,0.0,45.4,49.2,89.2,57.6,2.0,0.0,13.0,10.0,7.0,5.0,99.9,68.0,814.0,594.0,47.0,13.0,60.0,1.0,108.0,5.0,976.0,46002.0,MISSING
00-0025424,28.0,3653.0,106.63268223745078,2013,Chargers,0.05,55.60%,Eric Weddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027710,26.0,MISSING,76.69969315427772,2013,Chargers,0.05,55.60%,Darrell Stuckey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024273,28.0,MISSING,56.447950660616264,2013,Chargers,0.05,55.60%,Richard Marshall,CB,776.0,17.0,5.0,1.0,0.0,27.0,3.0,50.2,54.1,89.0,69.6,0.0,0.0,10.4,8.0,4.0,5.0,114.9,55.0,572.0,498.0,124.0,16.0,64.0,0.0,77.0,4.0,665.0,41981.6,MISSING
00-0027763,26.0,MISSING,40.64527776672986,2013,Chargers,0.05,55.60%,Crezdon Butler,CB,37.0,4.0,0.0,0.0,1.0,27.0,0.0,56.6,57.6,76.5,29.5,0.0,0.0,33.3,1.0,0.0,0.0,158.3,3.0,36.0,28.0,0.0,0.0,2.0,0.0,3.0,1.0,62.0,2131.2000000000003,MISSING
00-0030312,23.0,8117.0,0.0,2013,Chargers,0.05,55.60%,Jahleel Addae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030317,22.0,8525.0,0.0,2013,Chargers,0.05,55.60%,Marcus Cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027858,24.0,5530.0,492.9774689557595,2013,Chiefs,0.07,64.70%,Eric Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026175,27.0,MISSING,148.91914245539562,2013,Chiefs,0.07,64.70%,Brandon Flowers,CB,907.0,14.0,7.0,2.0,0.0,16.0,0.0,58.9,62.2,53.5,82.2,2.0,0.0,5.1,4.0,5.0,6.0,101.6,68.0,372.0,562.0,471.0,16.0,67.0,2.0,102.0,5.0,875.0,56415.4,MISSING
00-0027037,26.0,MISSING,132.50238787867983,2013,Chiefs,0.07,64.70%,Sean Smith,CB,1074.0,17.0,4.0,0.0,0.0,16.0,0.0,65.8,66.9,90.6,60.5,2.0,1.0,12.7,7.0,10.0,6.0,86.4,50.0,945.0,706.0,35.0,7.0,44.0,0.0,99.0,5.0,804.0,71850.6,MISSING
00-0022735,31.0,MISSING,80.40126797718811,2013,Chiefs,0.07,64.70%,Dunta Robinson,CB,282.0,9.0,1.0,0.0,0.0,16.0,1.0,46.7,45.6,22.6,28.0,0.0,0.0,32.0,8.0,4.0,1.0,130.0,22.0,24.0,195.0,240.0,8.0,16.0,1.0,30.0,2.0,321.0,12859.2,MISSING
00-0030462,23.0,MISSING,78.01902647415821,2013,Chiefs,0.07,64.70%,Sanders Commings,CB,3.0,1.0,0.0,0.0,0.0,16.0,0.0,61.5,71.0,67.6,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,213.0,MISSING
00-0027736,25.0,5659.0,56.55596604335216,2013,Chiefs,0.07,64.70%,Kendrick Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026257,28.0,MISSING,47.07098521926552,2013,Chiefs,0.07,64.70%,Quintin Demps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030127,23.0,8035.0,14.56881644640235,2013,Chiefs,0.07,64.70%,Marcus Cooper,CB,708.0,17.0,1.0,1.0,1.0,16.0,0.0,53.3,54.6,88.2,76.6,3.0,0.0,7.7,4.0,12.0,5.0,88.1,48.0,657.0,481.0,22.0,6.0,47.0,1.0,93.0,5.0,861.0,38656.8,MISSING
00-0030161,22.0,8220.0,0.0,2013,Chiefs,0.07,64.70%,Bradley McDougald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028445,26.0,6625.0,0.0,2013,Chiefs,0.07,64.70%,Ron Parker,CB,100.0,8.0,0.0,0.0,1.0,16.0,2.0,70.7,90.1,82.3,83.2,2.0,0.0,0.0,0.0,1.0,0.0,56.0,3.0,69.0,62.0,7.0,3.0,6.0,0.0,9.0,1.0,62.0,9010.0,MISSING
00-0025940,28.0,MISSING,0.0,2013,Chiefs,0.07,64.70%,Husain Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027001,25.0,4948.0,241.7366266152348,2013,Colts,0.02,66.70%,Vontae Davis,CB,1081.0,18.0,6.0,0.0,0.0,14.0,0.0,77.6,77.2,55.0,72.8,1.0,0.0,8.5,5.0,11.0,8.0,98.0,53.0,939.0,634.0,49.0,19.0,48.0,0.0,98.0,8.0,657.0,83453.2,MISSING
00-0025393,28.0,MISSING,233.73195201848125,2013,Colts,0.02,66.70%,LaRon Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027017,27.0,MISSING,182.19076005237497,2013,Colts,0.02,66.70%,Darius Butler,CB,824.0,18.0,2.0,1.0,0.0,14.0,1.0,62.1,63.2,35.2,75.7,4.0,1.0,8.3,5.0,11.0,6.0,85.1,59.0,144.0,540.0,578.0,13.0,53.0,1.0,94.0,4.0,772.0,52076.8,MISSING
00-0028056,25.0,MISSING,76.4275876367289,2013,Colts,0.02,66.70%,Jalil Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
