,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
1764,John Atkins,DET,DI,40,49918,2,1,0,0,0,11,0,0,62.3,76.7,74.9,52.4,68.4,1,2,0.0,0,0,0.0,0,40,6,32,0,2,1,1,1,3,Lions,2018,2492.0,
1765,Derrick Nnadi,KC,DI,448,49970,16,12,1,0,0,16,0,0,65.9,16.7,54.6,76.8,62.9,0,12,5.3,2,5,0.0,0,448,252,187,8,1,17,24,0,12,Chiefs,2018,29523.200000000004,
1766,Jamiyus Pittman,MIA,DI,45,50036,3,1,0,0,0,17,0,0,51.2,77.4,60.9,47.4,66.8,0,1,0.0,0,0,0.0,0,45,3,37,0,5,0,0,0,1,Dolphins,2018,2304.0,
1767,Daniel Ross,DAL,DI,250,51592,13,6,0,0,1,9,1,0,64.2,15.2,54.2,75.4,30.0,6,3,21.1,4,3,0.0,1,249,20,157,0,72,8,9,2,10,Cowboys,2018,16050.0,
1768,Zach Sieler,BLT,DI,17,66917,2,0,0,0,0,3,0,0,58.3,74.1,54.5,51.4,67.3,0,0,0.0,0,0,0.0,0,17,0,10,1,6,1,1,0,0,Ravens,2018,991.0999999999999,
1769,Niles Scott,CIN,DI,46,66935,6,0,0,0,0,7,0,0,75.4,78.5,60.3,76.5,70.6,0,0,0.0,0,0,0.0,0,46,12,33,0,1,3,4,0,0,Bengals,2018,3468.4,
1770,Domata Peko Sr.,BLT,DI,140,3068,7,3,0,0,0,3,0,0,59.5,40.2,55.6,63.2,34.1,0,7,13.3,2,1,0.0,0,140,58,69,0,13,7,10,0,7,Ravens,2019,8330.0,60.17007947639084
1771,Brandon Mebane,LAC,DI,408,3701,13,5,0,0,0,27,0,0,48.7,72.8,48.2,51.7,45.2,1,6,15.4,4,1,0.0,1,408,328,80,0,0,12,17,0,8,Chargers,2019,19869.600000000002,70.1500824628917
1772,Calais Campbell,JAX,DI,818,4364,16,11,1,0,2,15,1,1,90.3,35.7,81.4,90.6,29.6,19,46,20.0,13,8,0.0,7,804,40,165,321,278,35,41,6,72,Jaguars,2019,73865.4,62.487762039660055
1773,Clinton McDonald,ARZ,DI,122,5173,9,2,0,1,0,1,0,0,45.7,35.5,56.3,45.9,51.4,0,4,11.1,1,1,0.0,0,121,2,84,9,26,3,6,0,4,Cardinals,2019,5575.400000000001,68.0897586431833
1774,Steve McLendon,NYJ,DI,465,5232,16,5,0,0,0,22,1,0,81.3,56.9,67.8,81.4,70.8,4,12,3.0,1,2,0.0,3,464,165,220,2,77,23,27,8,19,Jets,2019,37804.5,66.8417004048583
1775,Ndamukong Suh,TB,DI,874,5527,16,11,2,0,0,30,4,2,69.6,45.9,60.3,74.3,47.0,10,26,9.3,4,5,0.0,3,868,29,517,58,264,25,28,6,39,Buccaneers,2019,60830.399999999994,65.34929513415189
1776,Gerald McCoy,CAR,DI,696,5528,16,8,2,0,0,5,0,0,72.4,11.4,69.4,77.0,40.5,8,27,17.1,6,8,0.0,8,695,84,362,43,206,25,21,3,43,Panthers,2019,50390.4,64.42512369433754
1777,Tyson Alualu,PIT,DI,432,5535,16,16,2,1,1,25,0,0,80.1,53.3,68.2,79.9,36.9,2,13,14.3,6,2,0.0,1,428,11,192,29,196,16,20,5,16,Steelers,2019,34603.2,83.78995544754962
1778,Linval Joseph,MIN,DI,553,5571,13,14,0,0,0,18,0,0,71.2,77.1,62.4,69.2,71.9,3,10,2.4,1,1,0.0,3,552,387,156,0,9,24,27,4,16,Vikings,2019,39373.6,
1779,Corey Peters,ARZ,DI,805,5607,16,7,0,0,0,1,0,0,65.0,61.0,58.0,72.1,57.6,2,21,10.3,4,3,0.0,3,805,244,497,0,64,25,28,5,26,Cardinals,2019,52325.0,
1780,Geno Atkins,CIN,DI,817,5643,16,14,0,0,0,7,0,0,76.2,69.8,74.4,71.0,57.9,6,42,6.5,3,2,0.0,5,811,61,689,5,56,28,29,2,53,Bengals,2019,62255.4,
1781,Al Woods,SEA,DI,450,5646,14,9,0,1,0,29,2,0,70.3,42.1,56.5,77.7,60.2,0,10,10.3,3,3,39.6,1,448,112,330,1,5,13,17,2,11,Seahawks,2019,31635.0,
1782,Kyle Love,CAR,DI,412,5806,15,2,2,1,0,5,0,0,49.5,51.7,63.7,41.9,47.1,2,16,22.2,2,2,0.0,0,412,66,251,9,86,5,5,1,18,Panthers,2019,20394.0,
1783,Marcell Dareus,JAX,DI,206,6155,6,3,1,0,0,15,0,0,62.7,83.7,53.0,68.8,59.5,0,3,13.3,2,0,0.0,1,204,31,151,1,21,7,10,1,4,Jaguars,2019,12916.2,
1784,Corey Liuget,BUF,DI,180,6170,10,3,0,1,0,4,0,0,67.5,0.0,62.6,73.4,76.0,1,1,0.0,0,3,0.0,1,180,33,119,15,13,13,12,5,3,Bills,2019,12150.0,
1785,Cameron Heyward,PIT,DI,873,6183,16,25,5,0,1,25,1,0,91.5,79.1,84.0,90.3,73.3,14,36,4.9,4,1,39.6,10,835,45,467,80,243,44,52,4,60,Steelers,2019,79879.5,
1786,Terrell McClain,OAK,DI,61,6217,5,2,0,0,0,23,0,0,43.8,79.5,68.2,35.0,28.2,0,2,28.6,2,0,0.0,0,61,21,38,0,2,2,3,0,2,Raiders,2019,2671.7999999999997,
1787,Jurrell Casey,TEN,DI,707,6229,14,17,0,0,1,31,2,0,74.6,66.0,63.7,79.6,61.0,5,23,9.3,4,2,0.0,5,624,38,306,181,99,25,22,1,33,Titans,2019,52742.2,
1788,Allen Bailey,ATL,DI,511,6238,15,6,0,0,0,2,0,0,64.1,73.7,63.4,59.7,26.9,1,12,32.3,10,1,0.0,1,510,9,216,121,164,14,15,2,14,Falcons,2019,32755.1,
1789,Lawrence Guy Sr.,NE,DI,524,6385,16,14,0,0,0,19,2,0,71.7,74.0,60.4,72.0,72.7,2,15,3.7,2,1,0.0,3,524,48,205,69,202,32,38,3,20,Patriots,2019,37570.8,
1790,Dontari Poe,CAR,DI,402,7017,11,2,0,0,0,5,0,0,71.1,69.3,63.6,69.9,63.9,2,11,6.3,1,1,0.0,4,401,111,235,0,55,13,13,2,17,Panthers,2019,28582.199999999997,
1791,Fletcher Cox,PHI,DI,799,7018,16,9,0,0,3,24,1,0,84.5,88.9,84.8,67.7,46.3,10,42,14.3,6,0,39.6,4,798,87,533,15,163,20,27,6,56,Eagles,2019,67515.5,
1792,Michael Brockers,LA,DI,766,7020,16,13,1,0,0,26,0,0,74.7,58.2,57.3,82.6,57.2,7,25,7.9,5,3,79.2,4,766,62,200,99,405,35,45,2,36,Rams,2019,57220.200000000004,
1793,Derek Wolfe,DEN,DI,523,7040,12,9,1,0,1,10,0,0,68.3,35.1,67.7,68.1,59.7,6,9,8.8,3,4,118.8,7,523,10,348,40,125,22,22,2,22,Broncos,2019,35720.9,
1794,Tyrone Crawford,DAL,DI,90,7083,4,1,0,0,0,9,0,0,53.4,81.2,58.8,44.1,27.1,1,1,33.3,1,0,0.0,1,90,0,62,25,3,2,1,1,3,Cowboys,2019,4806.0,
1795,Akiem Hicks,CHI,DI,191,7090,5,0,0,0,0,6,1,0,76.7,83.4,63.3,81.6,30.0,4,5,10.0,1,0,0.0,1,187,12,116,12,47,8,9,0,10,Bears,2019,14649.7,
1796,Mike Daniels,DET,DI,203,7132,9,4,0,0,0,11,0,0,70.1,83.4,66.3,65.1,58.8,1,11,7.7,1,0,0.0,1,203,29,122,11,41,9,8,1,13,Lions,2019,14230.3,
1797,Jack Crawford,ATL,DI,431,7151,16,5,1,0,0,2,0,0,49.6,53.3,53.7,45.5,67.5,3,10,8.0,2,2,58.3,1,430,9,232,15,174,12,18,2,14,Falcons,2019,21377.600000000002,
1798,Damon Harrison Sr.,DET,DI,527,7355,15,14,3,0,0,11,0,0,63.2,59.4,55.2,66.7,29.9,0,4,15.5,9,2,0.0,2,527,298,226,0,3,27,35,2,6,Lions,2019,33306.4,
1799,Malik Jackson,PHI,DI,32,7647,1,0,0,0,0,24,0,0,53.7,75.7,59.9,50.5,66.8,0,1,,0,0,0.0,0,32,0,20,2,10,0,0,0,1,Eagles,2019,1718.4,
1800,Sheldon Richardson,CLV,DI,774,7794,16,15,2,1,3,8,0,0,73.9,32.0,66.5,74.9,48.0,4,29,8.6,6,6,39.6,4,772,31,537,96,108,34,49,3,37,Browns,2019,57198.600000000006,
1801,Star Lotulelei,BUF,DI,482,7795,16,7,1,0,0,4,0,0,60.2,72.5,54.4,63.3,25.9,1,8,32.1,9,1,0.0,2,481,69,366,0,46,10,12,1,11,Bills,2019,29016.4,
1802,Sylvester Williams,LAC,DI,63,7809,5,2,0,0,0,27,0,0,66.9,80.8,65.2,62.6,43.7,0,1,14.3,1,0,0.0,0,63,43,20,0,0,1,4,0,1,Chargers,2019,4214.700000000001,
1803,Tank Carradine,MIA,DI,30,7821,1,2,0,0,0,17,0,0,64.8,76.7,61.4,62.3,70.1,0,1,0.0,0,0,0.0,0,30,0,16,12,2,2,1,0,1,Dolphins,2019,1944.0,
1804,Kawann Short,CAR,DI,76,7825,2,0,0,0,0,5,0,0,73.6,79.8,74.3,64.4,71.5,3,1,0.0,0,0,0.0,0,76,17,43,4,12,3,4,1,4,Panthers,2019,5593.599999999999,
1805,Johnathan Hankins,OAK,DI,670,7830,16,15,1,2,0,23,0,0,63.7,27.0,59.5,70.2,29.9,6,14,13.5,7,6,0.0,2,668,308,336,0,24,25,30,7,22,Raiders,2019,42679.0,
1806,Margus Hunt,IND,DI,451,7834,16,3,0,0,0,14,0,0,51.0,57.0,51.3,56.8,27.7,1,6,17.4,4,2,108.3,0,449,29,373,0,47,10,16,0,7,Colts,2019,23001.0,
1807,John Jenkins,MIA,DI,480,7863,16,8,1,0,0,17,0,0,70.7,86.7,70.3,65.1,54.0,1,10,9.5,4,0,0.0,1,478,158,280,3,37,21,30,1,12,Dolphins,2019,33936.0,
1808,Brandon Williams,BLT,DI,525,7875,14,15,0,0,0,3,1,0,68.7,59.8,56.9,76.9,62.8,5,7,5.4,2,3,0.0,1,522,114,385,0,23,13,20,1,13,Ravens,2019,36067.5,
1809,Akeem Spence,JAX,DI,369,7882,15,3,0,0,0,15,0,0,49.2,18.0,52.5,58.3,48.4,1,4,11.1,2,4,118.8,0,369,29,294,0,46,8,13,0,5,Jaguars,2019,18154.8,
1810,William Gholston,TB,DI,493,7908,16,9,2,0,0,30,0,0,69.3,72.9,64.9,67.0,69.4,6,12,6.7,3,1,0.0,2,490,30,210,91,159,26,33,5,20,Buccaneers,2019,34164.9,
1811,Stacy McGee,CAR,DI,93,7987,4,0,0,0,0,5,0,0,53.4,81.8,69.2,44.5,70.2,0,2,0.0,0,0,0.0,1,91,44,46,0,1,1,1,0,3,Panthers,2019,4966.2,
1812,Nick Williams,CHI,DI,532,8006,16,11,2,0,0,6,2,0,67.7,60.6,62.6,67.8,65.0,3,12,5.4,2,2,0.0,6,529,151,308,9,61,26,24,0,21,Bears,2019,36016.4,
1813,Damion Square,LAC,DI,402,8042,16,8,1,1,0,27,0,0,63.1,72.0,55.5,60.2,51.7,2,3,6.7,2,1,39.6,0,402,225,139,21,17,12,20,1,5,Chargers,2019,25366.2,
1814,Abry Jones,JAX,DI,558,8177,16,3,0,0,0,15,1,0,61.8,87.7,56.6,60.4,60.1,1,12,7.1,2,1,95.8,3,557,105,431,0,21,17,23,2,16,Jaguars,2019,34484.4,
1815,Wes Horton,CAR,DI,117,8484,6,2,0,1,0,5,0,0,31.1,36.4,49.7,33.7,29.5,1,3,37.5,3,1,0.0,0,117,1,51,37,28,1,3,0,4,Panthers,2019,3638.7000000000003,
1816,Mike Purcell,DEN,DI,416,8530,13,14,0,0,0,10,0,0,78.4,23.9,48.9,91.0,29.1,2,7,16.4,10,4,0.0,0,415,205,209,0,1,29,37,8,9,Broncos,2019,32614.4,
1817,Aaron Donald,LA,DI,926,8648,16,8,2,1,2,26,1,0,93.6,54.8,92.8,90.2,43.3,13,53,17.5,7,4,0.0,14,920,4,493,83,340,32,25,11,80,Rams,2019,86673.59999999999,
1818,Stephon Tuitt,PIT,DI,278,8681,6,3,0,0,0,25,0,0,89.1,61.7,85.0,75.7,29.8,2,12,22.7,5,1,0.0,4,278,5,169,8,96,14,14,3,18,Steelers,2019,24769.8,
1819,Timmy Jernigan,PHI,DI,274,8683,10,0,0,1,0,24,0,0,65.9,13.9,68.0,67.5,30.9,0,9,25.0,2,4,0.0,2,273,9,219,0,45,8,6,1,11,Eagles,2019,18056.600000000002,
1820,Justin Ellis,BLT,DI,60,8742,4,0,0,0,0,3,0,0,81.8,79.4,63.6,81.1,71.1,0,2,16.7,1,0,0.0,0,60,22,37,0,1,4,5,0,2,Ravens,2019,4908.0,
1821,DaQuan Jones,TEN,DI,679,8747,16,14,3,0,0,31,0,0,77.6,90.6,67.0,78.6,54.7,1,20,8.5,4,0,79.9,1,669,377,270,1,21,23,29,0,22,Titans,2019,52690.399999999994,
1822,Brent Urban,CHI,DI,245,8769,13,4,3,1,0,6,0,0,55.1,57.4,55.5,57.2,40.8,1,4,11.8,2,1,91.7,0,244,2,91,29,122,11,11,1,5,Bears,2019,13499.5,
1823,Caraun Reid,ARZ,DI,136,8793,3,0,0,0,0,1,0,0,46.2,39.0,58.4,43.2,25.1,1,5,40.0,2,1,0.0,0,136,8,69,13,46,2,3,2,6,Cardinals,2019,6283.200000000001,
1824,Dan McCullers,PIT,DI,131,8849,16,0,1,1,0,25,0,0,50.9,3.8,63.1,53.7,73.7,0,5,0.0,0,2,0.0,0,130,79,48,0,3,6,7,0,5,Steelers,2019,6667.9,
1825,Shamar Stephen,MIN,DI,580,8854,15,8,2,0,1,18,1,0,61.2,75.1,53.9,59.8,76.3,1,4,0.0,0,3,0.0,1,579,15,528,0,36,11,16,0,6,Vikings,2019,35496.0,
1826,Beau Allen,TB,DI,179,8858,13,4,0,0,0,30,0,0,72.6,82.5,61.1,73.9,39.8,0,3,11.1,1,0,0.0,1,177,72,96,0,9,4,4,1,4,Buccaneers,2019,12995.4,
1827,Shelby Harris,DEN,DI,636,8869,16,15,8,0,1,10,0,0,76.8,75.2,73.1,69.7,68.6,0,22,6.1,3,1,0.0,6,635,104,421,15,95,27,31,3,28,Broncos,2019,48844.799999999996,
1828,Jamie Meder,DET,DI,12,8940,1,0,0,0,0,11,0,0,45.9,73.4,54.2,56.0,,0,1,,0,0,0.0,0,12,1,9,0,2,0,0,0,1,Lions,2019,550.8,
1829,Denico Autry,IND,DI,620,8982,14,8,2,0,1,14,0,0,71.0,86.3,68.0,61.1,35.3,6,20,16.1,5,0,118.8,4,617,23,250,2,342,19,18,2,30,Colts,2019,44020.0,
1830,Zach Kerr,ARZ,DI,328,9195,12,4,1,0,0,1,0,0,69.5,14.0,70.3,72.3,28.9,2,13,17.4,4,4,0.0,0,328,28,166,48,86,14,15,2,15,Cardinals,2019,22796.0,
1831,Brandon Dunn,HST,DI,399,9262,16,12,0,0,0,13,0,0,56.4,87.4,55.5,56.2,45.5,3,5,11.5,3,0,0.0,1,396,189,177,0,30,11,11,0,9,Texans,2019,22503.6,
1832,Mike Pennel,KC,DI,154,9316,8,7,0,0,0,16,0,0,72.2,82.9,56.9,77.1,58.7,1,5,4.2,1,0,0.0,1,154,42,111,0,1,11,16,2,7,Chiefs,2019,11118.800000000001,
1833,Leonard Williams,NYG,DI,732,9439,15,14,2,1,0,21,0,0,70.6,36.1,66.2,74.2,56.5,19,28,8.5,4,6,91.7,1,729,106,358,81,184,21,29,3,48,Giants,2019,51679.2,
1834,Danny Shelton,NE,DI,492,9445,16,23,0,0,1,19,0,0,72.3,57.6,73.5,68.2,71.2,3,12,3.4,2,2,0.0,3,492,320,147,1,24,24,34,0,18,Patriots,2019,35571.6,
1835,Malcom Brown,NO,DI,487,9465,16,13,1,0,0,20,1,0,68.2,87.5,62.2,69.0,51.3,2,12,10.3,4,0,60.4,2,476,153,320,0,3,20,22,3,16,Saints,2019,33213.4,
1836,Eddie Goldman,CHI,DI,467,9472,15,13,0,0,0,6,0,0,70.7,55.6,67.1,69.7,54.2,1,13,7.5,3,2,0.0,1,464,198,260,1,5,20,24,2,15,Bears,2019,33016.9,
1837,Jordan Phillips,BUF,DI,542,9485,16,3,0,1,1,4,0,0,53.6,0.0,60.2,66.0,46.5,5,11,20.8,5,10,104.2,10,541,17,318,4,202,20,16,5,26,Bills,2019,29051.2,
1838,Carl Davis Jr.,JAX,DI,45,9523,3,0,0,0,0,15,0,0,49.3,78.0,51.9,54.0,65.9,0,0,0.0,0,0,0.0,0,45,14,30,0,1,0,1,0,0,Jaguars,2019,2218.5,
1839,Henry Anderson,NYJ,DI,446,9526,13,5,0,0,0,22,0,0,55.8,72.9,55.1,59.8,61.5,8,8,12.5,3,1,93.1,2,443,4,98,188,153,12,16,1,18,Jets,2019,24886.8,
1840,Angelo Blackson,HST,DI,427,9533,15,3,0,1,0,13,0,0,43.9,54.1,57.3,40.6,55.8,2,7,9.1,2,2,0.0,0,423,15,311,27,70,13,17,2,9,Texans,2019,18745.3,
1841,Rodney Gunter,ARZ,DI,602,9549,13,7,0,0,0,1,0,0,65.6,50.6,65.9,65.2,60.1,5,24,11.5,3,3,0.0,5,602,11,342,39,210,16,16,5,34,Cardinals,2019,39491.2,
1842,Grady Jarrett,ATL,DI,805,9570,16,11,0,1,2,2,0,0,90.1,59.9,86.5,82.6,52.7,9,29,11.5,7,4,0.0,8,805,87,513,6,199,40,43,10,46,Falcons,2019,72530.5,
1843,Tyeler Davison,ATL,DI,560,9587,16,14,0,0,0,2,1,0,67.5,49.6,63.7,68.8,62.6,1,10,5.9,3,3,0.0,1,560,313,239,0,8,22,34,2,12,Falcons,2019,37800.0,
1844,Christian Covington,DAL,DI,481,9649,16,2,1,0,0,9,0,0,65.7,72.0,54.8,71.9,28.6,2,15,20.7,6,1,0.0,1,479,19,428,0,32,18,21,3,18,Cowboys,2019,31601.7,
1845,Rakeem Nunez-Roches,TB,DI,293,9650,16,4,0,0,0,30,1,0,62.2,21.2,62.1,67.3,74.4,2,5,0.0,0,3,0.0,0,292,43,170,10,69,6,7,1,7,Buccaneers,2019,18224.600000000002,
1846,Xavier Williams,KC,DI,118,9809,5,0,0,0,1,16,0,0,31.1,0.0,57.5,37.4,26.4,0,3,27.3,3,3,0.0,0,118,52,65,0,1,5,8,0,3,Chiefs,2019,3669.8,
1847,Olsen Pierre,OAK,DI,172,10010,9,1,0,0,0,23,0,0,57.5,82.1,51.3,62.9,26.9,0,6,33.3,3,0,0.0,2,172,27,104,9,32,7,5,1,8,Raiders,2019,9890.0,
1848,T.Y. McGill,LAC,DI,20,10156,3,1,0,0,0,27,0,0,41.0,75.2,63.6,39.3,68.4,0,1,0.0,0,0,0.0,0,20,2,17,1,0,0,0,0,1,Chargers,2019,820.0,
1849,DeForest Buckner,SF,DI,811,10641,16,16,2,0,2,28,4,1,78.8,59.8,73.8,72.0,61.4,8,39,5.8,3,3,0.0,8,810,28,580,14,188,31,33,4,55,49ers,2019,63906.799999999996,
1850,Sheldon Rankins,NO,DI,323,10646,10,5,0,0,0,20,0,0,65.6,62.6,61.1,66.9,75.5,3,17,0.0,0,1,0.0,2,287,29,205,2,51,7,7,0,22,Saints,2019,21188.8,
1851,Kenny Clark,GB,DI,869,10661,16,15,0,0,1,12,0,0,79.9,44.7,87.0,67.8,53.4,2,52,8.2,5,5,0.0,8,867,344,435,10,78,39,41,6,62,Packers,2019,69433.1,
1852,Robert Nkemdiche,MIA,DI,16,10663,2,0,0,0,0,17,0,0,26.7,75.0,57.2,27.2,,0,0,,0,0,0.0,0,16,13,3,0,0,0,0,0,0,Dolphins,2019,427.2,
1853,Vernon Butler,CAR,DI,440,10664,14,5,0,0,3,5,0,0,59.0,52.9,60.7,57.3,70.2,4,6,8.0,2,2,0.0,6,439,41,179,60,159,20,18,3,16,Panthers,2019,25960.0,
1854,Chris Jones,KC,DI,646,10671,13,6,3,0,1,16,1,0,88.3,32.0,90.3,73.6,52.6,14,35,15.2,5,5,0.0,9,645,37,371,84,153,23,22,1,58,Chiefs,2019,57041.799999999996,
1855,Austin Johnson,TEN,DI,325,10677,16,6,1,0,0,31,0,0,66.0,85.3,52.6,73.3,65.2,2,6,4.8,1,0,0.0,0,323,58,169,20,76,10,14,2,8,Titans,2019,21450.0,
1856,Jihad Ward,BLT,DI,398,10678,14,1,1,0,0,3,2,0,52.6,86.2,53.2,59.4,29.0,3,19,30.0,3,0,118.8,1,388,15,124,175,74,6,6,0,23,Ravens,2019,20934.8,
1857,A'Shawn Robinson,DET,DI,526,10680,13,7,2,0,1,11,2,0,56.0,73.4,50.5,60.4,57.3,0,10,6.7,3,1,0.0,2,526,65,339,42,80,22,35,1,12,Lions,2019,29456.0,
1858,Jarran Reed,SEA,DI,479,10683,10,12,1,1,1,29,0,0,60.4,57.6,55.3,65.5,34.3,6,10,12.9,4,2,0.0,3,479,68,284,1,126,12,15,3,19,Seahawks,2019,28931.6,
1859,Adam Gotsis,DEN,DI,272,10697,9,1,2,0,0,10,0,0,59.8,83.5,48.0,65.5,25.9,0,4,31.8,7,0,0.0,0,272,9,167,8,88,10,14,1,4,Broncos,2019,16265.599999999999,
1860,Maliek Collins,DAL,DI,763,10701,16,1,0,1,0,9,1,0,64.7,23.1,77.6,52.2,53.5,8,36,15.8,3,7,0.0,4,763,48,609,3,103,14,15,3,48,Cowboys,2019,49366.1,
1861,Jonathan Bullard,ARZ,DI,309,10706,9,4,0,1,0,1,0,0,56.2,43.6,59.8,57.0,35.2,5,3,13.0,3,2,0.0,2,309,3,110,56,140,14,16,3,10,Cardinals,2019,17365.8,
1862,Javon Hargrave,PIT,DI,680,10723,16,24,0,0,1,25,0,0,83.4,77.2,76.9,77.2,72.3,2,43,6.3,4,1,79.2,4,671,178,405,2,86,24,35,1,49,Steelers,2019,56712.00000000001,
1863,Sheldon Day,SF,DI,325,10737,16,5,0,0,0,28,0,0,60.7,65.1,55.3,61.9,61.5,1,4,11.8,2,1,0.0,1,325,30,276,5,14,8,10,1,6,49ers,2019,19727.5,
1864,Hassan Ridgeway,PHI,DI,247,10750,7,3,0,0,0,24,0,0,57.3,57.0,63.4,54.9,51.5,2,4,22.2,2,1,0.0,2,245,6,224,0,15,6,4,3,8,Eagles,2019,14153.099999999999,
1865,David Onyemata,NO,DI,565,10754,15,8,0,0,0,20,0,0,55.5,48.0,62.2,60.5,47.9,7,20,15.8,6,4,108.3,2,564,127,392,0,45,19,24,0,29,Saints,2019,31357.5,
1866,Andrew Billings,CIN,DI,657,10756,16,7,0,1,0,7,0,0,69.3,78.8,65.3,68.4,27.4,3,14,20.5,9,3,0.0,2,657,336,319,0,2,18,28,4,19,Bengals,2019,45530.1,
1867,Dean Lowry,GB,DI,637,10771,16,12,1,0,0,12,1,0,62.3,76.2,55.3,65.5,36.0,2,18,12.0,6,1,0.0,0,637,2,353,73,209,27,32,3,20,Packers,2019,39685.1,
1868,Quinton Jefferson,SEA,DI,589,10781,14,3,3,0,0,29,1,0,72.5,87.2,63.6,75.1,26.3,7,28,30.0,9,1,0.0,4,587,21,154,109,303,17,18,1,39,Seahawks,2019,42702.5,
1869,Matt Ioannidis,WAS,DI,827,10786,16,15,1,0,0,32,0,0,71.9,51.7,76.6,64.4,52.1,8,38,13.6,9,4,0.0,9,823,47,333,39,404,37,42,2,55,Commanders,2019,59461.3,
1870,DJ Reader,HST,DI,622,10800,15,13,0,1,0,13,0,0,86.7,65.2,75.4,83.3,57.8,11,21,7.4,4,2,95.8,3,618,118,407,3,90,33,37,3,35,Texans,2019,53927.4,
1871,Justin Zimmer,CLV,DI,30,10975,2,2,0,0,0,8,0,0,49.5,77.2,55.0,51.1,27.3,0,0,33.3,2,0,0.0,0,30,10,20,0,0,1,2,0,0,Browns,2019,1485.0,
1872,Kyle Peko,DEN,DI,93,11027,6,2,0,0,0,10,0,0,55.5,24.9,55.7,60.3,46.4,0,1,0.0,0,1,0.0,0,93,8,60,1,24,3,3,0,1,Broncos,2019,5161.5,
1873,Trevon Coley,IND,DI,68,11093,7,2,0,0,0,14,0,0,39.0,79.1,44.2,50.8,26.9,0,0,33.3,3,0,79.2,0,68,2,66,0,0,2,4,0,0,Colts,2019,2652.0,
1874,Michael Pierce,BLT,DI,481,11101,14,10,0,0,0,3,1,0,69.2,57.1,63.3,70.6,63.7,3,12,5.6,2,2,0.0,1,479,131,340,0,8,17,24,4,16,Ravens,2019,33285.200000000004,
1875,Joel Heath,HST,DI,36,11162,2,0,0,0,0,13,0,0,57.3,76.7,52.2,61.2,,1,0,,0,0,0.0,0,36,1,15,5,15,0,0,0,1,Texans,2019,2062.7999999999997,
1876,Morgan Fox,LA,DI,353,11184,16,4,0,0,0,26,0,0,50.7,85.4,60.1,40.7,58.7,1,15,5.9,1,0,0.0,2,351,37,90,52,172,9,12,0,18,Rams,2019,17897.100000000002,
1877,Mitchell Loewen,NO,DI,11,11232,1,0,0,0,0,20,0,0,47.1,0.0,56.2,53.3,68.7,0,0,0.0,0,1,0.0,0,11,0,11,0,0,1,2,0,0,Saints,2019,518.1,
1878,Brandin Bryant,CLV,DI,42,11280,4,1,0,0,0,8,0,0,56.5,78.5,52.5,60.0,26.1,0,1,20.0,1,0,0.0,0,42,21,21,0,0,3,3,0,1,Browns,2019,2373.0,
1879,Antwaun Woods,DAL,DI,310,11332,10,7,0,0,0,9,1,0,56.8,25.6,46.7,69.3,32.7,1,4,15.4,4,3,0.0,0,310,36,265,0,9,12,15,2,5,Cowboys,2019,17608.0,
1880,Roy Robertson-Harris,CHI,DI,544,11341,15,1,2,0,0,6,0,0,68.3,86.4,61.8,66.7,34.6,7,16,19.4,6,1,0.0,4,537,33,251,42,211,17,24,1,27,Bears,2019,37155.2,
1881,Jonathan Allen,WAS,DI,722,11772,15,12,1,0,0,32,1,0,60.5,75.4,59.4,56.9,70.3,2,24,3.5,2,2,39.6,7,708,30,280,32,366,34,43,2,33,Commanders,2019,43681.0,
1882,DeMarcus Walker,DEN,DI,220,11806,10,7,0,0,0,10,0,0,63.8,82.8,55.9,65.4,50.7,1,6,12.5,3,0,39.6,4,220,15,134,9,62,14,14,2,11,Broncos,2019,14036.0,
1883,Dalvin Tomlinson,NYG,DI,595,11810,16,19,0,0,1,21,0,0,78.2,88.6,62.3,79.3,47.9,4,6,8.3,4,0,0.0,4,595,252,333,2,8,26,25,5,14,Giants,2019,46529.0,
1884,Larry Ogunjobi,CLV,DI,779,11820,15,12,1,2,0,8,0,0,56.0,25.3,58.1,60.2,51.0,7,23,10.0,5,7,0.0,6,779,415,310,3,51,31,33,5,36,Browns,2019,43624.0,
1885,Chris Wormley,BLT,DI,446,11829,16,18,2,1,0,3,0,0,67.4,70.8,54.1,72.7,72.7,4,10,2.7,1,1,0.0,2,445,0,250,40,155,13,18,1,16,Ravens,2019,30060.4,
1886,Eddie Vanderdoes,HST,DI,78,11843,3,1,0,0,0,13,0,0,52.7,79.9,49.5,56.1,72.8,0,0,0.0,0,0,0.0,0,78,15,42,4,17,4,8,0,0,Texans,2019,4110.6,
1887,Montravius Adams,GB,DI,187,11848,14,5,2,0,0,12,1,0,43.8,83.0,55.8,39.1,74.3,0,1,0.0,0,0,0.0,0,186,7,155,3,21,6,8,0,1,Packers,2019,8190.599999999999,
