,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
782,Abry Jones,JAX,DI,129,8177,8,0,0,0,0,15,0,0,64.9,80.4,53.3,68.9,73.8,0,0,0.0,0,0,0.0,1,129,0,63,1,65,6,9,0,1,Jaguars,2013,8372.1,
783,Glenn Foster,NO,DI,221,8204,14,1,1,0,0,20,0,0,53.0,25.4,56.2,53.5,71.8,2,8,0.0,0,2,0.0,3,214,26,141,6,41,4,1,1,13,Saints,2013,11713.0,
784,Joe Vellano,NE,DI,699,8264,18,8,0,0,0,19,1,0,57.0,87.6,54.1,56.5,80.4,4,12,2.0,1,0,0.0,3,698,30,233,25,410,32,40,2,19,Patriots,2013,39843.0,
785,Zach Minter,CHI,DI,27,8304,2,0,0,1,0,6,0,0,31.9,0.0,55.0,44.8,,0,1,100.0,1,1,0.0,0,27,0,27,0,0,0,0,0,1,Bears,2013,861.3,
786,Brian Arnfelt,PIT,DI,2,8342,1,0,0,0,0,25,0,0,59.4,67.1,59.3,,,0,0,,0,0,0.0,0,2,0,0,0,2,0,0,0,0,Steelers,2013,118.8,
787,Stefan Charles,BUF,DI,81,8387,8,0,0,0,1,4,0,0,76.1,78.9,55.7,77.3,74.1,0,0,16.7,2,0,0.0,1,80,5,47,0,28,9,10,1,1,Bills,2013,6164.099999999999,
788,Christian Tupou,CHI,DI,70,8482,5,0,0,0,0,6,0,0,64.2,79.1,50.1,68.1,67.3,0,1,50.0,1,0,0.0,0,70,0,70,0,0,1,1,0,1,Bears,2013,4494.0,
789,Justin Smith,SF,DI,694,776,16,13,1,0,2,28,1,0,72.9,62.4,55.8,84.6,69.8,9,20,7.5,3,2,0.0,5,651,0,10,95,546,21,24,2,34,49ers,2014,50592.600000000006,62.24780439121757
790,Ryan Pickett,HST,DI,287,799,13,1,2,0,0,13,0,0,54.6,82.7,48.6,58.9,75.8,0,1,12.5,2,0,0.0,0,287,73,23,9,182,13,13,0,1,Texans,2014,15670.2,67.14459913586172
791,Brett Keisel,PIT,DI,439,1204,12,5,4,1,0,25,0,0,59.9,66.0,56.0,61.9,66.6,6,13,10.5,2,1,0.0,1,415,3,3,57,352,9,12,1,20,Steelers,2014,26296.1,70.76202231991883
792,Kevin Williams,SEA,DI,545,1325,19,10,2,0,0,29,0,0,63.7,86.9,58.6,63.7,57.4,1,13,12.2,5,0,66.7,2,545,39,394,4,108,20,26,7,16,Seahawks,2014,34716.5,55.21125907990315
793,Cory Redding,IND,DI,904,1381,19,10,3,2,0,14,0,0,58.2,36.3,58.7,57.3,60.8,13,26,13.3,6,6,39.6,5,873,1,30,261,581,27,29,3,44,Colts,2014,52612.8,79.31028549080955
794,Colin Cole,CAR,DI,407,1589,18,10,0,0,0,5,1,0,61.8,85.5,51.6,62.7,76.3,2,6,3.7,1,0,0.0,0,407,4,323,0,80,10,16,3,8,Panthers,2014,25152.6,61.108737864077675
795,Cullen Jenkins,NYG,DI,357,1637,12,5,1,0,0,21,1,0,64.4,85.7,70.3,50.3,52.3,5,12,21.1,4,1,0.0,1,356,11,266,11,68,8,10,2,18,Giants,2014,22990.800000000003,74.21366489618542
796,Vince Wilfork,NE,DI,935,1742,19,10,1,0,0,19,0,0,60.3,79.8,45.6,72.7,46.9,2,19,15.0,9,1,0.0,1,935,54,196,50,635,35,41,1,22,Patriots,2014,56380.5,58.65767441860466
797,Dwan Edwards,CAR,DI,627,1772,18,12,1,0,0,5,0,0,57.7,79.4,54.3,62.0,67.5,11,14,10.3,4,1,0.0,5,627,4,419,6,198,21,23,3,30,Panthers,2014,36177.9,72.5433520599251
798,Randy Starks,MIA,DI,540,1792,15,8,0,0,0,17,1,0,66.3,86.9,67.9,56.3,52.2,0,15,11.1,3,0,56.3,5,539,9,421,2,107,15,16,4,20,Dolphins,2014,35802.0,
799,Antonio Smith,OAK,DI,756,1856,16,3,0,1,0,23,0,0,51.9,35.9,69.0,39.9,55.9,4,35,11.8,2,5,0.0,4,752,16,395,1,340,15,12,2,43,Raiders,2014,39236.4,
800,Tommy Kelly,ARZ,DI,765,2093,17,10,2,2,0,1,0,0,63.9,40.2,59.3,66.3,64.3,9,32,5.4,2,5,79.2,1,765,28,224,13,500,21,25,4,42,Cardinals,2014,48883.5,
801,Mike Patterson,NYG,DI,422,2248,16,8,0,0,0,21,0,0,53.0,86.4,52.6,54.0,56.3,0,6,11.5,3,0,0.0,0,421,0,381,2,38,13,15,2,6,Giants,2014,22366.0,
802,Jonathan Babineaux,ATL,DI,695,2276,15,6,1,0,0,2,0,0,66.4,75.1,62.3,59.9,28.8,5,34,35.3,12,1,0.0,2,685,18,362,23,282,14,16,3,41,Falcons,2014,46148.00000000001,
803,Chris Canty,BLT,DI,408,2349,13,7,1,0,0,3,0,0,59.6,69.9,49.6,71.4,41.2,0,9,17.1,6,1,0.0,1,408,7,15,147,239,16,22,2,10,Ravens,2014,24316.8,
804,C.J. Mosley,DET,DI,528,2408,16,4,0,0,1,11,0,0,72.4,86.3,63.8,72.4,68.1,5,7,3.6,1,0,0.0,3,528,7,486,0,35,18,23,3,15,Lions,2014,38227.200000000004,
805,Kevin Vickerson,KC,DI,168,2433,14,6,1,0,0,16,0,0,63.5,45.8,52.5,69.2,59.3,1,4,13.3,2,1,0.0,0,168,6,40,5,117,6,7,2,5,Chiefs,2014,10668.0,
806,Jay Ratliff,CHI,DI,461,2441,11,7,0,0,0,6,0,0,86.2,86.8,71.1,81.9,45.0,7,19,9.7,3,0,0.0,7,460,1,434,0,25,19,21,1,33,Bears,2014,39738.200000000004,
807,Haloti Ngata,BLT,DI,627,2957,14,8,5,0,2,3,0,0,79.7,48.8,66.1,83.8,79.4,2,20,3.1,1,3,0.0,3,620,19,71,18,512,18,23,2,25,Ravens,2014,49971.9,
808,Brodrick Bunkley,NO,DI,274,2959,11,5,0,0,0,20,0,0,63.7,83.4,48.3,69.9,64.0,0,4,5.0,1,0,0.0,0,274,68,176,0,30,10,14,1,4,Saints,2014,17453.8,
809,Frostee Rucker,ARZ,DI,539,3036,16,7,0,0,2,1,0,0,66.1,86.3,54.0,70.2,38.9,5,18,22.9,8,0,0.0,5,532,32,57,60,383,22,20,7,28,Cardinals,2014,35627.899999999994,
810,Jason Hatcher,WAS,DI,503,3037,13,2,1,0,0,32,1,0,69.8,55.0,69.3,62.6,48.8,6,26,15.0,3,2,118.8,8,500,21,74,29,376,17,15,2,40,Commanders,2014,35109.4,
811,Domata Peko Sr.,CIN,DI,730,3068,17,8,0,0,0,7,0,0,53.6,67.7,49.2,57.6,52.6,1,5,5.3,2,2,0.0,1,730,10,711,0,9,23,28,3,7,Bengals,2014,39128.0,
812,Barry Cofield,WAS,DI,249,3069,8,3,0,0,0,32,0,0,44.2,82.7,53.2,38.9,72.4,1,6,0.0,0,0,0.0,1,247,50,35,7,155,2,2,0,8,Commanders,2014,11005.800000000001,
813,Kyle Williams,BUF,DI,717,3079,15,8,1,1,0,4,0,0,69.6,64.7,65.3,67.2,44.8,12,29,16.2,6,3,25.0,8,711,13,175,23,500,27,23,5,49,Bills,2014,49903.2,
814,Kedric Golston,WAS,DI,178,3141,11,0,0,0,0,32,0,0,36.6,80.7,49.6,39.2,51.4,0,0,12.5,1,0,0.0,0,178,66,13,2,97,3,7,1,0,Commanders,2014,6514.8,
815,Stephen Bowen,WAS,DI,241,3242,8,1,1,0,0,32,0,0,51.8,81.7,48.2,56.4,74.3,0,2,8.3,1,0,0.0,0,240,0,12,12,216,9,10,0,2,Commanders,2014,12483.8,
816,Tom Johnson,MIN,DI,435,3378,16,2,0,0,1,18,0,0,69.5,70.9,64.4,67.1,64.7,6,18,11.8,2,1,0.0,6,435,1,419,9,6,15,13,1,30,Vikings,2014,30232.5,
817,Tony McDaniel,SEA,DI,492,3423,19,9,2,0,0,29,1,0,58.0,9.8,49.6,70.3,45.4,0,5,11.8,4,6,0.0,0,492,0,438,0,54,15,21,1,5,Seahawks,2014,28536.0,
818,Alan Branch,NE,DI,231,3649,11,4,1,0,0,19,0,0,58.9,82.9,53.7,61.6,76.0,2,5,5.9,1,0,0.0,0,231,11,59,18,143,7,12,1,7,Patriots,2014,13605.9,
819,Brandon Mebane,SEA,DI,280,3701,9,3,0,0,0,29,0,0,59.1,38.2,65.6,58.6,59.4,2,7,14.3,2,2,0.0,1,280,14,251,0,15,10,9,4,10,Seahawks,2014,16548.0,
820,Ray McDonald,SF,DI,693,3713,14,8,0,0,1,28,0,0,65.0,77.6,56.7,71.0,69.1,4,32,4.7,2,1,112.5,3,673,6,9,140,518,27,33,2,39,49ers,2014,45045.0,
821,Paul Soliai,ATL,DI,505,3724,15,4,0,0,0,2,0,0,64.2,44.0,58.7,69.7,55.9,0,10,14.7,5,3,0.0,1,505,86,362,0,57,20,25,5,11,Falcons,2014,32421.0,
822,Mike Devito,KC,DI,26,3928,1,0,1,0,0,16,0,0,65.9,74.6,61.7,64.3,68.1,0,0,0.0,0,0,0.0,0,26,0,0,0,26,0,1,0,0,Chiefs,2014,1713.4,
823,Calais Campbell,ARZ,DI,858,4364,15,10,1,0,1,1,0,0,82.5,77.4,61.9,89.4,68.8,8,33,8.3,5,1,0.0,7,851,9,164,74,604,45,45,9,48,Cardinals,2014,70785.0,
824,Kendall Langford,SL,DI,481,4380,16,6,1,0,0,26,0,0,67.2,87.3,59.2,67.1,48.9,4,10,13.0,3,0,0.0,1,473,0,465,0,8,13,14,2,15,Rams,2014,32323.2,
825,Pat Sims,OAK,DI,419,4391,16,5,1,0,0,23,0,0,61.2,36.1,55.0,65.9,60.4,2,4,9.4,3,3,0.0,0,419,15,232,0,172,17,24,2,6,Raiders,2014,25642.800000000003,
826,Andre Fluellen,DET,DI,180,4401,9,0,0,0,0,11,1,0,55.4,19.6,61.2,54.8,72.5,2,8,0.0,0,1,0.0,2,178,0,165,2,11,5,5,3,12,Lions,2014,9972.0,
827,Red Bryant,JAX,DI,522,4435,16,6,0,0,0,15,0,0,67.5,84.9,45.6,79.5,68.4,0,5,7.7,2,0,0.0,2,520,0,35,5,480,16,18,2,7,Jaguars,2014,35235.0,
828,Letroy Guion,GB,DI,622,4466,18,7,1,1,1,12,0,0,51.8,36.3,57.9,53.4,61.6,4,10,11.6,5,4,0.0,4,621,37,48,1,535,23,31,2,18,Packers,2014,32219.6,
829,Nick Hayden,DAL,DI,662,4495,18,7,1,0,0,9,0,0,44.5,87.7,47.4,46.7,64.6,4,10,5.1,2,0,104.2,0,653,12,580,2,59,19,30,5,14,Cowboys,2014,29459.0,
830,Ahtyba Rubin,CLV,DI,449,4504,13,6,1,1,0,8,0,0,50.1,68.0,48.7,53.8,57.6,2,5,6.5,2,1,0.0,1,446,95,66,1,284,15,23,0,8,Browns,2014,22494.9,
831,Landon Cohen,SEA,DI,30,4530,2,0,0,0,0,29,0,0,55.1,75.8,64.8,46.3,,1,1,,0,0,0.0,0,30,2,20,0,8,0,0,0,2,Seahawks,2014,1653.0,
832,Leger Douzable,NYJ,DI,318,4654,16,4,0,0,0,22,0,0,65.0,85.1,49.6,76.1,69.5,2,8,8.7,2,0,91.7,3,314,4,88,75,147,15,17,0,13,Jets,2014,20670.0,
833,Ropati Pitoitua,TEN,DI,390,4707,12,5,1,0,0,31,1,0,68.6,85.1,49.5,79.9,50.8,1,7,15.2,5,0,0.0,2,387,2,43,18,324,19,23,4,10,Titans,2014,26753.999999999996,
834,Tyson Jackson,ATL,DI,512,4926,16,11,3,0,0,2,0,0,67.0,59.4,64.1,65.9,77.0,2,11,0.0,0,3,0.0,1,512,2,284,24,202,10,13,1,14,Falcons,2014,34304.0,
835,Ziggy Hood,JAX,DI,419,4955,16,6,0,0,0,15,1,0,68.7,86.1,69.1,59.7,66.2,2,16,4.0,1,0,0.0,0,418,1,389,0,28,12,18,1,18,Jaguars,2014,28785.300000000003,
836,Sen'Derrick Marks,JAX,DI,718,4985,16,7,2,1,1,15,1,0,75.3,78.4,75.3,63.3,72.2,9,20,5.4,2,1,0.0,9,717,7,673,0,37,31,28,10,38,Jaguars,2014,54065.4,
837,Terrance Knighton,DEN,DI,566,4995,17,7,3,1,0,10,0,0,75.5,72.0,56.0,81.9,56.4,6,10,17.1,6,2,100.0,2,566,13,133,0,420,22,22,3,18,Broncos,2014,42733.0,
838,Roy Miller,JAX,DI,480,5004,14,7,1,1,0,15,0,0,61.0,26.7,63.3,62.8,62.3,2,9,6.1,2,4,0.0,2,479,30,441,0,8,23,24,4,13,Jaguars,2014,29280.0,
839,Henry Melton,DAL,DI,424,5028,16,2,4,0,0,9,2,0,71.3,86.2,75.8,48.8,76.3,5,19,0.0,0,0,39.6,6,413,0,322,11,80,12,8,2,30,Cowboys,2014,30231.199999999997,
840,Sammie Lee Hill,TEN,DI,588,5038,15,8,4,1,0,31,0,0,57.4,72.3,50.5,63.5,39.8,2,8,12.8,5,1,0.0,3,582,184,70,12,316,23,26,5,13,Titans,2014,33751.2,
841,Vance Walker,KC,DI,229,5134,16,5,0,0,0,16,0,0,73.6,82.6,55.5,83.8,77.3,1,8,5.6,1,0,0.0,3,228,14,15,30,169,12,12,2,12,Chiefs,2014,16854.399999999998,
842,Ricky Jean Francois,IND,DI,728,5168,19,6,3,0,0,14,1,0,62.3,64.6,49.5,69.8,60.3,3,17,15.2,5,2,0.0,4,721,20,46,69,586,19,22,3,24,Colts,2014,45354.4,
843,Clinton McDonald,TB,DI,619,5173,13,6,1,0,0,30,2,0,68.3,75.9,68.6,60.6,64.0,4,12,2.9,1,1,0.0,5,618,0,615,0,3,27,28,5,21,Buccaneers,2014,42277.7,
844,Chris Baker,WAS,DI,503,5188,15,5,0,1,0,32,0,0,65.5,55.1,68.7,61.6,57.9,3,21,13.9,5,2,0.0,1,503,273,37,2,191,23,26,4,25,Commanders,2014,32946.5,
845,Desmond Bryant,CLV,DI,733,5204,15,9,1,1,0,8,1,0,57.1,66.1,52.5,60.6,70.7,3,20,2.9,1,2,0.0,6,731,17,84,143,487,22,25,4,29,Browns,2014,41854.3,
846,Steve McLendon,PIT,DI,330,5232,13,5,0,0,0,25,0,0,73.7,60.9,58.1,80.4,66.6,1,5,5.0,1,1,0.0,1,329,163,8,0,158,12,14,3,7,Steelers,2014,24321.0,
847,Tim Jamison,HST,DI,411,5400,13,4,0,1,0,13,1,0,42.5,65.3,44.6,46.8,56.4,2,9,11.8,2,1,0.0,3,388,55,10,17,306,8,11,0,14,Texans,2014,17467.5,
848,Ndamukong Suh,DET,DI,903,5527,17,9,3,1,0,11,1,0,79.6,13.3,71.8,85.1,65.9,12,42,9.6,5,10,0.0,9,897,9,758,18,112,40,38,11,63,Lions,2014,71878.79999999999,
849,Gerald McCoy,TB,DI,665,5528,13,3,3,3,1,30,0,0,83.4,0.0,91.5,65.7,60.2,9,27,8.7,2,10,0.0,9,664,0,659,0,5,22,18,4,45,Buccaneers,2014,55461.00000000001,
850,Tyson Alualu,JAX,DI,464,5535,16,10,0,0,0,15,0,0,58.5,84.4,50.3,62.8,62.7,3,7,9.4,3,0,0.0,2,464,2,67,2,393,14,19,1,12,Jaguars,2014,27144.0,
851,Dan Williams,ARZ,DI,462,5551,17,9,1,0,0,1,0,0,78.8,37.9,66.1,85.1,44.6,2,14,12.5,5,3,0.0,1,462,158,133,0,171,23,26,2,17,Cardinals,2014,36405.6,
852,Jared Odrick,MIA,DI,807,5553,16,4,5,0,1,17,1,0,67.7,58.8,62.1,67.9,68.3,9,18,3.4,1,3,87.5,1,806,22,513,11,260,19,24,3,28,Dolphins,2014,54633.9,
853,Linval Joseph,MIN,DI,729,5571,16,12,1,1,0,18,0,0,70.9,57.6,61.0,72.3,73.6,5,19,7.7,4,3,0.0,5,729,8,716,1,4,26,36,3,29,Vikings,2014,51686.100000000006,
854,Terrence Cody,BLT,DI,9,5582,1,0,0,0,0,3,0,0,57.3,71.5,65.8,53.9,,0,1,,0,0,0.0,0,9,1,1,0,7,0,0,0,1,Ravens,2014,515.6999999999999,
855,Alex Carrington,SL,DI,147,5597,8,2,0,0,0,26,0,0,53.5,81.6,56.3,52.1,70.1,0,1,0.0,0,0,0.0,0,147,5,139,0,3,2,2,0,1,Rams,2014,7864.5,
856,Earl Mitchell,MIA,DI,536,5605,16,6,1,0,0,17,0,0,64.9,73.0,65.0,62.2,56.9,1,15,8.8,3,1,0.0,2,536,43,435,0,58,24,25,5,18,Dolphins,2014,34786.4,
857,Corey Peters,ATL,DI,526,5607,15,7,0,0,0,2,0,0,65.9,73.1,56.0,73.8,77.2,4,15,0.0,0,1,118.8,2,526,35,380,22,89,17,20,2,21,Falcons,2014,34663.4,
858,Geno Atkins,CIN,DI,790,5643,17,6,1,1,1,7,0,0,73.5,50.4,69.8,71.1,64.2,4,36,8.8,3,4,0.0,4,788,51,717,2,18,23,25,8,44,Bengals,2014,58065.0,
859,Al Woods,TEN,DI,292,5646,16,5,0,0,0,31,0,0,63.2,41.7,55.0,69.9,67.7,0,5,8.3,2,2,0.0,1,292,107,35,0,150,15,17,2,6,Titans,2014,18454.4,
860,Cam Thomas,PIT,DI,448,5669,17,1,0,0,0,25,0,0,39.8,51.8,49.1,41.2,77.1,2,7,5.0,1,2,0.0,0,439,63,14,18,344,11,18,2,9,Steelers,2014,17830.399999999998,
861,Arthur Jones,IND,DI,517,5680,12,5,0,0,0,14,0,0,52.3,40.8,51.8,59.1,77.9,5,12,13.8,4,3,0.0,2,516,18,37,12,449,16,20,1,19,Colts,2014,27039.1,
862,Clifton Geathers,PIT,DI,92,5709,6,0,0,0,0,25,0,0,62.8,79.2,50.8,67.9,72.1,1,0,0.0,0,0,0.0,0,92,0,5,3,84,5,6,2,1,Steelers,2014,5777.599999999999,
863,C.J. Wilson,OAK,DI,362,5753,16,13,0,0,0,23,1,0,72.9,64.9,60.5,72.4,79.0,0,10,0.0,0,1,0.0,2,361,1,120,14,226,13,16,2,12,Raiders,2014,26389.800000000003,
864,Sean Lissemore,SD,DI,332,5757,15,7,0,0,0,27,1,0,59.8,83.4,63.8,56.8,61.4,1,8,9.7,3,0,0.0,1,331,50,47,8,226,17,21,0,10,Chargers,2014,19853.6,
865,Ricardo Mathews,SD,DI,297,5761,12,5,0,0,2,27,0,0,68.0,62.5,60.2,71.9,65.3,2,12,5.6,1,1,0.0,2,292,1,72,25,194,9,12,1,16,Chargers,2014,20196.0,
866,Brandon Deaderick,NO,DI,337,5769,13,1,0,0,0,20,0,0,45.1,84.3,48.9,45.8,71.9,2,8,0.0,0,0,0.0,0,336,24,193,4,115,4,5,0,10,Saints,2014,15198.7,
867,Kyle Love,CAR,DI,12,5806,1,2,0,0,0,5,0,0,65.2,72.7,56.6,65.4,68.4,0,0,0.0,0,0,0.0,0,12,0,11,0,1,0,0,0,0,Panthers,2014,782.4000000000001,
868,Mitch Unrein,DEN,DI,46,6031,6,0,0,0,0,10,0,0,56.6,76.1,52.2,63.3,67.4,0,1,0.0,0,0,0.0,0,46,1,6,0,39,1,1,0,1,Broncos,2014,2603.6,
869,Josh Price-Brent,DAL,DI,61,6072,3,0,0,0,0,9,0,0,59.0,78.4,49.6,66.0,70.2,0,0,0.0,0,0,0.0,0,61,1,54,0,6,2,3,0,0,Cowboys,2014,3599.0,
870,Marcell Dareus,BUF,DI,678,6155,15,6,1,0,1,4,0,0,81.2,41.9,60.4,90.7,75.0,3,19,11.6,5,4,0.0,10,672,22,200,0,450,35,32,4,32,Bills,2014,55053.6,
871,J.J. Watt,HST,DI,1050,6163,16,8,10,0,4,13,5,1,92.7,57.5,92.9,79.4,64.7,44,54,13.4,9,6,0.0,21,1047,0,8,659,380,61,50,17,119,Texans,2014,97335.0,
872,Nick Fairley,DET,DI,286,6165,8,3,0,0,1,11,0,0,74.1,0.0,73.8,78.3,59.8,3,17,7.1,1,5,0.0,2,285,7,240,2,36,10,10,2,22,Lions,2014,21192.6,
873,Corey Liuget,SD,DI,775,6170,16,7,2,0,2,27,2,1,61.0,55.6,59.8,60.0,71.0,9,24,5.9,3,4,0.0,5,765,25,137,51,552,32,41,9,38,Chargers,2014,47275.0,
874,Phil Taylor Sr.,CLV,DI,130,6173,5,2,1,0,0,8,0,0,44.1,80.3,49.1,51.1,28.9,1,0,15.4,2,0,0.0,0,130,2,11,6,111,5,9,2,1,Browns,2014,5733.0,
875,Muhammad Wilkerson,NYJ,DI,718,6182,13,11,5,0,1,22,0,0,85.4,63.9,62.8,89.0,61.3,10,18,11.3,6,2,0.0,7,706,41,179,83,403,40,36,9,35,Jets,2014,61317.200000000004,
876,Cameron Heyward,PIT,DI,913,6183,17,10,4,0,0,25,0,0,76.4,50.5,66.4,72.8,82.3,12,38,2.2,1,4,0.0,8,840,32,9,41,758,33,34,8,58,Steelers,2014,69753.20000000001,
877,Jarvis Jenkins,WAS,DI,541,6193,16,2,1,1,0,32,0,0,45.1,20.2,48.6,53.9,60.7,2,5,10.0,3,5,0.0,0,541,2,43,15,481,19,25,3,7,Commanders,2014,24399.100000000002,
878,Da'Quan Bowers,TB,DI,344,6203,11,5,2,0,0,30,1,0,61.1,85.0,60.0,57.3,74.9,2,5,5.9,1,0,79.2,2,343,0,286,0,57,9,11,2,9,Buccaneers,2014,21018.4,
879,Marvin Austin,DEN,DI,294,6204,16,2,0,0,0,10,0,0,66.1,59.7,54.8,72.7,75.1,0,5,0.0,0,2,0.0,0,294,3,103,0,188,12,13,0,5,Broncos,2014,19433.399999999998,
880,Stephen Paea,CHI,DI,700,6205,16,3,2,0,2,6,0,0,73.2,87.8,77.0,59.1,69.1,11,31,15.6,5,0,0.0,5,700,8,672,0,20,22,24,2,47,Bears,2014,51240.0,
881,Terrell McClain,DAL,DI,342,6217,14,6,0,0,1,9,0,0,70.7,65.5,62.6,74.3,74.9,2,9,0.0,0,2,0.0,1,341,7,305,0,29,11,12,3,12,Cowboys,2014,24179.4,
882,Jurrell Casey,TEN,DI,909,6229,16,13,0,1,0,31,0,0,70.6,41.0,67.2,69.3,70.3,15,31,4.3,3,5,0.0,5,862,2,64,86,710,48,54,8,51,Titans,2014,64175.399999999994,
883,Allen Bailey,KC,DI,749,6238,14,6,2,1,0,16,0,0,54.7,66.6,52.2,58.6,74.7,3,13,8.3,3,2,0.0,6,748,3,5,148,592,24,27,7,22,Chiefs,2014,40970.3,
884,Kenrick Ellis,NYJ,DI,154,6246,14,2,0,0,0,22,0,0,67.9,11.4,64.5,71.9,72.5,0,3,0.0,0,2,0.0,1,153,52,85,1,15,6,5,1,4,Jets,2014,10456.6,
885,Sione Fua,CLV,DI,252,6249,11,4,0,0,0,8,0,0,46.1,83.3,45.7,50.3,74.3,0,1,9.1,1,0,0.0,0,252,4,43,33,172,2,6,0,1,Browns,2014,11617.2,
886,Karl Klug,TEN,DI,330,6294,16,5,1,0,0,31,0,0,58.7,40.5,61.5,56.6,62.2,0,9,11.5,3,2,0.0,2,322,6,21,32,263,16,18,5,11,Titans,2014,19371.0,
887,Jerrell Powe,HST,DI,273,6351,16,6,1,0,0,13,0,0,46.2,57.3,47.7,49.1,75.6,0,0,7.7,1,1,0.0,0,272,86,28,1,157,3,6,1,0,Texans,2014,12612.6,
888,Frank Kearse,WAS,DI,259,6383,15,2,0,0,0,32,0,0,54.3,56.6,50.5,59.3,75.6,0,8,0.0,0,1,0.0,3,258,30,39,6,183,12,10,0,11,Commanders,2014,14063.699999999999,
889,Lawrence Guy Sr.,BLT,DI,272,6385,16,5,1,0,0,3,1,0,57.5,84.7,56.8,56.3,57.5,2,5,12.5,2,0,0.0,2,272,5,23,84,160,8,9,1,9,Ravens,2014,15640.0,
890,Ian Williams,SF,DI,212,6472,9,4,1,0,0,28,0,0,84.1,81.3,70.1,81.7,67.8,0,7,4.3,1,0,0.0,1,212,124,8,0,80,17,18,3,8,49ers,2014,17829.199999999997,
891,Sealver Siliga,NE,DI,357,6483,10,12,0,0,0,19,0,0,63.7,62.9,54.2,66.0,72.5,2,11,5.6,2,1,0.0,3,357,70,87,2,198,19,22,2,16,Patriots,2014,22740.9,
892,Brandon Bair,PHI,DI,196,6529,16,2,1,0,0,24,0,0,52.1,47.9,50.5,58.9,76.4,0,5,12.5,2,1,0.0,2,196,8,14,11,163,10,12,3,7,Eagles,2014,10211.6,
893,Cedric Thornton,PHI,DI,641,6607,16,13,2,2,0,24,3,1,63.4,29.6,49.5,76.1,58.8,1,9,10.7,6,5,0.0,1,636,17,42,38,539,28,37,6,11,Eagles,2014,40639.4,
894,Demarcus Dobbs,SEA,DI,203,6655,12,2,0,1,0,29,0,0,54.2,50.4,49.9,64.5,75.6,0,3,0.0,0,1,118.8,0,197,7,88,6,96,8,13,2,3,Seahawks,2014,11002.6,
895,Corbin Bryant,BUF,DI,353,6825,16,4,1,1,1,4,0,0,48.3,45.6,52.9,51.4,74.2,3,5,0.0,0,2,0.0,2,353,1,98,5,249,3,5,1,10,Bills,2014,17049.899999999998,
896,Ricky Lumpkin,OAK,DI,84,6837,5,3,0,0,0,23,0,0,68.2,79.3,60.4,67.5,72.2,0,2,0.0,0,0,0.0,1,84,0,58,1,25,3,3,0,3,Raiders,2014,5728.8,
897,Dontari Poe,KC,DI,946,7017,16,9,1,0,0,16,0,0,57.5,87.0,54.4,58.6,62.7,2,18,6.5,3,0,0.0,7,943,233,51,2,657,31,34,0,27,Chiefs,2014,54395.0,
898,Fletcher Cox,PHI,DI,926,7018,16,10,1,0,1,24,3,1,80.8,60.3,59.7,90.2,69.9,5,39,6.3,4,4,0.0,4,921,67,130,33,691,43,49,4,48,Eagles,2014,74820.8,
899,Michael Brockers,SL,DI,622,7020,16,9,2,0,0,26,1,0,69.7,75.2,56.4,74.3,77.3,3,5,5.9,2,1,81.3,2,614,16,582,0,16,17,23,2,10,Rams,2014,43353.4,
900,Derek Wolfe,DEN,DI,764,7040,17,5,1,0,0,10,0,0,66.5,77.8,50.8,82.7,51.8,6,26,13.6,6,1,39.6,4,763,0,45,118,600,24,33,0,36,Broncos,2014,50806.0,
901,Kendall Reyes,SD,DI,643,7052,16,13,0,0,0,27,0,0,42.4,78.4,44.9,46.6,48.1,6,13,13.9,5,1,39.6,1,640,4,115,234,287,14,18,1,20,Chargers,2014,27263.2,
902,Devon Still,CIN,DI,230,7056,12,3,0,0,0,7,0,0,56.4,84.0,48.2,60.6,63.2,0,2,10.0,2,0,0.0,0,229,0,227,0,2,8,15,0,2,Bengals,2014,12972.0,
903,Tyrone Crawford,DAL,DI,718,7083,17,12,3,0,2,9,0,0,77.1,77.9,77.3,65.2,57.6,12,29,11.4,5,1,158.3,4,714,1,517,15,181,24,27,3,45,Cowboys,2014,55357.799999999996,
904,John Hughes,CLV,DI,207,7088,5,5,1,0,0,8,0,0,70.1,81.9,58.8,70.0,76.2,1,4,0.0,0,0,0.0,1,205,11,34,1,159,11,14,0,6,Browns,2014,14510.699999999999,
905,Akiem Hicks,NO,DI,717,7090,15,11,0,0,0,20,0,0,65.8,56.5,56.6,72.3,48.0,5,20,13.6,6,3,0.0,2,707,26,349,53,279,24,27,6,27,Saints,2014,47178.6,
906,Brandon Thompson,CIN,DI,254,7093,12,6,0,1,0,7,0,0,57.4,30.3,55.2,64.8,54.9,1,2,16.7,4,3,0.0,1,254,2,250,0,2,12,14,1,4,Bengals,2014,14579.6,
