player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,weighted_average_grade
00-0030694,2021,Saints,1.136986301369863,,29.0,0.0,0.038,52.90%,James Hurst,T,100.0,1.0,20.0,69.8,76.9,60.1,4.0,20.0,491.0,100.0,100.0,96.9,4.0,27.0,3.0,941.0,0.0,152.0,557.0,941.0,516.0,516.0,5.0,190.0,425.0,37.0,65681.8,MISSING
00-0030046,2021,Saints,0.2846268493150685,,30.0,11.32690150779327,0.038,52.90%,Jordan Mills,T,100.0,0.0,20.0,47.8,56.2,44.4,0.0,5.0,112.0,100.0,100.0,97.8,1.0,5.0,0.0,221.0,0.0,0.0,0.0,221.0,115.0,115.0,0.0,194.0,106.0,27.0,10563.8,MISSING
00-0036930,2021,Saints,0.3849013698630137,,24.0,29.537109147547387,0.038,52.90%,Landon Young,T,100.0,0.0,20.0,46.3,32.3,65.8,1.0,1.0,42.0,100.0,100.0,97.6,2.0,2.0,0.0,67.0,0.0,0.0,64.0,67.0,45.0,45.0,0.0,0.0,22.0,3.0,3102.1,MISSING
00-0030067,2021,Saints,4.5476027397260275,,30.0,32.72677419519281,0.038,52.90%,Terron Armstead,T,100.0,0.0,20.0,75.9,85.6,64.1,2.0,9.0,248.0,100.0,100.0,97.4,3.0,12.0,1.0,468.0,0.0,0.0,467.0,468.0,263.0,263.0,0.0,0.0,205.0,1.0,35521.200000000004,MISSING
00-0032779,2021,Saints,0.0536986301369863,,27.0,33.18452900093269,0.038,52.90%,Caleb Benenoch,T,100.0,1.0,20.0,57.3,46.3,61.6,1.0,3.0,27.0,100.0,100.0,88.9,1.0,5.0,1.0,49.0,0.0,0.0,0.0,49.0,28.0,28.0,0.0,49.0,21.0,0.0,2807.7,MISSING
00-0033888,2021,Saints,2.8894334246575344,,27.0,211.31112268414896,0.038,52.90%,Ryan Ramczyk,T,100.0,0.0,20.0,84.1,73.0,85.6,2.0,15.0,339.0,100.0,100.0,96.9,0.0,19.0,2.0,653.0,0.0,0.0,0.0,653.0,361.0,361.0,0.0,649.0,292.0,4.0,54917.3,MISSING
00-0035112,2021,Ravens,0.4672153424657534,,24.0,0.0,-0.069,47.10%,Patrick Mekari,T,99.9,0.0,3.0,66.1,73.8,55.7,1.0,18.0,423.0,99.8,99.8,96.8,2.0,23.0,4.0,761.0,0.0,0.0,3.0,762.0,447.0,448.0,0.0,754.0,314.0,5.0,50368.2,MISSING
00-0034628,2021,Ravens,0.023744109589041,,25.0,0.0,-0.069,47.10%,Jaryd Jones-Smith,T,100.0,0.0,3.0,60.0,72.9,MISSING,0.0,0.0,2.0,100.0,100.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,120.0,MISSING
00-0030648,2021,Ravens,2.6027397260273974,,32.0,0.0,-0.069,47.10%,Alejandro Villanueva,T,100.0,1.0,3.0,65.4,58.7,65.9,9.0,36.0,717.0,100.0,100.0,95.6,11.0,54.0,9.0,1205.0,0.0,0.0,1130.0,1205.0,764.0,764.0,0.0,68.0,441.0,7.0,78807.0,65.8731356301788
00-0033946,2021,Ravens,0.0602739726027397,,25.0,55.509470632708904,-0.069,47.10%,David Sharpe,T,100.0,0.0,3.0,56.2,56.3,51.9,0.0,3.0,48.0,100.0,100.0,94.8,0.0,4.0,1.0,67.0,0.0,0.0,0.0,67.0,52.0,52.0,0.0,67.0,15.0,0.0,3765.4,MISSING
00-0036214,2021,Ravens,0.5414098630136986,,24.0,98.27776592209104,-0.069,47.10%,Tyre Phillips,T,100.0,0.0,3.0,53.1,63.1,42.0,3.0,13.0,252.0,100.0,100.0,96.4,4.0,17.0,1.0,389.0,0.0,42.0,0.0,389.0,271.0,271.0,0.0,347.0,118.0,0.0,20655.9,MISSING
00-0032965,2021,Ravens,5.502465753424658,,27.0,315.5051340440787,-0.069,47.10%,Ronnie Stanley,T,100.0,0.0,3.0,48.9,27.7,62.5,1.0,8.0,39.0,100.0,100.0,88.5,0.0,9.0,0.0,68.0,0.0,0.0,67.0,68.0,40.0,40.0,0.0,0.0,28.0,1.0,3325.2,MISSING
00-0036603,2021,Rams,0.3652964383561644,,23.0,0.0,0.107,76.20%,Alaric Jackson,T,100.0,0.0,26.0,70.2,37.9,83.0,1.0,1.0,31.0,100.0,100.0,93.5,0.0,3.0,1.0,61.0,0.0,0.0,52.0,61.0,31.0,31.0,0.0,9.0,30.0,0.0,4282.2,MISSING
00-0024270,2021,Rams,3.1050224657534247,,39.0,5.376631592507201,0.107,76.20%,Andrew Whitworth,T,100.0,2.0,26.0,86.1,90.7,71.2,2.0,9.0,568.0,100.0,100.0,98.2,6.0,16.0,5.0,926.0,0.0,0.0,926.0,926.0,597.0,597.0,0.0,0.0,329.0,0.0,79728.59999999999,MISSING
00-0032242,2021,Rams,2.881095890410959,,29.0,77.59389344557198,0.107,76.20%,Rob Havenstein,T,100.0,1.0,26.0,81.5,76.1,79.4,5.0,14.0,578.0,100.0,100.0,97.1,3.0,26.0,7.0,957.0,0.0,0.0,0.0,957.0,600.0,600.0,0.0,956.0,357.0,0.0,77995.5,MISSING
00-0034803,2021,Rams,0.6162865753424658,,26.0,99.92117554225084,0.107,76.20%,Joe Noteboom,T,100.0,0.0,26.0,76.0,76.1,70.3,1.0,1.0,80.0,100.0,100.0,97.5,0.0,3.0,1.0,174.0,0.0,0.0,89.0,174.0,85.0,85.0,0.0,58.0,89.0,26.0,13224.0,MISSING
00-0035003,2021,Raiders,0.4140032876712328,,26.0,13.69783437563737,-0.062,55.60%,Jackson Barton,T,100.0,0.0,23.0,52.9,75.0,51.0,0.0,0.0,3.0,100.0,100.0,100.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,1.0,3.0,5.0,317.4,MISSING
00-0034763,2021,Raiders,1.3411539726027395,,25.0,137.79645280895562,-0.062,55.60%,Brandon Parker,T,100.0,1.0,23.0,55.8,54.0,56.8,12.0,33.0,522.0,100.0,100.0,94.2,9.0,53.0,8.0,881.0,0.0,0.0,0.0,881.0,556.0,556.0,0.0,878.0,325.0,3.0,49159.8,MISSING
00-0034759,2021,Raiders,7.380456438356164,,25.0,338.91996461058636,-0.062,55.60%,Kolton Miller,T,100.0,2.0,23.0,84.0,84.4,76.3,5.0,25.0,686.0,100.0,100.0,97.2,5.0,34.0,4.0,1139.0,0.0,0.0,1139.0,1139.0,730.0,730.0,0.0,0.0,409.0,0.0,95676.0,70.19339106654512
00-0032071,2021,Patriots,4.15793698630137,,28.0,5.858980870467211,0.133,55.60%,Trent Brown,T,100.0,0.0,19.0,79.3,82.5,70.4,3.0,4.0,240.0,100.0,100.0,98.1,0.0,8.0,1.0,489.0,0.0,0.0,0.0,489.0,252.0,252.0,0.0,488.0,237.0,0.0,38777.7,MISSING
00-0034836,2022,Colts,5.555715658021134,,26.0,194.29741504092613,-0.136,25.00%,Braden Smith,T,100.0,2.0,14.0,75.5,75.9,75.0,7.0,16.0,635.0,100.0,100.0,97.1,10.0,30.0,7.0,1066.0,0.0,0.0,0.0,1066.0,669.0,669.0,79.0,983.0,397.0,4.0,80483.0,MISSING
00-0037757,2022,Colts,0.4630129682997118,,24.0,157.81210231468515,-0.136,25.00%,Bernhard Raimann,T,100.0,1.0,14.0,73.3,71.4,74.7,4.0,16.0,404.0,100.0,100.0,95.8,9.0,27.0,7.0,709.0,0.0,0.0,704.0,709.0,428.0,428.0,0.0,0.0,281.0,5.0,51969.7,MISSING
00-0029419,2022,Colts,0.4670989433237272,,32.0,7.0095897170875565,-0.136,25.00%,Dennis Kelly,T,100.0,0.0,14.0,58.9,52.9,64.2,5.0,9.0,148.0,100.0,100.0,95.3,2.0,14.0,0.0,240.0,0.0,0.0,191.0,240.0,157.0,157.0,0.0,48.0,83.0,1.0,14136.0,MISSING
00-0036618,2022,Commanders,0.7232521613832853,,23.0,209.52192215027895,-0.007,50.00%,Sam Cosmi,T,100.0,0.0,32.0,71.6,66.6,71.5,2.0,14.0,318.0,100.0,100.0,95.9,2.0,21.0,5.0,585.0,0.0,0.0,0.0,585.0,341.0,341.0,65.0,517.0,244.0,3.0,41886.0,MISSING
00-0035300,2022,Titans,0.4634966378482229,,26.0,19.601206056941237,-0.081,41.20%,Dennis Daley,T,100.0,2.0,31.0,46.1,45.5,46.5,9.0,31.0,483.0,100.0,100.0,93.4,7.0,52.0,12.0,942.0,0.0,0.0,941.0,942.0,508.0,508.0,0.0,0.0,434.0,1.0,43426.2,MISSING
00-0033065,2022,Titans,0.3582276657060518,,29.0,54.390853940416854,-0.081,41.20%,Le'Raven Clark,T,100.0,0.0,31.0,57.2,60.1,52.1,1.0,4.0,65.0,100.0,100.0,94.6,0.0,6.0,1.0,114.0,0.0,0.0,10.0,114.0,65.0,65.0,0.0,98.0,49.0,6.0,6520.8,MISSING
00-0031442,2022,Titans,7.057622958693564,,31.0,104.8114128988005,-0.081,41.20%,Taylor Lewan,T,100.0,0.0,31.0,67.3,79.4,64.5,0.0,0.0,35.0,100.0,100.0,100.0,1.0,0.0,0.0,64.0,0.0,0.0,64.0,64.0,40.0,40.0,0.0,0.0,24.0,0.0,4307.2,MISSING
00-0037754,2022,Titans,0.4764423631123919,,22.0,175.7411439145086,-0.081,41.20%,Nicholas Petit-Frere,T,100.0,0.0,31.0,52.3,50.0,57.0,6.0,24.0,473.0,100.0,100.0,95.8,8.0,35.0,5.0,937.0,0.0,0.0,0.0,937.0,504.0,504.0,0.0,937.0,433.0,0.0,49005.1,MISSING
00-0036195,2022,Texans,0.5152142170989433,,25.0,69.88135499914594,-0.177,18.80%,Charlie Heck,T,99.4,0.0,13.0,55.7,74.2,42.8,2.0,3.0,75.0,98.7,98.8,96.7,0.0,5.0,0.0,161.0,0.0,0.0,0.0,162.0,83.0,84.0,0.0,138.0,78.0,24.0,9023.4,MISSING
00-0032380,2022,Texans,8.505277617675313,,28.0,178.61265567277695,-0.177,18.80%,Laremy Tunsil,T,99.9,0.0,13.0,80.0,91.7,66.2,3.0,13.0,638.0,100.0,99.9,98.6,11.0,17.0,1.0,1060.0,0.0,0.0,1056.0,1061.0,676.0,677.0,0.0,0.0,384.0,2.0,84880.0,MISSING
00-0035234,2022,Texans,1.8683707973102788,,26.0,277.75810660723437,-0.177,18.80%,Tytus Howard,T,100.0,3.0,13.0,67.9,70.2,64.5,5.0,30.0,604.0,100.0,100.0,96.6,9.0,38.0,3.0,997.0,0.0,70.0,0.0,997.0,640.0,640.0,0.0,916.0,357.0,8.0,67696.3,MISSING
00-0036869,2022,Steelers,0.4800557156580211,,23.0,75.46700937007179,-0.009,52.90%,Dan Moore Jr.,T,100.0,1.0,25.0,62.4,67.3,56.1,10.0,22.0,639.0,100.0,100.0,96.4,10.0,39.0,7.0,1160.0,0.0,1.0,1153.0,1160.0,686.0,686.0,1.0,1.0,474.0,4.0,72384.0,66.55773832497106
00-0034768,2022,Steelers,2.0813318924111432,,25.0,87.07720788781249,-0.009,52.90%,Chukwuma Okorafor,T,100.0,1.0,25.0,61.2,62.8,55.7,5.0,33.0,639.0,100.0,100.0,96.6,4.0,41.0,3.0,1159.0,0.0,0.0,1.0,1159.0,686.0,686.0,1.0,1151.0,473.0,6.0,70930.8,70.52969325153374
00-0036653,2022,Seahawks,0.4162612872238233,,24.0,25.65654103628983,-0.019,50.00%,Stone Forsythe,T,100.0,0.0,29.0,37.0,30.4,45.1,0.0,7.0,60.0,100.0,100.0,94.2,1.0,7.0,0.0,122.0,0.0,0.0,2.0,122.0,61.0,61.0,0.0,115.0,61.0,5.0,4514.0,MISSING
00-0037812,2022,Seahawks,0.4708477425552353,,23.0,169.08987043874615,-0.019,50.00%,Abraham Lucas,T,100.0,0.0,29.0,68.5,69.6,65.1,8.0,11.0,592.0,100.0,100.0,96.9,7.0,28.0,9.0,975.0,0.0,0.0,0.0,975.0,633.0,633.0,0.0,975.0,342.0,0.0,66787.5,MISSING
00-0036616,2022,Vikings,1.4568751200768493,,23.0,339.25451751142253,-0.001,72.20%,Christian Darrisaw,T,100.0,0.0,18.0,90.3,81.8,90.2,5.0,10.0,536.0,100.0,100.0,97.7,2.0,20.0,5.0,853.0,0.0,0.0,853.0,853.0,571.0,571.0,0.0,0.0,282.0,0.0,77025.9,MISSING
00-0037821,2022,Seahawks,1.867402497598463,,21.0,558.5949124969229,-0.019,50.00%,Charles Cross,T,99.9,0.0,29.0,63.7,63.9,62.8,4.0,37.0,651.0,99.8,99.9,95.8,7.0,48.0,7.0,1087.0,0.0,0.0,1083.0,1088.0,693.0,694.0,0.0,0.0,394.0,5.0,69305.6,MISSING
00-0030694,2022,Saints,1.6239193083573489,,30.0,0.0,-0.002,41.20%,James Hurst,T,100.0,0.0,20.0,63.2,76.6,48.2,5.0,16.0,519.0,100.0,100.0,97.0,5.0,26.0,5.0,973.0,0.0,58.0,913.0,973.0,546.0,546.0,0.0,0.0,427.0,2.0,61493.600000000006,MISSING
00-0036930,2022,Saints,0.4166402497598463,,25.0,26.7262815773131,-0.002,41.20%,Landon Young,T,100.0,0.0,20.0,40.3,33.2,43.8,2.0,4.0,98.0,100.0,100.0,92.9,1.0,10.0,4.0,207.0,0.0,0.0,76.0,207.0,101.0,101.0,0.0,113.0,106.0,18.0,8342.099999999999,MISSING
00-0033888,2022,Saints,4.07123967339097,,28.0,156.5431299171274,-0.002,41.20%,Ryan Ramczyk,T,100.0,0.0,20.0,77.9,76.4,73.8,5.0,12.0,510.0,100.0,100.0,97.7,4.0,20.0,3.0,936.0,0.0,0.0,0.0,936.0,536.0,536.0,0.0,935.0,400.0,1.0,72914.40000000001,MISSING
00-0037241,2022,Saints,1.2351162343900095,,23.0,410.8997029699609,-0.002,41.20%,Trevor Penning,T,100.0,1.0,20.0,73.6,38.7,80.2,1.0,1.0,31.0,100.0,100.0,96.8,2.0,2.0,0.0,124.0,0.0,0.0,58.0,124.0,33.0,33.0,0.0,0.0,91.0,66.0,9126.4,MISSING
00-0035112,2022,Ravens,1.48895292987512,,25.0,0.0,0.006,55.60%,Patrick Mekari,T,100.0,1.0,3.0,73.3,80.3,62.4,2.0,7.0,203.0,100.0,100.0,96.8,3.0,11.0,2.0,378.0,0.0,0.0,312.0,378.0,220.0,220.0,0.0,64.0,158.0,2.0,27707.4,MISSING
00-0031330,2022,Ravens,1.239193083573487,,31.0,37.01570697506993,0.006,55.60%,Morgan Moses,T,100.0,1.0,3.0,78.1,75.8,81.6,2.0,17.0,527.0,100.0,100.0,97.2,9.0,24.0,5.0,1022.0,0.0,0.0,1.0,1022.0,558.0,558.0,0.0,1021.0,464.0,0.0,79818.2,MISSING
00-0031417,2022,Ravens,1.5609990393852065,,30.0,82.95921927467329,0.006,55.60%,Ja'Wuan James,T,100.0,0.0,3.0,65.3,86.0,47.5,0.0,0.0,17.0,100.0,100.0,100.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,24.0,18.0,18.0,0.0,0.0,6.0,0.0,1567.1999999999998,MISSING
00-0038118,2022,Ravens,0.4347190201729106,,22.0,103.53375634267866,0.006,55.60%,Daniel Faalele,T,100.0,0.0,3.0,50.2,49.6,47.9,1.0,5.0,92.0,100.0,100.0,92.4,2.0,10.0,4.0,169.0,0.0,0.0,153.0,169.0,101.0,101.0,0.0,7.0,68.0,9.0,8483.800000000001,MISSING
00-0032965,2022,Ravens,5.861311239193084,,28.0,233.73195201848125,0.006,55.60%,Ronnie Stanley,T,100.0,0.0,3.0,70.9,82.8,57.2,0.0,15.0,286.0,100.0,100.0,97.0,1.0,16.0,1.0,602.0,0.0,0.0,599.0,602.0,298.0,298.0,0.0,0.0,304.0,3.0,42681.8,MISSING
00-0029709,2022,Rams,0.2865821325648415,,36.0,0.0,-0.098,29.40%,Ty Nsekhe,T,99.8,1.0,26.0,70.6,80.7,67.5,0.0,5.0,231.0,99.6,99.6,97.6,8.0,8.0,3.0,423.0,0.0,0.0,421.0,424.0,243.0,244.0,0.0,0.0,180.0,3.0,29934.4,MISSING
00-0037845,2022,Rams,0.1316853986551392,,25.0,12.976393538913364,-0.098,29.40%,AJ Arcuri,T,100.0,0.0,26.0,48.6,34.2,54.8,0.0,6.0,37.0,100.0,100.0,91.9,0.0,6.0,0.0,70.0,0.0,0.0,70.0,70.0,37.0,37.0,0.0,0.0,33.0,0.0,3402.0,MISSING
00-0035881,2022,Saints,0.0386647454370797,,24.0,0.0,-0.002,41.20%,Yasir Durant,T,100.0,0.0,20.0,60.0,MISSING,59.7,0.0,0.0,0.0,MISSING,MISSING,MISSING,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,120.0,MISSING
00-0034158,2022,Vikings,3.7558439000960617,,26.0,130.3922404356245,-0.001,72.20%,Brian O'Neill,T,100.0,0.0,18.0,82.7,77.9,82.4,5.0,13.0,663.0,100.0,100.0,97.7,5.0,24.0,6.0,1052.0,0.0,0.0,0.0,1052.0,708.0,708.0,0.0,1051.0,344.0,1.0,87000.40000000001,MISSING
00-0037287,2022,Vikings,0.3623765609990393,,23.0,41.963369543259226,-0.001,72.20%,Vederian Lowe,T,100.0,0.0,18.0,35.1,63.3,44.1,1.0,0.0,15.0,100.0,100.0,96.7,2.0,1.0,0.0,33.0,0.0,0.0,33.0,33.0,15.0,15.0,0.0,0.0,18.0,0.0,1158.3,MISSING
00-0036347,2022,Vikings,0.3962536023054755,,25.0,25.475271387128245,-0.001,72.20%,Blake Brandel,T,100.0,0.0,18.0,55.3,55.0,61.2,1.0,5.0,170.0,100.0,100.0,94.1,3.0,13.0,7.0,274.0,0.0,0.0,273.0,274.0,181.0,181.0,0.0,0.0,93.0,1.0,15152.2,MISSING
00-0037835,2023,Buccaneers,0.6246952846975089,,24.0,190.85018172550969,-0.01,52.60%,Luke Goedeke,T,100.0,3.0,30.0,73.4,72.5,70.0,5.0,33.0,730.0,100.0,100.0,96.6,12.0,44.0,6.0,1236.0,0.0,0.0,0.0,1236.0,779.0,779.0,0.0,1232.0,457.0,4.0,90722.4,55.625487853444845
00-0036406,2023,Buccaneers,1.6517491103202848,,24.0,359.6817189495466,-0.01,52.60%,Tristan Wirfs,T,100.0,0.0,30.0,83.1,85.5,73.8,6.0,13.0,728.0,100.0,100.0,98.0,6.0,24.0,5.0,1233.0,0.0,0.0,1232.0,1233.0,777.0,777.0,0.0,0.0,456.0,1.0,102462.3,53.01924635332252
00-0037591,2023,Browns,0.1853500889679715,,25.0,0.0,0.05,61.10%,Leroy Watson,T,100.0,0.0,8.0,49.8,46.2,51.0,0.0,0.0,33.0,100.0,100.0,100.0,0.0,0.0,0.0,60.0,0.0,0.0,32.0,60.0,33.0,33.0,0.0,17.0,27.0,11.0,2988.0,MISSING
00-0029709,2023,Browns,0.1839163701067615,,37.0,0.0,0.05,61.10%,Ty Nsekhe,T,100.0,0.0,8.0,60.0,MISSING,59.2,0.0,0.0,0.0,MISSING,MISSING,MISSING,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,MISSING
00-0034817,2023,Browns,0.2090738434163701,,26.0,81.66725418747438,0.05,61.10%,Geron Christian,T,100.0,0.0,8.0,45.6,55.0,37.2,6.0,28.0,430.0,100.0,100.0,94.9,5.0,39.0,5.0,708.0,0.0,0.0,705.0,708.0,453.0,453.0,0.0,0.0,255.0,3.0,32284.8,MISSING
00-0036866,2023,Browns,0.5062740213523131,,24.0,84.76627029943357,0.05,61.10%,James Hudson III,T,99.8,2.0,8.0,44.7,48.4,50.7,8.0,23.0,348.0,99.7,99.7,94.1,9.0,36.0,5.0,621.0,0.0,0.0,35.0,622.0,369.0,370.0,0.0,558.0,252.0,28.0,27803.4,MISSING
00-0039014,2023,Browns,0.3920894128113879,,22.0,102.00863208644208,0.05,61.10%,Dawand Jones,T,100.0,0.0,8.0,64.7,73.0,53.5,3.0,15.0,391.0,100.0,100.0,96.9,2.0,21.0,3.0,712.0,0.0,0.0,0.0,712.0,419.0,419.0,1.0,710.0,293.0,1.0,46066.4,MISSING
00-0033057,2023,Browns,3.1231419039145907,,29.0,158.28305028600275,0.05,61.10%,Jack Conklin,T,100.0,0.0,8.0,74.5,78.9,71.7,0.0,0.0,15.0,100.0,100.0,100.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,15.0,15.0,0.0,22.0,7.0,0.0,1639.0,MISSING
00-0036267,2023,Browns,1.974955516014235,,24.0,398.23008725349337,0.05,61.10%,Jedrick Wills Jr.,T,100.0,0.0,8.0,54.0,60.1,54.5,5.0,21.0,297.0,100.0,100.0,94.6,6.0,29.0,3.0,569.0,0.0,0.0,565.0,569.0,319.0,319.0,0.0,0.0,250.0,4.0,30726.0,MISSING
00-0031067,2023,Broncos,1.0053380782918149,,30.0,10.929326061451286,-0.07,47.10%,Cam Fleming,T,100.0,0.0,10.0,59.4,71.3,44.8,1.0,2.0,75.0,100.0,100.0,98.0,1.0,3.0,0.0,126.0,0.0,0.0,0.0,126.0,80.0,80.0,0.0,125.0,46.0,1.0,7484.4,MISSING
00-0033538,2023,Broncos,7.928616103202847,,31.0,147.7706171424031,-0.07,47.10%,Garett Bolles,T,100.0,0.0,10.0,75.9,83.8,64.3,2.0,27.0,603.0,100.0,100.0,97.1,8.0,32.0,3.0,1073.0,0.0,0.0,1057.0,1073.0,649.0,649.0,0.0,0.0,424.0,15.0,81440.70000000001,MISSING
00-0034847,2023,Broncos,2.669039145907474,,28.0,277.3900243186203,-0.07,47.10%,Mike McGlinchey,T,100.0,1.0,10.0,67.5,63.5,74.8,8.0,35.0,528.0,100.0,100.0,94.8,9.0,49.0,6.0,947.0,0.0,0.0,0.0,947.0,569.0,569.0,0.0,941.0,378.0,5.0,63922.5,MISSING
00-0037404,2023,Bills,0.3356316725978647,,25.0,0.0,0.19,63.20%,Ryan Van Demark,T,100.0,0.0,4.0,60.2,27.2,64.4,1.0,0.0,7.0,100.0,100.0,92.9,0.0,1.0,0.0,46.0,0.0,0.0,43.0,46.0,7.0,7.0,0.0,3.0,39.0,0.0,2769.2000000000003,MISSING
00-0033904,2023,Bills,4.878467081850533,,29.0,70.4474191651654,0.19,63.20%,Dion Dawkins,T,100.0,3.0,4.0,74.9,77.4,66.9,7.0,28.0,724.0,100.0,100.0,97.3,9.0,37.0,2.0,1264.0,0.0,0.0,1263.0,1264.0,769.0,769.0,0.0,0.0,495.0,1.0,94673.6,53.45738636363637
00-0036976,2023,Bills,0.5865453736654804,,25.0,104.89480576041431,0.19,63.20%,Spencer Brown,T,100.0,1.0,4.0,70.1,66.5,73.3,5.0,32.0,729.0,100.0,100.0,96.8,9.0,42.0,5.0,1304.0,0.0,0.0,0.0,1304.0,774.0,774.0,0.0,1301.0,530.0,3.0,91410.4,52.54922048997773
00-0034752,2023,Bengals,4.605871886120997,,27.0,72.67809084159065,-0.04,52.90%,Orlando Brown Jr.,T,100.0,0.0,7.0,66.1,66.6,57.1,7.0,45.0,678.0,100.0,100.0,95.1,3.0,59.0,7.0,1058.0,0.0,0.0,1056.0,1058.0,714.0,714.0,0.0,0.0,344.0,2.0,69933.79999999999,MISSING
00-0036865,2023,Bengals,0.9038274021352312,,23.0,204.90528094751068,-0.04,52.90%,Jackson Carman,T,100.0,0.0,7.0,56.6,48.5,57.7,0.0,1.0,5.0,100.0,100.0,90.0,0.0,1.0,0.0,12.0,0.0,0.0,12.0,12.0,5.0,5.0,0.0,0.0,7.0,0.0,679.2,MISSING
00-0035629,2023,Bengals,5.606761565836299,,25.0,347.9861456612352,-0.04,52.90%,Jonah Williams,T,100.0,2.0,7.0,58.5,57.9,54.0,10.0,23.0,694.0,100.0,100.0,96.5,5.0,41.0,8.0,1087.0,0.0,0.0,0.0,1087.0,730.0,730.0,0.0,1086.0,357.0,1.0,63589.5,MISSING
00-0037081,2023,Bears,0.3617531138790035,,24.0,47.50502523249307,0.0,41.20%,Braxton Jones,T,100.0,2.0,6.0,68.8,70.8,68.2,2.0,28.0,401.0,100.0,100.0,95.8,9.0,32.0,2.0,724.0,0.0,0.0,715.0,724.0,421.0,421.0,0.0,0.0,303.0,9.0,49811.2,MISSING
00-0036905,2023,Bears,0.45519128113879,,24.0,53.07457537001245,0.0,41.20%,Larry Borom,T,100.0,0.0,6.0,48.0,45.2,50.4,6.0,16.0,217.0,100.0,100.0,93.5,5.0,25.0,3.0,411.0,0.0,0.0,408.0,411.0,225.0,225.0,0.0,0.0,186.0,3.0,19728.0,MISSING
00-0038932,2023,Bears,1.6959128113879005,,22.0,537.5543907208883,0.0,41.20%,Darnell Wright,T,100.0,1.0,6.0,62.4,61.4,66.0,3.0,41.0,618.0,100.0,100.0,95.3,11.0,51.0,7.0,1127.0,0.0,0.0,0.0,1127.0,646.0,646.0,0.0,1121.0,481.0,6.0,70324.8,MISSING
00-0034417,2023,49ers,0.4403914590747331,,28.0,14.66769431915484,0.26,70.00%,Matt Pryor,T,100.0,0.0,28.0,88.5,80.8,87.7,0.0,0.0,13.0,100.0,100.0,100.0,0.0,0.0,0.0,42.0,0.0,11.0,5.0,42.0,14.0,14.0,0.0,26.0,28.0,0.0,3717.0,MISSING
00-0027857,2023,49ers,5.6029897686832735,,35.0,31.513694008809257,0.26,70.00%,Trent Williams,T,100.0,2.0,28.0,92.6,84.3,92.6,4.0,16.0,531.0,100.0,100.0,98.1,11.0,20.0,0.0,1013.0,0.0,0.0,1013.0,1013.0,561.0,561.0,0.0,0.0,452.0,0.0,93803.8,MISSING
00-0036256,2023,49ers,0.68850756227758,,27.0,46.8653769321336,0.26,70.00%,Colton McKivitz,T,100.0,1.0,28.0,65.2,58.3,66.3,6.0,44.0,659.0,100.0,100.0,94.8,2.0,59.0,9.0,1245.0,0.0,0.0,26.0,1245.0,696.0,696.0,0.0,1219.0,549.0,0.0,81174.0,64.94533929903058
00-0036557,2023,49ers,0.4540738434163701,,25.0,50.37293311686939,0.26,70.00%,Jaylon Moore,T,100.0,0.0,28.0,72.9,69.7,69.8,1.0,6.0,114.0,100.0,100.0,96.1,0.0,8.0,1.0,227.0,0.0,0.0,227.0,227.0,121.0,121.0,0.0,0.0,106.0,0.0,16548.300000000003,MISSING
00-0032242,2022,Rams,2.441543707973103,,30.0,57.48297007811546,-0.098,29.40%,Rob Havenstein,T,100.0,3.0,26.0,73.2,68.6,71.7,9.0,26.0,611.0,100.0,100.0,96.2,8.0,41.0,6.0,1019.0,0.0,0.0,0.0,1019.0,632.0,632.0,0.0,1019.0,387.0,0.0,74590.8,MISSING
00-0038540,2023,Cardinals,2.268881672597865,,22.0,635.3493179020991,-0.18,23.50%,Paris Johnson Jr.,T,100.0,5.0,1.0,60.1,64.2,55.1,8.0,26.0,634.0,100.0,100.0,96.1,12.0,42.0,8.0,1130.0,0.0,0.0,0.0,1130.0,685.0,685.0,0.0,1129.0,445.0,1.0,67913.0,MISSING
00-0034803,2022,Rams,1.6810758885686838,,27.0,90.41241848476812,-0.098,29.40%,Joe Noteboom,T,100.0,0.0,26.0,67.0,60.1,71.8,8.0,10.0,222.0,100.0,100.0,93.7,3.0,23.0,5.0,325.0,0.0,0.0,325.0,325.0,225.0,225.0,0.0,0.0,100.0,0.0,21775.0,MISSING
