,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Team,Year,weighted_grade,weighted_average_grade
1424,Tashaun Gipson Sr.,HST,S,868,7288,14,3,0,0,13,0,64.5,59.5,61.4,51.1,3,1,16.4,9,4,2,66.5,19,389,267,543,127,10,43,2,26,0,269,Texans,2019,51646.0,
1425,Harrison Smith,MIN,S,971,7641,15,18,0,1,18,2,91.4,89.8,89.5,60.9,3,0,12.5,12,6,2,35.7,18,488,278,586,91,20,66,3,30,0,167,Vikings,2019,87195.8,
1426,Kenny Vaccaro,TEN,S,1062,7796,16,15,2,0,31,0,56.4,64.2,51.1,78.2,1,0,9.3,8,2,4,95.7,33,358,468,620,110,23,63,2,48,2,359,Titans,2019,68180.40000000001,
1427,Eric Reid,CAR,S,1094,7799,16,20,0,1,5,2,36.1,46.6,86.1,66.3,0,0,8.9,12,5,2,148.1,45,295,494,621,193,37,103,3,57,7,573,Panthers,2019,50980.4,
1428,Johnathan Cyprien,ATL,S,39,7814,5,0,0,0,2,0,41.3,43.2,73.9,79.0,0,0,0.0,0,0,1,39.6,0,13,22,26,3,1,4,0,1,0,0,Falcons,2019,1684.8000000000002,
1429,D.J. Swearinger Sr.,NO,S,484,7838,9,6,0,0,20,0,42.0,52.1,81.9,60.7,0,0,13.2,7,2,0,146.3,17,202,173,261,57,8,40,1,25,4,288,Saints,2019,25216.4,
1430,Tyrann Mathieu,KC,S,1080,7850,16,8,1,0,16,0,81.6,75.3,51.5,57.0,4,0,13.2,12,6,3,67.5,51,171,316,627,483,23,71,3,76,2,414,Chiefs,2019,81324.0,
1431,Shawn Williams,CIN,S,1002,7865,16,12,0,0,7,0,51.0,54.5,82.2,42.3,1,0,17.8,23,2,0,99.2,34,172,639,509,97,35,94,5,47,1,435,Bengals,2019,54609.0,
1432,Duron Harmon,NE,S,657,7872,16,4,0,0,19,0,74.7,73.7,86.3,52.8,2,0,16.7,5,2,0,33.8,5,476,129,443,25,4,21,1,9,0,54,Patriots,2019,48420.9,
1433,Micah Hyde,BUF,S,969,7941,16,15,0,2,4,1,80.9,79.5,88.0,79.7,1,0,10.1,8,1,0,80.1,19,525,263,602,139,15,56,1,30,1,202,Bills,2019,77035.5,
1434,Jordan Poyer,BUF,S,977,8000,16,25,0,3,4,3,70.1,74.2,86.1,71.8,2,0,8.7,10,0,1,111.9,17,462,363,586,74,30,80,3,22,3,231,Bills,2019,72493.40000000001,
1435,Kemal Ishmael,ATL,S,282,8026,11,9,0,1,2,0,45.2,54.3,81.1,59.8,0,0,11.1,5,0,0,122.3,14,32,152,131,44,14,31,4,17,1,147,Falcons,2019,15312.599999999999,
1436,Rontez Miles,NYJ,S,19,8102,5,0,0,0,22,0,70.8,72.4,71.9,77.2,0,0,0.0,0,0,0,0.0,0,9,7,15,1,0,2,0,0,0,0,Jets,2019,1375.6000000000001,
1437,Bradley McDougald,SEA,S,941,8220,15,5,0,1,29,1,64.5,62.0,86.9,50.1,2,0,17.1,14,4,1,82.9,28,446,243,596,145,19,63,1,47,2,392,Seahawks,2019,58342.0,
1438,Tony Jefferson,BLT,S,281,8361,5,3,0,0,3,0,48.9,53.1,80.2,44.1,0,0,21.7,5,2,2,130.6,7,91,126,178,40,3,15,0,12,1,169,Ravens,2019,14921.1,
1439,Jeff Heath,DAL,S,719,8396,13,12,0,0,9,0,68.9,67.9,85.7,87.4,0,0,3.3,2,6,2,106.6,31,285,188,452,149,15,47,5,44,2,324,Cowboys,2019,48820.100000000006,
1440,Chris Banjo,ARZ,S,43,8419,6,1,0,0,1,0,57.4,56.9,82.3,32.1,0,0,28.6,2,0,0,109.7,3,1,27,23,10,1,4,0,3,0,31,Cardinals,2019,2446.7,
1441,Cody Davis,JAX,S,67,8458,8,2,0,0,15,0,67.9,71.7,79.2,85.0,0,0,0.0,0,1,0,39.6,0,60,3,60,4,1,3,0,2,0,0,Jaguars,2019,4803.900000000001,
1442,Jordan Dangerfield,PIT,S,9,8468,6,0,0,0,25,0,,85.6,99.0,73.3,0,0,0.0,0,0,0,0.0,0,1,3,0,1,1,1,1,0,0,0,Steelers,2019,770.4,
1443,Ha Ha Clinton-Dix,CHI,S,1066,8656,16,6,0,0,6,2,75.5,74.2,44.9,70.7,2,1,10.1,8,2,2,69.2,24,660,275,644,89,15,65,1,36,1,220,Bears,2019,79097.2,
1444,Jimmie Ward,SF,S,806,8665,13,6,0,0,28,0,81.0,84.2,89.1,74.4,0,0,5.3,3,8,1,116.5,13,569,97,492,128,11,48,1,23,3,153,49ers,2019,67865.2,
1445,Terrence Brooks,NE,S,274,8714,15,2,0,0,19,0,61.3,63.1,26.7,77.4,1,0,4.3,1,2,2,63.0,16,38,157,190,52,7,20,1,26,0,160,Patriots,2019,17289.4,
1446,Jaylen Watkins,LAC,S,301,8736,13,2,0,0,27,0,53.4,55.2,79.3,33.9,0,0,24.2,8,1,0,114.9,24,63,133,230,73,10,23,1,26,1,221,Chargers,2019,16615.2,
1447,Walt Aikens,MIA,S,104,8760,7,3,0,0,17,0,39.1,50.1,77.2,50.5,0,0,14.3,2,1,0,145.8,9,5,43,45,23,1,9,0,10,1,110,Dolphins,2019,5210.400000000001,
1448,Tre Boston,CAR,S,1104,8763,16,10,0,0,5,0,90.6,76.4,9.4,56.9,3,0,16.7,13,7,5,76.3,8,951,88,669,30,5,55,1,16,2,125,Panthers,2019,84345.6,
1449,Ricardo Allen,ATL,S,950,8782,16,18,0,0,2,0,57.3,58.6,40.5,66.2,2,0,11.1,10,6,2,84.0,29,497,287,577,127,21,62,5,45,3,265,Falcons,2019,55670.0,
1450,Antone Exum Jr.,SF,S,15,8817,1,0,0,0,28,0,64.3,65.7,68.2,,0,0,,0,0,0,0.0,0,6,8,13,1,0,0,0,0,0,0,49ers,2019,985.5,
1451,Bennett Jackson,NYJ,S,27,8822,3,1,0,0,22,0,63.4,66.8,74.8,79.4,0,0,0.0,0,0,0,0.0,0,23,2,14,0,0,1,0,0,0,0,Jets,2019,1803.6,
1452,Kenny Ladler,WAS,S,69,9103,1,1,0,0,32,0,43.1,35.6,78.7,26.4,0,0,42.9,3,0,0,39.6,0,61,7,36,0,0,3,0,1,0,0,Commanders,2019,2456.4,
1453,Adrian Phillips,LAC,S,282,9177,7,6,0,0,27,0,86.9,87.6,81.9,63.7,0,0,13.5,5,0,0,89.0,12,60,119,180,72,8,26,1,14,0,75,Chargers,2019,24703.199999999997,
1454,Daniel Sorensen,KC,S,563,9253,16,8,0,0,16,0,65.4,61.0,84.7,43.2,2,0,17.2,11,1,1,65.3,31,81,261,374,120,19,45,1,50,1,259,Chiefs,2019,34343.0,
1455,Damarious Randall,CLV,S,723,9463,11,14,0,0,8,0,69.9,69.3,51.1,79.8,0,0,9.1,6,6,2,121.2,13,407,202,394,88,10,46,1,21,3,141,Browns,2019,50103.9,
1456,Landon Collins,WAS,S,1057,9466,15,18,1,2,32,0,60.6,69.2,68.2,62.4,0,0,11.7,15,4,3,104.0,40,250,499,573,187,41,95,8,58,3,378,Commanders,2019,73144.40000000001,
1457,Jaquiski Tartt,SF,S,673,9479,12,9,0,1,28,2,67.9,66.4,82.8,68.5,0,0,9.8,5,1,0,75.1,13,235,292,391,88,15,37,3,25,1,98,49ers,2019,44687.200000000004,
1458,Jordan Richards,BLT,S,2,9497,1,0,0,0,3,1,,60.6,63.0,,0,0,,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Ravens,2019,121.2,
1459,Clayton Geathers,IND,S,528,9542,14,8,0,0,14,0,58.7,66.9,86.6,75.1,1,0,9.3,5,0,1,84.0,10,316,170,311,23,13,41,1,12,1,70,Colts,2019,35323.200000000004,
1460,Ibraheim Campbell,GB,S,181,9548,7,3,0,1,12,0,54.9,60.3,73.8,55.5,0,0,13.3,2,0,0,81.3,10,7,137,113,22,2,10,0,15,0,85,Packers,2019,10914.3,
1461,Adrian Amos,GB,S,1036,9575,16,5,0,0,12,0,76.0,76.5,85.0,86.1,2,0,5.9,5,7,0,82.4,35,441,406,615,116,23,75,3,50,1,384,Packers,2019,79254.0,
1462,Bobby McCain,MIA,S,540,9578,9,4,1,0,17,0,69.6,63.6,13.1,29.2,2,0,25.0,9,1,2,106.9,10,446,50,286,20,4,23,0,13,3,127,Dolphins,2019,34344.0,
1463,Quandre Diggs,SEA,S,606,9633,10,8,0,1,29,1,79.3,76.4,51.4,37.7,3,1,21.6,11,0,1,32.3,4,433,97,388,59,6,32,0,8,0,54,Seahawks,2019,46298.4,
1464,Akeem King,SEA,S,267,9682,11,1,0,0,29,0,60.9,61.9,82.7,84.1,0,0,0.0,0,0,0,101.5,12,0,33,175,54,1,14,0,21,1,181,Seahawks,2019,16527.3,
1465,Jermaine Whitehead,CLV,S,500,9698,8,10,1,1,8,0,51.7,40.0,19.8,29.4,1,0,23.7,14,1,3,112.3,18,168,175,256,86,9,35,1,25,4,164,Browns,2019,20000.0,
1466,Anthony Harris,MIN,S,910,9895,14,9,0,0,18,1,91.6,90.5,66.2,85.0,6,1,3.4,2,5,3,54.7,11,518,224,580,150,7,47,1,17,0,156,Vikings,2019,82355.0,
1467,Deshazor Everett,WAS,S,38,9940,6,2,0,0,32,0,29.8,28.9,72.3,28.8,0,0,28.6,2,0,0,158.3,3,8,21,15,4,1,3,0,3,1,38,Commanders,2019,1098.2,
1468,Dean Marlowe,BUF,S,108,9966,7,0,0,0,4,0,61.8,64.9,0.0,82.2,0,0,0.0,0,1,1,100.2,7,3,17,53,77,4,9,0,11,1,39,Bills,2019,7009.200000000001,
1469,Curtis Riley,OAK,S,275,10109,11,2,0,1,23,0,67.7,67.3,22.7,62.2,0,0,11.8,4,0,1,145.8,5,154,70,177,27,9,28,3,8,2,112,Raiders,2019,18507.5,
1470,Erik Harris,OAK,S,900,10346,15,4,0,0,23,0,66.7,66.7,67.4,51.2,3,2,13.2,10,5,3,88.1,16,587,206,547,63,14,62,2,26,3,224,Raiders,2019,60030.0,
1471,Karl Joseph,OAK,S,575,10648,9,9,0,0,23,1,64.7,69.9,47.9,66.5,1,0,11.8,6,2,2,112.8,11,316,176,343,53,11,36,4,14,1,235,Raiders,2019,40192.5,
1472,Keanu Neal,ATL,S,166,10651,3,3,0,0,2,0,42.0,43.1,2.7,65.2,0,0,11.8,2,0,3,96.7,7,39,74,91,37,1,12,0,10,0,87,Falcons,2019,7154.6,
1473,Sean Davis,PIT,S,55,10692,1,0,0,0,25,0,55.8,48.7,0.0,35.6,0,0,16.7,1,0,1,118.8,2,54,1,35,0,1,5,0,2,0,30,Steelers,2019,2678.5,
1474,Vonn Bell,NO,S,872,10695,13,10,3,2,20,5,49.4,62.8,22.3,60.0,1,0,10.5,9,2,6,106.7,32,463,210,567,110,24,67,4,45,2,430,Saints,2019,54761.6,
1475,Kevin Byard,TEN,S,1098,10698,16,14,0,0,31,0,71.7,76.7,84.2,88.5,5,0,3.9,3,4,1,83.9,24,575,334,691,138,9,60,1,36,4,249,Titans,2019,84216.6,
1476,Will Redmond,GB,S,271,10702,9,3,0,0,12,0,52.4,56.1,80.1,43.6,0,0,20.0,6,1,0,155.8,7,116,97,170,39,3,21,1,9,1,119,Packers,2019,15203.1,
1477,Darian Thompson,DAL,S,425,10705,14,14,0,0,9,1,62.9,62.9,41.1,56.6,0,0,14.0,6,3,2,127.7,12,170,153,251,69,14,23,1,19,2,173,Cowboys,2019,26732.5,
1478,Justin Simmons,DEN,S,1053,10732,16,14,0,0,10,0,91.1,90.7,61.9,90.2,4,0,4.1,4,11,1,32.1,25,524,369,639,153,28,80,3,47,0,239,Broncos,2019,95507.1,
1479,Juston Burris,CLV,S,409,10752,13,2,0,1,8,0,61.5,69.4,82.0,77.4,2,0,10.3,3,2,1,97.9,10,146,136,198,71,9,24,1,14,1,180,Browns,2019,28384.600000000002,
1480,Deon Bush,CHI,S,58,10758,14,0,0,0,6,0,81.6,81.9,76.7,82.3,0,0,0.0,0,2,0,128.1,6,22,22,50,8,3,6,0,8,2,46,Bears,2019,4750.200000000001,
1481,Marqui Christian,LA,S,371,10801,14,5,1,0,26,0,70.2,58.8,38.1,44.3,0,0,21.1,8,2,1,131.0,16,119,115,279,107,11,25,0,23,3,173,Rams,2019,21814.8,
1482,DeAndre Houston-Carson,CHI,S,3,10819,3,0,0,0,6,0,60.2,60.8,65.5,,0,0,,0,0,0,0.0,0,1,1,2,0,0,0,0,0,0,0,Bears,2019,182.39999999999998,
1483,Jordan Lucas,KC,S,42,10838,11,1,0,0,16,0,36.7,32.2,79.5,25.8,0,0,50.0,2,1,0,39.6,0,27,9,30,3,1,1,0,3,0,0,Chiefs,2019,1352.4,
1484,Kavon Frazier,DAL,S,18,10846,3,0,0,0,9,0,66.6,74.9,74.2,78.6,0,0,0.0,0,0,0,83.3,1,6,5,12,2,2,4,0,1,0,4,Cowboys,2019,1348.2,
1485,Will Parks,DEN,S,537,10853,14,3,0,0,10,0,57.3,57.7,86.5,45.8,1,0,20.6,7,1,0,118.5,24,124,72,367,293,11,24,0,36,5,284,Broncos,2019,30984.9,
1486,Clayton Fejedelem,CIN,S,111,10879,10,2,0,0,7,0,70.2,65.5,0.0,72.7,0,0,7.1,1,0,1,97.9,2,53,39,74,13,1,11,0,2,0,15,Bengals,2019,7270.5,
1487,Jarrod Wilson,JAX,S,1052,10902,16,15,0,1,15,0,79.6,73.7,86.5,67.2,2,0,11.0,9,4,0,85.0,28,476,299,601,192,18,58,5,40,2,276,Jaguars,2019,77532.40000000001,
1488,Matthias Farley,NYJ,S,4,10953,2,0,0,0,22,0,60.0,26.2,92.7,,0,0,,0,0,0,0.0,0,1,1,2,0,0,0,0,0,0,0,Jets,2019,104.8,
1489,Sharrod Neasman,ATL,S,11,11050,7,0,0,0,2,0,51.2,49.1,69.9,,0,0,,0,0,0,118.8,1,9,1,7,0,0,0,0,1,0,23,Falcons,2019,540.1,
1490,Charles Washington,ARZ,S,2,11137,2,0,0,0,1,0,,62.6,76.4,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Cardinals,2019,125.2,
1491,Andrew Adams,TB,S,616,11240,12,5,1,0,30,0,63.6,62.7,21.2,76.0,1,0,8.2,4,1,4,78.8,7,468,91,414,34,8,40,3,10,1,59,Buccaneers,2019,38623.200000000004,
1492,Doug Middleton,JAX,S,16,11262,1,0,0,0,15,0,62.8,53.2,71.2,23.8,0,0,100.0,1,0,0,0.0,0,9,7,15,0,0,0,0,0,0,0,Jaguars,2019,851.2,
1493,Jamal Adams,NYJ,S,959,11761,14,10,0,2,22,1,87.5,87.9,0.3,90.0,1,1,5.4,4,4,6,79.1,20,297,400,517,131,36,60,6,33,2,150,Jets,2019,84296.1,
1494,Malik Hooker,IND,S,789,11770,13,13,0,0,14,1,62.8,67.3,90.6,55.5,2,0,14.8,8,1,0,99.7,14,643,70,502,42,7,33,1,21,5,212,Colts,2019,53099.7,
1495,Jabrill Peppers,NYG,S,705,11780,11,11,1,3,21,0,66.7,64.3,57.1,54.4,1,1,14.5,12,3,3,78.8,24,118,447,372,92,27,60,6,35,0,264,Giants,2019,45331.5,
1496,Budda Baker,ARZ,S,1120,11791,16,30,0,1,1,1,64.8,71.4,67.8,82.9,0,0,7.4,12,6,1,115.6,36,544,340,640,182,47,120,6,47,2,400,Cardinals,2019,79968.0,
1497,Marcus Maye,NYJ,S,1089,11794,16,6,0,0,22,0,77.4,74.5,88.3,52.7,1,0,13.5,10,6,0,76.0,9,721,218,691,131,10,58,1,20,1,195,Jets,2019,81130.5,
1498,Marcus Williams,NO,S,950,11797,15,7,0,1,20,0,89.2,86.5,65.7,60.0,4,1,16.1,9,6,2,47.8,11,794,109,649,42,12,40,1,21,1,130,Saints,2019,82175.0,
1499,Josh Jones,DAL,S,9,11816,3,0,0,0,9,0,72.2,71.8,75.1,71.6,0,0,0.0,0,0,0,0.0,0,0,0,9,6,0,1,0,0,0,0,Cowboys,2019,646.1999999999999,
1500,John Johnson III,LA,S,395,11847,6,16,0,0,26,0,56.9,53.5,80.2,46.6,2,0,17.2,10,0,1,85.3,12,153,182,237,35,9,32,2,17,1,181,Rams,2019,21132.5,
1501,Delano Hill,SEA,S,300,11849,9,5,0,0,29,0,65.1,55.2,82.7,51.4,0,0,18.5,5,0,0,104.2,3,221,38,187,15,2,17,0,5,0,66,Seahawks,2019,16560.0,
1502,Tedric Thompson,SEA,S,387,11866,6,5,0,0,29,0,48.3,46.6,84.5,62.0,2,0,14.3,3,0,1,61.8,8,338,21,266,22,1,13,0,12,0,126,Seahawks,2019,18034.2,
1503,Eddie Jackson,CHI,S,1061,11867,16,8,0,0,6,1,66.1,67.0,49.6,40.5,2,0,19.2,14,4,2,69.1,23,541,260,650,233,16,51,4,42,2,256,Bears,2019,71087.0,
1504,Rayshawn Jenkins,LAC,S,964,11868,16,13,0,0,27,0,67.5,63.1,59.9,51.9,3,0,18.0,11,0,1,60.0,6,876,55,549,25,6,37,1,11,0,161,Chargers,2019,60828.4,
1505,Montae Nicholson,WAS,S,873,11878,13,10,0,0,32,2,49.3,50.1,34.7,61.2,2,0,14.5,10,2,4,70.6,10,683,144,529,33,6,49,1,17,2,81,Commanders,2019,43737.3,
1506,Chuck Clark,BLT,S,745,11941,15,11,0,2,3,0,81.9,72.9,64.3,70.5,1,0,11.4,8,3,2,84.5,27,117,372,375,97,21,51,2,37,1,212,Ravens,2019,54310.50000000001,
1507,Xavier Woods,DAL,S,978,11946,15,15,0,2,9,1,77.6,73.0,18.5,52.2,2,0,13.6,11,2,4,56.4,19,754,147,621,56,10,55,1,26,0,159,Cowboys,2019,71394.0,
1508,Brandon Wilson,CIN,S,183,11962,11,3,0,2,7,0,51.0,40.8,77.8,51.0,0,0,16.7,3,0,0,98.7,7,50,74,122,39,3,12,0,11,0,115,Bengals,2019,7466.4,
1509,Rudy Ford,PHI,S,16,11963,2,1,0,0,24,0,62.9,67.4,72.4,78.2,0,0,0.0,0,0,0,0.0,0,15,0,13,1,1,1,0,0,0,0,Eagles,2019,1078.4,
1510,Shalom Luani,LAC,S,1,11976,1,0,0,0,27,0,60.0,60.0,62.6,,0,0,,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,Chargers,2019,60.0,
1511,Adrian Colbert,MIA,S,361,11983,6,4,0,0,17,0,64.7,64.9,83.7,29.6,0,0,28.0,7,2,0,112.5,2,335,17,226,7,2,14,0,3,1,11,Dolphins,2019,23428.9,
1512,Raven Greene,GB,S,70,24750,2,1,0,0,12,0,60.6,62.2,73.9,80.0,0,0,0.0,0,1,0,70.1,4,2,51,50,10,3,6,0,6,0,14,Packers,2019,4354.0,
1513,Deionte Thompson,ARZ,S,252,25444,9,2,0,0,1,0,53.3,50.9,16.6,57.4,0,0,14.3,3,0,2,115.6,4,161,57,175,15,4,16,0,4,0,47,Cardinals,2019,12826.8,
1514,Dane Cruikshank,TEN,S,18,25546,6,0,0,0,31,0,66.0,69.8,92.1,70.6,0,0,0.0,0,0,0,0.0,0,15,0,11,0,0,1,0,0,0,0,Titans,2019,1256.3999999999999,
1515,C.J. Moore,DET,S,77,26617,8,0,0,0,11,0,64.9,65.2,79.9,75.2,0,0,,0,0,0,0.0,0,65,7,60,2,0,0,0,0,0,0,Lions,2019,5020.400000000001,
1516,DeShon Elliott,BLT,S,40,28854,4,2,0,0,3,0,62.8,69.7,74.6,79.4,0,0,0.0,0,1,0,118.8,1,16,20,26,1,0,3,0,1,0,22,Ravens,2019,2788.0,
1517,George Odum,IND,S,284,31342,14,4,1,2,14,0,64.1,67.3,84.7,72.9,0,0,9.1,3,0,1,144.4,11,190,51,240,27,7,26,0,13,1,167,Colts,2019,19113.2,
1518,Nasir Adderley,LAC,S,10,33880,2,0,0,0,27,0,46.4,42.6,71.5,,0,0,,0,0,0,39.6,0,9,0,8,1,0,0,0,1,0,0,Chargers,2019,426.0,
1519,Darnell Savage,GB,S,865,34247,14,6,1,2,12,0,73.1,67.1,87.7,42.8,2,0,20.6,14,2,1,92.0,16,419,190,509,216,12,48,2,26,3,201,Packers,2019,58041.49999999999,
1520,Johnathan Abram,OAK,S,48,34646,1,1,0,0,23,0,46.2,38.7,0.0,45.3,0,0,33.3,2,0,2,0.0,0,36,9,26,2,0,3,0,0,0,0,Raiders,2019,1857.6000000000001,
1521,Kameron Kelly,PIT,S,133,35978,8,0,0,0,25,0,34.2,35.1,81.6,29.6,1,0,26.7,4,0,0,118.8,9,72,30,86,22,5,11,0,10,2,164,Steelers,2019,4668.3,
1522,Nick Scott,LA,S,15,49012,2,1,0,0,26,0,65.0,66.9,74.5,77.4,0,0,0.0,0,0,0,91.7,1,14,0,10,1,0,1,0,1,0,6,Rams,2019,1003.5000000000001,
1523,Saquan Hampton,NO,S,34,49037,2,0,0,0,20,0,31.8,29.9,78.1,71.4,0,0,0.0,0,0,1,91.7,3,12,5,28,6,1,1,1,4,0,26,Saints,2019,1016.5999999999999,
1524,Justin Reid,HST,S,916,49048,15,7,0,0,13,1,79.3,76.7,88.4,69.4,2,0,11.0,9,3,0,80.5,23,449,267,596,147,19,66,2,35,2,239,Texans,2019,70257.2,
1525,Jake Gervase,LA,S,13,49103,2,0,0,0,26,0,61.3,62.6,71.2,,0,0,,0,0,0,0.0,0,10,3,8,0,0,0,0,0,0,0,Rams,2019,813.8000000000001,
1526,Jalen Thompson,ARZ,S,607,49116,12,12,1,0,1,1,70.3,64.4,49.1,70.4,1,0,10.9,7,2,2,93.6,22,368,180,372,37,11,45,0,26,1,188,Cardinals,2019,39090.8,
1527,Dallin Leavitt,OAK,S,32,49120,2,0,0,0,23,0,65.2,58.8,74.9,27.4,0,0,50.0,1,0,0,0.0,0,19,5,21,3,0,1,0,0,0,0,Raiders,2019,1881.6,
1528,Trey Marshall,DEN,S,160,49154,13,2,0,1,10,1,59.1,61.5,89.9,89.9,0,0,0.0,0,0,0,158.3,6,124,29,114,5,2,16,0,6,1,103,Broncos,2019,9840.0,
1529,Jessie Bates III,CIN,S,1059,49162,16,15,0,1,7,1,64.9,61.2,86.7,42.6,3,0,20.0,23,6,0,94.8,24,796,165,580,91,13,77,1,33,2,394,Bengals,2019,64810.8,
1530,Tarvarius Moore,SF,S,234,49178,10,3,0,0,28,0,62.1,64.9,82.9,52.4,0,0,16.7,3,3,0,39.6,2,162,40,154,23,3,12,0,8,0,23,49ers,2019,15186.600000000002,
1531,Jordan Whitehead,TB,S,919,49196,14,8,1,0,30,1,36.5,42.9,85.2,50.8,1,0,15.4,12,3,2,108.3,25,306,368,582,139,21,58,5,42,4,351,Buccaneers,2019,39425.1,
1532,Ronnie Harrison,JAX,S,833,49206,14,20,0,0,15,1,68.5,60.9,41.7,71.7,2,0,9.6,7,5,5,90.5,17,402,257,485,57,17,46,1,27,2,273,Jaguars,2019,50729.7,
1533,Troy Apke,WAS,S,210,49260,9,1,0,0,32,0,74.2,74.0,80.9,41.9,1,0,17.6,3,1,0,46.5,3,134,49,96,13,4,13,2,3,0,14,Commanders,2019,15540.0,
1534,Marcus Allen,PIT,S,1,49263,1,0,0,0,25,0,,60.0,60.4,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Steelers,2019,60.0,
1535,Andrew Wingard,JAX,S,185,49268,10,7,0,1,15,0,50.1,54.1,78.8,39.3,0,0,22.7,5,0,1,158.3,3,97,57,70,10,4,10,0,3,1,47,Jaguars,2019,10008.5,
1536,Jamal Carter,ATL,S,105,49282,8,2,0,0,2,0,53.5,47.1,77.8,56.8,0,0,11.1,1,1,0,78.0,5,16,61,71,19,0,6,0,9,0,64,Falcons,2019,4945.5,
1537,C.J. Gardner-Johnson,NO,S,547,49371,16,5,0,1,20,1,68.8,72.7,28.2,51.2,1,0,13.0,7,6,6,86.4,30,69,102,382,268,21,42,6,47,2,291,Saints,2019,39766.9,
1538,Montre Hartage,MIA,S,98,49390,4,2,0,0,17,0,68.2,69.0,78.0,84.0,0,0,0.0,0,0,0,120.8,4,59,22,93,9,2,4,0,6,1,34,Dolphins,2019,6762.0,
1539,Donovan Wilson,DAL,S,16,49408,3,0,0,0,9,0,66.1,68.7,77.3,23.8,0,0,100.0,1,0,0,0.0,0,13,2,11,1,0,0,0,0,0,0,Cowboys,2019,1099.2,
1540,Jordan Miller,ATL,S,25,49515,5,1,0,0,2,0,54.4,55.7,75.0,78.0,0,0,0.0,0,0,0,93.8,2,1,0,23,0,0,3,0,3,0,26,Falcons,2019,1392.5,
1541,Chris Covington,DAL,S,28,49825,2,0,0,0,9,0,67.2,71.3,74.9,80.2,0,0,0.0,0,0,0,0.0,0,1,25,23,2,0,2,0,0,0,0,Cowboys,2019,1996.3999999999999,
1542,Jeremy Reaves,WAS,S,111,50406,8,4,0,0,32,0,57.4,64.2,0.0,66.5,0,0,8.3,1,1,1,57.6,1,24,68,52,9,2,7,0,3,0,20,Commanders,2019,7126.200000000001,
1543,Josh Jackson,GB,S,102,50417,8,2,0,0,12,0,59.6,60.4,78.6,48.2,0,0,16.7,1,0,0,143.8,7,16,22,85,24,1,3,0,8,1,72,Packers,2019,6160.8,
1544,Juan Thornhill,KC,S,996,50426,16,15,0,0,16,0,78.0,71.8,65.3,43.5,3,1,19.4,14,2,1,69.9,14,626,222,617,134,8,43,0,25,4,127,Chiefs,2019,71512.8,
1545,Jalen Davis,ARZ,S,1,50431,1,0,0,0,1,0,,60.0,89.4,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Cardinals,2019,60.0,
1546,Sheldrick Redwine,CLV,S,374,50458,8,3,0,0,8,0,68.4,66.4,81.6,40.3,0,0,19.5,8,2,0,133.0,9,170,133,191,43,9,30,0,11,1,95,Browns,2019,24833.600000000002,
1547,Julian Love,NYG,S,408,51081,8,6,0,1,21,0,65.2,70.5,81.3,61.4,1,0,12.5,5,2,0,84.5,18,77,176,252,129,14,29,4,26,1,174,Giants,2019,28764.0,
1548,A.J. Moore,HST,S,22,51146,5,0,0,0,13,0,96.2,94.7,97.0,83.7,0,0,0.0,0,0,0,79.2,1,5,10,4,1,1,2,1,1,0,-2,Texans,2019,2083.4,
1549,Taylor Rapp,LA,S,823,51172,15,22,0,0,26,1,61.4,63.3,61.3,80.8,2,1,5.8,6,6,2,86.9,47,148,439,508,202,35,76,4,67,1,544,Rams,2019,52095.899999999994,
1550,Maurice Smith,WAS,S,8,51190,1,0,0,0,32,0,61.7,54.8,69.6,73.5,0,0,0.0,0,0,0,0.0,0,6,1,3,0,0,1,0,0,0,0,Commanders,2019,438.4,
1551,Minkah Fitzpatrick,PIT,S,1046,51206,16,19,2,2,25,3,77.4,79.8,45.3,59.7,5,1,12.7,10,4,4,95.6,15,809,128,601,78,13,50,1,23,3,216,Steelers,2019,83470.8,
1552,Steven Parker,MIA,S,339,51220,12,3,0,0,17,0,62.4,63.5,26.3,49.9,2,0,18.2,4,1,1,102.1,7,260,56,202,13,1,15,0,10,3,100,Dolphins,2019,21526.5,
1553,Rashaan Gaulden,NYG,S,18,51241,2,0,0,0,21,0,67.2,49.6,73.6,26.8,0,0,50.0,1,0,0,87.5,2,1,4,7,9,0,1,0,2,0,10,Giants,2019,892.8000000000001,
1554,Armani Watts,KC,S,75,51264,5,3,0,0,16,0,58.9,56.0,79.6,86.5,0,0,0.0,0,0,1,70.8,1,53,11,57,9,1,4,0,2,0,13,Chiefs,2019,4200.0,
