,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Team,Year,weighted_grade,weighted_average_grade
1293,Chris Banjo,NO,S,53,8419,7,1,0,0,20,0,50.2,51.0,74.9,52.5,2,0,0.0,0,0,0,5.2,1,37,10,37,5,0,3,0,4,0,17,Saints,2018,2703.0,
1294,Cody Davis,JAX,S,10,8458,1,0,0,0,15,0,60.8,46.9,69.0,23.8,0,0,100.0,1,0,0,0.0,0,9,1,3,0,0,0,0,0,0,0,Jaguars,2018,469.0,
1295,Jordan Dangerfield,PIT,S,75,8468,7,3,0,0,25,0,72.7,75.8,75.2,58.9,0,0,12.5,1,0,0,0.0,0,55,20,37,0,2,4,0,0,0,0,Steelers,2018,5685.0,
1296,Brynden Trawick,TEN,S,3,8471,3,0,0,0,31,0,60.0,77.9,60.2,,0,0,,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,Titans,2018,233.70000000000002,
1297,Ha Ha Clinton-Dix,WAS,S,1025,8656,16,14,0,2,32,1,82.0,79.1,88.3,82.1,3,0,7.9,8,3,0,76.2,17,700,222,583,64,9,79,0,24,2,155,Commanders,2018,81077.5,
1298,Jimmie Ward,SF,S,388,8665,9,4,0,0,28,0,51.3,55.2,84.2,90.3,0,0,3.6,1,0,0,139.6,14,166,29,253,21,3,23,1,22,4,237,49ers,2018,21417.600000000002,
1299,Lamarcus Joyner,LA,S,907,8676,15,12,0,0,26,1,71.2,74.9,86.7,86.5,1,0,6.3,5,1,2,73.1,11,718,140,565,30,16,63,2,18,1,107,Rams,2018,67934.3,
1300,Terrence Brooks,NYJ,S,70,8714,3,1,0,0,22,0,81.4,72.1,0.0,56.1,0,0,16.7,1,1,1,0.0,0,57,8,47,4,1,4,1,0,0,0,Jets,2018,5047.0,
1301,Walt Aikens,MIA,S,34,8760,8,1,0,0,17,0,55.7,54.0,76.3,27.5,1,0,50.0,2,0,0,118.8,2,11,2,21,12,0,1,0,2,1,49,Dolphins,2018,1836.0,
1302,Tre Boston,ARZ,S,950,8763,14,12,0,1,1,1,78.2,74.1,24.0,69.5,3,0,13.3,12,7,4,61.0,18,594,194,521,99,15,66,1,30,2,189,Cardinals,2018,70395.0,
1303,Ricardo Allen,ATL,S,205,8782,3,2,0,0,2,0,80.2,77.5,81.4,66.5,1,0,11.1,2,2,0,40.9,8,102,56,135,28,2,14,0,13,0,61,Falcons,2018,15887.5,
1304,Nat Berhe,PIT,S,32,8787,2,0,0,0,25,0,43.7,43.7,74.0,29.0,0,0,33.3,1,1,0,110.4,4,0,16,27,12,0,2,0,4,0,42,Steelers,2018,1398.4,
1305,Antone Exum Jr.,SF,S,594,8817,14,4,1,1,28,0,63.5,65.3,0.0,45.9,1,1,20.0,9,5,5,92.5,8,385,146,335,46,8,32,1,13,1,142,49ers,2018,38788.2,
1306,Andre Hal,HST,S,237,8850,8,1,0,0,13,0,73.8,77.3,78.8,38.7,3,0,16.7,2,1,0,56.3,2,191,24,196,21,2,9,0,4,2,11,Texans,2018,18320.1,
1307,Kenny Ladler,NYG,S,20,9103,2,0,0,0,21,0,59.6,54.1,73.3,77.2,0,0,0.0,0,0,0,118.8,2,12,5,17,3,1,1,0,2,0,26,Giants,2018,1082.0,
1308,Adrian Phillips,LAC,S,685,9177,16,16,0,1,27,0,66.3,66.2,56.6,80.2,1,0,6.3,5,6,1,92.6,31,69,559,477,37,24,58,3,56,3,457,Chargers,2018,45347.0,
1309,Daniel Sorensen,KC,S,354,9253,7,6,0,0,16,1,68.0,67.0,38.5,62.0,1,1,3.7,1,1,2,107.2,12,136,112,198,44,8,20,0,17,2,129,Chiefs,2018,23718.0,
1310,Damarious Randall,CLV,S,1083,9463,15,14,0,0,8,1,71.4,72.8,66.6,70.6,4,0,12.1,12,5,1,68.8,23,850,83,668,50,10,73,2,35,2,273,Browns,2018,78842.4,
1311,Landon Collins,NYG,S,804,9466,12,19,0,1,21,0,68.2,70.9,83.6,65.4,0,0,11.7,13,3,2,127.8,33,109,478,454,115,34,79,5,43,3,397,Giants,2018,57003.600000000006,
1312,Jaquiski Tartt,SF,S,437,9479,8,10,1,0,28,0,58.5,66.6,80.7,66.4,1,0,9.8,5,1,1,105.7,21,111,203,263,87,13,36,4,28,2,216,49ers,2018,29104.199999999997,
1313,Jordan Richards,ATL,S,429,9497,15,5,0,0,2,0,64.6,65.1,78.9,56.1,0,0,13.0,6,2,0,91.7,21,62,238,264,90,16,35,0,28,0,182,Falcons,2018,27927.899999999998,
1314,Clayton Geathers,IND,S,715,9542,12,14,0,1,14,0,65.1,70.5,86.9,79.8,0,0,9.1,8,2,1,102.9,28,363,238,430,68,20,66,2,37,1,255,Colts,2018,50407.5,
1315,Ibraheim Campbell,GB,S,114,9548,5,2,0,1,12,0,75.6,85.0,78.6,89.4,0,0,0.0,0,0,0,94.4,3,58,33,72,17,5,16,1,3,0,20,Packers,2018,9690.0,
1316,Josh Shaw,TB,S,101,9553,7,0,0,0,30,0,52.0,54.7,80.2,74.3,0,0,10.0,1,0,0,105.7,6,45,22,57,19,3,9,1,8,0,79,Buccaneers,2018,5524.700000000001,
1317,Adrian Amos,CHI,S,1029,9575,16,10,0,0,6,1,85.0,82.9,87.5,71.3,2,0,11.5,9,5,1,78.8,28,646,282,706,91,17,59,1,40,2,216,Bears,2018,85304.1,
1318,Quandre Diggs,DET,S,948,9633,16,12,0,0,11,0,67.1,72.7,88.8,72.3,3,1,10.8,10,4,4,96.9,42,467,296,571,121,28,71,3,55,3,471,Lions,2018,68919.6,
1319,Darryl Roberts,NYJ,S,726,9680,14,5,0,0,22,0,66.4,69.0,57.7,63.0,1,0,11.8,6,4,2,98.8,29,291,50,481,32,10,40,3,50,4,360,Jets,2018,50094.0,
1320,Jermaine Whitehead,CLV,S,228,9698,9,3,0,0,8,0,58.1,57.6,22.2,59.2,0,0,10.0,2,2,1,116.3,12,13,115,134,47,5,15,0,17,1,146,Browns,2018,13132.800000000001,
1321,Isaiah Johnson,LA,S,5,9753,1,0,0,0,26,0,47.3,45.7,71.4,,0,0,,0,0,0,100.0,1,0,0,4,4,0,0,0,1,0,8,Rams,2018,228.5,
1322,Anthony Harris,MIN,S,624,9895,11,7,0,0,18,0,87.1,89.0,88.6,86.2,3,0,4.8,2,2,0,24.0,7,397,141,340,64,6,33,0,13,0,52,Vikings,2018,55536.0,
1323,Deshazor Everett,WAS,S,136,9940,15,3,0,0,32,0,54.2,64.5,77.7,35.1,1,0,21.7,5,0,0,58.0,6,29,86,47,8,7,15,2,7,0,52,Commanders,2018,8772.0,
1324,Dean Marlowe,BUF,S,54,9966,1,2,0,0,4,0,62.3,59.8,77.3,80.1,0,0,0.0,0,1,0,42.4,1,38,12,28,2,0,2,0,3,0,4,Bills,2018,3229.2,
1325,Curtis Riley,NYG,S,1048,10109,16,5,0,0,21,0,63.9,58.1,86.9,29.1,4,1,25.6,23,1,0,39.5,13,785,159,623,91,6,62,0,23,0,165,Giants,2018,60888.8,
1326,Corey Moore,IND,S,52,10117,6,1,0,0,14,0,55.1,55.3,88.1,63.8,1,0,20.0,1,0,0,79.2,1,42,4,30,5,0,3,0,1,0,30,Colts,2018,2875.6,
1327,Erik Harris,OAK,S,433,10346,15,8,0,0,23,0,79.9,73.5,85.6,73.4,2,0,10.4,5,4,0,60.5,9,242,104,223,46,10,35,2,17,2,60,Raiders,2018,31825.5,
1328,Karl Joseph,OAK,S,509,10648,13,11,0,0,23,0,68.0,74.5,46.0,72.4,1,0,8.5,4,1,1,73.6,5,195,232,240,55,11,32,0,9,1,60,Raiders,2018,37920.5,
1329,Keanu Neal,ATL,S,37,10651,1,0,0,0,2,0,58.0,62.4,72.7,73.3,0,0,0.0,0,0,0,58.3,1,12,14,24,9,1,1,0,2,0,7,Falcons,2018,2308.7999999999997,
1330,Su'a Cravens,DEN,S,117,10687,5,2,0,0,10,0,29.2,37.4,77.4,69.5,0,0,6.7,1,0,3,118.8,13,3,83,86,25,4,12,1,13,0,177,Broncos,2018,4375.8,
1331,Sean Davis,PIT,S,980,10692,15,17,0,1,25,0,71.5,69.7,40.9,68.6,1,0,12.9,12,4,2,95.6,20,779,143,634,39,15,64,0,31,1,316,Steelers,2018,68306.0,
1332,Cyrus Jones,BLT,S,17,10694,6,1,0,0,3,0,51.3,59.4,86.5,26.2,0,0,50.0,1,0,0,100.7,2,1,12,10,2,0,0,0,3,0,31,Ravens,2018,1009.8,
1333,Vonn Bell,NO,S,753,10695,16,12,1,1,20,1,68.3,75.3,60.7,74.6,0,0,9.9,9,2,2,106.2,34,217,262,509,181,29,70,5,47,2,334,Saints,2018,56700.9,
1334,Kevin Byard,TEN,S,1042,10698,16,19,0,0,31,0,82.5,87.9,84.6,83.0,4,0,6.9,6,2,1,55.8,21,470,372,611,149,17,62,1,30,1,172,Titans,2018,91591.8,
1335,Will Redmond,GB,S,5,10702,2,0,0,0,12,0,60.0,66.3,69.0,,0,0,,0,0,0,0.0,0,0,2,1,1,0,0,0,0,0,0,Packers,2018,331.5,
1336,Darian Thompson,DAL,S,1,10705,1,0,0,0,9,0,,60.0,62.9,,0,0,,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Cowboys,2018,60.0,
1337,Justin Simmons,DEN,S,1078,10732,16,13,0,0,10,0,51.2,60.9,67.3,81.1,3,0,9.4,9,1,4,107.0,48,417,330,631,276,16,74,0,61,4,571,Broncos,2018,65650.2,
1338,Eric Murray,KC,S,703,10740,15,7,3,0,16,0,68.2,67.8,33.8,64.6,1,0,12.1,7,1,5,103.6,19,421,138,473,72,6,44,0,28,2,242,Chiefs,2018,47663.4,
1339,Miles Killebrew,DET,S,1,10745,1,0,0,0,11,0,,60.0,60.0,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Lions,2018,60.0,
1340,Deon Bush,CHI,S,152,10758,10,1,0,1,6,0,77.6,76.6,0.0,71.1,0,0,12.5,1,0,1,66.0,3,118,21,111,10,3,6,0,6,0,32,Bears,2018,11643.199999999999,
1341,Deiondre' Hall,PHI,S,7,10761,4,0,0,0,24,0,63.6,64.8,72.3,73.3,0,0,0.0,0,0,0,87.5,1,4,1,7,0,0,1,0,1,0,5,Eagles,2018,453.59999999999997,
1342,Derrick Kindred,CLV,S,498,10763,16,4,0,1,8,0,52.6,46.9,61.1,32.6,1,0,20.8,10,0,1,123.3,19,168,98,246,64,9,34,0,24,2,266,Browns,2018,23356.2,
1343,Marqui Christian,LA,S,349,10801,16,4,0,0,26,0,58.8,55.8,1.0,63.6,0,0,13.2,5,1,2,94.2,25,33,162,277,127,10,29,0,37,0,318,Rams,2018,19474.2,
1344,DeAndre Houston-Carson,CHI,S,47,10819,8,0,0,0,6,0,66.9,64.8,75.3,59.6,0,0,20.0,1,0,0,104.2,2,17,9,36,17,1,4,0,2,0,18,Bears,2018,3045.6,
1345,Blake Countess,LA,S,59,10830,5,0,0,0,26,0,70.1,65.0,82.4,28.2,1,0,50.0,2,1,0,55.6,2,47,11,40,0,1,2,0,3,0,27,Rams,2018,3835.0,
1346,Jordan Lucas,KC,S,262,10838,7,6,0,0,16,0,61.0,55.8,81.2,41.0,1,0,20.0,5,1,1,94.1,7,138,63,171,35,2,14,0,12,2,111,Chiefs,2018,14619.599999999999,
1347,Kavon Frazier,DAL,S,186,10846,11,1,0,0,9,0,44.4,51.8,82.4,36.1,0,0,25.0,5,2,0,149.5,11,73,52,106,38,6,14,1,13,2,135,Cowboys,2018,9634.8,
1348,Will Parks,DEN,S,572,10853,16,4,1,1,10,0,75.7,74.0,85.9,52.8,1,0,15.8,6,2,1,66.7,16,198,224,334,88,10,28,0,26,0,183,Broncos,2018,42328.0,
1349,Clayton Fejedelem,CIN,S,167,10879,14,3,0,1,7,1,88.4,88.8,80.5,76.2,0,0,8.0,2,0,0,128.7,7,74,48,117,32,5,20,0,9,1,54,Bengals,2018,14829.6,
1350,Jarrod Wilson,JAX,S,222,10902,12,1,0,0,15,0,68.7,73.7,78.2,70.2,0,0,6.7,1,2,0,39.6,1,106,82,122,17,6,13,2,7,0,-1,Jaguars,2018,16361.400000000001,
1351,Isaiah Johnson,TB,S,404,10935,13,4,0,0,30,0,37.8,40.0,84.8,69.3,1,0,10.0,5,0,0,136.4,16,237,107,221,28,7,41,0,19,3,248,Buccaneers,2018,16160.0,
1352,Matthias Farley,IND,S,151,10953,5,2,0,1,14,0,66.0,66.4,83.4,57.3,1,0,15.8,3,2,0,38.8,6,86,27,111,28,5,14,1,11,0,77,Colts,2018,10026.400000000001,
1353,Sharrod Neasman,ATL,S,436,11050,11,7,0,0,2,0,67.5,67.8,80.2,46.3,0,0,17.3,9,4,1,121.0,19,73,231,279,83,15,36,3,29,4,172,Falcons,2018,29560.8,
1354,Charles Washington,DET,S,1,11137,1,0,0,0,11,0,,60.0,60.0,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Lions,2018,60.0,
1355,Kentrell Brice,GB,S,648,11142,14,3,0,0,12,0,52.1,52.5,84.6,40.0,0,0,21.1,12,3,0,150.1,23,299,216,384,94,10,42,1,29,3,341,Packers,2018,34020.0,
1356,Andrew Adams,TB,S,370,11240,12,3,0,0,30,0,69.0,59.3,82.8,29.4,4,0,27.7,13,5,1,35.3,16,169,159,226,30,9,31,0,28,0,169,Buccaneers,2018,21941.0,
1357,Doug Middleton,NYJ,S,231,11262,4,3,0,0,22,0,61.9,58.5,10.4,90.4,0,0,0.0,0,2,1,155.7,6,184,31,146,10,1,18,0,8,2,99,Jets,2018,13513.5,
1358,Tyvis Powell,SF,S,104,11291,5,0,0,0,28,0,30.6,32.1,75.4,77.7,0,0,0.0,0,0,0,154.7,7,22,47,55,14,1,4,0,8,2,93,49ers,2018,3338.4,
1359,Jamal Adams,NYJ,S,1119,11761,16,19,0,3,22,1,89.6,89.8,70.0,79.0,1,0,7.4,9,6,2,67.3,24,281,489,611,172,44,94,9,48,1,291,Jets,2018,100486.2,
1360,Malik Hooker,IND,S,912,11770,14,12,0,0,14,1,81.6,79.1,65.9,74.2,2,0,11.5,6,2,1,80.1,4,838,46,561,23,2,34,0,7,1,51,Colts,2018,72139.2,
1361,Jabrill Peppers,CLV,S,765,11780,16,14,0,0,8,2,77.3,77.6,87.6,67.5,1,0,13.1,11,4,2,116.5,24,280,196,413,108,20,59,4,35,5,249,Browns,2018,59363.99999999999,
1362,Marcus Maye,NYJ,S,393,11794,6,6,0,1,22,0,71.2,80.0,84.3,77.0,1,0,11.9,5,1,0,62.5,2,314,48,221,23,5,31,0,4,1,18,Jets,2018,31440.0,
1363,Marcus Williams,NO,S,956,11797,16,4,0,1,20,1,69.5,74.0,88.3,72.9,2,0,12.7,7,0,1,113.0,12,820,99,639,21,1,44,0,17,5,235,Saints,2018,70744.0,
1364,Justin Evans,TB,S,605,11805,10,5,0,0,30,1,65.8,67.6,53.5,74.8,1,0,7.4,4,2,1,121.0,17,422,108,374,66,11,45,1,20,2,201,Buccaneers,2018,40898.0,
1365,Obi Melifonwu,NE,S,20,11811,2,0,0,0,19,0,56.3,55.2,72.6,72.5,0,0,0.0,0,0,0,87.5,1,1,8,11,7,0,1,0,1,0,5,Patriots,2018,1104.0,
1366,Josh Jones,GB,S,502,11816,11,14,0,0,12,0,59.2,62.3,48.5,65.4,0,0,10.5,6,1,1,98.7,17,122,266,279,64,14,37,1,26,1,183,Packers,2018,31274.6,
1367,John Johnson III,LA,S,961,11847,16,19,0,1,26,0,86.1,84.1,85.0,88.2,4,0,5.5,6,7,0,94.1,31,411,398,595,63,31,85,3,41,5,285,Rams,2018,80820.09999999999,
1368,Delano Hill,SEA,S,320,11849,13,8,0,0,29,1,56.1,62.1,80.8,69.0,0,0,11.1,3,1,1,140.0,10,119,113,202,33,5,16,2,15,2,154,Seahawks,2018,19872.0,
1369,Tedric Thompson,SEA,S,656,11866,14,6,0,0,29,0,66.4,65.7,86.0,47.8,1,0,19.3,11,2,0,78.5,7,606,29,435,17,2,40,0,13,2,75,Seahawks,2018,43099.200000000004,
1370,Eddie Jackson,CHI,S,906,11867,14,4,0,2,6,1,94.7,93.2,41.1,48.5,6,2,21.0,13,8,2,54.9,24,652,149,625,102,18,45,2,44,3,256,Bears,2018,84439.2,
1371,Rayshawn Jenkins,LAC,S,97,11868,10,1,0,0,27,0,62.3,70.5,80.3,84.9,0,0,7.7,1,0,0,86.8,6,16,37,77,24,7,11,1,9,0,63,Chargers,2018,6838.5,
1372,Montae Nicholson,WAS,S,467,11878,10,9,0,0,32,0,42.8,47.2,43.0,29.1,0,0,20.9,9,1,2,132.5,13,299,100,319,51,6,25,0,17,1,192,Commanders,2018,22042.4,
1373,Damontae Kazee,ATL,S,991,11904,16,19,2,1,2,0,82.7,77.9,14.9,58.9,7,0,16.0,16,2,3,64.3,10,828,113,621,39,9,65,1,19,2,104,Falcons,2018,77198.90000000001,
1374,Chuck Clark,BLT,S,255,11941,14,5,0,0,3,0,58.1,57.4,84.9,57.3,1,0,15.0,3,0,0,107.6,11,87,78,168,53,4,12,0,16,3,133,Ravens,2018,14637.0,
1375,Mike Tyson,HST,S,142,11942,5,0,0,0,13,0,61.3,59.2,77.6,58.4,0,0,25.0,1,1,0,39.6,0,108,26,105,7,0,3,0,2,0,0,Texans,2018,8406.4,
1376,Xavier Woods,DAL,S,883,11946,14,7,0,1,9,0,75.2,70.5,34.4,58.5,2,0,14.3,9,7,2,62.8,17,702,138,553,35,5,47,0,25,1,144,Cowboys,2018,62251.5,
1377,Brandon Wilson,CIN,S,54,11962,10,1,0,0,7,0,37.3,36.7,76.1,26.8,0,0,50.0,1,0,0,149.4,5,2,16,48,21,0,0,0,7,1,81,Bengals,2018,1981.8000000000002,
1378,Rudy Ford,ARZ,S,63,11963,5,1,0,0,1,0,48.9,42.1,77.4,26.1,0,0,50.0,2,0,0,158.3,2,45,7,36,9,0,1,0,2,1,77,Cardinals,2018,2652.3,
1379,Shalom Luani,SEA,S,10,11976,2,0,0,0,29,0,72.9,81.8,71.7,78.0,0,0,0.0,0,0,0,79.2,1,3,4,7,2,2,2,0,1,0,3,Seahawks,2018,818.0,
1380,Adrian Colbert,SF,S,320,11983,6,3,0,0,28,0,32.1,31.7,83.1,48.4,0,0,25.0,6,1,0,158.3,10,285,10,209,23,2,15,0,11,4,223,49ers,2018,10144.0,
1381,Tre Sullivan,PHI,S,222,12165,11,1,0,0,24,0,63.8,54.5,10.1,27.1,0,0,38.9,7,0,1,84.9,6,191,14,189,10,4,10,0,8,0,39,Eagles,2018,12099.0,
1382,Raven Greene,GB,S,45,24750,3,0,0,0,12,0,50.4,51.3,85.5,70.5,0,0,0.0,0,0,1,0.0,0,21,9,29,8,1,1,0,0,0,0,Packers,2018,2308.5,
1383,Dane Cruikshank,TEN,S,43,25546,7,0,0,0,31,0,69.9,69.5,76.3,54.0,0,0,25.0,1,0,0,79.2,1,28,12,24,1,2,3,1,1,0,-1,Titans,2018,2988.5,
1384,D.J. Reed,SF,S,360,26940,11,3,1,1,28,0,57.8,66.5,83.9,67.3,0,0,11.8,4,0,2,137.6,14,154,27,208,172,10,27,2,15,2,113,49ers,2018,23940.0,
1385,Siran Neal,BUF,S,15,27130,5,0,0,0,4,0,61.2,72.8,72.4,78.3,0,0,0.0,0,0,0,0.0,0,10,3,4,2,2,2,1,0,0,0,Bills,2018,1092.0,
1386,George Odum,IND,S,205,31342,10,5,0,0,14,0,63.3,59.5,0.0,67.9,1,0,13.8,4,1,2,81.6,9,110,52,121,23,6,20,1,12,1,69,Colts,2018,12197.5,
1387,Justin Reid,HST,S,906,49048,16,4,0,1,13,2,74.7,75.2,91.3,84.3,3,1,6.6,5,5,1,113.9,25,581,200,592,107,12,67,2,36,4,446,Texans,2018,68131.2,
1388,Dymonte Thomas,DEN,S,42,49127,5,2,0,0,10,0,71.1,78.5,73.8,83.2,1,0,0.0,0,0,0,0.0,0,27,11,29,2,1,3,0,0,0,0,Broncos,2018,3297.0,
1389,Jessie Bates III,CIN,S,1114,49162,16,18,0,0,7,0,80.9,79.9,90.9,75.8,3,1,12.2,14,4,0,59.9,19,913,126,665,72,16,83,0,33,2,218,Bengals,2018,89008.6,
1390,Jordan Whitehead,TB,S,660,49196,15,12,1,0,30,0,74.4,64.6,85.8,50.2,0,0,15.9,14,4,1,116.0,22,327,195,409,81,20,62,3,30,2,220,Buccaneers,2018,42635.99999999999,
1391,Ronnie Harrison,JAX,S,328,49206,14,5,0,0,15,0,68.9,61.1,3.2,72.6,1,0,8.8,3,0,3,62.8,12,77,100,174,97,12,26,3,16,0,93,Jaguars,2018,20040.8,
1392,Marcus Allen,PIT,S,18,49263,2,1,0,0,25,0,65.1,62.4,72.0,73.8,0,0,0.0,0,0,0,75.7,2,0,6,12,7,1,1,0,3,0,13,Steelers,2018,1123.2,
1393,Jeremy Reaves,WAS,S,2,50406,1,0,0,0,32,0,61.8,62.9,64.3,,0,0,,0,0,0,0.0,0,0,1,2,0,0,0,0,0,0,0,Commanders,2018,125.8,
1394,Kamrin Moore,NYG,S,8,50460,2,0,0,0,21,0,49.8,47.3,79.4,,0,0,,0,0,0,0.0,0,3,2,7,0,0,0,0,0,0,0,Giants,2018,378.4,
1395,A.J. Moore,HST,S,1,51146,1,0,0,0,13,0,,60.0,60.0,,0,0,,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,Texans,2018,60.0,
1396,Maurice Smith,MIA,S,57,51190,2,0,0,0,17,0,51.5,53.6,76.5,27.1,0,0,50.0,3,0,0,102.1,2,45,6,32,6,0,3,0,3,0,32,Dolphins,2018,3055.2000000000003,
1397,Rashaan Gaulden,CAR,S,143,51241,11,3,0,0,5,0,68.4,68.8,78.0,71.2,0,0,13.3,2,1,0,129.2,2,85,40,85,8,3,10,1,2,1,11,Panthers,2018,9838.4,
1398,Armani Watts,KC,S,62,51264,5,0,0,0,16,0,40.7,46.6,77.0,28.6,0,0,50.0,1,0,0,62.5,1,17,21,49,13,2,1,0,2,0,9,Chiefs,2018,2889.2000000000003,
1399,Tracy Walker III,DET,S,268,51266,16,2,0,1,11,0,83.9,89.8,82.4,89.8,1,0,0.0,0,0,0,2.8,2,202,37,211,20,4,14,0,6,0,18,Lions,2018,24066.399999999998,
1400,Sean Chandler,NYG,S,142,51315,11,1,0,0,21,1,57.3,52.9,0.0,67.9,0,0,6.7,1,0,2,155.8,8,26,43,102,60,3,13,0,9,1,142,Giants,2018,7511.8,
1401,Terrell Edmunds,PIT,S,967,51334,16,9,0,0,25,1,65.2,63.7,85.6,74.2,1,0,10.7,8,3,3,88.5,24,389,346,613,197,19,58,0,35,1,266,Steelers,2018,61597.9,
1402,Derwin James Jr.,LAC,S,1027,51368,16,19,0,0,27,0,89.7,88.3,55.1,62.3,3,0,12.5,14,6,5,71.8,41,216,418,587,166,40,79,2,58,2,291,Chargers,2018,90684.09999999999,
1403,Marcell Harris,SF,S,358,51408,7,5,2,0,28,0,49.2,40.7,42.6,30.1,0,0,23.5,8,0,2,127.8,11,75,169,173,56,14,21,3,15,2,90,49ers,2018,14570.6,
1404,Mike Adams,HST,S,68,1972,4,1,0,0,13,0,67.7,70.9,81.5,80.2,0,0,0.0,0,0,0,129.2,2,45,11,44,8,2,2,0,2,1,11,Texans,2019,4821.200000000001,70.8943327239488
1405,Antoine Bethea,NYG,S,1107,3152,16,15,0,0,21,2,62.4,69.3,86.8,70.3,1,0,11.4,13,5,1,135.4,18,804,239,650,51,18,86,3,26,5,340,Giants,2019,76715.09999999999,52.958153580673
1406,Eric Weddle,LA,S,1031,3653,16,21,1,0,26,0,70.5,69.0,66.8,79.7,0,0,7.3,8,2,2,128.0,21,617,270,614,121,19,80,2,28,3,186,Rams,2019,71139.0,66.06915846016115
1407,Malcolm Jenkins,PHI,S,1015,4937,16,9,1,4,24,1,67.5,67.2,36.8,68.2,0,0,11.1,9,6,4,89.1,30,200,400,599,256,32,63,4,50,1,364,Eagles,2019,68208.0,80.41496663489038
1408,Patrick Chung,NE,S,642,4957,13,10,1,0,19,0,56.0,54.9,84.8,62.3,0,0,10.3,6,3,1,99.4,31,28,326,379,128,17,42,1,44,1,328,Patriots,2019,35245.799999999996,68.88225742574257
1409,Earl Thomas III,BLT,S,891,5539,15,14,0,1,3,1,84.7,76.7,40.5,58.1,2,0,15.5,9,1,3,21.5,5,488,259,548,69,11,35,2,13,0,84,Ravens,2019,68339.7,69.941663350577
1410,Kareem Jackson,DEN,S,842,5545,13,16,0,1,10,0,79.8,82.3,91.8,60.0,2,0,13.6,11,9,1,96.2,28,414,220,514,196,24,54,4,43,3,371,Broncos,2019,69296.59999999999,
1411,Devin McCourty,NE,S,946,5552,16,7,0,2,19,1,89.1,80.7,64.2,67.1,5,0,11.3,7,2,1,44.4,19,450,316,604,91,13,48,2,30,1,130,Patriots,2019,76342.2,
1412,Patrick Robinson,NO,S,170,5557,8,3,0,0,20,0,65.3,62.0,83.0,63.9,0,0,10.5,2,3,0,97.3,14,1,15,112,86,4,14,1,22,1,143,Saints,2019,10540.0,
1413,Morgan Burnett,CLV,S,367,5596,8,15,0,0,8,0,58.2,68.0,38.0,76.3,1,0,9.3,4,1,1,63.5,12,116,150,200,53,10,24,2,19,0,140,Browns,2019,24956.0,
1414,Reshad Jones,MIA,S,189,5686,4,9,1,0,17,0,66.2,72.3,80.5,79.7,0,0,3.4,1,1,1,141.1,6,17,78,75,33,8,19,1,8,2,71,Dolphins,2019,13664.699999999999,
1415,Darian Stewart,TB,S,169,5820,8,0,0,0,30,0,54.4,53.1,0.6,29.1,0,0,30.8,4,1,1,82.9,3,83,60,103,10,2,9,0,5,0,37,Buccaneers,2019,8973.9,
1416,Anthony Levine,BLT,S,167,6013,14,0,0,0,3,0,52.6,48.9,83.8,27.0,0,0,10.0,1,0,0,108.7,10,5,88,122,15,4,9,1,11,0,111,Ravens,2019,8166.3,
1417,Andrew Sendejo,MIN,S,384,6118,13,7,0,0,18,0,78.3,73.3,1.9,57.5,3,0,16.7,7,1,2,94.6,12,194,110,275,63,9,28,1,17,2,139,Vikings,2019,28147.199999999997,
1418,Marcus Gilchrist,JAX,S,54,6202,3,0,0,0,15,0,59.2,55.2,77.8,31.9,0,0,33.3,1,0,0,60.4,1,46,2,48,6,0,2,0,2,0,8,Jaguars,2019,2980.8,
1419,Colin Jones,CAR,S,14,6342,5,0,0,0,5,0,67.8,68.9,74.3,69.9,0,0,0.0,0,0,0,0.0,0,1,3,6,4,0,1,0,0,0,0,Panthers,2019,964.6000000000001,
1420,Tavon Wilson,DET,S,840,7051,16,14,2,0,11,1,74.0,71.9,24.4,67.9,0,0,10.5,10,5,4,103.0,33,158,446,478,97,30,71,3,42,1,286,Lions,2019,60396.00000000001,
1421,Nate Ebner,NE,S,1,7193,1,0,0,0,19,0,60.0,62.4,61.5,,0,0,,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,Patriots,2019,62.4,
1422,Rodney McLeod,PHI,S,1013,7271,16,14,0,2,24,0,70.6,65.9,67.4,54.1,2,0,17.9,15,4,1,52.5,16,622,182,639,133,20,55,1,30,1,163,Eagles,2019,66756.70000000001,
1423,Michael Thomas,NYG,S,302,7279,16,7,0,0,21,0,65.7,56.4,34.7,65.5,0,0,9.8,4,3,1,130.1,19,49,128,192,77,11,30,2,23,2,190,Giants,2019,17032.8,
