player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0029940,25.0,8184.0,0.0,2015,Bills,0.02,50.00%,T.J. Barnes,DI,57.0,10.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,64.2,78.8,68.0,57.3,70.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,23.0,28.0,2.0,4.0,1.0,1.0,0.0,1.0,3659.4,MISSING
00-0030132,27.0,8387.0,0.0,2015,Bills,0.02,50.00%,Stefan Charles,DI,231.0,13.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,56.9,29.9,57.3,63.0,39.5,2.0,3.0,15.4,2.0,2.0,0.0,0.0,229.0,76.0,131.0,1.0,21.0,3.0,8.0,0.0,5.0,13143.9,MISSING
00-0030577,26.0,7809.0,278.5316718599112,2015,Broncos,0.1,79.00%,Sylvester Williams,DI,620.0,18.0,7.0,1.0,0.0,0.0,10.0,0.0,0.0,67.8,67.3,57.9,71.8,76.0,1.0,14.0,3.6,1.0,2.0,158.3,2.0,619.0,440.0,160.0,4.0,15.0,18.0,20.0,3.0,17.0,42036.0,MISSING
00-0029586,25.0,7040.0,218.50441575911816,2015,Broncos,0.1,79.00%,Derek Wolfe,DI,808.0,15.0,9.0,2.0,0.0,0.0,10.0,0.0,0.0,86.5,71.3,71.7,86.1,76.7,10.0,40.0,5.3,3.0,2.0,0.0,10.0,808.0,16.0,467.0,65.0,260.0,46.0,45.0,5.0,60.0,69892.0,MISSING
00-0029568,25.0,7647.0,56.17453495032124,2015,Broncos,0.1,79.00%,Malik Jackson,DI,988.0,19.0,2.0,7.0,1.0,0.0,10.0,3.0,1.0,80.2,33.7,75.4,78.7,70.4,12.0,56.0,10.4,5.0,8.0,79.2,7.0,988.0,9.0,563.0,121.0,295.0,36.0,41.0,3.0,75.0,79237.6,MISSING
00-0032138,23.0,9636.0,31.115566737117295,2015,Broncos,0.1,79.00%,Darius Kilgo,DI,113.0,9.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,56.5,35.9,53.1,62.2,72.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,113.0,91.0,22.0,0.0,0.0,4.0,5.0,0.0,2.0,6384.5,MISSING
00-0026942,28.0,MISSING,10.143333857278291,2015,Broncos,0.1,79.00%,Vance Walker,DI,438.0,18.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,74.0,71.4,60.6,77.6,72.3,2.0,13.0,2.8,1.0,1.0,0.0,2.0,438.0,98.0,149.0,55.0,136.0,25.0,27.0,2.0,17.0,32412.0,MISSING
00-0022793,33.0,MISSING,6.361763740966527,2015,Broncos,0.1,79.00%,Antonio Smith,DI,423.0,19.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,59.2,69.1,63.8,49.6,42.4,6.0,24.0,30.0,3.0,1.0,0.0,4.0,423.0,23.0,265.0,12.0,123.0,11.0,7.0,1.0,34.0,25041.6,80.57093975903615
00-0030677,25.0,MISSING,0.0,2015,Broncos,0.1,79.00%,Kenny Anunike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032143,22.0,9445.0,501.4547522429613,2015,Browns,-0.14,18.80%,Danny Shelton,DI,505.0,16.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,63.4,60.6,56.1,66.1,72.0,0.0,8.0,7.0,3.0,2.0,0.0,0.0,498.0,313.0,184.0,0.0,1.0,19.0,27.0,4.0,8.0,32017.0,MISSING
00-0032061,23.0,9529.0,123.25792219873868,2015,Browns,-0.14,18.80%,Xavier Cooper,DI,361.0,14.0,3.0,0.0,2.0,0.0,8.0,0.0,0.0,42.8,50.5,50.4,45.1,50.8,0.0,7.0,10.5,2.0,2.0,0.0,2.0,361.0,11.0,149.0,121.0,80.0,13.0,14.0,2.0,9.0,15450.8,MISSING
00-0029266,27.0,MISSING,102.82354820342296,2015,Browns,-0.14,18.80%,John Hughes,DI,428.0,16.0,6.0,0.0,0.0,1.0,8.0,1.0,0.0,64.8,71.2,58.7,65.6,77.4,1.0,10.0,4.3,1.0,1.0,0.0,2.0,426.0,70.0,212.0,60.0,84.0,12.0,16.0,1.0,13.0,27734.4,MISSING
00-0030553,25.0,7999.0,19.612723870195072,2015,Browns,-0.14,18.80%,Armonty Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022805,31.0,MISSING,14.075176354604451,2015,Browns,-0.14,18.80%,Randy Starks,DI,466.0,15.0,4.0,1.0,1.0,0.0,8.0,1.0,0.0,62.3,38.4,60.6,68.1,51.2,4.0,14.0,13.3,4.0,3.0,0.0,1.0,460.0,39.0,323.0,4.0,94.0,20.0,22.0,5.0,19.0,29031.8,68.64866999168746
00-0026533,29.0,MISSING,0.0,2015,Browns,-0.14,18.80%,Desmond Bryant,DI,531.0,14.0,3.0,0.0,2.0,1.0,8.0,0.0,0.0,64.2,50.0,68.2,60.2,66.5,9.0,17.0,12.5,3.0,3.0,0.0,7.0,527.0,45.0,167.0,210.0,105.0,23.0,18.0,3.0,33.0,34090.200000000004,MISSING
00-0030697,24.0,8940.0,0.0,2015,Browns,-0.14,18.80%,Jamie Meder,DI,387.0,16.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,72.3,86.9,71.3,64.9,76.8,4.0,12.0,3.6,1.0,0.0,0.0,1.0,387.0,144.0,236.0,1.0,6.0,14.0,20.0,2.0,17.0,27980.1,MISSING
00-0027856,27.0,5528.0,376.3039083400008,2015,Buccaneers,-0.03,37.50%,Gerald McCoy,DI,795.0,15.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,62.3,11.1,72.7,57.2,77.6,8.0,25.0,0.0,0.0,8.0,0.0,9.0,794.0,5.0,505.0,1.0,283.0,18.0,18.0,1.0,42.0,49528.5,MISSING
00-0027989,25.0,MISSING,155.21765756118307,2015,Buccaneers,-0.03,37.50%,Da'Quan Bowers,DI,39.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,69.9,77.2,51.9,74.8,68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,35.0,0.0,1.0,2.0,2.0,0.0,0.0,2726.1000000000004,MISSING
00-0030402,23.0,7882.0,96.10694121980713,2015,Buccaneers,-0.03,37.50%,Akeem Spence,DI,289.0,8.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,62.8,40.3,70.2,54.6,73.7,4.0,11.0,0.0,0.0,2.0,0.0,1.0,289.0,28.0,254.0,0.0,7.0,8.0,10.0,1.0,16.0,18149.2,MISSING
00-0030386,24.0,7908.0,69.88135499914594,2015,Buccaneers,-0.03,37.50%,William Gholston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026905,28.0,MISSING,40.52297002228852,2015,Buccaneers,-0.03,37.50%,Henry Melton,DI,508.0,16.0,5.0,2.0,0.0,1.0,30.0,2.0,0.0,49.7,42.5,58.6,45.4,55.3,9.0,14.0,10.3,3.0,4.0,87.5,3.0,505.0,0.0,370.0,38.0,97.0,10.0,21.0,0.0,26.0,25247.6,MISSING
00-0026964,28.0,5173.0,5.513341659241477,2015,Buccaneers,-0.03,37.50%,Clinton McDonald,DI,245.0,6.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,67.3,59.5,73.8,60.9,53.9,1.0,1.0,6.7,2.0,1.0,0.0,0.0,245.0,54.0,176.0,0.0,15.0,15.0,22.0,2.0,2.0,16488.5,MISSING
00-0029112,25.0,7401.0,0.0,2015,Buccaneers,-0.03,37.50%,Jacquies Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028979,26.0,MISSING,0.0,2015,Buccaneers,-0.03,37.50%,Kourtnei Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030160,23.0,8138.0,0.0,2015,Buccaneers,-0.03,37.50%,Josh Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027495,27.0,6112.0,0.0,2015,Buccaneers,-0.03,37.50%,George Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031890,23.0,MISSING,0.0,2015,Buccaneers,-0.03,37.50%,Josh Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031467,24.0,MISSING,0.0,2015,Buccaneers,-0.03,37.50%,T.J. Fatinikun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030881,25.0,MISSING,0.0,2015,Buccaneers,-0.03,37.50%,Howard Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024102,30.0,MISSING,0.0,2015,Buccaneers,-0.03,37.50%,Tony McDaniel,DI,293.0,14.0,5.0,1.0,0.0,0.0,30.0,0.0,0.0,61.4,41.1,57.4,64.8,76.1,1.0,3.0,0.0,0.0,2.0,0.0,2.0,293.0,17.0,267.0,6.0,3.0,17.0,17.0,2.0,6.0,17990.2,MISSING
00-0032131,23.0,9549.0,95.54220204900987,2015,Cardinals,0.22,77.80%,Rodney Gunter,DI,471.0,18.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,59.3,61.1,66.5,54.6,58.2,3.0,16.0,7.4,2.0,2.0,0.0,1.0,470.0,279.0,181.0,5.0,5.0,15.0,18.0,2.0,20.0,27930.3,MISSING
00-0026190,28.0,4364.0,64.0478675612468,2015,Cardinals,0.22,77.80%,Calais Campbell,DI,931.0,18.0,16.0,2.0,0.0,0.0,1.0,1.0,0.0,84.0,38.6,67.2,89.2,71.7,13.0,32.0,4.8,3.0,6.0,39.6,6.0,921.0,115.0,628.0,63.0,115.0,40.0,44.0,12.0,51.0,78204.0,MISSING
00-0031265,25.0,MISSING,52.47862135840346,2015,Cardinals,0.22,77.80%,Ed Stinson,DI,444.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,51.6,87.7,46.9,57.4,77.0,2.0,7.0,6.3,1.0,0.0,0.0,2.0,442.0,21.0,321.0,67.0,33.0,11.0,14.0,5.0,11.0,22910.4,MISSING
00-0026261,31.0,MISSING,24.660671341686385,2015,Cardinals,0.22,77.80%,Red Bryant,DI,132.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.8,39.9,54.2,70.0,71.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,132.0,19.0,84.0,11.0,18.0,5.0,6.0,1.0,1.0,8421.6,MISSING
00-0024306,31.0,3036.0,19.723204752498077,2015,Cardinals,0.22,77.80%,Frostee Rucker,DI,587.0,15.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,56.7,65.1,58.9,53.4,62.5,10.0,15.0,15.6,5.0,2.0,0.0,3.0,585.0,31.0,440.0,69.0,45.0,23.0,21.0,5.0,28.0,33282.9,MISSING
00-0021998,34.0,MISSING,11.148916690729193,2015,Cardinals,0.22,77.80%,Cory Redding,DI,180.0,12.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,65.7,21.4,55.2,62.7,26.5,0.0,5.0,22.2,2.0,2.0,0.0,0.0,179.0,27.0,135.0,10.0,7.0,3.0,3.0,0.0,5.0,11826.0,65.30660180681028
00-0031713,23.0,9809.0,0.0,2015,Cardinals,0.22,77.80%,Xavier Williams,DI,51.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,78.7,64.4,69.5,71.1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,51.0,25.0,26.0,0.0,0.0,2.0,2.0,0.0,3.0,3621.0,MISSING
00-0030883,24.0,9003.0,0.0,2015,Cardinals,0.22,77.80%,Josh Mauro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027956,25.0,6170.0,282.24549621443344,2015,Chargers,-0.06,25.00%,Corey Liuget,DI,443.0,11.0,4.0,0.0,1.0,0.0,27.0,0.0,0.0,63.8,38.9,53.8,70.2,76.7,1.0,10.0,4.0,1.0,3.0,0.0,3.0,441.0,51.0,332.0,11.0,47.0,20.0,20.0,1.0,14.0,28263.4,MISSING
00-0029256,25.0,7052.0,176.80214336173222,2015,Chargers,-0.06,25.00%,Kendall Reyes,DI,656.0,16.0,4.0,3.0,1.0,0.0,27.0,0.0,0.0,43.5,78.7,54.6,35.8,42.9,5.0,12.0,13.3,4.0,1.0,0.0,2.0,656.0,34.0,316.0,171.0,135.0,19.0,22.0,3.0,19.0,28536.0,MISSING
00-0030994,24.0,MISSING,49.20913785360726,2015,Chargers,-0.06,25.00%,Ryan Carrethers,DI,219.0,14.0,4.0,0.0,0.0,0.0,27.0,0.0,0.0,54.4,84.3,59.6,51.5,58.7,1.0,3.0,6.7,1.0,0.0,0.0,0.0,219.0,158.0,61.0,0.0,0.0,8.0,10.0,1.0,4.0,11913.6,MISSING
00-0032116,21.0,9625.0,37.08045198747168,2015,Chargers,-0.06,25.00%,Darius Philon,DI,145.0,8.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,46.9,81.9,58.7,40.0,35.6,2.0,3.0,25.0,2.0,0.0,0.0,1.0,145.0,10.0,98.0,9.0,28.0,3.0,5.0,2.0,6.0,6800.5,MISSING
00-0027826,27.0,MISSING,8.93638141099515,2015,Chargers,-0.06,25.00%,Sean Lissemore,DI,235.0,11.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,55.7,84.7,59.1,52.8,75.9,1.0,3.0,5.9,1.0,0.0,0.0,0.0,235.0,72.0,126.0,25.0,12.0,9.0,15.0,0.0,4.0,13089.5,MISSING
00-0027829,28.0,MISSING,8.44753146242051,2015,Chargers,-0.06,25.00%,Ricardo Mathews,DI,510.0,16.0,5.0,0.0,1.0,0.0,27.0,0.0,0.0,41.9,22.1,51.7,43.9,29.0,0.0,14.0,20.0,5.0,5.0,79.2,1.0,508.0,30.0,406.0,34.0,38.0,11.0,15.0,2.0,15.0,21369.0,MISSING
00-0030148,26.0,8042.0,0.0,2015,Chargers,-0.06,25.00%,Damion Square,DI,155.0,6.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,55.8,46.5,61.4,55.1,71.5,3.0,2.0,0.0,0.0,1.0,0.0,0.0,154.0,35.0,89.0,11.0,19.0,3.0,4.0,0.0,5.0,8649.0,MISSING
00-0027573,28.0,6031.0,0.0,2015,Chargers,-0.06,25.00%,Mitch Unrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029688,25.0,7017.0,384.5841680780333,2015,Chiefs,0.12,66.70%,Dontari Poe,DI,852.0,17.0,10.0,0.0,0.0,2.0,16.0,2.0,0.0,73.2,62.5,58.0,85.9,55.5,2.0,26.0,9.8,5.0,3.0,0.0,1.0,851.0,352.0,445.0,3.0,51.0,27.0,36.0,1.0,29.0,62366.4,MISSING
00-0028024,26.0,6238.0,94.0279646026504,2015,Chiefs,0.12,66.70%,Allen Bailey,DI,655.0,14.0,6.0,0.0,0.0,3.0,16.0,1.0,0.0,71.7,88.1,55.1,81.9,71.9,3.0,20.0,6.1,2.0,0.0,0.0,5.0,651.0,10.0,394.0,87.0,160.0,20.0,25.0,5.0,28.0,46963.5,MISSING
00-0029277,26.0,MISSING,72.67275667344681,2015,Chiefs,0.12,66.70%,Jaye Howard Jr.,DI,827.0,18.0,11.0,0.0,0.0,1.0,16.0,2.0,0.0,63.8,25.7,60.7,70.2,75.1,4.0,30.0,5.4,3.0,7.0,0.0,7.0,827.0,109.0,672.0,15.0,31.0,39.0,42.0,7.0,41.0,52762.6,MISSING
00-0031957,22.0,9650.0,23.955035030090063,2015,Chiefs,0.12,66.70%,Rakeem Nunez-Roches,DI,22.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,63.7,74.8,52.4,67.0,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,17.0,0.0,0.0,1.0,4.0,0.0,0.0,1401.4,MISSING
00-0030500,25.0,8006.0,17.86736108248169,2015,Chiefs,0.12,66.70%,Nick Williams,DI,189.0,15.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,54.7,51.1,50.9,62.5,33.2,0.0,7.0,22.2,2.0,1.0,0.0,0.0,189.0,2.0,139.0,17.0,31.0,4.0,5.0,0.0,7.0,10338.3,MISSING
00-0030121,25.0,8022.0,13.811910860566234,2015,Chiefs,0.12,66.70%,David King,DI,51.0,4.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,59.8,77.9,72.9,45.0,68.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,2.0,31.0,4.0,14.0,1.0,1.0,0.0,2.0,3049.7999999999997,MISSING
00-0025689,31.0,MISSING,0.0,2015,Chiefs,0.12,66.70%,Mike Devito,DI,317.0,15.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,76.7,85.0,57.6,83.1,76.7,0.0,9.0,9.1,2.0,0.0,0.0,3.0,317.0,7.0,212.0,16.0,82.0,16.0,16.0,3.0,12.0,24313.9,MISSING
00-0032269,24.0,9526.0,128.11880507244533,2015,Colts,-0.11,50.00%,Henry Anderson,DI,447.0,9.0,4.0,2.0,0.0,0.0,14.0,0.0,0.0,77.9,86.3,61.3,81.5,68.9,3.0,18.0,3.2,1.0,0.0,0.0,1.0,444.0,32.0,288.0,24.0,100.0,23.0,26.0,5.0,22.0,34821.3,MISSING
00-0031592,23.0,9584.0,64.82543274511302,2015,Colts,-0.11,50.00%,David Parry,DI,657.0,16.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,57.7,89.8,55.5,56.5,56.0,2.0,10.0,9.5,4.0,0.0,0.0,1.0,655.0,555.0,96.0,1.0,3.0,21.0,26.0,5.0,13.0,37908.9,MISSING
00-0026206,29.0,4380.0,49.965978078950634,2015,Colts,-0.11,50.00%,Kendall Langford,DI,847.0,16.0,9.0,4.0,1.0,0.0,14.0,0.0,0.0,65.6,79.7,60.5,64.8,72.5,11.0,24.0,8.6,3.0,1.0,0.0,7.0,810.0,41.0,196.0,93.0,480.0,25.0,23.0,5.0,42.0,55563.2,MISSING
00-0029303,26.0,7190.0,22.17218603406173,2015,Colts,-0.11,50.00%,Billy Winn,DI,325.0,12.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,54.8,85.5,48.0,59.1,33.0,1.0,8.0,27.8,5.0,0.0,0.0,0.0,322.0,20.0,138.0,32.0,132.0,9.0,12.0,2.0,9.0,17810.0,MISSING
00-0030241,25.0,MISSING,0.0,2015,Colts,-0.11,50.00%,Earl Okine,DI,59.0,5.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,53.0,78.1,62.4,49.6,73.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,8.0,12.0,39.0,2.0,4.0,1.0,1.0,3127.0,MISSING
00-0031105,25.0,9195.0,0.0,2015,Colts,-0.11,50.00%,Zach Kerr,DI,320.0,12.0,7.0,2.0,0.0,0.0,14.0,0.0,0.0,77.8,85.5,68.5,72.8,67.5,3.0,12.0,3.7,1.0,0.0,0.0,0.0,319.0,73.0,189.0,11.0,46.0,14.0,19.0,2.0,15.0,24896.0,MISSING
00-0030775,23.0,MISSING,0.0,2015,Colts,-0.11,50.00%,Kelcy Quarles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032162,22.0,10156.0,0.0,2015,Colts,-0.11,50.00%,T.Y. McGill,DI,223.0,12.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,62.0,55.1,69.6,52.6,53.8,3.0,8.0,22.2,2.0,1.0,0.0,3.0,221.0,26.0,148.0,1.0,46.0,5.0,5.0,0.0,14.0,13826.0,MISSING
00-0027991,27.0,MISSING,150.3197059037884,2015,Commanders,0.01,52.90%,Stephen Paea,DI,214.0,11.0,5.0,0.0,0.0,1.0,32.0,0.0,0.0,76.5,56.4,66.9,72.7,65.1,3.0,9.0,11.1,2.0,1.0,0.0,3.0,214.0,13.0,123.0,39.0,39.0,12.0,11.0,2.0,15.0,16371.0,MISSING
00-0027046,29.0,MISSING,62.20468704475751,2015,Commanders,0.01,52.90%,Terrance Knighton,DI,403.0,16.0,5.0,0.0,0.0,0.0,32.0,0.0,0.0,68.5,86.9,61.4,66.6,65.7,1.0,7.0,8.0,2.0,0.0,0.0,2.0,401.0,165.0,230.0,0.0,6.0,19.0,18.0,5.0,10.0,27605.5,MISSING
00-0024307,33.0,MISSING,19.429551341285716,2015,Commanders,0.01,52.90%,Jason Hatcher,DI,576.0,16.0,3.0,1.0,1.0,0.0,32.0,0.0,0.0,70.4,50.2,74.1,60.4,57.6,12.0,38.0,26.9,7.0,3.0,0.0,2.0,574.0,28.0,393.0,56.0,97.0,11.0,16.0,1.0,52.0,40550.4,MISSING
00-0028169,26.0,MISSING,12.509874927864445,2015,Commanders,0.01,52.90%,Frank Kearse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026502,28.0,5168.0,5.858980870467211,2015,Commanders,0.01,52.90%,Ricky Jean Francois,DI,419.0,17.0,10.0,1.0,1.0,0.0,32.0,0.0,0.0,61.3,23.1,57.6,64.8,38.2,0.0,13.0,27.3,9.0,4.0,0.0,2.0,419.0,18.0,326.0,25.0,50.0,15.0,14.0,5.0,15.0,25684.699999999997,MISSING
00-0024410,32.0,MISSING,5.222572954428685,2015,Commanders,0.01,52.90%,Kedric Golston,DI,205.0,16.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,48.2,56.4,58.8,50.8,71.3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,205.0,141.0,63.0,0.0,1.0,1.0,2.0,0.0,4.0,9881.0,MISSING
00-0026512,27.0,MISSING,0.0,2015,Commanders,0.01,52.90%,Chris Baker,DI,671.0,17.0,9.0,1.0,0.0,3.0,32.0,2.0,0.0,78.5,26.0,70.2,80.2,80.9,11.0,25.0,10.4,5.0,6.0,0.0,7.0,664.0,59.0,441.0,64.0,100.0,35.0,34.0,8.0,43.0,52673.5,MISSING
00-0031411,23.0,8669.0,275.3135310224176,2015,Cowboys,-0.12,25.00%,Demarcus Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032197,22.0,9493.0,200.71876001799455,2015,Cowboys,-0.12,25.00%,Randy Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028003,27.0,6217.0,124.68338657416936,2015,Cowboys,-0.12,25.00%,Terrell McClain,DI,45.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,69.2,78.1,50.8,76.2,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,33.0,0.0,1.0,2.0,2.0,0.0,0.0,3114.0,MISSING
00-0029641,25.0,7083.0,111.12002092520638,2015,Cowboys,-0.12,25.00%,Tyrone Crawford,DI,705.0,16.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,61.6,77.9,69.1,51.0,55.4,3.0,34.0,13.3,4.0,1.0,0.0,5.0,705.0,84.0,558.0,8.0,55.0,17.0,20.0,3.0,42.0,43428.0,MISSING
00-0031948,23.0,9596.0,56.102510436029974,2015,Cowboys,-0.12,25.00%,Ryan Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029627,26.0,7151.0,44.11397453919379,2015,Cowboys,-0.12,25.00%,Jack Crawford,DI,487.0,16.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,42.8,88.5,53.1,40.0,30.4,2.0,6.0,23.8,5.0,0.0,118.8,4.0,487.0,19.0,184.0,205.0,79.0,16.0,15.0,3.0,12.0,20843.6,MISSING
00-0027774,27.0,MISSING,23.569284267359144,2015,Cowboys,-0.12,25.00%,Greg Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031245,24.0,MISSING,13.308484270782202,2015,Cowboys,-0.12,25.00%,Ken Bishop,DI,35.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,42.3,77.1,53.3,44.4,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,35.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.5,MISSING
00-0026321,29.0,MISSING,11.922186334134016,2015,Cowboys,-0.12,25.00%,Nick Hayden,DI,579.0,16.0,8.0,2.0,0.0,0.0,9.0,1.0,0.0,53.3,75.8,54.2,54.6,60.7,1.0,5.0,4.7,2.0,1.0,0.0,0.0,579.0,168.0,411.0,0.0,0.0,20.0,33.0,3.0,6.0,30860.699999999997,MISSING
00-0024405,31.0,MISSING,5.691788653235748,2015,Cowboys,-0.12,25.00%,Jeremy Mincey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031997,22.0,10063.0,0.0,2015,Cowboys,-0.12,25.00%,David Irving,DI,199.0,12.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,67.6,83.3,64.4,61.7,74.8,2.0,8.0,0.0,0.0,0.0,0.0,1.0,199.0,9.0,144.0,12.0,34.0,6.0,10.0,2.0,11.0,13452.4,MISSING
00-0030258,25.0,MISSING,0.0,2015,Cowboys,-0.12,25.00%,Casey Walker,DI,57.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,46.4,79.5,52.8,47.8,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,57.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.7999999999997,MISSING
00-0030954,24.0,MISSING,0.0,2015,Cowboys,-0.12,25.00%,Davon Coleman,DI,44.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.9,77.4,54.6,47.9,MISSING,0.0,1.0,MISSING,0.0,0.0,0.0,0.0,44.0,0.0,38.0,0.0,6.0,0.0,0.0,0.0,1.0,2107.6,MISSING
00-0027855,28.0,5527.0,427.38954910443266,2015,Dolphins,-0.1,37.50%,Ndamukong Suh,DI,983.0,16.0,7.0,5.0,2.0,0.0,17.0,0.0,0.0,83.0,0.0,81.9,85.1,49.8,13.0,41.0,15.1,8.0,16.0,0.0,6.0,977.0,19.0,717.0,50.0,191.0,34.0,38.0,12.0,60.0,81589.0,MISSING
00-0031557,22.0,9485.0,227.6070750935805,2015,Dolphins,-0.1,37.50%,Jordan Phillips,DI,429.0,15.0,2.0,4.0,0.0,0.0,17.0,0.0,0.0,46.4,54.5,60.6,40.2,61.2,1.0,5.0,6.7,1.0,2.0,39.6,2.0,427.0,112.0,271.0,0.0,44.0,8.0,12.0,2.0,8.0,19905.6,MISSING
00-0029693,24.0,7074.0,125.26485695373412,2015,Dolphins,-0.1,37.50%,Olivier Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030069,22.0,7862.0,122.8066155424955,2015,Dolphins,-0.1,37.50%,Damontre Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027684,27.0,5605.0,74.48597754206554,2015,Dolphins,-0.1,37.50%,Earl Mitchell,DI,501.0,12.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,51.6,86.9,65.0,44.3,65.0,3.0,13.0,8.0,2.0,0.0,0.0,0.0,501.0,99.0,381.0,0.0,21.0,10.0,15.0,3.0,16.0,25851.6,MISSING
00-0031317,23.0,8868.0,16.283148576434527,2015,Dolphins,-0.1,37.50%,Terrence Fede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
