,player,player_id,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Team,Year,weighted_grade,weighted_average_grade
1178,Troy Fumagalli,47333,DEN,TE,7.9,0,53.3,33.3,1,3,0,0.0,0,6,10,0,76.5,70.1,70.6,60.9,73.7,71.9,46,3,29,17.2,11,64,0,8,76.6,49,14.1,9,51.4,15,1,4.7,3,80,60,7.5,10.0,1.63,11,71,58,Broncos,2020,4094.7999999999997,
521,Troy Niklas,8687,ARZ,TE,6.7,0,100.0,,0,0,0,0.0,0,2,1,0,70.5,65.8,56.0,75.4,74.7,87.5,21,0,17,25.0,6,24,0,3,75.0,18,12.5,3,118.8,3,0,0.0,0,38,18,6.0,12.7,2.11,6,65,24,Cardinals,2014,1344.0,
627,Troy Niklas,8687,ARZ,TE,8.5,0,100.0,,0,0,0,0.0,0,3,1,0,72.1,67.0,65.6,60.3,66.6,92.6,50,0,13,24.1,13,54,0,4,66.7,36,3.7,2,140.6,4,2,3.7,2,33,5,1.3,8.3,0.92,13,124,54,Cardinals,2015,3542.3999999999996,
752,Troy Niklas,8687,ARZ,TE,0.5,0,50.0,,0,0,0,50.0,1,0,1,0,28.9,61.2,47.0,72.1,30.9,95.2,20,0,0,9.5,2,21,0,1,90.5,19,0.0,0,56.3,2,0,0.0,0,0,1,1.0,0.0,0.0,2,42,20,Cardinals,2016,940.0,
817,Troy Niklas,8687,ARZ,TE,8.7,1,55.0,36.4,4,11,0,8.3,1,6,1,0,63.2,73.1,59.1,56.0,71.0,93.2,179,0,21,23.4,45,192,4,11,72.4,139,6.8,13,92.1,20,1,0.0,0,132,56,5.1,12.0,0.95,45,222,192,Cardinals,2017,11347.2,
1589,Tucker Fisk,52286,ATL,TE,4.0,0,100.0,,0,0,0,0.0,0,1,2,0,64.7,61.2,52.0,54.7,63.9,9.1,2,0,9,59.1,13,22,0,1,40.9,9,0.0,0,104.2,1,0,4.5,1,9,5,5.0,9.0,1.0,13,50,3,Falcons,2023,156.0,
1676,Tucker Fisk,52286,LAC,TE,3.8,1,88.9,50.0,1,2,0,0.0,0,2,27,0,76.5,70.1,63.8,76.3,54.7,86.6,71,0,15,26.8,22,82,1,8,69.5,57,8.5,7,91.7,9,0,0.0,0,54,28,3.5,6.8,0.95,22,136,78,Chargers,2024,4976.4,
1505,Tucker Kraft,104034,GB,TE,4.9,5,75.0,40.0,2,5,1,5.3,2,20,12,0,71.6,77.4,60.4,70.3,65.1,66.8,265,1,43,11.3,45,397,3,36,84.6,336,23.7,94,109.6,48,3,9.6,38,379,251,7.0,10.5,1.13,45,326,397,Packers,2023,23978.8,
1611,Tucker Kraft,104034,GB,TE,4.7,15,78.6,57.1,4,7,0,3.5,2,31,12,1,82.4,26.5,67.8,61.0,71.0,53.8,291,2,67,5.2,28,541,4,55,87.6,474,32.3,175,131.7,70,7,13.3,72,733,486,8.8,13.3,1.55,28,441,538,Packers,2024,36476.4,
964,Tyler Conklin,47124,MIN,TE,8.7,0,71.4,50.0,1,2,0,16.7,1,3,18,0,45.8,68.0,59.0,76.4,60.6,64.9,48,0,33,31.1,23,74,0,5,64.9,48,17.6,13,107.4,7,0,16.2,12,77,30,6.0,15.4,1.6,23,72,73,Vikings,2018,4307.0,
1077,Tyler Conklin,47124,MIN,TE,6.9,0,88.9,100.0,3,3,1,0.0,0,2,18,0,76.5,70.1,53.7,69.5,57.4,86.7,91,0,20,32.4,34,105,3,8,66.7,70,9.5,10,93.5,9,0,2.9,3,58,18,2.3,7.3,0.83,34,169,104,Vikings,2019,5584.8,
1162,Tyler Conklin,47124,MIN,TE,4.2,1,76.0,66.7,2,3,0,5.0,1,11,18,1,69.6,24.2,52.6,54.2,54.5,73.7,191,0,30,12.4,32,259,5,19,81.9,212,16.6,43,111.1,25,1,8.9,23,194,127,6.7,10.2,0.92,32,190,257,Vikings,2020,13518.2,
1249,Tyler Conklin,47124,MIN,TE,5.8,2,73.5,47.1,8,17,0,1.6,1,26,18,1,90.0,43.9,66.7,58.5,70.4,82.9,501,0,40,16.2,98,604,4,61,79.5,480,10.3,62,105.1,83,3,5.8,35,593,332,5.4,9.7,1.24,98,320,598,Vikings,2021,39886.6,
1366,Tyler Conklin,47124,NYJ,TE,7.9,3,69.9,69.2,9,13,0,6.5,4,25,22,2,69.3,43.1,58.6,37.6,60.6,60.9,347,4,30,10.9,62,570,2,58,85.4,487,29.5,168,80.0,83,3,9.3,53,552,282,4.9,9.5,1.13,62,287,568,Jets,2022,33284.8,
1491,Tyler Conklin,47124,NYJ,TE,7.7,4,73.5,66.7,12,18,0,1.6,1,27,22,0,89.9,80.5,65.6,66.6,66.9,33.4,179,1,37,6.9,37,536,1,61,88.2,473,57.6,309,89.5,83,0,9.0,48,621,251,4.1,10.2,1.31,37,233,536,Jets,2023,35161.6,
1614,Tyler Conklin,47124,NYJ,TE,5.6,4,76.1,22.2,2,9,0,0.0,0,24,22,0,90.6,80.0,58.8,78.8,61.4,42.3,236,0,27,5.2,29,558,1,51,89.6,500,48.0,268,113.3,67,4,9.3,52,449,261,5.1,8.8,0.9,29,247,556,Jets,2024,32692.8,
1218,Tyler Davis,47743,JAX,TE,16.5,0,0.0,0.0,0,1,0,,0,0,15,0,,,40.9,72.5,42.1,46.2,12,0,0,15.4,4,26,0,0,84.6,22,42.3,11,39.6,2,0,11.5,3,0,0,,,0.0,4,14,26,Jaguars,2020,1063.3999999999999,
1331,Tyler Davis,47743,GB,TE,7.4,0,80.0,,0,0,0,20.0,1,1,12,0,42.1,67.0,59.0,68.1,47.5,70.8,46,0,22,16.9,11,65,0,4,80.0,52,16.9,11,95.8,5,0,12.3,8,35,14,3.5,8.8,0.67,11,56,65,Packers,2021,3835.0,
1454,Tyler Davis,47743,GB,TE,2.8,0,80.0,100.0,1,1,0,0.0,0,1,12,0,72.1,67.0,56.7,53.9,50.8,62.7,42,1,23,28.4,19,67,0,4,70.1,47,16.4,11,48.8,5,0,20.9,14,26,27,6.8,6.5,0.55,19,108,67,Packers,2022,3798.9,
342,Tyler Eifert,7802,CIN,TE,7.5,10,68.4,,0,0,0,11.4,5,19,7,0,49.3,77.9,66.5,75.6,66.3,44.7,166,4,61,15.9,59,371,0,39,81.4,302,31.5,117,74.1,57,2,16.4,61,445,237,6.1,11.4,1.47,59,305,344,Bengals,2013,22876.0,
523,Tyler Eifert,7802,CIN,TE,9.0,1,100.0,,0,0,0,0.0,0,2,7,0,70.5,65.8,90.3,,86.4,66.7,4,0,20,0.0,0,6,0,3,100.0,6,33.3,2,118.1,3,0,0.0,0,37,10,3.3,12.3,6.17,0,2,6,Bengals,2014,541.8,
552,Tyler Eifert,7802,CIN,TE,8.3,7,76.0,,0,0,0,12.3,8,40,7,0,50.5,80.2,86.1,69.6,89.8,69.9,356,0,31,15.3,78,509,2,57,79.0,402,14.3,73,142.4,75,13,11.0,56,673,282,4.9,11.8,1.67,78,310,485,Bengals,2015,41758.5,
679,Tyler Eifert,7802,CIN,TE,9.5,0,74.4,,0,0,0,6.5,2,23,7,0,77.5,76.5,80.7,61.8,83.1,47.6,136,2,71,11.2,32,286,4,29,83.9,240,31.8,91,124.4,39,5,14.7,42,394,145,5.0,13.6,1.64,32,143,269,Bengals,2016,21708.3,
849,Tyler Eifert,7802,CIN,TE,10.4,0,80.0,100.0,3,3,0,0.0,0,2,7,0,73.4,68.0,65.4,75.8,65.1,35.4,23,0,22,6.2,4,65,1,4,89.2,58,55.4,36,105.0,5,0,4.6,3,46,12,3.0,11.5,0.79,4,39,62,Bengals,2017,4054.8,
929,Tyler Eifert,7802,CIN,TE,10.6,1,83.3,60.0,3,5,0,6.3,1,10,7,0,65.6,73.0,72.0,53.2,71.2,28.3,30,1,29,2.8,3,106,0,15,89.6,95,51.9,55,103.5,18,1,17.0,18,179,52,3.5,11.9,1.88,3,27,103,Bengals,2018,7416.0,
1008,Tyler Eifert,7802,CIN,TE,8.7,0,69.4,55.6,10,18,0,8.5,4,24,7,0,60.5,78.5,65.7,79.6,65.8,25.5,105,2,27,7.1,29,411,0,43,86.6,356,51.1,210,91.9,62,3,22.6,93,436,113,2.6,10.1,1.22,29,80,408,Bengals,2019,26805.600000000002,
1137,Tyler Eifert,7802,JAX,TE,9.3,1,66.7,29.4,5,17,0,0.0,0,22,15,0,89.7,77.4,62.2,48.8,61.3,32.9,141,4,28,7.5,32,429,0,36,88.6,380,51.0,219,66.0,54,2,13.3,57,349,103,2.9,9.7,0.92,32,119,417,Jaguars,2020,25937.4,
689,Tyler Higbee,10744,LA,TE,6.9,0,42.3,0.0,0,3,0,21.4,3,3,26,0,29.9,71.5,45.3,74.8,39.0,68.4,158,1,31,13.4,31,231,3,11,82.7,191,19.9,46,47.8,26,1,11.7,27,85,24,2.2,7.7,0.45,31,171,231,Rams,2016,10464.3,
791,Tyler Higbee,10744,LA,TE,10.5,4,59.1,27.3,3,11,0,7.1,2,12,26,0,64.5,75.7,62.5,54.7,60.8,73.5,291,1,38,27.3,108,396,5,26,69.7,276,7.1,28,78.4,44,1,16.7,66,306,91,3.5,11.8,1.11,108,376,385,Rams,2017,24062.5,
915,Tyler Higbee,10744,LA,TE,7.4,4,82.8,66.7,2,3,0,4.0,1,16,26,1,74.2,25.9,71.4,71.7,66.4,73.7,291,0,36,37.2,147,395,1,24,59.7,236,9.1,36,131.6,29,2,16.2,64,292,138,5.8,12.2,1.24,147,394,391,Rams,2018,27917.4,
1000,Tyler Higbee,10744,LA,TE,6.6,7,80.2,62.5,5,8,0,2.8,2,36,26,0,81.1,81.4,86.1,63.6,90.1,76.7,309,1,33,25.1,101,403,0,69,70.0,282,9.4,38,109.0,86,3,13.6,55,734,401,5.8,10.6,2.6,101,292,402,Rams,2019,34612.2,
1133,Tyler Higbee,10744,LA,TE,8.4,6,74.6,40.0,2,5,0,4.3,2,27,26,0,68.8,78.9,69.2,60.6,71.8,72.6,308,1,44,21.9,93,424,5,44,75.9,322,14.9,63,122.2,59,5,12.5,53,521,246,5.6,11.8,1.62,93,390,424,Rams,2020,29340.800000000003,
1251,Tyler Higbee,10744,LA,TE,5.7,2,75.3,66.7,10,15,0,4.7,3,33,26,1,77.2,44.2,67.2,70.1,66.9,53.2,299,3,37,8.7,49,562,2,61,88.4,497,22.2,125,98.8,81,5,24.0,135,560,284,4.7,9.2,1.13,49,322,559,Rams,2021,37564.8,
1362,Tyler Higbee,10744,LA,TE,3.2,6,69.2,18.2,2,11,0,7.7,6,31,26,0,63.7,81.8,62.7,61.1,66.2,66.5,358,3,26,17.3,93,538,1,72,80.7,434,13.6,73,82.2,104,3,19.9,107,620,410,5.7,8.6,1.43,93,351,538,Rams,2022,33732.6,67.7499304589708
1497,Tyler Higbee,10744,LA,TE,6.1,2,70.1,40.0,4,10,0,9.6,5,26,26,0,55.3,79.2,57.6,67.6,58.7,58.4,324,0,33,9.0,50,555,4,47,85.6,475,27.6,153,101.3,67,2,14.1,78,495,248,5.3,10.5,1.04,50,348,555,Rams,2023,31968.0,
1642,Tyler Higbee,10744,LA,TE,3.1,3,80.0,100.0,3,3,0,9.1,2,10,26,0,58.1,74.4,76.4,68.4,79.1,70.5,67,0,23,8.4,8,95,0,20,90.5,86,9.5,9,135.9,25,3,20.0,19,178,113,5.7,8.9,2.07,8,33,95,Rams,2024,7258.000000000001,
601,Tyler Kroft,9518,CIN,TE,6.1,1,78.6,,0,0,1,8.3,1,7,7,0,62.7,72.2,64.9,81.4,57.8,75.6,130,0,22,26.7,46,172,3,11,70.3,121,12.2,21,128.9,14,1,6.4,11,129,72,6.5,11.7,1.07,46,184,162,Bengals,2015,10513.800000000001,
715,Tyler Kroft,9518,CIN,TE,7.8,0,83.3,,0,0,0,9.1,1,3,7,0,58.5,71.1,56.6,62.5,48.3,74.9,125,1,21,29.9,50,167,0,10,67.1,112,16.2,27,63.9,12,0,6.0,10,92,29,2.9,9.2,0.82,50,208,162,Bengals,2016,9169.2,
782,Tyler Kroft,9518,CIN,TE,8.1,4,71.2,57.1,4,7,0,8.7,4,23,7,0,59.0,78.3,60.4,66.6,62.7,48.5,243,0,59,20.2,101,501,2,42,76.0,381,39.9,200,129.5,59,7,4.2,21,404,193,4.6,9.6,1.06,101,324,464,Bengals,2017,28025.6,
974,Tyler Kroft,9518,CIN,TE,5.4,1,80.0,0.0,0,1,0,20.0,1,4,7,0,41.6,67.0,55.2,39.1,51.6,80.8,42,1,16,30.8,16,52,0,4,61.5,32,11.5,6,57.1,5,0,7.7,4,36,18,4.5,9.0,1.13,16,65,52,Bengals,2018,2870.4,
1064,Tyler Kroft,9518,BUF,TE,8.5,0,46.2,33.3,1,3,0,14.3,1,5,4,0,49.2,68.8,54.7,73.8,50.1,70.2,106,0,20,24.5,37,151,3,6,72.8,110,20.5,31,88.9,13,1,8.6,13,71,28,4.7,11.8,0.65,37,93,150,Bills,2019,8205.0,
1173,Tyler Kroft,9518,BUF,TE,8.6,0,70.6,0.0,0,2,1,7.7,1,9,4,0,61.8,71.9,64.3,79.1,61.4,41.3,71,1,38,13.4,23,172,2,12,83.1,143,27.9,48,105.1,17,3,9.3,16,119,42,3.5,9.9,0.83,23,126,135,Bills,2020,8680.5,
1289,Tyler Kroft,9518,NYJ,TE,6.2,5,64.0,60.0,3,5,0,20.0,4,9,22,0,29.7,73.3,57.6,59.5,54.3,61.0,144,0,26,17.4,41,236,0,16,79.2,187,25.4,60,97.6,25,1,9.3,22,173,77,4.8,10.8,0.93,41,127,226,Jets,2021,13017.6,
1450,Tyler Kroft,9518,SF,TE,10.7,0,66.7,,0,0,0,0.0,0,2,28,0,72.1,67.0,64.7,60.0,53.0,76.7,56,0,28,17.8,13,73,1,4,78.1,57,13.7,10,97.2,6,0,9.6,7,57,14,3.5,14.3,1.0,13,165,73,49ers,2022,4723.1,
1474,Tyler Mabry,25705,SEA,TE,5.0,0,100.0,,0,0,0,0.0,0,1,29,0,64.7,61.2,82.2,,84.6,50.0,1,0,7,0.0,0,2,0,1,100.0,2,0.0,0,135.4,1,1,50.0,1,7,2,2.0,7.0,3.5,0,3,2,Seahawks,2022,164.4,
1320,Tyree Jackson,46481,PHI,TE,9.8,0,50.0,0.0,0,3,0,25.0,1,2,24,0,36.8,65.8,54.5,63.5,46.4,42.7,32,0,13,9.3,7,75,0,3,85.3,64,40.0,30,98.6,6,1,17.3,13,22,6,2.0,7.3,0.34,7,96,75,Eagles,2021,4087.5,
989,Tyrone Swoopes,12267,SEA,TE,10.0,0,100.0,,0,0,0,0.0,0,1,29,0,64.7,61.2,65.8,68.3,61.5,31.3,5,0,23,12.5,2,16,0,1,75.0,12,56.3,9,118.8,1,0,12.5,2,23,13,13.0,23.0,1.92,2,11,16,Seahawks,2018,1052.8,
1110,Tyrone Swoopes,12267,SEA,TE,-2.0,1,100.0,,0,0,1,0.0,0,0,29,0,64.7,61.2,42.3,63.3,45.8,71.1,27,0,5,31.6,12,38,1,1,65.8,25,10.5,4,87.5,1,0,13.2,5,5,7,7.0,5.0,0.2,12,42,36,Seahawks,2019,1522.8,
370,Vance McDonald,7836,SF,TE,11.0,1,47.4,,0,0,1,25.0,3,6,28,0,29.2,70.6,55.4,63.3,43.1,61.9,166,0,25,14.9,40,268,2,9,82.1,220,22.8,61,70.5,19,0,8.2,22,132,58,6.4,14.7,0.6,40,307,249,49ers,2013,13794.6,
505,Vance McDonald,7836,SF,TE,12.3,0,28.6,,0,0,0,33.3,1,1,28,1,30.0,13.6,62.2,80.8,33.6,64.6,62,0,21,17.7,17,96,0,2,78.1,75,21.9,21,44.9,7,0,7.3,7,30,26,13.0,15.0,0.4,17,119,90,49ers,2014,5598.0,
564,Vance McDonald,7836,SF,TE,8.3,3,65.2,,0,0,0,14.3,5,15,28,1,39.8,76.5,65.9,80.0,59.9,53.0,148,3,36,16.1,45,279,2,30,81.0,226,38.7,108,80.5,46,3,4.3,12,326,181,6.0,10.9,1.44,45,188,268,49ers,2015,17661.2,
677,Vance McDonald,7836,SF,TE,10.3,3,55.8,,0,0,0,11.1,3,13,28,0,51.6,75.3,68.7,68.8,70.0,77.0,207,1,75,8.2,22,269,1,24,87.0,234,19.0,51,107.8,43,4,1.5,4,391,209,8.7,16.3,1.67,22,174,262,49ers,2016,17999.4,
794,Vance McDonald,7836,PIT,TE,6.6,5,64.9,28.6,2,7,0,17.2,5,18,25,0,33.1,75.5,76.8,79.1,68.4,49.0,95,2,28,8.2,16,194,1,24,88.1,171,38.1,74,76.4,37,1,10.3,20,300,179,7.5,12.5,1.75,16,145,189,Steelers,2017,14515.199999999999,
885,Vance McDonald,7836,PIT,TE,6.0,14,74.6,33.3,3,9,0,7.4,4,32,25,2,64.9,24.3,69.3,66.5,69.6,68.0,308,1,75,5.5,25,453,6,50,89.4,405,21.2,96,115.9,67,4,8.8,40,610,392,7.8,12.2,1.51,25,111,444,Steelers,2018,30769.199999999997,
1016,Vance McDonald,7836,PIT,TE,4.8,5,73.1,45.5,5,11,0,9.5,4,12,25,1,57.7,29.8,45.3,65.7,44.6,85.0,385,2,22,5.7,26,453,4,38,87.0,394,7.1,32,88.1,52,3,7.1,32,273,178,4.7,7.2,0.69,26,230,449,Steelers,2019,20339.699999999997,
1170,Vance McDonald,7836,PIT,TE,1.4,3,78.9,66.7,2,3,0,0.0,0,4,25,0,81.1,73.0,45.6,41.2,42.5,87.1,210,0,15,9.5,23,241,2,15,85.9,207,8.7,21,88.4,19,0,3.3,8,99,82,5.5,6.6,0.48,23,242,239,Steelers,2020,10898.4,
9,Vernon Davis,2951,SF,TE,10.9,11,64.4,,0,0,0,9.7,6,35,28,0,57.0,80.3,79.9,65.5,75.6,43.3,241,1,66,12.8,71,556,3,56,84.4,469,51.4,286,121.5,87,7,4.3,24,914,445,7.9,16.3,1.95,71,355,551,49ers,2010,44024.9,
114,Vernon Davis,2951,SF,TE,10.3,12,73.3,,0,0,0,6.1,5,40,28,3,69.7,24.1,81.1,51.1,78.8,71.8,446,0,73,12.6,78,621,4,77,83.1,516,21.3,132,138.0,105,10,5.3,33,1084,454,5.9,14.1,2.1,78,491,611,49ers,2011,49552.1,
232,Vernon Davis,2951,SF,TE,13.1,11,70.7,,0,0,0,5.4,3,37,28,0,75.0,80.0,81.9,63.4,78.0,63.6,379,1,53,10.1,60,596,1,53,85.6,510,28.7,171,126.6,75,6,6.9,41,802,250,4.7,15.1,1.57,60,507,591,49ers,2012,48402.9,
327,Vernon Davis,2951,SF,TE,14.5,7,59.4,,0,0,0,9.5,6,40,28,1,49.3,40.6,72.5,65.8,72.4,50.3,274,3,64,5.0,27,545,4,57,90.5,493,34.9,190,117.4,96,15,12.8,70,904,272,4.8,15.9,1.83,27,449,534,49ers,2013,38715.0,
457,Vernon Davis,2951,SF,TE,12.1,4,55.3,,0,0,0,18.8,6,11,28,0,32.5,76.9,53.8,76.3,48.2,50.4,248,1,29,8.1,40,492,3,26,84.6,416,42.5,209,75.2,47,2,6.3,31,245,53,2.0,9.4,0.59,40,338,488,49ers,2014,26254.399999999998,
562,Vernon Davis,2951,DEN,TE,9.8,6,69.1,,0,0,1,7.3,3,21,10,0,60.1,77.7,61.6,70.4,59.1,65.6,257,4,43,5.4,21,392,3,38,90.8,356,16.6,65,59.3,55,0,17.1,67,395,156,4.1,10.4,1.11,21,241,389,Broncos,2015,23962.4,
668,Vernon Davis,2951,WAS,TE,9.8,13,74.6,,0,0,0,4.3,2,22,32,0,69.3,78.8,76.0,64.0,82.5,69.5,253,2,44,16.2,59,364,6,44,78.0,284,16.8,61,102.6,59,2,11.8,43,583,228,5.2,13.3,2.05,59,310,357,Commanders,2016,27132.0,
777,Vernon Davis,2951,WAS,TE,11.4,10,63.2,50.0,4,8,0,10.4,5,23,32,2,52.3,23.0,61.9,58.0,68.5,65.4,308,2,69,14.9,70,471,5,43,82.6,389,20.4,96,96.9,68,3,13.0,61,648,302,7.0,15.1,1.67,70,328,465,Commanders,2017,28783.5,
904,Vernon Davis,2951,WAS,TE,11.6,8,71.4,44.4,4,9,0,7.4,2,16,32,0,64.1,75.7,61.0,66.7,73.1,59.8,147,1,53,13.0,32,246,5,25,80.1,197,25.6,63,112.4,35,2,13.8,34,367,173,6.9,14.7,1.86,32,201,244,Commanders,2018,14884.0,
1054,Vernon Davis,2951,WAS,TE,6.4,3,58.8,50.0,1,2,1,9.1,1,4,32,0,60.2,71.5,49.4,55.1,52.9,49.7,74,2,48,7.4,11,149,2,10,83.2,124,32.9,49,61.3,17,1,16.8,25,123,78,7.8,12.3,0.99,11,37,148,Commanders,2019,7311.2,
867,Vince Mayle,9556,BLT,TE,7.0,0,0.0,0.0,0,1,0,,0,0,3,0,,69.4,55.3,,52.5,28.6,2,0,0,0.0,0,7,0,0,100.0,7,28.6,2,39.6,1,0,0.0,0,0,0,,,0.0,0,14,4,Ravens,2017,221.2,
191,Virgil Green,6356,DEN,TE,6.5,0,75.0,,0,0,0,0.0,0,2,10,0,70.5,65.8,66.0,74.8,59.4,86.9,73,0,9,51.2,43,84,0,3,45.2,38,4.8,4,89.6,4,0,4.8,4,24,11,3.7,8.0,0.63,43,186,81,Broncos,2011,5346.0,
289,Virgil Green,6356,DEN,TE,1.2,2,83.3,,0,0,0,0.0,0,4,10,0,73.4,68.0,80.2,39.6,83.9,73.7,28,0,28,57.9,22,38,0,5,42.1,16,13.2,5,110.4,6,0,7.9,3,63,59,11.8,12.6,3.94,22,142,36,Broncos,2012,2887.2000000000003,
381,Virgil Green,6356,DEN,TE,3.5,0,83.3,,0,0,0,9.1,1,0,10,0,58.9,71.7,64.1,70.6,47.3,70.0,84,0,10,40.8,49,120,0,10,57.5,69,20.8,25,83.3,12,0,5.8,7,48,23,2.3,4.8,0.7,49,217,116,Broncos,2013,7435.599999999999,
500,Virgil Green,6356,DEN,TE,3.8,0,87.5,,0,0,0,12.5,1,5,10,0,52.1,71.1,71.0,64.6,52.1,75.7,115,0,38,38.2,58,152,0,7,56.6,86,7.2,11,146.9,8,1,12.5,19,78,50,7.1,11.1,0.91,58,270,145,Broncos,2014,10295.0,
594,Virgil Green,6356,DEN,TE,4.9,3,82.4,,0,0,0,0.0,0,10,10,0,81.7,73.3,72.8,73.2,77.6,84.6,181,0,32,34.6,74,214,0,14,60.3,129,10.3,22,132.1,17,1,2.3,5,187,132,9.4,13.4,1.45,74,250,208,Broncos,2015,15142.4,
683,Virgil Green,6356,DEN,TE,7.7,4,64.7,100.0,2,2,1,12.0,3,13,10,0,50.0,75.0,67.4,68.5,61.9,81.4,236,0,31,19.0,55,290,2,22,76.6,222,13.4,39,94.9,34,1,4.1,12,237,101,4.6,10.8,1.07,55,195,287,Broncos,2016,19343.800000000003,
815,Virgil Green,6356,DEN,TE,8.3,0,63.6,33.3,2,6,0,26.3,5,7,10,0,28.1,72.7,53.6,74.0,46.0,76.7,178,1,44,37.9,88,232,1,14,60.3,140,16.4,38,87.5,22,1,4.7,11,191,91,6.5,13.6,1.36,88,301,227,Broncos,2017,12167.2,
916,Virgil Green,6356,LAC,TE,5.1,2,70.4,0.0,0,4,0,17.4,4,10,27,0,35.5,74.4,58.4,79.2,50.0,69.7,216,0,26,21.6,67,310,4,19,75.8,235,20.0,62,105.5,27,1,9.4,29,210,104,5.5,11.1,0.89,67,364,307,Chargers,2018,17928.8,
1067,Virgil Green,6356,LAC,TE,5.3,2,81.8,0.0,0,1,0,0.0,0,4,27,0,78.0,71.1,58.0,66.5,54.7,62.2,125,0,15,20.9,42,201,2,9,70.6,142,26.4,53,126.5,11,1,10.9,22,78,42,4.7,8.7,0.55,42,177,200,Chargers,2019,11600.0,
1201,Virgil Green,6356,LAC,TE,12.3,1,50.0,50.0,1,2,0,25.0,1,2,27,0,36.2,65.8,75.1,69.3,69.6,87.7,50,0,26,45.6,26,57,1,3,50.9,29,3.5,2,118.1,6,1,1.8,1,50,24,8.0,16.7,1.72,26,84,53,Chargers,2020,3980.2999999999997,
15,Visanthe Shiancoe,1406,MIN,TE,9.3,2,62.7,,0,0,0,7.8,4,21,18,0,64.9,79.3,57.8,65.7,62.1,74.6,320,4,33,7.7,33,429,12,47,86.2,370,14.7,63,70.4,75,2,10.3,44,530,179,3.8,11.3,1.43,33,275,427,Vikings,2010,24680.6,
128,Visanthe Shiancoe,1406,MIN,TE,8.7,1,55.4,,0,0,2,12.2,5,26,18,0,48.3,77.7,69.4,79.1,68.1,76.9,347,1,37,13.5,61,451,8,36,83.6,377,12.6,57,83.4,65,3,4.0,18,409,148,4.1,11.4,1.08,61,337,422,Vikings,2011,29286.800000000003,
307,Visanthe Shiancoe,1406,NE,TE,12.0,0,0.0,,0,0,0,100.0,1,0,19,0,28.0,,47.5,70.4,40.2,39.1,9,1,0,8.7,2,23,0,0,87.0,20,47.8,11,0.0,1,0,13.0,3,0,0,,,0.0,2,34,23,Patriots,2012,1092.5,
420,Visanthe Shiancoe,1406,TEN,TE,-1.5,1,100.0,,0,0,0,0.0,0,0,31,0,70.5,65.8,57.7,,61.6,42.1,8,0,3,0.0,0,19,0,2,94.7,18,52.6,10,79.2,2,0,0.0,0,2,5,2.5,1.0,0.11,0,7,18,Titans,2013,1038.6000000000001,
179,Weslye Saunders,6496,PIT,TE,10.1,1,57.1,,0,0,0,0.0,0,3,25,0,73.4,68.0,77.1,78.1,61.5,91.2,62,0,14,26.5,18,68,2,4,69.1,47,4.4,3,106.5,7,1,0.0,0,29,9,2.3,7.3,0.62,18,175,65,Steelers,2011,5011.5,
295,Weslye Saunders,6496,IND,TE,15.3,0,50.0,,0,0,0,0.0,0,1,14,0,68.3,64.0,73.0,60.9,52.7,92.6,50,0,11,38.9,21,54,0,2,57.4,31,3.7,2,59.4,4,0,3.7,2,15,3,1.5,7.5,0.48,21,121,54,Colts,2012,3942.0,
392,Weslye Saunders,6496,IND,TE,8.9,0,50.0,,0,0,0,33.3,2,3,14,0,28.6,67.0,49.6,84.4,49.5,38.8,31,0,18,15.0,12,80,0,4,81.3,65,53.8,43,67.7,8,0,5.0,4,46,12,3.0,11.5,0.71,12,48,78,Colts,2013,3868.8,
942,Will Dissly,30762,SEA,TE,11.5,3,66.7,0.0,0,1,0,0.0,0,5,29,0,76.5,70.1,72.7,75.2,77.2,48.0,36,0,66,8.0,6,75,0,8,89.3,67,41.3,31,149.3,12,2,10.7,8,156,96,12.0,19.5,2.33,6,52,75,Seahawks,2018,5452.5,
1037,Will Dissly,30762,SEA,TE,9.5,1,88.5,100.0,2,2,0,0.0,0,14,29,1,85.3,25.6,79.6,66.9,87.1,52.6,72,0,38,14.6,20,137,4,23,76.6,105,35.8,49,148.2,26,4,11.7,16,262,77,3.3,11.4,2.5,20,112,137,Seahawks,2019,10905.199999999999,
1159,Will Dissly,30762,SEA,TE,5.7,4,82.8,66.7,2,3,0,7.7,2,12,29,0,62.5,76.3,66.1,71.3,62.4,70.8,223,1,28,27.6,87,315,2,24,69.5,219,22.5,71,111.4,29,2,4.4,14,251,171,7.1,10.5,1.15,87,242,308,Seahawks,2020,20358.8,
