player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,weighted_grade,weighted_average_grade,TE_Value,TE_Value_Score,Production_Score
00-0029534,2015,Seahawks,0.3559463986599664,,26.0,0.0,0.19,61.10%,Cooper Helfet,TE,5.9,1.0,72.2,MISSING,0.0,0.0,0.0,13.3,2.0,7.0,29.0,0.0,47.7,72.3,57.4,63.2,52.8,60.7,99.0,0.0,20.0,12.3,20.0,163.0,1.0,13.0,82.8,135.0,23.9,39.0,92.4,18.0,0.0,14.1,23.0,130.0,76.0,5.8,10.0,0.96,20.0,136.0,161.0,9241.4,MISSING,1191.3999999999999,2.9784999999999995,200.0
00-0027069,2015,Seahawks,0.0917573981016192,,28.0,44.305575838673306,0.19,61.10%,Chase Coffman,TE,6.5,0.0,66.7,MISSING,0.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,76.5,70.1,67.9,74.5,73.3,39.1,25.0,1.0,16.0,9.4,6.0,64.0,2.0,8.0,87.5,56.0,45.3,29.0,75.3,12.0,1.0,15.6,10.0,71.0,23.0,2.9,8.9,1.27,6.0,41.0,64.0,4345.6,MISSING,1145.6000000000004,2.8640000000000008,141.0
00-0030089,2015,Seahawks,0.4394423506420994,,25.0,48.75348174144654,0.19,61.10%,Luke Willson,TE,8.3,6.0,67.7,MISSING,0.0,0.0,1.0,4.5,1.0,15.0,29.0,0.0,71.9,74.8,70.1,51.6,71.2,67.8,179.0,0.0,24.0,20.1,53.0,264.0,4.0,21.0,77.3,204.0,22.0,58.0,105.2,31.0,1.0,9.8,26.0,267.0,139.0,6.6,12.7,1.31,53.0,242.0,263.0,18436.3,MISSING,5286.299999999998,13.215749999999996,437.0
00-0027696,2015,Seahawks,5.583472920156337,,28.0,62.08858018720172,0.19,61.10%,Jimmy Graham,TE,9.1,4.0,70.6,MISSING,0.0,0.0,0.0,4.0,2.0,29.0,29.0,0.0,78.2,79.1,79.0,48.5,82.9,53.5,198.0,1.0,45.0,6.8,25.0,370.0,3.0,48.0,90.8,336.0,30.5,113.0,101.7,68.0,2.0,15.4,57.0,605.0,224.0,4.7,12.6,1.8,25.0,198.0,368.0,29072.0,MISSING,10672.0,26.68,935.0
00-0027783,2015,Seahawks,0.1083849804578447,,27.0,20.605554628885045,0.19,61.10%,Anthony McCoy,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0027695,2014,Seahawks,0.2282172932330827,,27.0,85.88060331419265,0.21,73.70%,Tony Moeaki,TE,8.3,0.0,61.5,MISSING,0.0,0.0,0.0,11.1,1.0,6.0,29.0,0.0,56.7,70.6,67.6,39.3,65.5,83.1,98.0,0.0,63.0,21.2,25.0,118.0,0.0,8.0,74.6,88.0,10.2,12.0,122.0,13.0,1.0,6.8,8.0,134.0,74.0,9.3,16.8,1.52,25.0,104.0,118.0,7976.799999999999,MISSING,2076.7999999999993,5.191999999999998,214.0
00-0029534,2014,Seahawks,0.3157894736842105,,25.0,0.0,0.21,73.70%,Cooper Helfet,TE,10.3,1.0,50.0,MISSING,0.0,0.0,0.0,7.7,1.0,9.0,29.0,0.0,61.8,80.0,71.9,33.4,73.4,66.0,99.0,0.0,36.0,12.7,19.0,150.0,0.0,12.0,85.3,128.0,20.0,30.0,103.6,24.0,2.0,12.0,18.0,185.0,68.0,5.7,15.4,1.45,19.0,120.0,147.0,10569.3,MISSING,3219.3000000000006,8.048250000000001,315.0
00-0025425,2014,Seahawks,2.922932330827068,,28.0,77.68031825305492,0.21,73.70%,Zach Miller,TE,6.7,1.0,85.7,MISSING,0.0,0.0,1.0,0.0,0.0,3.0,29.0,0.0,74.6,68.8,65.2,73.2,72.0,67.7,65.0,0.0,24.0,26.0,25.0,96.0,4.0,6.0,71.9,69.0,27.1,26.0,111.9,7.0,0.0,3.1,3.0,76.0,34.0,5.7,12.7,1.1,25.0,61.0,94.0,6128.8,MISSING,1428.8000000000002,3.5720000000000005,106.0
00-0030089,2014,Seahawks,0.4057390977443609,,24.0,53.8809301755788,0.21,73.70%,Luke Willson,TE,9.3,9.0,58.3,MISSING,0.0,0.0,0.0,20.0,7.0,18.0,29.0,0.0,29.3,81.2,69.5,67.2,63.8,68.6,256.0,1.0,80.0,16.4,61.0,373.0,3.0,28.0,80.2,299.0,17.4,65.0,108.1,48.0,4.0,12.6,47.0,441.0,270.0,9.6,15.8,1.47,61.0,327.0,368.0,25576.0,MISSING,7176.0,17.94,701.0
00-0031213,2014,Seahawks,0.0047368421052631,,24.0,0.0,0.21,73.70%,RaShaun Allen,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0026298,2013,Seahawks,0.5444506472491909,,27.0,29.5704814439274,0.22,84.20%,Kellen Davis,TE,9.7,0.0,100.0,MISSING,0.0,0.0,0.0,25.0,1.0,2.0,29.0,0.0,36.2,65.8,54.3,68.5,57.1,86.8,46.0,0.0,23.0,20.8,11.0,53.0,4.0,3.0,77.4,41.0,7.5,4.0,150.7,3.0,1.0,5.7,3.0,32.0,11.0,3.7,10.7,0.78,11.0,115.0,53.0,2877.8999999999996,MISSING,227.89999999999986,0.5697499999999996,72.0
00-0030089,2013,Seahawks,0.3637807443365696,,23.0,59.54763706891429,0.22,84.20%,Luke Willson,TE,5.7,4.0,73.3,MISSING,0.0,0.0,0.0,12.0,3.0,15.0,29.0,0.0,50.6,80.4,67.9,66.4,68.0,61.7,148.0,0.0,39.0,13.3,32.0,240.0,1.0,22.0,80.8,194.0,18.8,45.0,114.4,30.0,1.0,15.4,37.0,289.0,194.0,8.8,13.1,1.49,32.0,217.0,230.0,15617.000000000002,MISSING,4117.000000000001,10.292500000000002,459.0
00-0025425,2013,Seahawks,8.89967637540453,,27.0,104.85746176919314,0.22,84.20%,Zach Miller,TE,7.2,2.0,66.7,MISSING,0.0,0.0,0.0,2.6,1.0,19.0,29.0,0.0,82.3,85.4,73.6,66.2,70.1,71.2,338.0,1.0,60.0,21.7,103.0,475.0,2.0,38.0,72.8,346.0,21.5,102.0,111.2,57.0,5.0,5.9,28.0,433.0,187.0,4.9,11.4,1.25,103.0,406.0,468.0,34444.799999999996,MISSING,11044.799999999997,27.611999999999995,723.0
00-0027783,2012,Seahawks,0.4694958540630182,,24.0,33.97281621121626,0.18,66.70%,Anthony McCoy,TE,9.4,2.0,72.0,MISSING,0.0,0.0,0.0,10.0,2.0,13.0,29.0,0.0,57.1,74.1,67.4,55.0,70.8,65.5,165.0,3.0,67.0,16.3,41.0,252.0,6.0,18.0,79.4,200.0,17.9,45.0,110.6,25.0,3.0,13.9,35.0,291.0,142.0,7.9,16.2,1.46,41.0,275.0,245.0,16513.0,MISSING,4263.000000000002,10.657500000000004,481.0
00-0025425,2012,Seahawks,5.804311774461028,,26.0,141.54276830920938,0.18,66.70%,Zach Miller,TE,8.1,3.0,82.0,MISSING,0.0,0.0,0.0,2.0,1.0,29.0,29.0,1.0,79.8,37.4,84.9,66.0,82.6,75.4,386.0,0.0,34.0,21.5,110.0,512.0,0.0,50.0,73.4,376.0,18.9,97.0,128.6,61.0,4.0,4.5,23.0,586.0,215.0,4.3,11.7,1.56,110.0,465.0,506.0,42959.4,MISSING,17659.4,44.148500000000006,956.0
00-0026963,2011,Seahawks,0.4445582554517133,,24.0,12.58309578676374,0.0,43.80%,Cameron Morrah,TE,8.0,0.0,46.2,MISSING,0.0,0.0,1.0,33.3,3.0,4.0,29.0,0.0,28.3,70.3,53.7,77.8,45.0,79.3,73.0,0.0,21.0,9.8,9.0,92.0,1.0,6.0,83.7,77.0,7.6,7.0,64.3,13.0,0.0,10.9,10.0,74.0,38.0,6.3,12.3,0.96,9.0,72.0,90.0,4833.0,MISSING,333.0000000000002,0.8325000000000006,114.0
00-0027783,2011,Seahawks,0.3956070612668744,,23.0,37.54576848176512,0.0,43.80%,Anthony McCoy,TE,7.5,2.0,54.2,MISSING,0.0,0.0,0.0,27.8,5.0,7.0,29.0,0.0,27.0,72.3,48.5,39.4,42.0,80.3,179.0,1.0,31.0,27.8,62.0,223.0,3.0,13.0,68.2,152.0,13.0,29.0,55.2,24.0,0.0,3.1,7.0,146.0,72.0,5.5,11.2,0.96,62.0,175.0,215.0,10427.5,MISSING,-322.5,-0.80625,216.0
00-0025425,2011,Seahawks,2.4922118380062304,,25.0,191.06275245087585,0.0,43.80%,Zach Miller,TE,8.8,2.0,64.1,MISSING,0.0,0.0,1.0,10.7,3.0,10.0,29.0,0.0,52.9,75.5,59.9,71.1,46.0,85.5,406.0,3.0,28.0,25.3,120.0,475.0,2.0,25.0,71.2,338.0,7.2,34.0,48.3,39.0,0.0,5.5,26.0,233.0,89.0,3.6,9.3,0.69,120.0,378.0,466.0,27913.4,MISSING,4613.4,11.533499999999998,333.0
00-0026963,2010,Seahawks,0.3293796747967479,,23.0,13.906471522891492,-0.13,44.40%,Cameron Morrah,TE,8.2,0.0,54.2,MISSING,0.0,0.0,1.0,23.5,4.0,7.0,29.0,0.0,29.0,72.3,61.6,79.2,57.8,57.0,85.0,0.0,39.0,16.1,24.0,149.0,2.0,13.0,79.9,119.0,17.4,26.0,78.6,24.0,0.0,25.5,38.0,181.0,99.0,7.6,13.9,1.52,24.0,92.0,149.0,9178.4,MISSING,1728.4000000000003,4.321000000000001,251.0
00-0021213,2010,Seahawks,2.2357723577235773,,30.0,27.609201409308127,-0.13,44.40%,Chris Baker,TE,9.0,0.0,47.4,MISSING,0.0,0.0,0.0,10.0,1.0,4.0,29.0,0.0,56.7,70.6,57.9,81.9,39.6,91.4,192.0,1.0,44.0,32.4,68.0,210.0,2.0,9.0,66.2,139.0,6.7,14.0,62.6,19.0,1.0,1.4,3.0,116.0,46.0,5.1,12.9,0.83,68.0,198.0,209.0,12101.1,MISSING,1651.0999999999997,4.127749999999999,176.0
00-0026178,2010,Seahawks,0.7778455284552845,,26.0,233.3645728251735,-0.13,44.40%,John Carlson,TE,8.4,0.0,62.5,MISSING,0.0,0.0,0.0,12.5,5.0,15.0,29.0,0.0,46.4,77.4,58.5,65.3,51.2,67.0,356.0,3.0,37.0,23.0,122.0,531.0,2.0,35.0,73.6,391.0,18.5,98.0,75.7,56.0,3.0,7.7,41.0,349.0,153.0,4.4,10.0,0.89,122.0,306.0,495.0,28957.5,MISSING,4207.5,10.51875,559.0
00-0027783,2010,Seahawks,0.2814731707317073,,22.0,41.49449142284807,-0.13,44.40%,Anthony McCoy,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0031585,2024,Steelers,0.4052466718872357,,32.0,10.589075326609684,-0.01722587637,55.60%,MyCole Pruitt,TE,4.3,1.0,60.0,MISSING,0.0,0.0,1.0,0.0,0.0,2.0,25.0,0.0,75.6,69.5,54.6,83.8,52.0,75.5,74.0,1.0,18.0,26.5,26.0,98.0,1.0,6.0,66.3,65.0,15.3,15.0,62.5,10.0,1.0,3.1,3.0,40.0,14.0,2.3,6.7,0.62,26.0,183.0,92.0,5023.2,MISSING,423.20000000000016,1.0580000000000005,80.0
00-0037304,2024,Steelers,0.4008637431480031,,25.0,23.214998347010138,-0.01722587637,55.60%,Connor Heyward,TE,8.3,0.0,75.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,25.0,0.0,74.6,70.1,53.2,86.5,53.8,20.2,17.0,0.0,16.0,20.2,17.0,84.0,7.0,6.0,73.8,62.0,34.5,29.0,125.0,8.0,1.0,7.1,6.0,40.0,8.0,1.3,6.7,0.65,17.0,127.0,52.0,2766.4,MISSING,166.40000000000015,0.41600000000000037,90.0
00-0038558,2024,Steelers,0.4764283476898982,,23.0,115.92668878360382,-0.01722587637,55.60%,Darnell Washington,TE,5.0,5.0,80.0,50.0,1.0,2.0,1.0,4.8,1.0,9.0,25.0,0.0,70.7,74.4,71.2,68.3,69.9,86.0,221.0,1.0,29.0,31.1,80.0,257.0,5.0,20.0,64.6,166.0,7.4,19.0,98.2,25.0,1.0,6.6,17.0,209.0,131.0,6.6,10.5,1.26,80.0,345.0,257.0,18298.4,MISSING,5448.400000000001,13.621000000000002,319.0
00-0036894,2024,Steelers,1.423662098668755,,25.0,161.10592695588124,-0.01722587637,55.60%,Pat Freiermuth,TE,6.2,6.0,87.2,85.7,6.0,7.0,0.0,6.8,5.0,32.0,25.0,3.0,67.9,26.8,67.2,52.6,70.0,29.4,152.0,1.0,30.0,4.1,21.0,517.0,1.0,68.0,90.9,470.0,53.8,278.0,126.9,78.0,7.0,16.6,86.0,668.0,286.0,4.2,9.8,1.42,21.0,285.0,516.0,34675.200000000004,MISSING,8875.2,22.188000000000002,1128.0
00-0035436,2024,Steelers,0.0440485512920908,,28.0,0.0,-0.01722587637,55.60%,Matt Sokol,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0037304,2023,Steelers,0.4042731316725979,,24.0,25.65654103628983,-0.03,55.60%,Connor Heyward,TE,5.1,2.0,70.6,40.0,2.0,5.0,1.0,7.7,2.0,8.0,25.0,0.0,62.3,76.3,55.5,72.1,57.2,65.8,156.0,1.0,13.0,4.6,11.0,237.0,4.0,24.0,87.3,207.0,23.2,55.0,69.7,34.0,0.0,8.0,19.0,172.0,103.0,4.3,7.2,0.83,11.0,179.0,230.0,12765.0,MISSING,1265.0,3.1625,252.0
00-0038558,2023,Steelers,0.4330240213523131,,22.0,128.11880507244533,-0.03,55.60%,Darnell Washington,TE,1.4,0.0,70.0,0.0,0.0,1.0,0.0,12.5,1.0,4.0,25.0,0.0,52.5,69.5,47.4,66.7,43.8,87.2,171.0,0.0,12.0,21.9,43.0,196.0,2.0,7.0,74.0,145.0,9.2,18.0,85.8,10.0,0.0,3.1,6.0,61.0,51.0,7.3,8.7,0.42,43.0,336.0,195.0,9243.0,MISSING,-507.0000000000003,-1.2675000000000007,101.0
00-0036894,2023,Steelers,0.7313385231316726,,24.0,178.0495852012595,-0.03,55.60%,Pat Freiermuth,TE,7.4,6.0,74.0,57.1,4.0,7.0,0.0,0.0,0.0,20.0,25.0,1.0,90.0,29.1,65.8,77.5,68.8,42.1,143.0,1.0,33.0,4.7,16.0,340.0,3.0,37.0,90.0,306.0,49.7,169.0,100.8,50.0,2.0,8.2,28.0,384.0,186.0,5.0,10.4,1.25,16.0,178.0,340.0,22372.0,MISSING,5371.999999999999,13.429999999999998,624.0
00-0037304,2022,Steelers,0.3572555235350624,,23.0,28.354863011721964,-0.009,52.90%,Connor Heyward,TE,7.3,1.0,80.0,100.0,3.0,3.0,0.0,7.7,1.0,6.0,25.0,0.0,62.1,73.0,74.1,31.6,77.6,57.8,52.0,1.0,45.0,4.4,4.0,90.0,0.0,12.0,90.0,81.0,36.7,33.0,103.1,15.0,1.0,5.6,5.0,151.0,64.0,5.3,12.6,1.86,4.0,83.0,90.0,6668.999999999999,MISSING,2168.9999999999995,5.4224999999999985,231.0
00-0035222,2022,Steelers,0.5048583093179635,,25.0,53.62577951982119,-0.009,52.90%,Zach Gentry,TE,3.0,0.0,82.6,33.3,1.0,3.0,0.0,5.0,1.0,6.0,25.0,0.0,69.6,74.1,47.5,53.6,48.0,91.4,234.0,0.0,32.0,23.4,60.0,256.0,1.0,19.0,72.3,185.0,7.4,19.0,90.6,23.0,0.0,1.2,3.0,132.0,101.0,5.3,6.9,0.71,60.0,321.0,256.0,12160.0,MISSING,-640.0,-1.6,192.0
00-0036894,2022,Steelers,0.6580408261287224,,23.0,196.7752235398642,-0.009,52.90%,Pat Freiermuth,TE,8.4,11.0,65.6,41.7,10.0,24.0,1.0,4.5,3.0,37.0,25.0,0.0,78.8,80.8,75.5,72.3,78.3,58.2,288.0,4.0,57.0,6.1,30.0,495.0,4.0,63.0,87.9,435.0,36.4,180.0,78.1,96.0,2.0,5.3,26.0,732.0,289.0,4.6,11.6,1.68,30.0,248.0,494.0,37297.0,MISSING,12597.0,31.4925,1142.0
00-0036894,2021,Steelers,0.6005660273972603,,22.0,217.47025445409253,-0.057,52.90%,Pat Freiermuth,TE,5.9,11.0,77.9,58.8,10.0,17.0,0.0,4.8,3.0,34.0,25.0,1.0,77.6,43.9,72.3,81.2,74.8,60.9,276.0,0.0,24.0,7.1,32.0,453.0,0.0,60.0,87.2,395.0,32.2,146.0,123.9,77.0,7.0,6.6,30.0,497.0,249.0,4.2,8.3,1.26,32.0,231.0,452.0,32679.6,MISSING,10079.599999999999,25.198999999999998,977.0
00-0034193,2021,Steelers,0.1662087671232877,,26.0,0.0,-0.057,52.90%,Kevin Rader,TE,2.7,0.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,68.3,64.0,60.8,67.1,50.7,100.0,13.0,0.0,7.0,7.7,1.0,13.0,0.0,2.0,92.3,12.0,0.0,0.0,70.1,3.0,0.0,0.0,0.0,8.0,4.0,2.0,4.0,0.67,1.0,23.0,13.0,790.4,MISSING,140.39999999999998,0.3509999999999999,8.0
00-0035222,2021,Steelers,0.5129397260273972,,24.0,59.26565198444304,-0.057,52.90%,Zach Gentry,TE,3.3,2.0,79.2,50.0,1.0,2.0,0.0,0.0,0.0,11.0,25.0,0.0,83.2,74.1,67.0,82.0,60.7,90.4,208.0,0.0,25.0,23.9,55.0,230.0,0.0,19.0,69.6,160.0,4.3,10.0,95.7,24.0,0.0,1.7,4.0,167.0,129.0,6.8,8.8,1.04,55.0,243.0,222.0,14874.0,MISSING,3774.0,9.435,277.0
00-0031387,2021,Steelers,2.5183561643835617,,28.0,146.50066195646988,-0.057,52.90%,Eric Ebron,TE,6.7,0.0,70.6,75.0,3.0,4.0,0.0,14.3,2.0,6.0,25.0,0.0,46.0,72.5,48.4,76.1,46.8,73.5,136.0,0.0,19.0,3.8,7.0,185.0,0.0,12.0,93.0,172.0,21.1,39.0,101.1,17.0,1.0,4.9,9.0,84.0,23.0,1.9,7.0,0.49,7.0,59.0,184.0,8905.6,MISSING,-294.40000000000026,-0.7360000000000007,164.0
00-0035671,2021,Steelers,0.0352876712328767,,25.0,132.713613631279,-0.057,52.90%,Jace Sternberger,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0030470,2020,Steelers,1.931130171543895,,30.0,59.26755837793681,0.141,70.60%,Vance McDonald,TE,1.4,3.0,78.9,66.7,2.0,3.0,0.0,0.0,0.0,4.0,25.0,0.0,81.1,73.0,45.6,41.2,42.5,87.1,210.0,0.0,15.0,9.5,23.0,241.0,2.0,15.0,85.9,207.0,8.7,21.0,88.4,19.0,0.0,3.3,8.0,99.0,82.0,5.5,6.6,0.48,23.0,242.0,239.0,10898.4,MISSING,-1051.5999999999997,-2.628999999999999,139.0
00-0031387,2020,Steelers,1.7658930373360242,,27.0,197.75520885765553,0.141,70.60%,Eric Ebron,TE,7.9,2.0,65.9,42.9,6.0,14.0,0.0,11.1,7.0,30.0,25.0,1.0,50.4,41.8,55.7,62.4,58.5,53.8,289.0,1.0,27.0,4.7,25.0,537.0,7.0,56.0,87.9,472.0,34.8,187.0,99.0,85.0,5.0,11.2,60.0,558.0,191.0,3.4,10.0,1.18,25.0,229.0,536.0,29855.2,MISSING,3055.2000000000016,7.638000000000004,958.0
00-0034193,2020,Steelers,0.1086236125126135,,25.0,0.0,0.141,70.60%,Kevin Rader,TE,4.0,0.0,0.0,0.0,0.0,1.0,0.0,MISSING,0.0,0.0,25.0,0.0,MISSING,MISSING,43.1,70.9,31.3,100.0,7.0,0.0,0.0,28.6,2.0,7.0,0.0,0.0,71.4,5.0,0.0,0.0,39.6,1.0,0.0,0.0,0.0,0.0,0.0,MISSING,MISSING,0.0,2.0,5.0,7.0,301.7,MISSING,-48.29999999999999,-0.12074999999999997,0.0
00-0035222,2020,Steelers,0.3394959636730575,,23.0,65.49867501399874,0.141,70.60%,Zach Gentry,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0035222,2019,Steelers,0.3087752391073326,,22.0,72.38723079795948,-0.014,50.00%,Zach Gentry,TE,1.0,1.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,64.7,61.2,58.0,70.6,56.0,92.0,23.0,0.0,4.0,4.0,1.0,25.0,0.0,1.0,88.0,22.0,8.0,2.0,83.3,1.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,0.18,1.0,24.0,25.0,1450.0,MISSING,200.0,0.5,14.0
00-0030470,2019,Steelers,3.046625929861849,,29.0,80.00283567998292,-0.014,50.00%,Vance McDonald,TE,4.8,5.0,73.1,45.5,5.0,11.0,0.0,9.5,4.0,12.0,25.0,1.0,57.7,29.8,45.3,65.7,44.6,85.0,385.0,2.0,22.0,5.7,26.0,453.0,4.0,38.0,87.0,394.0,7.1,32.0,88.1,52.0,3.0,7.1,32.0,273.0,178.0,4.7,7.2,0.69,26.0,230.0,449.0,20339.699999999997,MISSING,-2110.300000000001,-5.275750000000003,453.0
00-0032394,2019,Steelers,0.3220600425079702,,26.0,94.02147453199008,-0.014,50.00%,Nick Vannett,TE,6.5,3.0,81.0,33.3,1.0,3.0,0.0,0.0,0.0,5.0,25.0,0.0,67.7,73.6,48.2,43.9,48.9,74.0,165.0,0.0,18.0,9.4,21.0,223.0,3.0,17.0,84.3,188.0,17.9,40.0,99.6,21.0,0.0,6.3,14.0,166.0,71.0,4.2,9.8,0.88,21.0,250.0,219.0,10555.8,MISSING,-394.19999999999936,-0.9854999999999984,216.0
00-0031035,2018,Steelers,0.355530474040632,,25.0,0.0,0.07,60.00%,Xavier Grimble,TE,4.7,1.0,85.7,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,25.0,1.0,74.6,16.9,53.8,74.9,60.2,59.3,35.0,0.0,23.0,8.5,5.0,59.0,1.0,6.0,83.1,49.0,25.4,15.0,117.9,7.0,0.0,15.3,9.0,86.0,55.0,9.2,14.3,1.76,5.0,115.0,59.0,3174.2,MISSING,224.19999999999982,0.5604999999999996,126.0
00-0032135,2018,Steelers,1.1056591422121895,,24.0,42.96586118525993,0.07,60.00%,Jesse James,TE,7.9,0.0,76.9,60.0,3.0,5.0,1.0,6.3,2.0,17.0,25.0,0.0,67.3,76.5,65.2,75.8,62.3,74.3,255.0,1.0,51.0,10.8,37.0,343.0,3.0,30.0,83.1,285.0,21.3,73.0,117.8,39.0,2.0,3.2,11.0,423.0,184.0,6.1,14.1,1.48,37.0,220.0,339.0,22102.8,MISSING,5152.800000000001,12.882000000000003,633.0
00-0030470,2018,Steelers,1.337824492099323,,28.0,107.99253237368066,0.07,60.00%,Vance McDonald,TE,6.0,14.0,74.6,33.3,3.0,9.0,0.0,7.4,4.0,32.0,25.0,2.0,64.9,24.3,69.3,66.5,69.6,68.0,308.0,1.0,75.0,5.5,25.0,453.0,6.0,50.0,89.4,405.0,21.2,96.0,115.9,67.0,4.0,8.8,40.0,610.0,392.0,7.8,12.2,1.51,25.0,111.0,444.0,30769.199999999997,MISSING,8569.199999999999,21.423,1010.0
00-0032997,2018,Steelers,0.2048532731376975,,26.0,0.0,0.07,60.00%,Jake McGee,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0031035,2017,Steelers,0.3233532934131736,,24.0,0.0,0.09,76.50%,Xavier Grimble,TE,7.9,0.0,55.6,25.0,1.0,4.0,0.0,16.7,1.0,2.0,25.0,0.0,74.6,70.1,69.4,64.0,54.6,63.0,46.0,0.0,12.0,9.6,7.0,73.0,0.0,5.0,84.9,62.0,28.8,21.0,100.2,9.0,1.0,6.8,5.0,32.0,16.0,3.2,6.4,0.52,7.0,105.0,72.0,4996.8,MISSING,1396.8000000000004,3.492000000000001,72.0
00-0032135,2017,Steelers,0.3995377245508981,,23.0,47.48462025202455,0.09,76.50%,Jesse James,TE,7.2,7.0,71.0,63.6,7.0,11.0,0.0,4.3,2.0,21.0,25.0,0.0,68.3,78.5,57.2,60.8,55.8,65.9,361.0,0.0,32.0,12.8,70.0,548.0,2.0,44.0,82.7,453.0,27.2,149.0,103.2,62.0,3.0,5.5,30.0,384.0,193.0,4.4,8.7,0.85,70.0,375.0,540.0,30888.0,MISSING,3888.0000000000014,9.720000000000004,654.0
00-0030470,2017,Steelers,1.3023952095808384,,27.0,145.7746709770495,0.09,76.50%,Vance McDonald,TE,6.6,5.0,64.9,28.6,2.0,7.0,0.0,17.2,5.0,18.0,25.0,0.0,33.1,75.5,76.8,79.1,68.4,49.0,95.0,2.0,28.0,8.2,16.0,194.0,1.0,24.0,88.1,171.0,38.1,74.0,76.4,37.0,1.0,10.3,20.0,300.0,179.0,7.5,12.5,1.75,16.0,145.0,189.0,14515.2,MISSING,5065.2,12.663,500.0
00-0029275,2016,Steelers,1.5698460745797642,,26.0,MISSING,0.08,68.40%,Ladarius Green,TE,12.5,3.0,56.3,MISSING,0.0,0.0,0.0,5.3,1.0,12.0,25.0,0.0,68.7,73.9,78.4,75.3,82.8,62.6,72.0,1.0,37.0,3.5,4.0,115.0,2.0,18.0,87.8,101.0,29.6,34.0,85.9,32.0,1.0,7.0,8.0,304.0,93.0,5.2,16.9,3.01,4.0,25.0,114.0,8937.6,MISSING,3237.600000000001,8.094000000000001,444.0
00-0026957,2016,Steelers,0.3864236491273266,,29.0,0.0,0.08,68.40%,David Johnson,TE,2.7,0.0,80.0,MISSING,0.0,0.0,1.0,0.0,0.0,5.0,25.0,0.0,77.3,70.6,68.6,70.0,64.1,74.7,71.0,1.0,26.0,23.2,22.0,95.0,3.0,8.0,68.4,65.0,13.7,13.0,60.8,10.0,0.0,2.1,2.0,81.0,51.0,6.4,10.1,1.25,22.0,207.0,86.0,5899.599999999999,MISSING,1599.5999999999995,3.9989999999999988,131.0
00-0032135,2016,Steelers,0.3717575835641141,,22.0,0.0,0.08,68.40%,Jesse James,TE,7.3,2.0,69.4,66.7,2.0,3.0,0.0,7.4,4.0,27.0,25.0,0.0,58.8,79.5,64.8,64.2,56.5,69.7,407.0,4.0,26.0,15.1,88.0,584.0,3.0,50.0,80.5,470.0,26.5,155.0,78.2,72.0,3.0,3.1,18.0,475.0,180.0,3.6,9.5,1.01,88.0,442.0,580.0,37584.0,MISSING,8583.999999999998,21.459999999999994,805.0
00-0031035,2016,Steelers,0.2898177368454949,,23.0,0.0,0.08,68.40%,Xavier Grimble,TE,7.0,1.0,52.4,100.0,1.0,1.0,1.0,15.4,2.0,8.0,25.0,0.0,61.8,71.9,60.2,56.8,60.1,54.5,84.0,0.0,20.0,6.5,10.0,154.0,3.0,11.0,84.4,130.0,37.0,57.0,100.9,21.0,2.0,8.4,13.0,118.0,38.0,3.5,10.7,0.91,10.0,50.0,154.0,9270.8,MISSING,1570.8000000000004,3.927000000000001,238.0
