player,Team,player_id,weighted_grade,weighted_grade_prev,Pred_XGB,Pred_Transformer,Ensemble_Pred,Error
Josh Oliver,Vikings,00-0035249,16.8224,13.442,18.285156,10.31733,16.2932,0.5292004608154279
Trey McBride,Cardinals,00-0037744,34.1824,16.7461,17.895792,11.31741,16.251198,17.931202185058595
Kylen Granson,Colts,00-0036876,17.9488,15.0345,18.42995,9.384705,16.16864,1.7801598632812485
Austin Hooper,Raiders,00-0032392,19.0314,24.217599999999997,13.81753,19.753315,15.3014765,3.7299235214233413
Logan Thomas,Commanders,00-0031260,32.3757,21.58,14.490986,16.193615,14.916643,17.459056857299807
Jordan Akins,Browns,00-0034364,7.3431999999999995,23.602400000000003,16.35581,9.099388,14.541704,-7.198504177856446
Jimmy Graham,Saints,00-0027696,5.0,10.245899999999999,12.63978,18.436672,14.089004,-9.089003562927246
MyCole Pruitt,Falcons,00-0031585,8.8506,9.563400000000001,15.931389,8.383093,14.044315,-5.193715338134766
Harrison Bryant,Browns,00-0036232,9.633,17.3156,13.063594,15.882007,13.768197,-4.1351970596313485
Donald Parham Jr.,Chargers,00-0035329,17.91,6.328,14.2857895,11.020395,13.46944,4.440559539794922
Durham Smythe,Dolphins,00-0034798,28.1925,14.9649,14.091961,10.195635,13.11788,15.074620132446288
Irv Smith Jr.,Bengals,00-0034970,10.5638,11.886,11.543365,16.362144,12.748059,-2.1842592727661128
Robert Tonyan,Bears,00-0033757,8.828800000000001,23.08,11.871586,14.53646,12.537805,-3.709004603576659
John Bates,Commanders,00-0036628,14.245,11.229,13.25387,10.309462,12.517769,1.727231140136718
Brycen Hopkins,Rams,00-0036424,3.876,5.9148000000000005,14.568048,5.924547,12.407173,-8.531173156738282
Josiah Deguara,Packers,00-0036332,4.136,5.777200000000001,12.565099,11.239927,12.233807,-8.097806610107423
Ian Thomas,Panthers,00-0034365,5.4624,11.7056,12.353763,11.612539,12.168457,-6.70605703125
Marcedes Lewis,Bears,00-0024243,7.941299999999999,12.791999999999998,12.8484745,9.31788,11.965826,-4.024526034545899
Johnny Mundt,Vikings,00-0033246,9.274799999999999,10.496,12.689322,9.680558,11.937131,-2.6623309280395517
Pharaoh Brown,Patriots,00-0033439,11.2149,8.8059,12.853576,8.301798,11.7156315,-0.5007314849853515
C.J. Uzomah,Jets,00-0032134,8.8312,16.3849,10.354083,15.697752,11.690001,-2.8588005340576164
Teagan Quitoriano,Texans,00-0037277,3.3055,8.2004,11.073197,12.7333145,11.488227,-8.182726890563965
Mitchell Wilcox,Bengals,00-0035771,4.0629,13.590800000000002,12.1177435,8.925682,11.319728,-7.256827897644043
Charlie Kolar,Ravens,00-0038046,4.3766,2.0944000000000003,11.801333,9.616322,11.25508,-6.878480223083496
Brock Wright,Lions,00-0036754,10.032,13.7126,10.156992,10.911836,10.345703,-0.31370312499999997
Geoff Swaim,Cardinals,00-0032141,7.1786,10.998,10.713092,9.231163,10.342609,-3.164009405517578
Cole Turner,Commanders,00-0037078,5.823,4.972599999999999,9.396218,13.121746,10.3276005,-4.504600479125976
Connor Heyward,Steelers,00-0037304,12.765,6.668999999999999,8.862786,13.776152,10.091127,2.6738726043701178
Adam Trautman,Broncos,00-0036422,23.088800000000003,13.473400000000002,9.872734,10.613586,10.057947,13.030852841186526
Stone Smartt,Chargers,00-0037475,7.5851999999999995,2.58,10.747327,7.391959,9.908485,-2.3232854125976568
Quintin Morris,Bills,00-0036590,3.5328000000000004,6.9642,10.191179,7.689242,9.565695,-6.032894808959961
Jeremy Ruckert,Jets,00-0037805,9.4875,0.8976000000000001,10.350265,7.048379,9.524793,-0.03729267120361257
Charlie Woerner,49ers,00-0036429,7.9375,2.299,9.996438,7.033922,9.25581,-1.3183097839355469
Drew Sample,Bengals,00-0035631,11.64,0.9414,9.764363,7.7201686,9.253315,2.3866850280761724
Jesper Horsted,Raiders,00-0035562,0.39409999999999995,2.086,9.341355,8.057555,9.020406,-8.626305769348145
Albert Okwuegbunam,Eagles,00-0036423,1.904,8.476199999999999,8.21708,11.017533,8.917193,-7.013193412780762
Jelani Woods,Colts,00-0037755,0.0,14.602500000000003,8.132156,11.067166,8.865909,-8.8659086227417
Jack Stoll,Eagles,00-0036741,9.347199999999999,12.8524,7.87967,11.664891,8.825975,0.5212245819091788
Grant Calcaterra,Eagles,00-0037086,3.4026000000000005,5.3418,8.546199,9.166178,8.701193,-5.29859285583496
James Mitchell,Lions,00-0037282,2.7604,5.9541,8.026566,10.143973,8.555918,-5.795517739868163
Luke Farrell,Jaguars,00-0036887,9.5284,1.8408,8.063325,7.468873,7.914712,1.6136880477905269
Anthony Firkser,Lions,00-0033455,0.8091999999999999,6.3237,7.3923583,8.064465,7.5603848,-6.751184750366211
Peyton Hendershot,Cowboys,00-0037569,3.2266000000000004,7.3787,6.9930415,8.947353,7.4816194,-4.255019358062744
Hunter Long,Rams,00-0037004,0.0,0.0,8.324457,4.332842,7.3265533,-7.3265533447265625
Eric Saubert,Texans,00-0033576,2.1402,11.088,5.58585,9.23869,6.4990597,-4.358859677124023
Ross Dwelley,49ers,00-0034073,1.1616,3.1407999999999996,6.210442,6.8302517,6.3653946,-5.203794592285156
Chris Manhertz,Broncos,00-0031484,7.1755,8.352,5.7024837,4.8750668,5.4956293,1.6798706893920903
Blake Bell,Chiefs,00-0032062,4.859,0.8021,5.399563,5.749302,5.4869976,-0.6279976043701172
Ko Kieft,Buccaneers,00-0037311,3.5574,3.9616,3.9119163,9.297668,5.258354,-1.7009541870117189
Kevin Rader,Titans,00-0034193,1.5664,0.0,5.541125,3.7395594,5.0907335,-3.5243335281372072
Troy Fumagalli,Vikings,00-0034393,0.0,0.0,4.444978,4.975352,4.5775714,-4.577571392059326
Joe Fortson,Chiefs,00-0035547,0.0,7.4556000000000004,2.2375004,11.542033,4.563634,-4.563633918762207
Stephen Carlson,Bears,00-0035039,0.0,0.0,3.7404869,4.5428705,3.9410827,-3.941082715988159
Kenny Yeboah,Jets,00-0036510,2.508,0.0,3.6746137,4.3037405,3.8318954,-1.323895351409912
John FitzPatrick,Falcons,00-0037306,0.4459,0.0,3.9197237,3.5671625,3.8315835,-3.3856834999084473
Andrew Ogletree,Colts,00-0037292,10.4596,0.0,3.840864,3.757194,3.8199463,6.6396537109375
Sean McKeon,Cowboys,00-0036032,2.0276,1.1223999999999998,2.9225543,6.137702,3.7263412,-1.6987412475585937
Shane Zylstra,Lions,00-0036534,0.0,8.3472,1.0076059,9.560821,3.1459095,-3.145909547805786
Tanner Hudson,Bengals,00-0034613,17.447,0.0,2.641193,4.5907555,3.1285834,14.318416568756103
Tyree Jackson,Giants,00-0035356,0.0,0.0,2.4122913,4.964546,3.050355,-3.0503549575805664
Parker Hesse,Falcons,00-0035572,0.0,14.076,-1.5816115,16.032492,2.8219142,-2.8219141960144043
Dalton Keene,Texans,00-0036225,0.0,0.0,2.3015475,3.5235026,2.6070364,-2.6070363521575928
Tyler Mabry,Seahawks,00-0036059,0.0,0.16440000000000002,1.3488979,6.069291,2.5289962,-2.528996229171753
Zaire Mitchell-Paden,Browns,00-0037340,0.0,0.0,1.8514603,3.764035,2.329604,-2.329603910446167
Chris Pierce,Panthers,00-0037556,0.0,0.0,1.8303756,3.764035,2.3137903,-2.3137903213500977
Feleipe Franks,Falcons,00-0036825,0.0,0.0,1.8239084,3.757194,2.30723,-2.307229995727539
Cole Fotheringham,Raiders,00-0037506,0.444,0.0,1.7488333,3.757194,2.2509236,-1.8069236335754395
Lucas Krull,Broncos,00-0037539,8.4095,0.0,1.7488333,3.757194,2.2509236,6.15857636642456
Zach Davidson,Bills,00-0036640,0.0,0.0,1.7174789,3.8059344,2.2395928,-2.2395927906036377
Ben Mason,Ravens,00-0036565,0.0,0.0,1.7293106,3.7378051,2.2314343,-2.2314343452453613
Miller Forristall,Rams,00-0036692,0.0,0.0,1.6700803,3.8059344,2.2040439,-2.2040438652038574
Hunter Kampmoyer,Chargers,00-0036779,0.0,0.0,1.6477684,3.8059344,2.1873097,-2.187309741973877
Tommy Hudson,Saints,00-0036173,0.0,1.824,0.22606263,7.8537536,2.1329854,-2.1329853534698486
Nick Vannett,Chargers,00-0032394,1.9305,4.695799999999999,1.0714556,5.0954485,2.0774539,-0.146953851699829
Nikola Kalinic,Rams,00-0037031,0.0,0.0,1.0820594,3.75072,1.7492245,-1.7492245435714722
Brandon Dillon,Commanders,00-0035102,0.0,0.0,1.1240036,3.6179585,1.7474923,-1.7474923133850098
Michael Jacobson,Saints,00-0037022,0.0,0.0,1.0686176,3.6179585,1.7059529,-1.7059528827667236
Gerrit Prince,Chiefs,00-0037233,0.0,0.0,1.006537,3.75072,1.6925827,-1.6925827264785767
Nick Bowers,Dolphins,00-0036083,0.0,0.0,0.9451841,3.7975748,1.6582818,-1.6582818031311035
Matt Sokol,Patriots,00-0035436,0.0,0.0,0.92762923,3.8218355,1.6511807,-1.6511807441711426
Matt Bushman,Chiefs,00-0036519,0.0,0.0,0.868267,3.7975748,1.6005939,-1.6005939245224
David Wells,Buccaneers,00-0034575,0.665,0.0,0.8046721,3.6501586,1.5160437,-0.8510436630249023
Eric Tomlinson,Colts,00-0031690,0.0,9.3702,0.15547751,5.3155055,1.4454845,-1.4454845190048218
Armani Rogers,Commanders,00-0037168,0.0,3.6234,-1.0736166,8.524988,1.3260345,-1.3260345458984375
Tyler Kroft,Dolphins,00-0032214,0.0,4.7231000000000005,-0.050902855,5.431508,1.3196999,-1.3196998834609985
Zach Gentry,Raiders,00-0035222,0.0,12.16,-0.97864497,7.7697897,1.2084637,-1.2084636688232422
Tre' McKitty,Bills,00-0037011,0.0,8.9994,-1.2430997,8.068363,1.084766,-1.0847660303115845
Tyler Davis,Packers,00-0036250,0.0,3.7989,-1.3698944,7.442127,0.83311105,-0.833111047744751
Jake Tonges,49ers,00-0037112,0.0,0.1575,-1.048528,6.2461166,0.7751332,-0.7751331925392151
Devin Asiasi,Titans,00-0036194,0.0,2.6448,-1.7867558,5.413905,0.013409376,-0.01340937614440918
Stephen Anderson,Chargers,00-0032725,0.0,1.8983999999999999,-2.4197354,6.0597596,-0.29986167,0.2998616695404053
Noah Togiai,Eagles,00-0036005,0.0,0.10679999999999999,-2.0180175,4.292431,-0.44040537,0.44040536880493164
