index_x,team_abbr,season,n_plays,index_y,shotgun_rate,index,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,team_nickname,personnel_01_rate,personnel_10_rate,personnel_11_rate,personnel_12_rate,personnel_13_rate,personnel_20_rate,personnel_21_rate,personnel_22_rate,personnel_31_rate,scheme_cluster
117,DET,2022,1421,117,42.646023926812106,117,4.081632653061225,0.0,6.745513866231648,0.0,57.353976073187894,0.0,33.582089552238806,66.41791044776119,0.0,77.18360071301248,22.81639928698752,47.83505154639175,52.164948453608254,55.865921787709496,44.134078212290504,73.11320754716981,26.88679245283019,0.0,DET,0.73,1.92,62.73,11.26,3.39,0.73,7.14,2.2,0.27,3
128,GB,2022,1354,128,56.20384047267356,128,4.283604135893649,0.0,7.488294314381271,0.0,43.79615952732644,0.0,35.34743202416919,64.65256797583082,0.0,66.52835408022129,33.47164591977871,46.137339055793994,53.862660944206006,58.19209039548022,41.80790960451977,77.0,23.0,0.0,GB,0.1,0.57,56.71,29.88,2.38,0.48,9.23,0.0,0.0,1
139,HOU,2022,1335,139,49.51310861423221,139,7.715355805243446,0.0,7.017713365539453,0.0,50.48689138576779,0.0,39.49999999999999,60.5,0.0,74.67741935483872,25.322580645161285,52.41379310344828,47.58620689655172,60.66066066066066,39.33933933933934,76.92307692307693,23.076923076923077,0.0,HOU,0.2,1.08,53.2,19.8,7.29,0.0,10.44,5.02,0.0,3
150,IND,2022,1427,150,62.1583742116328,150,11.422564821303434,0.0,5.744011976047904,0.0,37.8416257883672,0.0,24.727272727272727,75.27272727272728,0.0,72.02881152460985,27.97118847539015,47.89915966386555,52.10084033613446,63.53887399463807,36.46112600536193,80.26315789473685,19.73684210526316,0.0,IND,0.0,0.09,76.97,14.51,1.81,0.0,3.54,0.82,0.0,0
161,JAX,2022,1556,161,62.01799485861182,161,5.784061696658098,0.0,6.945908460471567,0.0,37.98200514138818,0.0,30.13245033112583,69.86754966887416,0.0,69.3069306930693,30.693069306930692,48.23091247672253,51.76908752327747,64.48362720403023,35.51637279596977,76.05042016806722,23.949579831932773,0.0,JAX,0.47,0.56,65.11,22.39,7.74,0.28,1.49,0.93,0.0,1
172,KC,2022,1652,172,64.64891041162227,172,0.665859564164649,0.0,6.7873417721518985,0.0,35.35108958837773,0.0,26.545454545454543,73.45454545454545,0.0,70.99009900990099,29.00990099009901,52.587646076794655,47.412353923205345,65.3061224489796,34.69387755102041,77.09251101321586,22.90748898678414,0.0,KC,0.09,0.0,55.85,28.15,9.6,0.0,2.29,2.74,0.0,1
183,LAR,2022,1311,183,42.79176201372998,183,9.305873379099925,0.0,6.291525423728814,0.0,57.20823798627002,0.0,36.19246861924686,63.80753138075313,0.0,79.73231357552581,20.26768642447419,48.49884526558891,51.50115473441108,63.798219584569736,36.20178041543027,73.58490566037736,26.41509433962264,0.0,LAR,0.1,1.0,90.71,7.39,0.0,0.0,0.0,0.0,0.0,3
194,LAC,2022,1573,194,53.14685314685315,194,5.975842339478703,0.0,5.964912280701754,0.0,46.85314685314685,0.0,39.351851851851855,60.64814814814815,0.0,79.19293820933164,20.80706179066835,52.69230769230769,47.30769230769231,72.0,28.000000000000004,78.46715328467153,21.532846715328464,0.0,LAC,0.0,0.17,67.68,18.11,2.95,0.43,5.81,3.12,0.0,3
205,LV,2022,1380,205,42.89855072463768,205,3.6231884057971016,0.0,8.588141025641026,0.0,57.10144927536232,0.0,31.800000000000004,68.19999999999999,0.0,84.08679927667269,15.9132007233273,47.32334047109208,52.67665952890792,61.60458452722063,38.39541547277937,80.86124401913875,19.138755980861244,0.0,LV,0.0,0.0,63.2,4.96,0.1,0.29,20.21,2.67,0.0,3
216,MIA,2022,1422,216,53.44585091420534,216,4.0787623066104075,0.0,8.669150521609538,0.0,46.55414908579466,0.0,31.451612903225808,68.54838709677419,0.0,78.13822284908322,21.861777150916783,50.101832993890014,49.89816700610998,64.36781609195403,35.63218390804598,85.91549295774648,14.084507042253522,0.0,MIA,1.39,1.88,44.4,10.01,0.0,2.78,35.58,3.87,0.0,3
227,MIN,2022,1561,227,43.49775784753363,227,12.812299807815505,0.0,6.916120576671036,0.0,56.50224215246637,0.0,40.9009009009009,59.09909909909909,0.0,85.35031847133757,14.64968152866242,52.96296296296297,47.03703703703704,66.49214659685863,33.50785340314136,86.01694915254238,13.983050847457626,0.0,MIN,0.0,0.0,73.46,11.93,0.0,0.0,9.26,4.54,0.0,3
238,NE,2022,1330,238,53.383458646616546,238,5.112781954887218,0.0,7.027350427350427,0.0,46.616541353383454,0.0,26.57142857142858,73.42857142857143,0.0,74.54545454545455,25.454545454545453,47.74774774774775,52.25225225225225,60.47904191616767,39.52095808383233,72.09302325581395,27.906976744186046,0.0,NE,1.49,0.2,73.36,16.2,0.0,0.0,0.99,1.19,0.0,3
249,NO,2022,1333,249,53.11327831957989,249,4.951237809452363,0.0,8.242753623188406,0.0,46.88672168042011,0.0,25.139664804469277,74.86033519553072,0.0,69.89409984871408,30.10590015128593,45.089285714285715,54.91071428571429,52.22551928783383,47.774480712166174,75.34246575342466,24.65753424657534,0.0,NO,0.0,0.0,48.08,25.02,9.06,0.3,4.53,2.56,0.0,1
260,NYG,2022,1581,260,53.25743200506009,260,12.903225806451612,0.0,5.821428571428571,0.0,46.74256799493991,0.0,28.93518518518518,71.06481481481481,0.0,66.28352490421457,33.716475095785434,43.177570093457945,56.82242990654206,53.41463414634147,46.58536585365854,73.94957983193278,26.05042016806723,0.0,NYG,0.0,0.37,64.46,18.09,5.51,0.28,5.33,0.28,0.28,0
271,NYJ,2022,1404,271,55.05698005698005,271,6.766381766381767,0.0,7.732436472346786,0.0,44.94301994301995,0.0,31.908831908831907,68.0911680911681,0.0,77.04011065006915,22.95988934993084,49.01098901098901,50.989010989010985,64.95726495726495,35.04273504273504,80.0,20.0,0.0,NYJ,0.0,0.0,68.25,21.51,3.54,0.0,3.54,1.4,0.0,3
282,PHI,2022,1723,282,73.59257109692396,282,15.786419036564132,0.0,7.787202380952381,0.0,26.40742890307604,0.0,10.135135135135137,89.86486486486486,0.0,55.11744966442953,44.882550335570464,44.68802698145025,55.31197301854974,54.58715596330275,45.41284403669725,56.877323420074354,43.12267657992565,0.0,PHI,0.0,0.36,71.44,20.28,6.94,0.0,0.44,0.0,0.0,0
293,PIT,2022,1438,293,55.63282336578581,293,9.457579972183588,0.0,7.69281045751634,0.0,44.36717663421419,0.0,17.759562841530055,82.24043715846994,0.0,73.32439678284183,26.675603217158177,46.09053497942387,53.90946502057613,52.1505376344086,47.8494623655914,77.54237288135593,22.45762711864407,0.0,PIT,0.0,0.0,67.72,21.1,1.44,0.0,4.15,2.34,0.0,1
304,SEA,2022,1474,304,54.681139755766615,304,16.21438263229308,0.0,7.037878787878788,0.0,45.318860244233385,0.0,31.23287671232877,68.76712328767123,0.0,73.28859060402685,26.711409395973156,51.976284584980235,48.023715415019765,59.45205479452055,40.54794520547945,76.16822429906543,23.83177570093458,0.0,SEA,0.0,0.0,53.74,29.69,11.11,0.19,2.97,0.77,0.0,1
315,SF,2022,1587,315,49.65343415248897,315,2.835538752362949,0.0,6.738437001594896,0.0,50.34656584751103,0.0,22.526315789473692,77.47368421052632,0.0,69.79865771812082,30.201342281879185,41.66666666666667,58.333333333333336,51.73267326732673,48.26732673267327,72.54098360655738,27.459016393442624,0.0,SF,0.0,0.0,42.22,15.85,0.86,0.0,32.28,7.64,0.0,2
326,TB,2022,1593,326,57.75266792215945,326,16.38418079096045,0.0,6.504122497055359,0.0,42.24733207784055,0.0,35.86387434554974,64.13612565445025,0.0,82.21709006928405,17.782909930715938,57.16981132075472,42.83018867924528,73.42995169082126,26.570048309178745,81.43939393939394,18.560606060606062,0.0,TB,0.52,1.98,67.56,5.09,0.17,4.66,12.42,4.23,0.0,3
337,TEN,2022,1327,337,44.00904295403165,337,6.028636021100226,0.0,7.049407114624506,0.0,55.99095704596835,0.0,24.608501118568235,75.39149888143177,0.0,72.52747252747253,27.47252747252747,36.11111111111111,63.888888888888886,54.32098765432099,45.67901234567901,74.88584474885845,25.11415525114155,0.0,TEN,0.0,0.2,53.02,24.4,12.5,0.0,4.13,2.52,0.0,1
348,WAS,2022,1473,348,59.26680244399185,348,7.331975560081466,0.0,7.3119868637110015,0.0,40.73319755600815,0.0,23.939393939393938,76.06060606060606,0.0,64.87148102815178,35.12851897184822,43.95161290322581,56.048387096774185,49.61439588688946,50.38560411311054,77.39130434782608,22.60869565217391,0.0,WAS,0.7,0.18,69.47,21.75,5.79,0.26,0.0,1.49,0.0,1
