player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0022863,31.0,MISSING,16.619458111434522,2013,Patriots,0.02,72.20%,Isaac Sopoaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029240,23.0,MISSING,0.0,2013,Patriots,0.02,72.20%,Marcus Forston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030001,24.0,MISSING,0.0,2013,Patriots,0.02,72.20%,Joe Vellano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022539,32.0,MISSING,0.0,2013,Patriots,0.02,72.20%,Tommy Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028256,23.0,6483.0,0.0,2013,Patriots,0.02,72.20%,Sealver Siliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027402,25.0,MISSING,0.0,2013,Patriots,0.02,72.20%,Andre Neblett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029669,23.0,7030.0,326.3103145502863,2013,Patriots,0.02,72.20%,Dont'a Hightower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026150,27.0,MISSING,266.9416104205383,2013,Patriots,0.02,72.20%,Jerod Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030421,23.0,7833.0,227.6070750935805,2013,Patriots,0.02,72.20%,Jamie Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027668,25.0,MISSING,144.10571207217973,2013,Patriots,0.02,72.20%,Brandon Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028107,24.0,MISSING,42.17521687209138,2013,Patriots,0.02,72.20%,Chris White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030426,23.0,MISSING,17.678117474302496,2013,Patriots,0.02,72.20%,Steve Beauharnais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030231,22.0,MISSING,0.0,2013,Patriots,0.02,72.20%,Ja'Gared Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027237,26.0,MISSING,0.0,2013,Patriots,0.02,72.20%,Dane Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027657,26.0,MISSING,191.5292128861448,2013,Raiders,-0.13,25.00%,Lamarr Houston,ED,1021.0,16.0,7.0,0.0,2.0,1.0,23.0,1.0,72.1,14.9,64.1,76.4,80.1,16.0,41.0,13.6,11.0,8.0,6.0,581.0,401.0,648.0,478.0,170.0,54.0,63.0,5.0,63.0,73614.09999999999,MISSING
00-0026217,27.0,MISSING,78.36717076989893,2013,Raiders,-0.13,25.00%,Pat Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029627,24.0,7151.0,53.8809301755788,2013,Raiders,-0.13,25.00%,Jack Crawford,ED,124.0,12.0,3.0,0.0,0.0,0.0,23.0,0.0,48.8,80.3,56.1,50.9,75.9,4.0,1.0,0.0,0.0,0.0,0.0,62.0,61.0,124.0,16.0,98.0,6.0,9.0,2.0,5.0,6051.2,MISSING
00-0029628,23.0,MISSING,35.05482781900024,2013,Raiders,-0.13,25.00%,Christo Bilukidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030515,23.0,7987.0,29.929320601291877,2013,Raiders,-0.13,25.00%,Stacy McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026942,26.0,MISSING,18.48235931998436,2013,Raiders,-0.13,25.00%,Vance Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030371,22.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Ryan Robinson,ED,65.0,7.0,0.0,1.0,0.0,0.0,23.0,0.0,51.3,81.7,50.5,56.6,73.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,11.0,65.0,55.0,10.0,0.0,3.0,0.0,2.0,3334.5,MISSING
00-0023890,30.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Jason Hunter,ED,615.0,13.0,6.0,2.0,1.0,1.0,23.0,1.0,48.0,33.7,54.6,55.3,80.4,6.0,12.0,4.0,1.0,5.0,4.0,367.0,237.0,611.0,379.0,232.0,14.0,18.0,0.0,22.0,29520.0,MISSING
00-0027628,25.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Brian Sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028722,24.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Ricky Lumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024692,29.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Daniel Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030529,23.0,MISSING,183.33999685942976,2013,Raiders,-0.13,25.00%,Sio Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028010,24.0,MISSING,138.439076962173,2013,Raiders,-0.13,25.00%,Martez Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029631,25.0,MISSING,74.92994783744359,2013,Raiders,-0.13,25.00%,Miles Burris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027074,26.0,MISSING,74.4832437729574,2013,Raiders,-0.13,25.00%,Kaluka Maiava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023477,30.0,MISSING,53.94401579225632,2013,Raiders,-0.13,25.00%,Kevin Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029118,23.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Kaelin Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028835,27.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Marshall McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024750,28.0,MISSING,0.0,2013,Raiders,-0.13,25.00%,Nick Roach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026142,28.0,4316.0,427.38954910443266,2013,Rams,-0.05,43.80%,Chris Long,ED,839.0,16.0,6.0,2.0,3.0,1.0,26.0,2.0,65.5,0.0,71.9,61.8,69.4,7.0,46.0,10.8,4.0,10.0,10.0,516.0,316.0,704.0,35.0,669.0,27.0,27.0,7.0,63.0,54954.5,MISSING
00-0029630,22.0,7020.0,426.2560593340269,2013,Rams,-0.05,43.80%,Michael Brockers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027952,23.0,6166.0,385.6924321499836,2013,Rams,-0.05,43.80%,Robert Quinn,ED,831.0,16.0,9.0,0.0,1.0,7.0,26.0,2.0,93.6,50.6,93.4,84.3,72.4,21.0,51.0,4.3,2.0,5.0,19.0,515.0,315.0,828.0,147.0,665.0,45.0,36.0,11.0,91.0,77781.59999999999,MISSING
00-0026206,27.0,4380.0,91.043948037556,2013,Rams,-0.05,43.80%,Kendall Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026243,28.0,4417.0,56.03432730956045,2013,Rams,-0.05,43.80%,William Hayes,ED,345.0,14.0,2.0,2.0,0.0,0.0,26.0,2.0,81.6,45.4,75.3,80.7,53.6,9.0,18.0,19.2,5.0,2.0,5.0,226.0,114.0,343.0,7.0,241.0,19.0,19.0,4.0,32.0,28151.999999999996,MISSING
00-0027787,27.0,MISSING,28.700465579269057,2013,Rams,-0.05,43.80%,Eugene Sims,ED,385.0,16.0,3.0,1.0,0.0,0.0,26.0,0.0,58.3,8.6,52.1,68.1,78.0,5.0,10.0,0.0,0.0,6.0,2.0,232.0,147.0,385.0,16.0,304.0,19.0,21.0,4.0,17.0,22445.5,MISSING
00-0030052,23.0,MISSING,0.0,2013,Rams,-0.05,43.80%,Gerald Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028878,24.0,MISSING,0.0,2013,Rams,-0.05,43.80%,Matt Conrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027248,26.0,MISSING,0.0,2013,Rams,-0.05,43.80%,Jermelle Cudjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030527,21.0,7811.0,327.03934036142016,2013,Rams,-0.05,43.80%,Alec Ogletree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027011,26.0,MISSING,201.01981606008124,2013,Rams,-0.05,43.80%,James Laurinaitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021085,33.0,MISSING,13.684963889943946,2013,Rams,-0.05,43.80%,Will Witherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029148,23.0,MISSING,0.0,2013,Rams,-0.05,43.80%,Sammy Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029880,22.0,MISSING,0.0,2013,Rams,-0.05,43.80%,Jonathan Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029794,22.0,8077.0,0.0,2013,Rams,-0.05,43.80%,Daren Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030050,22.0,8271.0,0.0,2013,Rams,-0.05,43.80%,Ray-Ray Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025838,28.0,MISSING,0.0,2013,Rams,-0.05,43.80%,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027665,25.0,MISSING,156.25491300919626,2013,Ravens,-0.09,50.00%,Terrence Cody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024227,29.0,2957.0,136.66236275420084,2013,Ravens,-0.09,50.00%,Haloti Ngata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030511,24.0,7875.0,126.91571549828969,2013,Ravens,-0.09,50.00%,Brandon Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023455,30.0,MISSING,81.09823416054626,2013,Ravens,-0.09,50.00%,Marcus Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027756,27.0,MISSING,44.47614435848701,2013,Ravens,-0.09,50.00%,Arthur Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023566,30.0,MISSING,16.127432383451005,2013,Ravens,-0.09,50.00%,Chris Canty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029309,24.0,MISSING,15.8679384827685,2013,Ravens,-0.09,50.00%,DeAngelo Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029252,23.0,MISSING,271.3483692060087,2013,Ravens,-0.09,50.00%,Courtney Upshaw,ED,638.0,16.0,9.0,1.0,0.0,0.0,3.0,0.0,59.6,56.9,53.6,63.3,60.8,3.0,11.0,12.8,5.0,2.0,2.0,220.0,279.0,418.0,348.0,54.0,14.0,25.0,1.0,16.0,38024.8,MISSING
00-0030458,23.0,MISSING,214.15582916995575,2013,Ravens,-0.09,50.00%,Arthur Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030442,22.0,7911.0,82.81039924286793,2013,Ravens,-0.09,50.00%,John Simon,ED,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,58.1,69.5,57.4,60.0,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,174.3,MISSING
00-0022161,30.0,1326.0,59.5627242834145,2013,Ravens,-0.09,50.00%,Terrell Suggs,ED,903.0,16.0,10.0,0.0,1.0,0.0,3.0,1.0,73.8,61.1,66.5,75.8,79.4,14.0,37.0,6.2,4.0,4.0,10.0,501.0,346.0,802.0,628.0,174.0,50.0,51.0,5.0,61.0,66641.4,71.60493104889261
00-0028103,24.0,6317.0,44.52626923923359,2013,Ravens,-0.09,50.00%,Pernell McPhee,ED,303.0,16.0,7.0,1.0,0.0,1.0,3.0,0.0,69.7,84.4,63.6,72.1,80.1,7.0,15.0,18.2,4.0,0.0,2.0,201.0,92.0,285.0,135.0,114.0,10.0,11.0,4.0,24.0,21119.1,MISSING
00-0022839,31.0,MISSING,42.00982937118573,2013,Ravens,-0.09,50.00%,Daryl Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026278,29.0,MISSING,37.08007990157507,2013,Ravens,-0.09,50.00%,Robert James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024341,29.0,MISSING,23.261482368855923,2013,Ravens,-0.09,50.00%,Elvis Dumervil,ED,557.0,15.0,7.0,1.0,2.0,2.0,3.0,0.0,88.4,0.0,90.0,78.7,86.2,11.0,40.0,0.0,0.0,8.0,10.0,332.0,160.0,409.0,345.0,64.0,21.0,15.0,0.0,61.0,49238.8,MISSING
00-0028278,24.0,6503.0,0.0,2013,Ravens,-0.09,50.00%,Josh Bynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027560,27.0,6022.0,0.0,2013,Ravens,-0.09,50.00%,Albert McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026407,28.0,MISSING,0.0,2013,Ravens,-0.09,50.00%,Jameel McClain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027962,24.0,6176.0,301.2763778861303,2013,Saints,0.16,66.70%,Cameron Jordan,ED,1017.0,18.0,11.0,4.0,0.0,2.0,20.0,2.0,78.5,75.4,74.8,70.5,76.9,13.0,57.0,5.0,2.0,2.0,17.0,618.0,393.0,992.0,222.0,692.0,34.0,27.0,4.0,87.0,79834.5,MISSING
00-0030070,24.0,7863.0,147.8496699006052,2013,Saints,0.16,66.70%,John Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024229,29.0,MISSING,128.3858578639131,2013,Saints,0.16,66.70%,Brodrick Bunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029657,23.0,7090.0,122.04399940591166,2013,Saints,0.16,66.70%,Akiem Hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025629,27.0,MISSING,6.051582234165623,2013,Saints,0.16,66.70%,Keyunta Dawson,ED,105.0,9.0,3.0,0.0,0.0,1.0,20.0,0.0,73.0,79.8,59.1,55.8,73.8,1.0,4.0,0.0,0.0,0.0,2.0,62.0,37.0,89.0,27.0,60.0,2.0,2.0,0.0,7.0,7665.0,MISSING
00-0029208,23.0,7459.0,0.0,2013,Saints,0.16,66.70%,Tyrunn Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030215,23.0,MISSING,0.0,2013,Saints,0.16,66.70%,Glenn Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024030,29.0,3378.0,0.0,2013,Saints,0.16,66.70%,Tom Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026177,27.0,MISSING,143.93906529367615,2013,Saints,0.16,66.70%,Curtis Lofton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028010,24.0,MISSING,138.439076962173,2013,Saints,0.16,66.70%,Martez Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022778,31.0,MISSING,75.00189489560827,2013,Saints,0.16,66.70%,Jonathan Vilma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030101,23.0,MISSING,42.36358099700373,2013,Saints,0.16,66.70%,Rufus Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025525,29.0,MISSING,27.469598815420767,2013,Saints,0.16,66.70%,Jay Richardson,ED,15.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,37.8,73.3,52.4,43.3,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,7.0,8.0,15.0,1.0,12.0,0.0,0.0,0.0,0.0,567.0,MISSING
00-0025548,30.0,MISSING,20.969716757625168,2013,Saints,0.16,66.70%,Will Herring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024354,29.0,MISSING,19.914530492168343,2013,Saints,0.16,66.70%,Parys Haralson,ED,367.0,17.0,5.0,0.0,0.0,0.0,20.0,0.0,76.4,80.2,64.4,70.2,76.3,7.0,5.0,7.7,2.0,0.0,4.0,115.0,190.0,156.0,143.0,9.0,20.0,19.0,3.0,16.0,28038.800000000003,MISSING
00-0030222,23.0,MISSING,0.0,2013,Saints,0.16,66.70%,Kevin Reddick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029649,24.0,MISSING,0.0,2013,Saints,0.16,66.70%,Kyle Knox,ED,4.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,69.7,68.6,67.9,60.0,MISSING,0.0,1.0,MISSING,0.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,278.8,MISSING
00-0027551,25.0,MISSING,0.0,2013,Saints,0.16,66.70%,Junior Galette,ED,937.0,18.0,10.0,0.0,1.0,1.0,20.0,2.0,72.6,51.5,71.6,65.9,72.0,12.0,40.0,14.3,6.0,4.0,12.0,518.0,362.0,807.0,230.0,568.0,31.0,26.0,6.0,64.0,68026.2,MISSING
00-0025999,28.0,MISSING,0.0,2013,Saints,0.16,66.70%,David Hawthorne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026672,26.0,5310.0,0.0,2013,Saints,0.16,66.70%,Ramon Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029193,25.0,7021.0,413.9577795709173,2013,Seahawks,0.22,84.20%,Bruce Irvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030072,22.0,MISSING,138.79727216860618,2013,Seahawks,0.22,84.20%,Jordan Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027679,25.0,MISSING,121.83322678542174,2013,Seahawks,0.22,84.20%,D'Anthony Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026232,27.0,MISSING,64.5083822093813,2013,Seahawks,0.22,84.20%,Cliff Avril,ED,670.0,18.0,3.0,4.0,1.0,7.0,29.0,1.0,84.1,20.1,90.1,56.2,80.3,14.0,39.0,6.7,1.0,6.0,11.0,450.0,188.0,601.0,135.0,464.0,19.0,11.0,2.0,64.0,56346.99999999999,MISSING
00-0027730,26.0,MISSING,60.47952520331469,2013,Seahawks,0.22,84.20%,O'Brien Schofield,ED,169.0,13.0,2.0,0.0,0.0,0.0,29.0,0.0,68.0,83.0,58.8,71.8,76.3,4.0,7.0,20.0,2.0,0.0,1.0,103.0,46.0,104.0,30.0,73.0,5.0,6.0,3.0,12.0,11492.0,MISSING
00-0025472,28.0,3701.0,52.29664904417326,2013,Seahawks,0.22,84.20%,Brandon Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026261,29.0,MISSING,44.9346728819382,2013,Seahawks,0.22,84.20%,Red Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026964,26.0,5173.0,10.0459634902801,2013,Seahawks,0.22,84.20%,Clinton McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030380,22.0,8196.0,0.0,2013,Seahawks,0.22,84.20%,Benson Mayowa,ED,24.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,61.7,73.8,53.4,69.3,71.5,0.0,2.0,50.0,2.0,0.0,0.0,16.0,6.0,22.0,5.0,17.0,1.0,2.0,0.0,2.0,1480.8000000000002,MISSING
00-0029882,22.0,MISSING,0.0,2013,Seahawks,0.22,84.20%,Michael Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021577,31.0,MISSING,0.0,2013,Seahawks,0.22,84.20%,Chris Clemons,ED,707.0,17.0,3.0,4.0,2.0,3.0,29.0,0.0,64.9,16.7,67.6,61.5,67.7,9.0,36.0,16.7,5.0,8.0,6.0,470.0,216.0,700.0,188.0,512.0,17.0,22.0,3.0,51.0,45884.3,MISSING
00-0024102,28.0,MISSING,0.0,2013,Seahawks,0.22,84.20%,Tony McDaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026618,27.0,5273.0,0.0,2013,Seahawks,0.22,84.20%,Michael Bennett,ED,736.0,19.0,5.0,0.0,1.0,3.0,29.0,3.0,89.8,0.0,90.2,87.0,79.7,17.0,51.0,12.5,4.0,11.0,11.0,513.0,218.0,735.0,76.0,397.0,30.0,23.0,6.0,79.0,66092.8,MISSING
00-0029255,23.0,7050.0,223.11170867187823,2013,Seahawks,0.22,84.20%,Bobby Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028037,24.0,6251.0,97.16198580082197,2013,Seahawks,0.22,84.20%,K.J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028125,25.0,MISSING,32.84586805232778,2013,Seahawks,0.22,84.20%,Allen Bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028180,24.0,6394.0,13.468043944273482,2013,Seahawks,0.22,84.20%,Malcolm Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030210,21.0,MISSING,0.0,2013,Seahawks,0.22,84.20%,John Lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023215,31.0,MISSING,0.0,2013,Seahawks,0.22,84.20%,Heath Farwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028443,25.0,MISSING,0.0,2013,Seahawks,0.22,84.20%,Michael Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027969,24.0,6183.0,262.63811061295235,2013,Steelers,-0.01,50.00%,Cameron Heyward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027008,26.0,4955.0,211.31112268414896,2013,Steelers,-0.01,50.00%,Evander Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027723,26.0,5646.0,65.47695924635613,2013,Steelers,-0.01,50.00%,Al Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021344,34.0,MISSING,1.3502905130607683,2013,Steelers,-0.01,50.00%,Brett Keisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029508,28.0,MISSING,0.0,2013,Steelers,-0.01,50.00%,Hebron Fangupo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029911,23.0,MISSING,0.0,2013,Steelers,-0.01,50.00%,Brian Arnfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026564,27.0,5232.0,0.0,2013,Steelers,-0.01,50.00%,Steve McLendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030499,23.0,MISSING,432.8370230110429,2013,Steelers,-0.01,50.00%,Jarvis Jones,ED,630.0,14.0,5.0,3.0,0.0,0.0,25.0,0.0,59.4,82.5,56.4,69.9,54.7,2.0,25.0,15.4,6.0,0.0,1.0,308.0,220.0,325.0,322.0,3.0,17.0,28.0,2.0,28.0,37422.0,MISSING
00-0027889,25.0,MISSING,168.61546838539647,2013,Steelers,-0.01,50.00%,Jason Worilds,ED,774.0,15.0,9.0,0.0,0.0,1.0,25.0,0.0,73.6,84.2,70.8,70.0,68.0,21.0,21.0,16.0,8.0,1.0,8.0,378.0,296.0,410.0,399.0,11.0,34.0,33.0,3.0,50.0,56966.399999999994,MISSING
00-0025402,27.0,MISSING,168.3026735871218,2013,Steelers,-0.01,50.00%,Lawrence Timmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025433,28.0,MISSING,92.06987763029323,2013,Steelers,-0.01,50.00%,Lamarr Woodley,ED,575.0,11.0,3.0,1.0,0.0,1.0,25.0,1.0,73.9,46.7,76.7,62.5,54.6,8.0,24.0,20.0,7.0,3.0,5.0,206.0,265.0,428.0,421.0,7.0,18.0,25.0,1.0,37.0,42492.5,MISSING
00-0028100,24.0,MISSING,46.32819778602527,2013,Steelers,-0.01,50.00%,Chris Carter,ED,84.0,4.0,0.0,0.0,0.0,0.0,25.0,1.0,56.4,75.5,52.5,53.8,70.5,0.0,4.0,0.0,0.0,0.0,0.0,52.0,26.0,40.0,38.0,2.0,0.0,1.0,0.0,4.0,4737.599999999999,MISSING
00-0027765,25.0,MISSING,39.55544211282296,2013,Steelers,-0.01,50.00%,Stevenson Sylvester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030434,23.0,7988.0,29.537109147547387,2013,Steelers,-0.01,50.00%,Vince Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021246,33.0,MISSING,6.846212630925829,2013,Steelers,-0.01,50.00%,Larry Foote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030033,22.0,8515.0,0.0,2013,Steelers,-0.01,50.00%,Terence Garvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027597,26.0,MISSING,0.0,2013,Steelers,-0.01,50.00%,Kion Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026662,28.0,MISSING,0.0,2013,Steelers,-0.01,50.00%,Jamaal Westerman,ED,61.0,11.0,0.0,0.0,0.0,0.0,25.0,0.0,53.9,0.0,62.3,61.5,73.7,1.0,1.0,0.0,0.0,2.0,1.0,38.0,23.0,57.0,23.0,33.0,1.0,3.0,0.0,3.0,3287.9,MISSING
00-0027949,24.0,6163.0,425.0312381121592,2013,Texans,-0.13,12.50%,J.J. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028003,25.0,6217.0,152.28863225844114,2013,Texans,-0.13,12.50%,Terrell McClain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027684,25.0,5605.0,111.12002092520638,2013,Texans,-0.13,12.50%,Earl Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029417,24.0,MISSING,77.23084126077637,2013,Texans,-0.13,12.50%,Jared Crick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022793,31.0,MISSING,11.591889316057763,2013,Texans,-0.13,12.50%,Antonio Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026798,27.0,MISSING,0.0,2013,Texans,-0.13,12.50%,Tim Jamison,ED,43.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,37.5,75.7,55.9,36.8,67.4,0.0,1.0,0.0,0.0,0.0,0.0,19.0,24.0,43.0,2.0,38.0,1.0,1.0,0.0,1.0,1612.5,MISSING
00-0029643,23.0,7031.0,320.223387888151,2013,Texans,-0.13,12.50%,Whitney Mercilus,ED,932.0,16.0,6.0,0.0,0.0,0.0,13.0,0.0,57.2,35.1,55.0,66.3,73.8,9.0,33.0,7.7,3.0,6.0,9.0,492.0,403.0,783.0,638.0,127.0,24.0,30.0,1.0,51.0,53310.4,MISSING
00-0026991,26.0,MISSING,306.6674656990818,2013,Texans,-0.13,12.50%,Brian Cushing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027980,26.0,6194.0,218.7537710522263,2013,Texans,-0.13,12.50%,Brooks Reed,ED,999.0,16.0,10.0,0.0,1.0,0.0,13.0,0.0,59.6,54.4,54.0,70.4,72.4,4.0,35.0,8.0,4.0,5.0,3.0,452.0,430.0,808.0,657.0,134.0,28.0,36.0,3.0,42.0,59540.4,MISSING
00-0030473,23.0,MISSING,125.03104645497524,2013,Texans,-0.13,12.50%,Sam Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
