,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Team,Year,weighted_grade,weighted_average_grade
1021,Jamon Brown,NYG,G,100.0,2,21,53.3,54.0,57.0,4,12,287,100.0,100.0,96.2,8,19,3,536,0,10,0,536,301,301,526,0,235,0,Giants,2018,28568.8,
1022,Bryan Witzmann,CHI,G,100.0,0,6,56.5,60.1,54.0,3,10,283,100.0,100.0,96.6,1,16,3,533,0,0,0,533,306,306,533,0,227,0,Bears,2018,30114.5,
1023,Byron Bell,GB,G,100.0,1,12,49.0,59.9,41.6,1,29,348,100.0,100.0,95.4,1,31,1,528,0,0,0,528,365,365,515,12,163,0,Packers,2018,25872.0,
1024,Elijah Wilkinson,DEN,G,100.0,0,10,65.5,48.3,70.0,2,20,313,100.0,100.0,95.2,0,26,4,520,0,0,12,520,337,337,505,0,183,3,Broncos,2018,34060.0,
1025,Kyle Long,CHI,G,100.0,1,6,66.6,84.2,58.0,2,6,289,100.0,100.0,97.9,3,10,2,511,0,0,0,511,314,314,511,0,197,0,Bears,2018,34032.6,
1026,Tony Bergstrom,WAS,G,100.0,1,32,50.6,47.5,51.3,5,17,316,100.0,100.0,96.2,1,23,1,509,196,56,0,509,336,336,257,0,173,0,Commanders,2018,25755.4,
1027,Brandon Scherff,WAS,G,100.0,0,32,72.5,84.0,64.4,1,7,281,100.0,100.0,98.2,2,9,1,506,0,0,0,506,301,301,506,0,205,0,Commanders,2018,36685.0,
1028,Xavier Su'a-Filo,DAL,G,100.0,0,9,44.1,48.7,42.3,2,12,269,100.0,100.0,95.2,1,20,6,494,0,494,0,494,285,285,0,0,209,0,Cowboys,2018,21785.4,
1029,Justin McCray,GB,G,100.0,1,12,64.9,66.7,61.3,1,15,332,100.0,100.0,96.1,3,21,5,481,0,104,32,481,359,359,344,0,122,0,Packers,2018,31216.9,
1030,Mike Iupati,ARZ,G,100.0,1,1,65.7,47.5,73.8,6,7,267,100.0,100.0,96.8,3,15,2,477,0,477,0,477,285,285,0,0,192,0,Cardinals,2018,31338.9,
1031,Wyatt Teller,BUF,G,100.0,0,4,60.2,78.2,54.1,2,6,251,100.0,100.0,98.4,5,8,0,476,0,464,0,476,273,273,11,0,203,0,Bills,2018,28655.2,
1032,Brandon Fusco,ATL,G,100.0,0,2,65.4,60.7,68.2,3,12,277,100.0,100.0,96.6,3,17,2,436,0,0,0,436,293,293,436,0,143,0,Falcons,2018,28514.4,
1033,Oday Aboushi,ARZ,G,100.0,0,1,63.7,77.8,57.1,0,7,244,100.0,100.0,96.9,3,11,4,407,0,0,0,407,257,257,407,0,150,0,Cardinals,2018,25925.9,
1034,Ron Leary,DEN,G,100.0,0,10,63.3,59.9,64.1,1,12,229,100.0,100.0,97.2,2,13,0,383,0,383,0,383,246,246,0,0,137,0,Broncos,2018,24243.899999999998,
1035,Matt Slauson,IND,G,100.0,0,14,66.8,79.0,56.5,3,4,261,100.0,100.0,98.7,1,7,0,376,0,0,0,376,277,277,376,0,99,0,Colts,2018,25116.8,
1036,Ben Garland,ATL,G,100.0,0,2,71.6,59.7,78.6,1,6,244,100.0,100.0,97.3,2,10,3,371,3,14,0,371,256,256,345,0,115,9,Falcons,2018,26563.6,
1037,Greg Mancz,HST,G,100.0,0,13,67.6,69.8,65.0,1,9,189,100.0,100.0,96.8,1,11,1,368,0,89,0,368,213,213,278,0,155,1,Texans,2018,24876.8,
1038,Eric Kush,CHI,G,100.0,0,6,57.8,79.6,50.1,0,3,199,100.0,100.0,99.2,2,3,0,344,0,316,0,344,218,218,28,0,126,0,Bears,2018,19883.2,
1039,Justin Pugh,ARZ,G,100.0,0,1,53.1,52.1,51.3,5,13,198,100.0,100.0,94.9,1,19,1,343,0,0,0,343,213,213,343,0,130,0,Cardinals,2018,18213.3,
1040,Laurent Duvernay-Tardif,KC,G,100.0,1,16,63.3,67.0,65.6,4,8,191,100.0,100.0,96.9,5,12,0,331,0,0,0,331,210,210,331,0,121,0,Chiefs,2018,20952.3,
1041,Tyler Larsen,CAR,G,100.0,0,5,57.3,54.3,58.5,2,11,193,100.0,100.0,96.6,2,13,0,325,30,0,0,325,206,206,294,0,119,0,Panthers,2018,18622.5,
1042,Denzelle Good,OAK,G,100.0,0,23,55.1,51.1,57.7,3,17,194,100.0,100.0,93.8,2,22,2,306,0,0,0,306,209,209,187,119,97,0,Raiders,2018,16860.600000000002,
1043,Ethan Pocic,SEA,G,100.0,0,29,45.9,47.1,50.0,2,11,159,100.0,100.0,94.0,4,16,3,296,0,238,0,296,174,174,58,0,122,0,Seahawks,2018,13586.4,
1044,Shawn Lauvao,WAS,G,100.0,0,32,53.3,43.3,58.4,3,10,149,100.0,100.0,94.3,2,15,2,284,0,284,0,284,160,160,0,0,124,0,Commanders,2018,15137.199999999999,
1045,Colby Gossett,ARZ,G,100.0,1,1,46.0,45.6,51.2,1,8,180,100.0,100.0,94.7,4,14,5,282,0,282,0,282,190,190,0,0,92,0,Cardinals,2018,12972.0,
1046,T.J. Lang,DET,G,100.0,0,11,76.1,86.5,66.1,0,3,174,100.0,100.0,98.6,0,4,1,282,0,0,0,282,185,185,282,0,97,0,Lions,2018,21460.199999999997,
1047,Zane Beadles,ATL,G,100.0,0,2,58.2,75.4,47.9,0,6,163,100.0,100.0,97.5,0,7,1,279,0,0,0,279,175,175,279,0,104,0,Falcons,2018,16237.800000000001,
1048,Lucas Patrick,GB,G,100.0,1,12,50.1,57.4,45.7,4,9,192,100.0,100.0,96.6,2,13,0,279,0,89,0,279,208,208,189,0,71,0,Packers,2018,13977.9,
1049,Luke Bowanko,WAS,G,100.0,1,32,46.6,44.0,49.5,2,7,141,100.0,100.0,94.0,3,13,4,244,0,40,0,244,155,155,204,0,89,0,Commanders,2018,11370.4,
1050,Max Garcia,DEN,G,100.0,0,10,53.7,45.7,55.5,1,7,139,100.0,100.0,96.4,3,9,1,242,0,226,0,242,152,152,16,0,90,0,Broncos,2018,12995.400000000001,
1051,Jon Feliciano,OAK,G,99.6,1,23,49.5,59.5,50.9,0,4,126,99.2,99.3,98.4,4,4,0,226,0,216,0,227,141,142,0,0,85,11,Raiders,2018,11236.5,
1052,Jeff Allen,KC,G,100.0,0,16,56.5,76.7,50.8,1,5,145,100.0,100.0,96.6,2,8,2,224,0,215,3,224,153,153,0,0,71,6,Chiefs,2018,12656.0,
1053,Danny Isidora,MIN,G,100.0,1,18,57.0,36.0,65.5,2,7,131,100.0,100.0,95.0,1,11,2,214,0,214,0,214,145,145,0,0,69,0,Vikings,2018,12198.0,
1054,Bradley Bozeman,BLT,G,100.0,0,3,56.1,33.0,62.4,0,6,81,100.0,100.0,96.3,1,6,0,213,0,170,2,213,87,87,26,0,126,15,Ravens,2018,11949.300000000001,
1055,Jonathan Cooper,WAS,G,100.0,0,32,54.8,67.1,47.0,0,2,126,100.0,100.0,97.6,3,4,2,201,0,201,0,201,133,133,0,0,68,0,Commanders,2018,11014.8,
1056,Jordan Simmons,SEA,G,100.0,0,29,58.7,55.1,62.7,1,4,90,100.0,100.0,95.0,1,7,2,195,0,6,0,195,98,98,189,0,97,0,Seahawks,2018,11446.5,
1057,Josh LeRibeus,NO,G,100.0,0,20,41.3,26.2,53.7,1,8,115,100.0,100.0,96.1,2,9,0,179,0,179,0,179,121,121,0,0,58,0,Saints,2018,7392.7,
1058,Chris Reed,JAX,G,100.0,0,15,57.3,55.1,56.3,1,2,95,100.0,100.0,93.2,3,8,5,178,0,65,0,178,99,99,106,0,79,7,Jaguars,2018,10199.4,
1059,Cameron Tom,NO,G,100.0,0,20,44.1,54.2,45.6,0,4,70,100.0,100.0,97.1,1,4,0,178,38,84,0,178,76,76,52,0,102,4,Saints,2018,7849.8,
1060,Ted Karras,NE,G,100.0,0,19,74.1,77.8,72.0,0,2,96,100.0,100.0,97.9,1,3,1,171,5,0,0,171,103,103,165,0,68,1,Patriots,2018,12671.099999999999,
1061,Evan Smith,TB,G,100.0,0,30,48.4,39.1,51.8,2,9,117,100.0,100.0,94.4,2,12,1,168,0,0,0,168,126,126,168,0,42,0,Buccaneers,2018,8131.2,
1062,B.J. Finney,PIT,G,100.0,0,25,71.5,90.4,55.8,1,2,109,100.0,100.0,98.6,0,3,0,165,14,0,0,165,119,119,150,0,46,0,Steelers,2018,11797.5,
1063,Jeremy Vujnovich,ARZ,G,100.0,0,1,56.8,28.7,65.4,1,6,81,100.0,100.0,92.0,1,10,3,147,0,100,0,147,85,85,47,0,62,0,Cardinals,2018,8349.6,
1064,Corey Levin,TEN,G,100.0,0,31,54.3,39.3,58.5,1,4,79,100.0,100.0,95.6,1,6,1,140,36,94,0,140,85,85,5,0,55,5,Titans,2018,7602.0,
1065,Jeremiah Sirles,BUF,G,98.6,1,4,54.2,45.3,62.2,1,13,71,98.6,97.5,88.7,2,15,1,138,0,0,0,140,78,80,66,27,60,45,Bills,2018,7588.0,
1066,Will Clapp,NO,G,100.0,0,20,56.1,29.0,63.6,1,8,53,100.0,100.0,87.7,0,11,2,108,0,97,0,108,57,57,0,0,51,11,Saints,2018,6058.8,
1067,Alex Cappa,TB,G,100.0,0,30,40.1,13.8,56.9,1,9,70,100.0,100.0,92.9,0,10,0,106,0,0,0,106,75,75,105,0,31,0,Buccaneers,2018,4250.6,
1068,Dakota Dozier,NYJ,G,97.2,1,22,57.1,69.2,53.1,0,1,46,93.9,94.2,98.9,2,1,0,103,0,68,0,106,49,52,0,0,54,16,Jets,2018,6052.6,
1069,Adam Redmond,DAL,G,100.0,0,9,53.4,43.2,57.5,1,6,65,100.0,100.0,93.1,0,8,1,96,0,77,0,96,70,70,19,0,26,0,Cowboys,2018,5126.4,
1070,Christian Westerman,CIN,G,100.0,0,7,82.0,80.8,84.1,0,2,52,100.0,100.0,98.1,1,2,0,96,0,70,0,96,60,60,26,0,36,0,Bengals,2018,7872.0,
1071,Daniel Munyer,ARZ,G,100.0,0,1,38.9,47.3,41.2,1,2,59,100.0,100.0,94.1,1,5,2,86,0,7,0,86,61,61,79,0,25,0,Cardinals,2018,3345.4,
1072,Andy Levitre,ATL,G,100.0,0,2,62.0,41.0,69.3,2,4,55,100.0,100.0,92.7,0,7,1,82,0,82,0,82,58,58,0,0,24,0,Falcons,2018,5084.0,
1073,Hroniss Grasu,MIA,G,100.0,0,17,52.1,56.7,47.7,1,2,57,100.0,100.0,95.6,0,4,1,80,0,80,0,80,60,60,0,0,20,0,Dolphins,2018,4168.0,
1074,Ike Boettger,BUF,G,100.0,0,4,54.3,60.3,49.8,0,2,48,100.0,100.0,97.9,0,2,0,76,0,12,0,76,50,50,62,0,26,2,Bills,2018,4126.8,
1075,Josh Sitton,MIA,G,100.0,0,17,62.0,46.8,64.4,1,2,31,100.0,100.0,95.2,1,3,0,62,0,62,0,62,34,34,0,0,28,0,Dolphins,2018,3844.0,
1076,Joshua Garnett,SF,G,100.0,0,28,63.9,73.2,59.7,1,1,26,100.0,100.0,96.2,0,2,0,59,0,30,0,59,29,29,29,0,30,0,49ers,2018,3770.1,
1077,Chaz Green,OAK,G,100.0,0,23,34.5,26.0,49.6,0,1,41,100.0,100.0,91.5,1,4,3,59,0,59,0,59,43,43,0,0,16,0,Raiders,2018,2035.5,
1078,Kyle Fuller,WAS,G,100.0,0,32,37.0,36.1,47.5,0,2,33,100.0,100.0,93.9,1,3,1,56,0,56,0,56,35,35,0,0,21,0,Commanders,2018,2072.0,
1079,Joe Dahl,DET,G,98.0,0,11,72.4,79.3,67.3,0,1,9,90.0,91.7,94.4,0,1,0,50,0,2,0,51,11,12,0,0,39,20,Lions,2018,3692.4,
1080,Justin Murray,OAK,G,100.0,0,23,60.7,47.0,65.5,1,0,36,100.0,100.0,93.1,0,3,2,50,0,50,0,50,37,37,0,0,13,0,Raiders,2018,3035.0,
1081,Zac Kerin,WAS,G,100.0,0,32,56.7,79.0,50.6,1,0,22,100.0,100.0,97.7,0,1,0,48,0,48,0,48,23,23,0,0,25,0,Commanders,2018,2721.6000000000004,
1082,Austin Howard,WAS,G,100.0,0,32,33.4,31.8,37.0,0,2,19,100.0,100.0,89.5,1,3,1,37,0,0,0,37,19,19,33,2,18,2,Commanders,2018,1235.8,
1083,Josh Andrews,IND,G,100.0,0,14,56.4,57.9,54.2,1,2,23,100.0,100.0,93.5,0,3,0,36,4,0,0,36,24,24,32,0,12,0,Colts,2018,2030.3999999999999,
1084,Michael Ola,NO,G,100.0,0,20,47.3,1.3,55.2,0,1,6,100.0,100.0,91.7,0,1,0,32,0,0,0,32,6,6,18,0,26,14,Saints,2018,1513.6,
1085,Wesley Johnson,MIA,G,100.0,0,17,44.9,59.6,42.8,0,1,15,100.0,100.0,96.7,0,1,0,26,1,25,0,26,15,15,0,0,11,0,Dolphins,2018,1167.3999999999999,
1086,Alex Light,GB,G,100.0,0,12,66.8,78.8,58.3,0,1,22,100.0,100.0,97.7,0,1,0,26,0,0,1,26,22,22,25,0,4,0,Packers,2018,1736.8,
1087,Forrest Lamp,LAC,G,100.0,0,27,54.2,76.4,52.9,0,0,2,100.0,100.0,100.0,0,0,0,17,0,0,0,17,3,3,17,0,14,0,Chargers,2018,921.4000000000001,
1088,Sam Jones,DEN,G,93.3,0,10,70.2,76.9,65.9,0,0,6,85.7,87.5,100.0,0,0,0,14,0,2,0,15,7,8,0,0,7,13,Broncos,2018,1053.0,
1089,Chance Warmack,PHI,G,100.0,0,24,58.6,68.6,57.9,0,0,1,100.0,100.0,100.0,0,0,0,7,0,5,0,7,1,1,1,1,6,0,Eagles,2018,410.2,
1090,Adam Pankey,GB,G,100.0,0,12,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,0,Packers,2018,60.0,
1091,Isaac Seumalo,PHI,G,100.0,0,24,69.6,69.0,67.2,5,31,678,100.0,100.0,96.6,5,41,5,1162,1,1160,0,1162,723,723,0,0,439,0,Eagles,2019,80875.2,49.07785843920145
1092,Joe Thuney,NE,G,100.0,0,19,77.4,87.4,66.6,4,11,648,100.0,100.0,98.7,0,16,1,1140,0,1132,0,1140,693,693,0,8,447,0,Patriots,2019,88236.0,61.4535538005923
1093,Ali Marpet,TB,G,100.0,1,30,72.3,80.6,65.2,8,13,707,100.0,100.0,98.2,5,23,2,1139,0,1139,0,1139,751,751,0,0,388,0,Buccaneers,2019,82349.7,63.21705998033432
1094,Zack Martin,DAL,G,100.0,0,9,88.1,90.8,80.1,3,16,639,100.0,100.0,98.5,2,19,0,1114,0,0,0,1114,680,680,1114,0,434,0,Cowboys,2019,98143.4,57.83156723063224
1095,Bradley Bozeman,BLT,G,100.0,2,3,63.4,55.8,65.8,3,16,509,100.0,100.0,97.3,6,23,4,1105,0,1104,0,1105,537,537,0,0,568,0,Ravens,2019,70057.0,66.06251336898396
1096,Andrew Norwell,JAX,G,100.0,2,15,65.5,74.2,62.3,5,20,684,100.0,100.0,97.7,8,28,3,1088,0,1087,0,1088,736,736,0,0,352,0,Jaguars,2019,71264.0,57.79447585906916
1097,Mark Glowinski,IND,G,100.0,0,14,60.5,56.9,64.9,13,26,576,100.0,100.0,96.1,10,42,3,1076,0,0,0,1076,621,621,1076,0,455,0,Colts,2019,65098.0,73.65354653546535
1098,Billy Turner,GB,G,100.0,1,12,65.3,57.5,66.0,6,33,635,100.0,100.0,96.0,2,45,6,1076,0,1,2,1076,686,686,1072,1,390,0,Packers,2019,70262.8,65.96861206473761
1099,Cody Whitehair,CHI,G,100.0,1,6,64.9,64.1,63.3,3,13,650,100.0,100.0,98.3,4,19,3,1069,561,508,0,1069,692,692,0,0,377,0,Bears,2019,69378.1,57.80293204553295
1100,Will Hernandez,NYG,G,100.0,0,21,58.4,72.5,45.7,6,23,681,100.0,100.0,97.6,4,31,2,1068,0,1067,0,1068,728,728,0,0,340,0,Giants,2019,62371.2,65.62603192074849
1101,Shaq Mason,NE,G,100.0,0,19,73.0,72.4,69.8,3,26,611,100.0,100.0,97.3,5,31,2,1067,0,0,0,1067,654,654,1067,0,413,0,Patriots,2019,77891.0,55.18755912961212
1102,Quinton Spain,BUF,G,100.0,2,4,55.4,70.4,45.8,5,24,596,100.0,100.0,97.6,4,29,0,1063,0,1063,0,1063,633,633,0,0,430,0,Bills,2019,58890.2,60.81792543021033
1103,Laken Tomlinson,SF,G,100.0,1,28,64.7,69.3,61.2,4,20,526,100.0,100.0,97.1,5,27,3,1061,0,1060,0,1061,567,567,0,0,494,0,49ers,2019,68646.7,
1104,Michael Schofield III,LAC,G,100.0,0,27,63.6,76.9,50.3,7,18,636,100.0,100.0,97.9,1,26,1,1057,0,0,0,1057,688,688,1057,0,369,0,Chargers,2019,67225.2,
1105,Brandon Brooks,PHI,G,100.0,0,24,92.8,85.4,91.4,5,13,604,100.0,100.0,98.2,2,20,2,1046,0,0,0,1046,647,647,1045,0,399,0,Eagles,2019,97068.8,
1106,Quenton Nelson,IND,G,99.8,0,14,91.2,82.8,90.1,2,18,559,99.8,99.8,98.2,3,20,0,1042,0,1042,0,1044,603,604,0,0,439,0,Colts,2019,95212.8,
1107,Joel Bitonio,CLV,G,100.0,0,8,74.2,86.0,65.0,1,13,595,100.0,100.0,98.3,3,17,3,1039,0,1037,0,1039,652,652,1,1,387,0,Browns,2019,77093.8,
1108,Dan Feeney,LAC,G,100.0,1,27,51.7,57.0,49.5,8,30,619,100.0,100.0,96.1,7,43,5,1032,116,916,0,1032,669,669,0,0,363,0,Chargers,2019,53354.4,
1109,Justin Pugh,ARZ,G,100.0,0,1,66.8,82.2,55.1,2,15,621,100.0,100.0,98.0,2,21,4,1022,0,898,0,1022,665,665,1,123,357,0,Cardinals,2019,68269.59999999999,
1110,Mike Iupati,SEA,G,100.0,2,29,60.4,60.1,60.3,2,17,566,100.0,100.0,97.4,8,24,5,1015,0,1014,0,1015,616,616,1,0,399,0,Seahawks,2019,61306.0,
1111,J.R. Sweezy,ARZ,G,100.0,0,1,61.6,71.0,52.2,1,26,602,100.0,100.0,97.6,7,28,1,1001,0,0,0,1001,647,647,1000,1,354,0,Cardinals,2019,61661.6,
1112,Michael Deiter,MIA,G,99.9,1,17,42.5,37.8,45.5,15,23,660,99.8,99.9,96.2,5,44,6,995,0,944,50,996,708,709,0,0,287,1,Dolphins,2019,42330.0,
1113,David DeCastro,PIT,G,100.0,0,25,71.1,82.7,64.2,0,22,561,100.0,100.0,97.7,4,24,2,995,0,0,0,995,606,606,995,0,389,0,Steelers,2019,70744.5,
1114,Kevin Zeitler,NYG,G,100.0,1,21,76.4,75.0,72.7,3,16,643,100.0,100.0,98.1,2,22,3,991,0,0,0,991,686,686,990,0,305,0,Giants,2019,75712.40000000001,
1115,Dalton Risner,DEN,G,100.0,0,10,64.4,69.8,60.3,5,14,548,100.0,100.0,97.7,3,22,3,975,0,975,0,975,590,590,0,0,385,0,Broncos,2019,62790.00000000001,
1116,Larry Warford,NO,G,100.0,2,20,73.1,70.5,73.5,6,22,563,100.0,100.0,97.2,6,30,2,970,0,0,0,970,605,605,970,0,365,0,Saints,2019,70907.0,
1117,Marshal Yanda,BLT,G,100.0,0,3,86.6,84.9,80.2,0,8,464,100.0,100.0,98.9,0,9,1,968,0,0,0,968,491,491,968,0,477,0,Ravens,2019,83828.79999999999,
1118,Elgton Jenkins,GB,G,100.0,0,12,69.2,73.6,65.7,1,21,570,100.0,100.0,98.1,8,22,0,964,0,960,2,964,616,616,1,1,348,0,Packers,2019,66708.8,
1119,Zach Fulton,HST,G,100.0,1,13,52.2,73.9,43.9,1,26,563,100.0,100.0,97.4,8,28,1,955,0,0,0,955,593,593,955,0,362,0,Texans,2019,49851.0,
1120,Jon Feliciano,BUF,G,100.0,0,4,64.1,66.6,63.2,4,12,530,100.0,100.0,97.7,6,20,4,947,104,0,0,947,562,562,843,0,385,0,Bills,2019,60702.7,
1121,Max Scharping,HST,G,100.0,1,13,56.7,72.8,48.9,3,22,565,100.0,100.0,97.3,6,28,3,938,0,938,0,938,600,600,0,0,338,0,Texans,2019,53184.600000000006,
1122,Ereck Flowers,WAS,G,100.0,1,32,64.1,69.0,59.9,2,20,545,100.0,100.0,97.6,5,24,2,937,0,937,0,937,588,588,0,0,349,0,Commanders,2019,60061.7,
1123,Mike Person,SF,G,100.0,0,28,61.8,60.3,58.8,5,27,468,100.0,100.0,96.4,2,33,1,937,0,0,0,937,508,508,936,0,429,0,49ers,2019,57906.6,
1124,Rodger Saffold,TEN,G,100.0,1,31,71.4,75.7,68.0,2,12,501,100.0,100.0,97.4,3,20,6,928,0,928,0,928,538,538,0,0,390,0,Titans,2019,66259.20000000001,
1125,Pat Elflein,MIN,G,100.0,2,18,64.7,51.3,67.6,3,23,451,100.0,100.0,95.8,8,32,6,919,0,919,0,919,481,481,0,0,438,0,Vikings,2019,59459.3,
1126,Laurent Duvernay-Tardif,KC,G,100.0,1,16,57.2,70.5,48.5,1,17,528,100.0,100.0,97.9,3,20,2,899,0,0,0,899,592,592,898,0,307,0,Chiefs,2019,51422.8,
1127,Trai Turner,CAR,G,100.0,0,5,63.9,65.1,58.3,4,20,596,100.0,100.0,97.0,3,30,6,888,0,0,0,888,618,618,888,0,270,0,Panthers,2019,56743.2,
1128,Graham Glasgow,DET,G,100.0,0,11,74.1,69.0,74.2,5,20,520,100.0,100.0,97.6,3,25,0,872,84,0,0,872,559,559,788,0,313,0,Lions,2019,64615.2,
1129,Alex Cappa,TB,G,100.0,0,30,62.7,59.4,61.5,6,21,528,100.0,100.0,96.7,3,31,4,869,0,0,0,869,562,562,869,0,307,0,Buccaneers,2019,54486.3,
1130,D.J. Fluker,SEA,G,100.0,2,29,60.4,61.4,60.8,2,15,480,100.0,100.0,97.0,7,23,6,863,0,0,0,863,518,518,862,1,345,0,Seahawks,2019,52125.2,
1131,Ramon Foster,PIT,G,100.0,2,25,59.0,67.0,51.9,2,27,465,100.0,100.0,96.0,2,33,4,822,0,822,0,822,505,505,0,0,317,0,Steelers,2019,48498.0,
1132,Joe Dahl,DET,G,100.0,1,11,64.9,73.0,57.1,3,14,464,100.0,100.0,97.5,2,20,3,798,0,798,0,798,503,503,0,0,295,0,Lions,2019,51790.200000000004,
1133,John Miller,CIN,G,100.0,0,7,58.6,58.2,55.3,3,14,454,100.0,100.0,97.7,3,19,2,779,0,0,0,779,482,482,779,0,297,0,Bengals,2019,45649.4,
1134,A.J. Cann,JAX,G,100.0,0,15,55.3,50.6,55.8,1,27,484,100.0,100.0,96.5,2,31,3,775,0,0,0,775,519,519,774,0,256,0,Jaguars,2019,42857.5,
1135,Richie Incognito,OAK,G,100.0,2,23,74.0,88.5,68.9,0,8,413,100.0,100.0,98.8,8,9,1,766,0,766,0,766,432,432,0,0,334,0,Raiders,2019,56684.0,
1136,Alex Lewis,NYJ,G,100.0,0,22,56.1,68.5,48.9,5,15,436,100.0,100.0,97.2,7,22,2,764,0,764,0,764,472,472,0,0,292,0,Jets,2019,42860.4,
1137,Ron Leary,DEN,G,100.0,1,10,58.4,74.7,52.6,4,8,420,100.0,100.0,98.3,8,13,1,754,0,0,0,754,450,450,754,0,304,0,Broncos,2019,44033.6,
1138,Josh Kline,MIN,G,100.0,1,18,61.5,62.5,60.1,2,17,359,100.0,100.0,96.8,3,21,2,733,0,0,0,733,381,381,733,0,352,0,Vikings,2019,45079.5,
1139,Connor Williams,DAL,G,100.0,1,9,60.9,63.0,60.8,4,16,392,100.0,100.0,97.2,6,21,1,727,0,727,0,727,426,426,0,0,301,0,Cowboys,2019,44274.299999999996,
1140,Nate Davis,TEN,G,100.0,1,31,40.9,44.5,47.0,4,11,377,100.0,100.0,96.2,8,22,7,724,0,0,0,724,406,406,723,0,318,0,Titans,2019,29611.6,
1141,Andrew Wylie,KC,G,100.0,0,16,67.4,78.4,61.4,4,8,430,100.0,100.0,98.1,4,14,2,716,0,574,0,716,479,479,139,2,237,0,Chiefs,2019,48258.4,
1142,Gabe Jackson,OAK,G,100.0,0,23,61.8,75.6,53.6,1,9,391,100.0,100.0,97.4,4,15,5,707,0,0,0,707,412,412,707,0,295,0,Raiders,2019,43692.6,
1143,Greg Van Roten,CAR,G,100.0,1,5,65.6,74.3,57.4,3,13,427,100.0,100.0,97.9,2,17,1,704,0,704,0,704,446,446,0,0,258,0,Panthers,2019,46182.399999999994,
1144,Wes Schweitzer,ATL,G,100.0,0,2,56.4,58.0,55.0,8,18,472,100.0,100.0,96.8,4,28,2,697,7,468,0,697,504,504,222,0,193,0,Falcons,2019,39310.799999999996,
1145,David Edwards,LA,G,100.0,2,26,61.0,51.6,64.8,4,10,401,100.0,100.0,98.0,9,15,1,689,0,135,0,689,428,428,542,12,261,0,Rams,2019,42029.0,
1146,James Carpenter,ATL,G,100.0,1,2,45.3,46.2,45.9,4,23,435,100.0,100.0,96.0,7,31,4,675,0,674,1,675,473,473,0,0,202,0,Falcons,2019,30577.499999999996,
1147,Rashaad Coward,CHI,G,100.0,0,6,51.7,38.0,60.5,3,21,404,100.0,100.0,96.8,4,25,1,660,0,0,0,660,424,424,660,0,236,0,Bears,2019,34122.0,
1148,Michael Jordan,CIN,G,100.0,1,7,43.7,56.8,42.6,2,18,386,100.0,100.0,95.9,6,26,6,648,0,620,0,648,413,413,13,0,235,15,Bengals,2019,28317.600000000002,
1149,Brandon Scherff,WAS,G,100.0,1,32,75.4,72.7,76.6,0,8,363,100.0,100.0,98.6,9,9,1,643,0,0,0,643,394,394,643,0,249,0,Commanders,2019,48482.200000000004,
1150,Joey Hunt,SEA,G,100.0,1,29,56.5,62.2,52.7,1,9,340,100.0,100.0,97.6,3,13,3,613,602,1,0,613,362,362,0,0,251,10,Seahawks,2019,34634.5,
1151,Evan Boehm,MIA,G,100.0,0,17,47.4,45.0,47.1,9,14,380,100.0,100.0,96.7,3,24,1,595,199,51,0,595,413,413,344,0,182,0,Dolphins,2019,28203.0,
1152,Billy Price,CIN,G,100.0,0,7,41.9,26.1,54.1,5,21,373,100.0,100.0,95.7,4,29,3,588,1,478,0,588,403,403,108,0,185,1,Bengals,2019,24637.2,
1153,Jamon Brown,ATL,G,100.0,1,2,53.2,57.7,50.5,5,14,370,100.0,100.0,97.4,6,19,0,587,0,0,0,587,402,402,587,0,185,0,Falcons,2019,31228.4,
1154,Andrus Peat,NO,G,100.0,0,20,49.5,57.6,47.9,2,12,329,100.0,100.0,97.0,3,17,3,575,0,569,6,575,350,350,0,0,225,0,Saints,2019,28462.5,
1155,Wyatt Teller,CLV,G,99.6,0,8,56.7,68.6,48.2,3,12,309,99.4,99.4,97.2,2,16,1,557,0,0,1,559,337,339,557,0,220,1,Browns,2019,31695.300000000003,
1156,Austin Corbett,LA,G,100.0,0,26,51.8,61.6,52.0,1,9,326,100.0,100.0,98.2,4,11,1,542,0,542,0,542,348,348,0,0,194,0,Rams,2019,28075.6,
1157,Brian Winters,NYJ,G,100.0,1,22,61.0,54.6,60.7,4,16,313,100.0,100.0,96.2,2,22,2,526,0,0,0,526,346,346,526,0,180,0,Jets,2019,32086.0,
1158,Halapoulivaati Vaitai,PHI,G,99.8,0,24,72.8,62.1,75.5,8,11,276,99.6,99.7,95.8,4,21,2,476,0,2,12,477,291,292,43,372,185,47,Eagles,2019,34725.6,
1159,Deion Calhoun,MIA,G,100.0,1,17,44.2,44.0,43.9,3,13,310,100.0,100.0,96.8,2,18,2,471,0,0,0,471,332,332,471,0,139,0,Dolphins,2019,20818.2,
