team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Buccaneers,00-0028042,90.97403938100643,Buccaneers,-0.1,25.00%,Luke Stocker,TE,0.5446375404530744,2013.0,luke stocker,luke stocker,luke stocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029183,0.0,Buccaneers,-0.1,25.00%,Danny Noble,TE,0.0325485436893203,2013.0,danny noble,danny noble,danny noble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0028337,0.0,Buccaneers,-0.1,25.00%,Kyle Adams,TE,0.1320671521035598,2013.0,kyle adams,kyle adams,kyle adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0030506,191.4959393785066,Chiefs,0.07,64.70%,Travis Kelce,TE,0.4699239482200647,2013.0,travis kelce,travis kelce,travis kelce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029281,76.53071766164149,Giants,-0.09,43.80%,Adrien Robinson,TE,0.4663535598705501,2013.0,adrien robinson,adrien robinson,adrien robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030171,0.0,Jets,-0.1,50.00%,Chris Pantale,TE,0.0963729773462783,2013.0,chris pantale,,chris pantale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030171,0.0,Jets,-0.1,50.00%,Chris Pantale,TE,0.058252427184466,2013.0,chris pantale,,chris pantale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029063,0.0,Lions,0.03,43.80%,Matt Veldman,TE,0.0192742718446601,2013.0,matt veldman,,matt veldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030272,0.0,Packers,-0.04,50.00%,Jake Stoneburner,TE,0.3276699029126214,2013.0,jake stoneburner,jake stoneburner,jake stoneburner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0022847,26.65442785804461,Panthers,0.15,70.60%,Ben Hartsock,TE,0.5016181229773463,2013.0,ben hartsock,ben hartsock,ben hartsock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0029793,0.0,Panthers,0.15,70.60%,Brandon Williams,TE,0.3276699029126214,2013.0,brandon williams,brandon williams,brandon williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027583,0.0,Panthers,0.15,70.60%,Richie Brockel,TE,0.4490291262135922,2013.0,richie brockel,richard brockel,richard brockel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0028179,13.582120429202346,Raiders,-0.13,25.00%,David Ausberry,TE,0.4583131067961165,2013.0,david ausberry,david ausberry,david ausberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029315,14.032545536471172,Texans,-0.13,12.50%,Brad Smelley,TE,0.0685315533980582,2013.0,brad smelley,brad smelley,brad smelley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0028987,0.0,Texans,-0.13,12.50%,Phillip Supernaw,TE,0.0192742718446601,2013.0,phillip supernaw,phillip supernaw,phillip supernaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0029587,75.46700937007179,Vikings,-0.11,33.30%,Rhett Ellison,TE,0.4491472491909385,2013.0,rhett ellison,rhett ellison,rhett ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030707,0.0,Bears,-0.15,31.30%,Blake Annen,TE,0.1486067669172932,2014.0,blake annen,blake jarwin,blake jarwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0023506,25.64664345453672,Bengals,0.01,62.50%,Alex Smith,TE,0.4774436090225564,2014.0,alex smith,alex smith,alex smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0028994,0.0,Broncos,0.18,70.60%,Dominique Jones,TE,0.0504203007518796,2014.0,dominique jones,dominique jones,dominique jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0031260,91.22753062904772,Cardinals,0.01,64.70%,Logan Thomas,TE,0.3970097744360902,2014.0,logan thomas,logan thomas,logan thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0028078,54.13330635915477,Commanders,-0.16,25.00%,Gabe Miller,TE,0.0743030075187969,2014.0,gabe miller,zach miller,zach miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0030710,0.0,Eagles,0.0,62.50%,Trey Burton,TE,0.3176691729323308,2014.0,trey burton,trey burton,trey burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0031462,0.0,Giants,-0.02,37.50%,Jerome Cunningham,TE,0.0371511278195488,2014.0,jerome cunningham,jerome cunningham,jerome cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030171,0.0,Jets,-0.12,25.00%,Chris Pantale,TE,0.1094646616541353,2014.0,chris pantale,,chris pantale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030758,0.0,Packers,0.17,72.20%,Justin Perillo,TE,0.1300308270676692,2014.0,justin perillo,justin perillo,justin perillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027583,0.0,Panthers,-0.01,47.10%,Richie Brockel,TE,0.5676691729323309,2014.0,richie brockel,richard brockel,richard brockel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0031167,0.0,Raiders,-0.21,18.80%,Scott Simonson,TE,0.0743030075187969,2014.0,scott simonson,scott simonson,scott simonson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0030129,12.932071904879242,Rams,-0.05,37.50%,Justice Cunningham,TE,0.092878947368421,2014.0,justice cunningham,justice cunningham,justice cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0030975,0.0,Rams,-0.05,37.50%,Alex Bayer,TE,0.3182954887218045,2014.0,alex bayer,,alex bayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0031213,0.0,Seahawks,0.21,73.70%,Rashaun Allen,TE,0.0047368421052631,2014.0,rashaun allen,,rashaun allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0031140,0.0,Texans,0.11,56.30%,Anthony Denham,TE,0.0743030075187969,2014.0,anthony denham,anthony becht,anthony becht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0026008,0.0,Titans,-0.16,12.50%,Matthew Mulligan,TE,0.0507578947368421,2014.0,matthew mulligan,matthew mulligan,matthew mulligan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0028451,0.0,Titans,-0.16,12.50%,Brett Brackett,TE,0.1382571428571428,2014.0,brett brackett,,brett brackett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0031968,0.0,Browns,-0.14,18.80%,E.J. Bibbs,TE,0.3036013400335008,2015.0,ej bibbs,,ej bibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032185,0.0,Buccaneers,-0.03,37.50%,Tevin Westbrook,TE,0.01785873813512,2015.0,tevin westbrook,kevin brock,kevin brock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0029391,0.0,Chargers,-0.06,25.00%,Sean McGrath,TE,0.01785873813512,2015.0,sean mcgrath,sean mcgrath,sean mcgrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0030854,0.0,Colts,-0.11,50.00%,Erik Swoope,TE,0.01785873813512,2015.0,erik swoope,erik swoope,erik swoope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0030822,0.0,Commanders,0.01,52.90%,Marcel Jensen,TE,0.03571747627024,2015.0,marcel jensen,marcel jensen,marcel jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0031260,82.54608326818396,Dolphins,-0.1,37.50%,Logan Thomas,TE,0.1064349525404801,2015.0,logan thomas,logan thomas,logan thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0029793,0.0,Dolphins,-0.1,37.50%,Brandon Williams,TE,0.0960685371300949,2015.0,brandon williams,brandon williams,brandon williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0030828,0.0,Falcons,0.0,50.00%,D.J. Tialavea,TE,0.01785873813512,2015.0,dj tialavea,dj tialavea,dj tialavea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0032120,23.142823576345563,Jaguars,-0.09,31.30%,Neal Sterling,TE,0.1964475153545505,2015.0,neal sterling,neal sterling,neal sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0026931,15.437460937244929,Lions,-0.05,43.80%,Bear Pascoe,TE,0.0721140424343941,2015.0,bear pascoe,bear pascoe,bear pascoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0031617,26.244860635074225,Packers,0.02,61.10%,Kennard Backman,TE,0.3193893076493579,2015.0,kennard backman,,kennard backman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0031884,0.0,Raiders,-0.03,43.80%,Gabe Holmes,TE,0.1428706030150753,2015.0,gabe holmes,gabe holmes,gabe holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0028119,29.32384659922889,Ravens,-0.08,31.30%,Richard Gordon,TE,0.0960685371300949,2015.0,richard gordon,richard gordon,richard gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029432,0.0,Ravens,-0.08,31.30%,Chase Ford,TE,0.1681197654941373,2015.0,chase ford,chase ford,chase ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0028238,0.0,Ravens,-0.08,31.30%,Konrad Reuland,TE,0.0960685371300949,2015.0,konrad reuland,konrad reuland,konrad reuland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0031610,30.14532060129187,Ravens,-0.08,31.30%,Darren Waller,TE,0.2738407314349526,2015.0,darren waller,darren waller,darren waller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032098,0.0,Ravens,-0.08,31.30%,Daniel Brown,TE,0.1071531267448352,2015.0,daniel brown,daniel brown,daniel brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
