,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
1186,Connor Barwin,LA,ED,722,4969,15,8,0,0,0,26,1,58.1,90.9,51.8,58.5,52.4,6,20,15.8,6,0,5,371,264,684,683,0,21,24,2,31,Rams,2017,41948.200000000004,
1187,Michael Johnson,CIN,ED,685,4993,15,11,0,1,0,7,0,69.2,81.8,56.3,67.2,60.6,3,15,8.5,4,1,5,364,309,676,425,78,28,32,5,23,Bengals,2017,47402.0,
1188,Michael Bennett,SEA,ED,931,5273,16,6,1,3,0,29,0,63.2,0.0,68.1,69.1,46.1,16,44,18.2,8,15,10,578,352,929,577,215,32,30,10,70,Seahawks,2017,58839.200000000004,
1189,Brandon Graham,PHI,ED,823,5538,18,4,1,0,3,24,1,90.2,51.6,86.8,83.4,59.0,9,56,12.8,6,5,12,587,228,823,613,154,39,37,13,77,Eagles,2017,74234.6,
1190,Jason Pierre-Paul,NYG,ED,1010,5540,16,11,2,0,2,21,0,69.1,57.6,62.4,69.4,77.9,5,40,3.7,2,5,9,585,399,995,802,158,37,41,4,54,Giants,2017,69791.0,
1191,Derrick Morgan,TEN,ED,827,5541,16,10,1,1,0,31,2,67.1,74.5,68.9,57.7,70.9,4,45,6.5,2,3,10,485,274,790,779,10,17,19,1,59,Titans,2017,55491.7,
1192,Jerry Hughes,BUF,ED,781,5556,17,13,0,0,1,4,0,74.7,43.9,69.6,85.4,30.0,9,36,22.0,13,6,4,477,294,780,765,10,31,33,12,49,Bills,2017,58340.700000000004,
1193,Lamarr Houston,CHI,ED,377,5569,10,3,1,0,1,6,1,65.1,49.6,59.9,62.6,36.2,4,19,33.3,6,2,5,246,108,362,358,2,13,9,3,28,Bears,2017,24542.699999999997,
1194,Carlos Dunlap,CIN,ED,876,5579,16,2,7,2,1,7,0,77.4,77.9,70.5,70.2,64.0,14,50,12.5,5,2,8,550,305,873,781,62,29,33,4,72,Bengals,2017,67802.40000000001,
1195,Everson Griffen,MIN,ED,910,5624,17,7,2,1,4,18,0,84.7,57.3,85.6,71.0,59.6,12,41,13.6,6,5,13,583,319,908,859,45,35,31,4,66,Vikings,2017,77077.0,
1196,Arthur Moats,PIT,ED,84,5701,12,0,0,0,0,25,0,52.9,81.7,64.6,42.9,39.0,1,3,20.0,1,0,0,29,35,59,59,0,1,4,0,4,Steelers,2017,4443.599999999999,
1197,Willie Young,CHI,ED,119,5736,4,2,0,0,0,6,0,56.0,82.6,60.4,61.9,78.1,2,2,0.0,0,1,2,67,41,119,119,0,4,5,0,6,Bears,2017,6664.0,
1198,Dekoda Watson,SF,ED,88,5740,8,0,0,0,0,28,0,63.3,28.0,64.4,64.3,39.7,0,7,25.0,1,1,0,65,17,85,74,6,2,3,0,7,49ers,2017,5570.4,
1199,Frank Zombo,KC,ED,639,5945,16,4,0,0,0,16,1,49.8,86.9,50.9,53.1,46.2,3,18,11.9,5,1,2,304,279,619,619,0,21,33,4,23,Chiefs,2017,31822.199999999997,
1200,Junior Galette,WAS,ED,407,6018,16,2,1,0,1,32,0,83.8,40.9,85.2,68.9,71.5,9,25,6.3,1,3,3,258,136,390,388,2,9,13,1,37,Commanders,2017,34106.6,
1201,George Johnson,NO,ED,269,6112,9,0,0,0,0,20,0,59.3,88.2,53.1,65.1,37.8,2,10,20.0,1,0,3,184,84,269,244,9,7,4,1,15,Saints,2017,15951.699999999999,
1202,Von Miller,DEN,ED,846,6154,16,6,3,6,2,10,1,91.5,3.4,90.9,91.7,79.5,12,61,7.7,4,14,10,471,342,818,818,0,44,42,7,83,Broncos,2017,77409.0,
1203,Robert Quinn,LA,ED,696,6166,16,5,1,3,1,26,0,58.4,14.3,62.2,64.5,68.0,6,24,8.0,2,8,10,430,240,690,686,2,19,18,4,40,Rams,2017,40646.4,
1204,Ryan Kerrigan,WAS,ED,820,6168,16,5,0,0,3,32,0,84.2,83.2,84.6,71.2,80.5,4,42,3.3,1,1,18,438,333,799,790,2,34,24,4,64,Commanders,2017,69044.0,
1205,Adrian Clayborn,ATL,ED,632,6172,18,6,0,0,2,2,2,81.3,40.3,85.5,54.4,66.7,9,39,10.5,2,5,10,478,150,621,538,66,18,11,2,58,Falcons,2017,51381.6,
1206,Cameron Jordan,NO,ED,1136,6176,18,9,12,1,1,20,0,91.2,63.6,89.4,86.7,50.7,16,57,15.8,9,5,15,679,418,1134,983,127,41,39,3,88,Saints,2017,103603.2,
1207,Jabaal Sheard,IND,ED,900,6189,16,4,5,1,2,14,0,85.1,37.7,86.3,79.8,34.9,8,54,23.2,13,6,5,476,387,884,863,14,38,39,6,67,Colts,2017,76590.0,
1208,Brooks Reed,ATL,ED,460,6194,18,7,0,0,0,2,0,80.8,76.9,76.2,71.8,49.0,4,18,17.4,8,1,4,222,235,456,447,8,30,31,2,26,Falcons,2017,37168.0,
1209,Justin Houston,KC,ED,1015,6222,16,7,4,0,0,16,1,78.8,67.2,76.4,77.2,58.0,11,37,13.1,8,3,11,470,400,960,952,8,44,46,6,59,Chiefs,2017,79982.0,
1210,Sam Acho,CHI,ED,639,6255,16,9,1,0,1,6,1,59.8,87.3,61.8,68.2,86.6,12,13,3.0,1,0,4,250,285,579,579,0,20,23,0,29,Bears,2017,38212.2,
1211,Chris Carter,WAS,ED,3,6314,3,0,0,0,0,32,0,61.4,97.9,58.4,60.0,,0,0,,0,0,0,2,1,2,2,0,0,0,0,0,Commanders,2017,184.2,
1212,Pernell McPhee,CHI,ED,385,6317,13,4,2,0,1,6,0,77.9,85.4,65.6,70.1,64.2,6,7,16.7,4,0,4,197,144,373,373,0,15,16,1,17,Bears,2017,29991.500000000004,
1213,Mario Addison,CAR,ED,692,6558,17,5,0,0,1,5,0,73.7,84.5,71.2,66.0,63.2,3,43,11.4,4,1,11,454,219,685,659,8,25,26,3,57,Panthers,2017,51000.4,
1214,Bruce Irvin,OAK,ED,880,7021,16,8,1,0,4,23,0,70.6,41.0,61.5,73.6,77.5,7,25,9.8,5,6,9,406,349,826,824,1,33,38,11,41,Raiders,2017,62127.99999999999,
1215,Melvin Ingram III,LAC,ED,890,7024,16,5,0,1,1,27,2,85.3,24.7,89.6,69.8,68.8,12,53,12.5,6,8,11,523,341,809,805,4,32,37,7,76,Chargers,2017,75917.0,
1216,Chandler Jones,ARZ,ED,1043,7027,16,6,2,1,2,1,0,81.0,68.6,85.1,67.4,66.3,18,41,11.1,5,3,17,610,382,1019,982,29,46,34,10,76,Cardinals,2017,84483.0,
1217,Dont'a Hightower,NE,ED,237,7030,5,1,0,1,0,19,0,55.5,49.1,59.5,56.1,34.8,1,10,30.8,4,1,2,77,82,170,170,0,7,8,0,13,Patriots,2017,13153.5,
1218,Whitney Mercilus,HST,ED,203,7031,5,2,0,0,1,13,0,75.8,85.8,66.6,71.7,68.0,0,9,11.1,1,0,1,100,83,133,133,0,4,6,1,10,Texans,2017,15387.4,
1219,Nick Perry,GB,ED,542,7033,12,5,0,1,1,12,1,76.3,43.8,70.2,78.1,73.8,8,21,6.7,2,3,6,336,197,516,516,0,23,23,1,35,Packers,2017,41354.6,
1220,Courtney Upshaw,ATL,ED,226,7039,15,3,0,0,1,2,0,59.1,56.8,59.1,55.7,75.9,2,2,0.0,0,1,2,120,104,226,55,60,6,6,0,6,Falcons,2017,13356.6,
1221,Andre Branch,MIA,ED,561,7042,14,5,1,1,0,17,0,55.7,44.9,58.3,61.2,64.3,5,22,12.5,2,4,4,338,199,539,500,14,10,9,1,31,Dolphins,2017,31247.7,
1222,Vinny Curry,PHI,ED,702,7061,19,9,0,1,1,24,0,79.8,46.0,73.9,75.9,60.0,21,38,11.1,5,5,3,455,237,697,648,29,28,31,9,62,Eagles,2017,56019.6,
1223,Olivier Vernon,NYG,ED,698,7074,12,8,0,0,2,21,0,77.2,60.1,73.6,69.5,51.6,5,24,16.7,6,3,9,378,298,671,612,53,22,22,2,38,Giants,2017,53885.6,
1224,Tyrone Crawford,DAL,ED,626,7083,16,4,2,0,1,9,1,81.5,81.0,76.6,71.3,65.8,7,26,8.3,2,1,4,393,219,625,432,49,20,18,2,37,Cowboys,2017,51019.0,
1225,Ryan Davis Sr.,BUF,ED,489,7365,17,5,0,0,1,4,0,69.1,82.5,66.3,63.7,59.9,5,20,13.0,3,1,4,282,203,484,434,29,12,15,0,29,Bills,2017,33789.899999999994,
1226,Derrick Shelby,ATL,ED,433,7400,18,6,1,0,0,2,0,68.6,87.2,60.0,68.9,49.5,0,15,11.4,4,0,1,200,232,432,178,209,24,25,2,16,Falcons,2017,29703.8,
1227,Jacquies Smith,DET,ED,75,7401,3,0,0,0,0,11,0,45.7,83.0,46.9,50.1,69.2,0,4,0.0,0,0,0,52,21,73,70,2,0,1,0,4,Lions,2017,3427.5,
1228,Dion Jordan,SEA,ED,135,7785,5,2,0,0,1,29,0,85.8,84.9,81.0,74.3,78.2,3,5,0.0,0,0,4,60,71,134,118,15,13,9,1,12,Seahawks,2017,11583.0,
1229,Barkevious Mingo,IND,ED,503,7787,16,2,1,0,2,14,2,72.1,73.3,67.4,66.0,64.2,4,16,7.3,3,1,2,144,226,410,410,0,23,36,4,22,Colts,2017,36266.299999999996,
1230,Tank Carradine,SF,ED,214,7821,8,6,0,0,0,28,0,76.9,85.1,63.2,76.8,69.3,2,4,10.0,2,0,2,98,116,213,118,83,10,12,0,8,49ers,2017,16456.600000000002,
1231,Damontre Moore,DAL,ED,58,7862,3,1,0,0,0,9,0,74.7,80.6,63.0,68.7,73.5,1,4,16.7,1,0,0,30,28,58,50,5,3,4,0,5,Cowboys,2017,4332.6,
1232,Alex Okafor,NO,ED,486,7885,10,4,4,1,3,20,0,78.4,63.2,74.0,74.2,83.2,4,21,0.0,0,2,5,304,169,486,387,83,32,33,6,30,Saints,2017,38102.4,
1233,William Gholston,TB,ED,448,7908,14,12,0,0,0,30,0,52.5,33.9,48.5,63.0,61.6,1,4,7.3,3,4,0,200,247,447,380,27,19,26,4,5,Buccaneers,2017,23520.0,
1234,John Simon,IND,ED,472,7911,9,10,0,1,0,14,0,73.6,87.6,63.6,69.3,56.2,7,11,12.8,5,1,2,195,191,401,401,0,16,24,3,20,Colts,2017,34739.2,
1235,Devin Taylor,NYG,ED,10,7914,2,1,0,0,0,21,0,65.3,74.4,57.9,64.0,69.6,0,0,0.0,0,0,0,2,8,10,8,2,0,0,0,0,Giants,2017,653.0,
1236,Lavar Edwards,CLV,ED,47,7924,3,1,0,0,0,8,0,64.0,79.0,52.8,70.2,72.4,0,0,0.0,0,0,0,25,22,47,41,6,2,2,1,0,Browns,2017,3008.0,
1237,Steven Means,PHI,ED,53,7929,5,0,0,0,0,24,0,62.0,80.5,56.2,64.5,73.2,1,2,0.0,0,0,1,30,21,53,49,2,2,2,1,4,Eagles,2017,3286.0,
1238,Cornelius Washington,DET,ED,488,7969,15,5,1,0,0,11,0,62.8,90.0,64.6,58.1,56.0,8,20,12.0,3,0,2,296,187,488,423,18,15,17,1,30,Lions,2017,30646.399999999998,
1239,David Bass,NYJ,ED,352,8016,14,5,0,0,0,22,0,73.5,49.1,67.1,79.3,74.5,3,13,4.5,1,2,4,176,153,343,333,3,12,16,1,20,Jets,2017,25872.0,
1240,Ezekiel Ansah,DET,ED,516,8094,14,6,0,0,1,11,1,72.7,90.6,71.2,66.2,83.4,7,19,6.5,2,0,11,320,183,508,486,19,27,23,2,37,Lions,2017,37513.200000000004,
1241,Josh Martin,NYJ,ED,489,8138,14,5,0,0,0,22,0,73.6,85.8,56.7,74.3,59.5,6,11,15.2,5,0,1,202,238,476,476,0,19,23,8,18,Jets,2017,35990.399999999994,
1242,Lerentee McCray,JAX,ED,36,8159,10,1,1,0,0,15,0,68.5,79.0,78.7,62.0,72.4,2,3,0.0,0,0,2,26,8,35,35,0,1,0,0,7,Jaguars,2017,2466.0,
1243,Benson Mayowa,DAL,ED,381,8196,14,3,0,0,0,9,0,65.9,59.2,63.1,61.8,61.0,5,16,18.2,4,2,1,213,160,381,341,35,12,15,2,22,Cowboys,2017,25107.9,
1244,Wes Horton,CAR,ED,385,8484,17,0,0,0,3,5,0,66.4,89.5,70.2,51.9,68.2,2,13,10.0,1,0,6,226,148,385,350,10,10,9,1,21,Panthers,2017,25564.000000000004,
1245,Jadeveon Clowney,HST,ED,895,8636,16,8,2,0,2,13,2,75.4,0.0,74.7,81.1,56.4,14,42,15.5,9,12,8,526,348,816,747,43,40,41,16,64,Texans,2017,67483.0,
1246,Khalil Mack,OAK,ED,930,8640,16,9,2,0,1,23,1,90.1,46.8,88.3,89.5,59.8,13,55,11.1,8,7,11,533,372,911,886,15,53,55,3,79,Raiders,2017,83793.0,
1247,Dee Ford,KC,ED,316,8658,6,0,0,0,1,16,0,59.4,40.5,54.5,64.7,68.5,5,8,8.3,1,2,2,173,110,309,309,0,8,11,2,15,Chiefs,2017,18770.399999999998,
1248,Marcus Smith,SEA,ED,252,8661,13,2,1,0,2,29,0,59.6,87.9,49.7,66.0,51.5,3,4,25.0,3,0,3,153,87,240,214,19,8,7,0,10,Seahawks,2017,15019.2,
1249,DeMarcus Lawrence,DAL,ED,701,8669,16,15,0,1,4,9,2,91.6,21.2,92.0,80.6,61.6,12,52,16.3,8,8,15,454,233,700,652,43,34,26,5,79,Cowboys,2017,64211.6,
1250,Jeremiah Attaochu,LAC,ED,59,8685,3,0,0,0,0,27,0,69.2,82.4,54.3,66.1,75.8,0,4,0.0,0,0,0,48,11,50,44,3,4,5,1,4,Chargers,2017,4082.8,
1251,Kony Ealy,NYJ,ED,451,8695,15,2,9,0,0,22,0,65.4,90.2,66.3,53.0,30.0,2,25,29.4,5,0,1,306,142,446,420,16,10,10,1,28,Jets,2017,29495.4,
1252,Kareem Martin,ARZ,ED,458,8719,16,3,1,0,1,1,0,73.2,59.6,67.2,65.1,82.4,2,17,0.0,0,2,1,234,186,449,407,19,16,18,3,20,Cardinals,2017,33525.6,
1253,Will Clarke,TB,ED,315,8723,15,0,1,0,0,30,1,63.4,88.4,57.3,64.2,53.3,0,11,16.7,2,0,3,171,144,313,217,41,10,10,0,14,Buccaneers,2017,19971.0,
1254,Cassius Marsh,SF,ED,455,8743,15,5,0,1,3,28,0,58.4,42.6,64.9,64.6,32.3,4,23,10.7,3,3,3,295,113,449,436,7,16,20,1,30,49ers,2017,26572.0,
1255,Aaron Lynch,SF,ED,157,8785,7,1,0,0,0,28,1,68.1,0.0,68.9,79.8,44.6,4,8,12.5,1,4,1,96,56,156,152,4,5,6,2,13,49ers,2017,10691.699999999999,
1256,Chris Smith,CIN,ED,401,8794,16,5,2,0,1,7,0,63.7,54.7,58.3,61.9,72.1,5,16,7.7,2,2,4,275,106,387,178,99,14,19,3,25,Bengals,2017,25543.7,
1257,Devon Kennard,NYG,ED,543,8809,15,6,1,0,0,21,1,68.9,89.0,56.4,70.8,63.3,4,6,10.0,4,0,4,191,223,412,343,28,26,30,4,14,Giants,2017,37412.700000000004,
1258,Terrence Fede,MIA,ED,173,8868,14,4,0,1,0,17,1,60.0,56.5,58.6,54.3,76.2,2,2,0.0,0,1,0,71,99,168,119,19,6,7,0,4,Dolphins,2017,10380.0,
1259,Howard Jones,CHI,ED,34,8909,4,0,0,0,0,6,0,63.4,75.6,60.2,63.6,75.2,0,1,0.0,0,0,1,24,10,34,34,0,3,2,0,2,Bears,2017,2155.6,
1260,Kerry Wynn,NYG,ED,252,8938,15,3,0,0,0,21,0,56.5,87.0,49.2,65.1,77.4,0,2,0.0,0,0,1,131,118,252,191,44,9,10,2,3,Giants,2017,14238.0,
1261,Shaquil Barrett,DEN,ED,664,9000,16,6,0,2,2,10,1,82.6,66.6,79.4,78.7,74.2,10,29,7.5,3,2,4,324,264,618,617,1,27,31,5,43,Broncos,2017,54846.399999999994,
1262,Kasim Edebali,NO,ED,103,9011,12,0,0,0,0,20,0,49.9,82.2,61.9,49.0,70.5,1,5,66.7,2,0,0,49,47,99,98,1,0,1,0,6,Saints,2017,5139.7,
1263,Tenny Palepoi,LAC,ED,269,9028,15,4,0,0,0,27,0,62.1,64.1,51.8,70.5,57.7,1,5,17.2,5,1,1,155,112,267,130,22,17,20,5,7,Chargers,2017,16704.9,
1264,Chris McCain,LAC,ED,242,9063,15,2,0,1,2,27,0,65.4,61.9,59.9,66.6,71.2,0,8,6.7,1,1,5,167,74,233,229,4,14,12,2,13,Chargers,2017,15826.800000000001,
1265,Dante Fowler Jr.,JAX,ED,581,9436,19,3,0,2,2,15,2,56.5,5.2,66.3,51.7,59.5,4,31,16.7,3,9,11,452,114,580,578,2,21,12,1,46,Jaguars,2017,32826.5,
1266,Vic Beasley Jr.,ATL,ED,556,9441,16,4,2,1,1,2,0,59.2,41.1,53.6,72.7,42.4,0,27,23.1,9,4,7,362,160,528,526,1,22,26,4,34,Falcons,2017,32915.200000000004,
1267,Arik Armstead,SF,ED,304,9450,6,1,0,1,0,28,0,70.1,49.1,70.6,66.0,63.0,1,13,15.4,2,2,1,158,142,304,236,37,10,10,2,15,49ers,2017,21310.399999999998,
1268,Bud Dupree,PIT,ED,850,9455,16,11,0,3,0,25,1,55.4,51.4,60.8,53.5,41.8,1,35,15.7,8,4,6,371,341,755,755,0,29,32,6,42,Steelers,2017,47090.0,
1269,Shane Ray,DEN,ED,354,9456,8,9,0,0,0,10,0,52.6,9.9,62.6,57.0,50.6,3,12,13.6,3,4,1,172,154,330,330,0,6,10,2,16,Broncos,2017,18620.4,
1270,Preston Smith,WAS,ED,754,9471,16,4,1,1,0,32,1,63.7,52.7,68.1,59.5,54.0,14,18,16.7,6,4,8,368,314,723,715,3,24,26,3,40,Commanders,2017,48029.8,
1271,Hau'oli Kikaha,NO,ED,209,9477,12,0,0,0,0,20,0,67.8,86.8,55.5,70.3,77.2,0,4,14.3,1,0,4,149,48,206,202,2,8,6,0,8,Saints,2017,14170.199999999999,
1272,Nate Orchard,CLV,ED,431,9484,16,4,0,0,1,8,0,66.3,74.4,56.6,63.6,47.7,4,10,12.0,3,1,2,233,187,424,352,68,12,18,2,16,Browns,2017,28575.3,
1273,Markus Golden,ARZ,ED,231,9491,4,0,0,0,0,1,0,55.2,14.4,61.2,61.5,30.1,3,13,23.1,3,3,0,132,86,226,224,1,8,10,1,16,Cardinals,2017,12751.2,
1274,Frank Clark,SEA,ED,740,9496,16,5,2,1,2,29,1,69.9,22.5,79.3,56.4,53.0,7,39,22.2,6,8,10,476,255,727,666,30,22,16,4,56,Seahawks,2017,51726.00000000001,
1275,Danielle Hunter,MIN,ED,873,9521,18,11,1,0,0,18,1,76.2,86.0,65.3,82.1,71.5,5,53,8.2,4,1,9,568,287,872,813,55,35,34,6,67,Vikings,2017,66522.6,
1276,Geneo Grissom,NE,ED,36,9530,5,0,0,0,0,19,0,63.1,79.2,61.4,,71.9,0,6,,0,0,2,36,0,36,32,0,2,0,0,8,Patriots,2017,2271.6,
1277,Trey Flowers,NE,ED,994,9534,17,21,4,0,2,19,0,80.0,77.3,78.6,74.5,60.4,24,45,12.2,10,2,8,576,360,983,637,142,40,51,3,77,Patriots,2017,79520.0,
1278,Za'Darius Smith,BLT,ED,533,9555,14,5,1,0,1,3,0,60.5,31.2,62.0,61.9,68.1,12,23,12.5,3,3,5,349,177,513,390,70,15,16,1,40,Ravens,2017,32246.5,
1279,Ryan Russell,TB,ED,456,9596,14,1,0,1,0,30,0,48.2,37.6,50.4,60.4,77.4,3,17,0.0,0,4,2,308,145,456,418,18,8,9,0,22,Buccaneers,2017,21979.2,
1280,D.J. Alexander,SEA,ED,20,9605,2,1,0,0,0,29,0,27.7,72.6,,41.5,76.9,0,0,0.0,0,0,0,1,17,1,1,0,2,2,1,0,Seahawks,2017,554.0,
1281,Deiontrez Mount,DEN,ED,44,9610,4,2,0,0,0,10,0,71.4,77.5,53.8,76.5,77.0,1,2,0.0,0,0,0,21,21,41,41,0,4,5,1,3,Broncos,2017,3141.6000000000004,
1282,Obum Gwacham,NYJ,ED,22,9642,4,1,0,0,0,22,0,54.6,74.7,48.9,65.2,66.8,0,0,0.0,0,0,0,16,6,22,17,2,0,0,0,0,Jets,2017,1201.2,
1283,Anthony Chickillo,PIT,ED,272,9645,16,3,0,0,0,25,0,56.3,85.3,55.6,52.1,28.2,0,7,31.3,5,0,3,117,107,225,224,0,8,8,0,10,Steelers,2017,15313.599999999999,
1284,Matt Longacre,LA,ED,377,9910,14,2,0,0,1,26,1,68.9,86.6,68.4,61.1,81.3,7,13,0.0,0,0,6,222,140,370,370,0,14,12,1,26,Rams,2017,25975.300000000003,
1285,Jordan Williams,NYG,ED,11,9962,1,0,0,0,0,21,0,54.0,74.4,,54.9,67.4,0,0,0.0,0,0,0,0,11,11,8,3,0,1,0,0,Giants,2017,594.0,
1286,Carlos Thompson,LA,ED,57,10025,3,0,0,0,0,26,0,44.3,78.2,52.8,41.4,43.7,0,0,25.0,1,0,0,23,30,57,57,0,2,3,1,0,Rams,2017,2525.1,
1287,Cap Capi,BUF,ED,96,10048,5,3,0,0,1,4,0,68.5,84.4,70.0,57.6,75.6,0,1,0.0,0,0,1,54,42,96,96,0,5,4,0,2,Bills,2017,6576.0,
1288,Freddie Bishop,NYJ,ED,97,10338,5,4,0,0,0,22,1,59.2,80.6,55.6,57.9,77.7,0,4,0.0,0,0,0,42,44,93,89,2,3,6,0,4,Jets,2017,5742.400000000001,
1289,Joey Bosa,LAC,ED,850,10637,16,13,0,1,4,27,1,88.8,28.1,91.3,63.5,51.4,11,51,14.5,9,9,13,527,322,848,740,100,41,40,3,75,Chargers,2017,75480.0,
1290,Leonard Floyd,CHI,ED,582,10643,10,4,1,0,0,6,1,63.8,62.3,61.3,70.7,51.9,7,22,18.8,6,2,7,276,237,557,557,0,20,22,5,36,Bears,2017,37131.6,
1291,Shaq Lawson,BUF,ED,436,10653,11,3,2,0,1,4,0,65.3,61.8,56.1,74.1,81.6,2,12,4.0,1,2,4,245,186,436,403,27,18,21,3,18,Bills,2017,28470.8,
1292,Emmanuel Ogbah,CLV,ED,462,10666,10,4,6,1,2,8,1,64.0,60.9,60.5,66.5,68.2,3,14,8.0,2,2,4,268,192,461,288,123,21,19,5,21,Browns,2017,29568.0,
1293,Kevin Dodd,TEN,ED,106,10667,11,3,0,0,0,31,0,62.2,82.4,57.2,73.4,59.8,1,5,11.1,1,0,0,58,36,100,88,6,3,5,1,6,Titans,2017,6593.200000000001,
1294,Noah Spence,TB,ED,246,10673,6,4,0,0,1,30,0,62.8,87.9,63.0,54.0,60.0,0,11,14.3,1,0,1,180,66,246,240,5,2,2,0,12,Buccaneers,2017,15448.8,
1295,Carl Nassib,CLV,ED,643,10699,16,6,4,2,0,8,0,64.7,31.1,54.4,76.5,61.5,5,19,12.1,4,6,3,349,291,643,449,121,26,23,10,27,Browns,2017,41602.1,
1296,Yannick Ngakoue,JAX,ED,920,10703,19,7,0,0,7,15,2,81.0,35.0,88.2,55.3,76.2,15,53,10.5,2,8,14,586,310,903,901,2,20,10,3,82,Jaguars,2017,74520.0,
1297,Shilique Calhoun,OAK,ED,103,10709,8,2,0,0,0,23,0,63.1,82.3,65.7,48.3,72.6,4,5,0.0,0,0,0,69,32,99,60,14,3,4,0,9,Raiders,2017,6499.3,
1298,Jordan Jenkins,NYJ,ED,715,10717,16,8,2,0,1,22,2,64.1,35.1,59.5,71.4,64.3,5,21,9.8,4,5,4,317,326,698,683,9,25,29,3,30,Jets,2017,45831.49999999999,
1299,Kyler Fackrell,GB,ED,446,10722,16,8,1,0,0,12,1,63.1,86.9,62.3,47.9,52.8,3,21,14.3,4,0,3,238,183,370,370,0,14,16,2,27,Packers,2017,28142.600000000002,
1300,Charles Tapper,DAL,ED,37,10735,2,1,0,0,0,9,0,71.7,79.6,67.2,66.1,73.5,0,1,0.0,0,0,1,21,16,37,34,3,2,2,0,2,Cowboys,2017,2652.9,
1301,Ronald Blair III,SF,ED,140,10776,6,3,0,0,0,28,0,62.4,85.1,58.3,63.8,65.1,0,1,8.3,1,0,2,53,83,140,119,15,8,8,1,3,49ers,2017,8736.0,
1302,Matthew Judon,BLT,ED,787,10780,16,8,2,0,2,3,1,68.2,37.5,59.3,59.1,69.4,8,18,9.3,5,6,9,333,285,654,636,4,39,41,11,35,Ravens,2017,53673.4,
1303,Tyrone Holmes,CLV,ED,36,10815,4,1,0,0,0,8,0,64.7,78.9,49.9,66.6,72.4,0,0,0.0,0,0,0,23,13,36,26,6,2,2,1,0,Browns,2017,2329.2000000000003,
1304,Anthony Zettel,DET,ED,753,10836,16,5,0,0,1,11,1,70.7,75.5,60.6,75.8,54.9,5,31,15.4,6,2,7,427,305,738,696,14,24,28,5,43,Lions,2017,53237.1,
1305,Aaron Wallace,TEN,ED,18,10856,2,0,0,0,0,31,0,34.4,74.5,50.6,41.7,,0,0,,0,0,0,12,6,16,16,0,0,0,0,0,Titans,2017,619.1999999999999,
1306,Stephen Weatherly,MIN,ED,92,10861,9,1,0,0,0,18,0,41.3,31.0,55.0,49.2,73.4,0,5,0.0,0,1,0,56,32,91,83,7,1,4,1,5,Vikings,2017,3799.6,
1307,Bryson Albright,ARZ,ED,4,10962,1,0,0,0,0,1,0,57.8,69.5,58.9,60.0,,0,0,,0,0,0,1,3,2,2,0,0,0,0,0,Cardinals,2017,231.2,
1308,Eddie Yarbrough,BUF,ED,494,11033,17,8,2,0,0,4,0,64.0,78.4,54.1,69.7,77.8,8,9,5.1,2,1,1,249,237,491,460,14,22,29,4,18,Bills,2017,31616.0,
1309,Reggie Gilbert,GB,ED,85,11147,2,0,0,0,0,12,0,65.7,79.8,62.9,56.3,72.4,2,5,0.0,0,0,1,44,41,85,85,0,2,1,0,8,Packers,2017,5584.5,
1310,Ufomba Kamalu,HST,ED,185,11164,9,1,0,0,0,13,0,58.8,86.5,55.3,60.8,76.8,2,5,0.0,0,0,2,110,74,180,175,1,5,4,1,9,Texans,2017,10878.0,
1311,Eric Lee,NE,ED,355,11165,9,6,1,0,0,19,0,48.2,87.2,48.6,49.6,42.3,1,8,21.1,4,0,4,189,134,352,325,24,9,9,1,13,Patriots,2017,17111.0,
1312,Brennan Scarlett,HST,ED,302,11169,11,5,0,0,0,13,0,64.5,86.2,49.7,74.9,67.0,1,10,8.0,2,0,2,144,114,212,200,5,15,18,4,13,Texans,2017,19479.0,
1313,Romeo Okwara,NYG,ED,82,11250,6,1,0,0,0,21,0,45.7,82.6,49.1,48.8,71.9,2,2,0.0,0,0,0,61,17,77,53,8,1,2,0,4,Giants,2017,3747.4,
1314,Steve Longa,DET,ED,14,11285,2,0,0,0,0,11,0,27.0,69.6,60.0,44.6,71.4,0,0,0.0,0,0,0,1,7,2,2,0,0,1,0,0,Lions,2017,378.0,
1315,James Cowser,OAK,ED,155,11351,16,3,0,0,1,23,1,74.4,83.6,52.2,67.5,80.6,0,2,0.0,0,0,0,49,79,147,146,1,8,13,1,2,Raiders,2017,11532.0,
1316,Branden Jackson,SEA,ED,263,11394,12,2,0,0,0,29,0,60.2,85.3,55.3,60.7,60.5,1,13,8.3,1,0,1,152,110,262,91,67,8,9,1,15,Seahawks,2017,15832.6,
1317,Myles Garrett,CLV,ED,518,11756,11,8,1,1,1,8,1,80.0,11.3,78.9,79.8,58.4,11,19,14.3,3,8,7,300,218,518,398,69,14,10,2,37,Browns,2017,41440.0,
