,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
1318,Solomon Thomas,SF,ED,696,11758,14,3,0,0,0,28,1,54.1,25.5,52.7,65.4,52.5,9,18,20.9,9,7,3,401,277,693,492,161,25,31,5,30,49ers,2017,37653.6,
1319,Haason Reddick,ARZ,ED,444,11768,16,7,0,2,2,1,0,54.0,6.3,53.2,65.5,82.0,5,9,6.3,2,4,2,218,105,253,252,1,13,23,3,16,Cardinals,2017,23976.0,
1320,Derek Barnett,PHI,ED,506,11769,18,4,0,2,2,24,3,68.4,19.9,69.0,71.8,66.8,11,24,10.0,2,6,7,377,120,505,498,7,18,14,5,42,Eagles,2017,34610.4,
1321,Charles Harris,MIA,ED,496,11777,16,5,2,0,0,17,1,70.1,79.2,68.5,60.3,46.4,9,23,20.8,5,1,2,309,179,490,436,21,13,14,4,34,Dolphins,2017,34769.6,
1322,Takk McKinley,ATL,ED,464,11781,18,5,1,1,2,2,1,68.8,33.2,70.1,62.6,60.2,4,27,14.3,3,4,8,324,135,453,425,13,19,13,5,39,Falcons,2017,31923.199999999997,
1323,Taco Charlton,DAL,ED,399,11783,16,0,1,0,1,9,0,61.3,89.5,61.6,53.8,51.9,4,14,12.5,2,0,3,232,158,399,363,33,11,14,1,21,Cowboys,2017,24458.699999999997,
1324,T.J. Watt,PIT,ED,809,11785,16,13,3,0,1,25,0,71.0,43.4,71.1,67.7,39.9,8,26,21.3,13,4,8,314,310,680,680,0,30,35,5,42,Steelers,2017,57439.0,
1325,Tyus Bowser,BLT,ED,162,11802,16,0,2,0,0,3,0,59.6,86.1,65.8,58.0,77.2,1,4,0.0,0,0,3,96,40,142,142,0,6,5,0,8,Ravens,2017,9655.2,
1326,Ryan Anderson,WAS,ED,194,11804,14,4,0,0,0,32,0,59.1,26.0,50.3,63.7,79.2,3,1,0.0,0,2,0,82,99,189,188,1,6,8,1,4,Commanders,2017,11465.4,
1327,DeMarcus Walker,DEN,ED,100,11806,10,0,0,0,0,10,0,82.3,80.8,73.6,75.8,73.6,4,4,0.0,0,0,1,54,44,100,44,2,7,6,0,9,Broncos,2017,8230.0,
1328,Tanoh Kpassagnon,KC,ED,158,11814,10,1,0,0,0,16,0,53.0,82.5,58.1,47.9,78.8,0,3,9.1,1,1,2,82,65,157,157,0,7,9,2,5,Chiefs,2017,8374.0,
1329,Dawuane Smoot,JAX,ED,286,11823,19,1,0,0,0,15,0,59.5,67.9,50.7,68.4,58.8,6,7,10.0,2,1,0,161,123,285,255,27,12,17,2,13,Jaguars,2017,17017.0,
1330,Jordan Willis,CIN,ED,361,11828,16,6,0,0,0,7,0,76.6,89.2,60.8,75.9,81.1,0,10,0.0,0,0,1,144,212,359,337,18,18,19,4,11,Bengals,2017,27652.6,
1331,Daeshon Hall,CAR,ED,9,11832,1,0,0,0,0,5,0,51.5,73.9,62.6,55.2,,0,0,,0,0,0,6,3,9,7,1,0,0,0,0,Panthers,2017,463.5,
1332,Tim Williams,BLT,ED,125,11833,8,2,0,0,0,3,0,63.8,81.6,60.7,59.8,76.4,2,6,12.5,1,0,0,68,50,125,125,0,4,5,0,8,Ravens,2017,7975.0,
1333,Tarell Basham,IND,ED,222,11835,15,1,0,0,1,14,0,58.6,85.8,71.1,45.4,29.5,3,7,33.3,2,0,2,114,86,211,209,0,4,3,0,12,Colts,2017,13009.2,
1334,Trey Hendrickson,NO,ED,344,11858,14,2,2,0,1,20,0,61.5,69.8,62.0,60.1,78.3,4,16,0.0,0,1,2,235,106,344,221,28,9,12,2,22,Saints,2017,21156.0,
1335,Vince Biegel,GB,ED,121,11863,8,4,0,0,0,12,0,67.3,32.3,56.5,71.3,66.0,0,5,8.3,1,1,0,56,60,113,113,0,5,7,1,5,Packers,2017,8143.299999999999,
1336,Carl Lawson,CIN,ED,477,11871,16,2,0,0,0,7,0,64.8,19.1,75.1,44.6,46.0,11,38,37.5,3,7,10,389,72,472,465,4,11,3,1,59,Bengals,2017,30909.6,
1337,Samson Ebukam,LA,ED,359,11880,17,5,0,1,1,26,0,67.1,48.4,59.4,72.4,44.2,2,9,17.2,5,2,2,139,154,336,334,0,13,19,0,13,Rams,2017,24088.899999999998,
1338,Deatrich Wise Jr.,NE,ED,593,11886,19,7,1,1,0,19,0,57.2,32.2,59.9,58.2,73.5,11,23,4.8,1,5,8,458,132,592,433,58,15,13,1,42,Patriots,2017,33919.6,
1339,Avery Moss,NYG,ED,248,11922,10,2,2,0,1,21,0,67.8,86.3,63.5,63.9,53.6,4,8,8.3,1,0,0,152,88,243,170,32,7,9,0,12,Giants,2017,16814.399999999998,
1340,Dylan Donahue,NYJ,ED,54,11936,4,1,0,0,0,22,0,67.4,78.7,57.7,71.2,75.9,1,3,0.0,0,0,0,37,16,52,52,0,1,2,0,4,Jets,2017,3639.6000000000004,
1341,Al-Quadin Muhammad,NO,ED,24,11951,3,1,0,0,0,20,0,54.6,78.4,51.9,61.1,69.2,0,0,0.0,0,0,0,21,2,24,23,0,0,0,0,0,Saints,2017,1310.4,
1342,Isaac Rochell,LAC,ED,52,11980,3,1,0,0,0,27,0,52.8,79.9,56.4,43.0,35.6,0,2,33.3,1,0,1,35,17,51,28,10,2,1,0,3,Chargers,2017,2745.6,
1343,Ejuan Price,LA,ED,21,11989,1,0,0,0,0,26,0,68.1,75.0,78.1,51.8,,0,1,,0,0,0,9,8,21,21,0,0,0,0,1,Rams,2017,1430.1,
1344,Patrick O'Connor,TB,ED,13,12005,3,0,0,0,0,30,0,60.0,75.2,52.1,65.3,,0,0,,0,0,0,8,5,13,9,0,0,0,0,0,Buccaneers,2017,780.0,
1345,Chris Odom,GB,ED,59,12031,6,4,0,0,0,12,0,74.1,79.3,62.5,71.8,76.4,0,2,0.0,0,0,0,15,44,59,59,0,2,3,1,2,Packers,2017,4371.9,
1346,Bryan Cox Jr.,CAR,ED,145,12092,8,0,0,0,0,5,1,47.0,85.5,54.6,39.8,31.7,3,5,16.7,1,0,0,98,45,145,136,2,4,5,1,8,Panthers,2017,6815.0,
1347,Garrett Sickels,LA,ED,17,12131,1,0,0,0,0,26,0,66.1,73.7,54.4,67.6,,0,0,,0,0,0,4,13,17,17,0,0,0,0,0,Rams,2017,1123.6999999999998,
1348,Isaiah Irving,CHI,ED,41,12171,4,1,0,0,0,6,1,63.3,77.8,51.4,58.7,75.4,0,0,0.0,0,0,0,13,21,39,39,0,3,3,0,0,Bears,2017,2595.2999999999997,
1349,Alex Barrett,DET,ED,25,12183,2,0,0,0,0,11,0,48.5,78.3,56.7,47.2,,0,0,,0,0,0,14,11,25,22,2,0,0,0,0,Lions,2017,1212.5,
1350,Jeremiah Valoaga,DET,ED,153,12194,9,0,0,0,0,11,0,49.3,51.9,61.7,42.9,49.9,3,3,20.0,1,1,1,76,76,152,146,6,4,4,1,7,Lions,2017,7542.9,
1351,LaTroy Lewis,HST,ED,66,12250,2,0,0,0,0,13,0,55.1,80.3,55.9,53.2,73.9,0,2,0.0,0,0,1,34,27,58,58,0,2,2,0,3,Texans,2017,3636.6,
1352,Lewis Neal,DAL,ED,140,12323,7,3,0,0,0,9,0,58.6,82.6,59.1,56.3,73.5,2,4,0.0,0,0,0,59,78,140,29,6,5,5,2,6,Cowboys,2017,8204.0,
1353,Carroll Phillips,JAX,ED,2,48353,1,0,0,0,0,15,0,69.7,70.6,,61.9,,0,0,,0,0,0,0,2,2,2,0,0,0,0,0,Jaguars,2017,139.4,
1354,Gimel President,HST,ED,67,48388,4,0,0,0,0,13,0,35.3,78.9,52.3,30.1,43.3,0,3,33.3,1,0,0,39,28,66,66,0,2,2,0,3,Texans,2017,2365.1,
1355,Harvey Langi,NE,ED,6,50118,1,0,0,0,0,19,0,56.5,71.6,54.5,60.0,,0,0,,0,0,0,4,1,6,5,1,0,0,0,0,Patriots,2017,339.0,
1356,Tashawn Bower,MIN,ED,10,50170,1,0,0,0,0,18,0,61.4,75.3,60.3,,69.2,0,0,,0,0,1,10,0,10,10,0,1,0,0,1,Vikings,2017,614.0,
1357,Cameron Malveaux,MIA,ED,107,50587,4,1,0,1,0,17,0,62.1,38.4,61.3,64.0,48.7,0,2,16.7,1,1,0,50,56,107,94,10,3,4,3,2,Dolphins,2017,6644.7,
1358,Julius Peppers,CAR,ED,506,1010,16,4,5,1,2,5,1,75.8,65.2,66.7,73.4,80.3,6,17,0.0,0,2,5,344,151,503,427,42,14,11,4,28,Panthers,2018,38354.799999999996,64.07749803304485
1359,Terrell Suggs,BLT,ED,743,1326,16,9,5,1,1,3,1,71.1,48.1,73.6,64.9,43.4,7,39,22.9,8,4,8,443,233,730,723,6,20,18,7,54,Ravens,2018,52827.299999999996,75.4805700712589
1360,Frostee Rucker,OAK,ED,550,3036,15,5,2,0,0,23,0,62.0,90.3,48.9,65.1,34.9,4,10,19.6,9,0,0,232,312,550,474,55,22,32,4,14,Raiders,2018,34100.0,65.86947211155378
1361,Chris Long,PHI,ED,612,4316,16,6,0,0,2,24,0,74.4,78.1,71.7,66.9,49.7,15,30,27.3,6,1,8,450,156,612,599,8,12,10,0,53,Eagles,2018,45532.8,72.31517766497463
1362,Calais Campbell,JAX,ED,816,4364,16,11,2,0,1,15,1,90.9,56.6,70.4,93.6,67.8,11,31,7.5,5,5,11,502,312,813,515,204,57,51,12,53,Jaguars,2018,74174.40000000001,69.31726588628763
1363,William Hayes,MIA,ED,64,4417,3,0,0,0,0,17,0,79.8,81.0,67.9,79.1,74.0,0,0,0.0,0,0,2,47,17,64,40,10,4,2,1,2,Dolphins,2018,5107.2,79.1172150691464
1364,Cameron Wake,MIA,ED,517,4907,14,6,0,0,1,17,0,81.7,66.7,81.3,70.0,70.7,10,38,6.9,2,2,6,313,198,517,495,22,20,21,1,54,Dolphins,2018,42238.9,71.58099094807051
1365,Brian Orakpo,TEN,ED,572,4936,13,5,3,0,1,31,1,68.2,89.3,63.4,58.0,29.0,6,21,25.8,8,0,2,307,209,525,515,7,13,18,3,29,Titans,2018,39010.4,
1366,Clay Matthews,GB,ED,756,4949,16,4,0,0,2,12,0,65.3,65.9,62.7,64.3,36.6,7,19,20.9,9,4,4,376,301,713,706,7,28,30,4,30,Packers,2018,49366.799999999996,
1367,Connor Barwin,NYG,ED,289,4969,15,6,4,0,0,21,0,47.8,68.5,57.0,35.5,57.7,3,7,7.7,1,1,1,169,113,286,267,16,3,6,0,11,Giants,2018,13814.199999999999,
1368,Michael Johnson,CIN,ED,467,4993,15,9,1,0,0,7,0,57.5,76.7,47.3,64.8,35.3,2,8,15.4,6,1,1,232,233,465,371,58,14,24,1,11,Bengals,2018,26852.5,
1369,Michael Bennett,PHI,ED,716,5273,16,5,0,2,2,24,0,74.6,43.5,75.8,64.5,38.5,20,37,28.1,9,6,11,532,174,714,509,169,22,18,5,68,Eagles,2018,53413.6,
1370,Brandon Graham,PHI,ED,755,5538,16,9,1,0,1,24,1,89.0,75.1,79.1,80.9,64.1,9,56,9.3,4,3,5,538,209,753,650,73,27,30,8,70,Eagles,2018,67195.0,
1371,Jason Pierre-Paul,TB,ED,933,5540,16,8,1,3,1,30,1,60.1,33.0,58.3,63.7,39.8,8,25,19.0,12,8,13,536,381,925,772,84,42,43,6,46,Buccaneers,2018,56073.3,
1372,Derrick Morgan,TEN,ED,532,5541,13,4,3,0,0,31,1,61.2,74.9,60.7,58.3,59.0,4,18,10.7,3,1,1,286,210,427,395,22,10,21,0,23,Titans,2018,32558.4,
1373,Jerry Hughes,BUF,ED,668,5556,16,8,1,1,3,4,0,87.9,47.7,90.4,72.3,47.1,12,54,22.5,9,5,8,397,243,665,649,14,26,23,9,74,Bills,2018,58717.200000000004,
1374,Carlos Dunlap,CIN,ED,839,5579,16,5,8,2,2,7,2,78.2,44.9,67.4,86.5,67.4,14,26,7.1,3,6,8,536,291,834,790,36,29,34,7,48,Bengals,2018,65609.8,
1375,Everson Griffen,MIN,ED,585,5624,11,6,1,1,0,18,0,68.0,38.5,61.4,76.1,61.3,6,15,12.1,4,5,7,332,244,585,558,24,23,23,2,28,Vikings,2018,39780.0,
1376,Dekoda Watson,SF,ED,61,5740,4,0,0,0,0,28,0,69.4,82.1,66.3,62.3,74.0,0,4,0.0,0,0,3,52,8,61,57,2,3,2,0,7,49ers,2018,4233.400000000001,
1377,Frank Zombo,KC,ED,30,5945,4,0,0,0,0,16,0,55.9,77.2,58.2,54.3,,0,1,,0,0,0,13,16,29,29,0,0,0,0,1,Chiefs,2018,1677.0,
1378,Von Miller,DEN,ED,844,6154,16,11,2,0,4,10,3,90.3,35.4,90.0,80.2,64.4,10,38,14.3,5,7,16,506,312,841,841,0,29,19,2,64,Broncos,2018,76213.2,
1379,J.J. Watt,HST,ED,963,6163,16,7,3,0,7,13,0,90.6,33.7,89.8,87.1,49.9,12,45,17.3,9,8,17,640,321,962,697,245,49,36,8,74,Texans,2018,87247.79999999999,
1380,Robert Quinn,MIA,ED,635,6166,16,6,0,1,1,17,0,69.4,49.9,73.2,55.9,29.1,9,23,21.6,8,4,7,367,259,631,616,13,23,23,5,39,Dolphins,2018,44069.0,
1381,Ryan Kerrigan,WAS,ED,820,6168,16,10,0,0,3,32,1,75.9,83.7,70.2,71.7,85.0,7,41,3.3,1,1,14,470,309,799,797,0,28,19,4,62,Commanders,2018,62238.00000000001,
1382,Adrian Clayborn,NE,ED,318,6172,14,0,0,0,1,19,0,71.5,70.3,66.1,70.1,29.8,8,28,30.0,3,1,3,275,42,315,277,32,7,7,2,39,Patriots,2018,22737.0,
1383,Cameron Jordan,NO,ED,884,6176,16,7,3,1,1,20,1,89.7,79.2,80.3,87.4,73.7,9,45,6.7,3,2,12,580,272,877,802,51,38,35,7,66,Saints,2018,79294.8,
1384,Jabaal Sheard,IND,ED,814,6189,16,6,3,1,0,14,0,74.1,62.2,65.8,79.6,58.8,7,43,13.3,6,5,6,506,286,813,734,69,29,33,11,56,Colts,2018,60317.399999999994,
1385,Brooks Reed,ATL,ED,458,6194,16,6,0,0,1,2,0,65.8,76.9,61.2,71.0,29.5,3,13,17.2,5,1,1,255,190,456,438,13,12,18,0,17,Falcons,2018,30136.399999999998,
1386,Justin Houston,KC,ED,719,6222,12,5,1,0,5,16,3,87.4,89.1,89.7,64.7,57.1,6,32,19.4,7,0,10,374,255,703,698,3,26,24,7,48,Chiefs,2018,62840.600000000006,
1387,Sam Acho,CHI,ED,27,6255,3,0,0,0,0,6,0,62.8,75.3,56.1,64.8,,0,2,,0,0,0,14,11,26,26,0,0,0,0,2,Bears,2018,1695.6,
1388,Pernell McPhee,WAS,ED,203,6317,13,2,1,0,0,32,1,69.1,25.1,73.5,62.8,53.5,8,7,23.1,3,2,0,117,73,200,199,0,6,8,2,15,Commanders,2018,14027.3,
1389,Mario Addison,CAR,ED,666,6558,16,11,0,0,3,5,0,69.9,73.2,69.0,61.5,53.5,1,34,9.4,3,2,10,408,234,649,620,21,24,18,7,45,Panthers,2018,46553.4,
1390,Bruce Irvin,ATL,ED,471,7021,16,6,0,0,1,2,0,59.1,39.9,62.2,56.9,51.8,5,13,19.0,4,3,7,272,172,440,434,4,14,11,2,25,Falcons,2018,27836.100000000002,
1391,Melvin Ingram III,LAC,ED,915,7024,16,10,2,1,1,27,2,71.9,0.0,71.8,72.4,62.1,9,46,18.2,8,13,9,546,335,845,843,1,29,26,3,64,Chargers,2018,65788.5,
1392,Chandler Jones,ARZ,ED,969,7027,16,6,4,1,2,1,1,72.3,61.0,68.2,69.5,76.0,5,25,8.3,3,4,12,526,419,965,891,56,28,27,5,42,Cardinals,2018,70058.7,
1393,Whitney Mercilus,HST,ED,785,7031,16,9,0,0,2,13,0,63.3,64.1,67.6,67.6,64.8,10,27,15.4,6,2,5,367,250,530,527,1,20,24,5,42,Texans,2018,49690.5,
1394,Nick Perry,GB,ED,302,7033,9,2,3,0,1,12,0,52.9,62.1,55.8,58.8,72.6,1,10,5.6,1,1,2,168,114,298,288,8,9,15,1,13,Packers,2018,15975.8,
1395,Andre Branch,MIA,ED,483,7042,14,3,1,3,1,17,1,46.3,4.7,51.6,57.2,58.7,3,18,16.7,4,7,2,282,186,464,404,42,12,17,3,23,Dolphins,2018,22362.899999999998,
1396,Vinny Curry,TB,ED,445,7061,12,1,0,0,0,30,0,58.4,76.4,58.4,58.9,59.0,5,16,11.8,2,2,3,273,162,443,386,28,10,14,3,24,Buccaneers,2018,25988.0,
1397,Olivier Vernon,NYG,ED,665,7074,11,2,1,1,1,21,1,86.3,40.2,86.0,71.2,64.7,13,25,14.8,4,5,8,414,238,655,619,22,22,21,0,46,Giants,2018,57389.5,
1398,Derrick Shelby,ATL,ED,135,7400,7,0,0,0,0,2,0,63.7,84.5,54.6,67.7,76.2,0,2,0.0,0,0,0,72,63,135,98,27,5,10,1,2,Falcons,2018,8599.5,
1399,Jacquies Smith,OAK,ED,66,7401,6,0,0,0,0,23,0,53.2,21.0,54.7,58.2,71.4,1,2,0.0,0,1,0,37,24,64,63,1,0,2,0,3,Raiders,2018,3511.2000000000003,
1400,Dion Jordan,SEA,ED,295,7785,12,3,1,0,1,29,0,68.0,68.3,57.0,78.2,70.0,5,10,10.0,2,1,2,196,96,295,262,29,9,15,3,17,Seahawks,2018,20060.0,
1401,Barkevious Mingo,SEA,ED,517,7787,16,10,1,0,1,29,0,55.4,86.9,67.8,57.2,45.9,2,5,16.7,7,0,2,69,233,340,339,0,12,25,2,9,Seahawks,2018,28641.8,
1402,Tank Carradine,OAK,ED,24,7821,1,0,0,0,0,23,0,62.2,77.3,51.8,67.6,67.4,0,0,0.0,0,0,0,13,11,24,15,3,1,1,0,0,Raiders,2018,1492.8000000000002,
1403,Damontre Moore,OAK,ED,46,7862,2,0,0,0,0,23,0,61.3,80.4,58.5,60.4,69.6,1,1,0.0,0,0,0,37,6,46,46,0,0,1,0,2,Raiders,2018,2819.7999999999997,
1404,Alex Okafor,NO,ED,658,7885,16,11,1,0,0,20,1,71.5,91.2,62.2,69.9,57.4,7,27,10.8,4,0,5,424,200,649,591,38,19,22,0,39,Saints,2018,47047.0,
1405,John Simon,NE,ED,185,7911,11,3,0,0,0,19,0,65.5,83.6,58.8,75.5,79.5,1,9,0.0,0,0,2,122,50,165,165,0,9,9,0,12,Patriots,2018,12117.5,
1406,Steven Means,ATL,ED,162,7929,8,3,0,0,0,2,0,73.4,47.9,59.2,82.5,76.6,0,5,0.0,0,1,1,92,70,162,76,56,11,11,4,6,Falcons,2018,11890.800000000001,
1407,Ezekiel Ansah,DET,ED,146,8094,7,4,0,1,0,11,0,74.5,12.5,74.6,69.6,54.5,3,13,18.2,2,2,4,110,36,142,106,20,9,5,0,20,Lions,2018,10877.0,
1408,Josh Martin,NYJ,ED,19,8138,1,1,0,0,0,22,0,66.5,73.9,53.0,70.6,69.9,0,0,0.0,0,0,0,7,7,19,19,0,0,0,0,0,Jets,2018,1263.5,
1409,Lerentee McCray,JAX,ED,100,8159,12,0,0,0,0,15,0,64.9,84.1,74.7,48.9,26.5,1,10,0.0,0,0,1,73,25,100,100,0,2,1,0,12,Jaguars,2018,6490.000000000001,
1410,Benson Mayowa,ARZ,ED,550,8196,15,8,4,1,1,1,1,72.8,68.3,67.6,64.5,57.8,7,18,10.3,4,2,4,292,237,546,525,18,27,27,8,29,Cardinals,2018,40040.0,
1411,Brandon Copeland,NYJ,ED,611,8378,16,11,1,0,0,22,0,67.4,74.6,56.2,67.3,57.8,8,25,14.7,5,1,5,357,200,586,580,3,18,18,2,38,Jets,2018,41181.4,
1412,Wes Horton,CAR,ED,471,8484,16,3,0,0,0,5,0,42.5,36.3,47.5,49.2,30.1,0,19,25.0,6,4,2,268,199,470,401,47,10,15,1,21,Panthers,2018,20017.5,
1413,Jadeveon Clowney,HST,ED,902,8636,15,3,0,1,1,13,3,88.8,0.0,79.7,91.5,59.6,12,38,13.3,6,15,9,581,292,795,766,21,38,36,12,59,Texans,2018,80097.59999999999,
1414,Khalil Mack,CHI,ED,756,8640,14,4,1,0,6,6,2,90.4,80.0,85.5,84.3,52.4,7,48,25.0,10,2,13,468,223,738,734,4,29,26,2,68,Bears,2018,68342.40000000001,
1415,Dee Ford,KC,ED,1022,8658,16,8,0,0,6,16,0,88.5,43.1,91.0,67.5,70.5,17,46,10.0,4,6,15,563,362,992,990,2,33,28,5,78,Chiefs,2018,90447.0,
1416,Marcus Smith,WAS,ED,9,8661,2,0,0,0,0,32,0,60.5,72.4,60.0,60.1,,0,0,,0,0,0,1,8,9,9,0,0,0,0,0,Commanders,2018,544.5,
1417,Dominique Easley,LA,ED,60,8664,3,0,0,0,0,26,0,70.2,79.2,61.1,71.5,73.8,0,2,0.0,0,0,0,34,26,60,52,8,2,4,0,2,Rams,2018,4212.0,
1418,DeMarcus Lawrence,DAL,ED,736,8669,16,6,1,0,3,9,1,89.5,38.7,84.4,81.9,55.4,11,39,17.5,10,6,13,484,235,733,712,18,44,41,12,63,Cowboys,2018,65872.0,
1419,Trent Murphy,BUF,ED,441,8682,13,8,0,0,2,4,1,57.4,62.0,60.4,48.0,35.4,4,12,30.4,7,2,5,252,171,435,421,13,7,8,1,21,Bills,2018,25313.399999999998,
1420,Jeremiah Attaochu,NYJ,ED,171,8685,10,2,0,2,1,22,0,67.8,18.5,69.5,66.0,54.7,4,6,11.1,1,2,2,104,61,169,163,5,6,6,0,12,Jets,2018,11593.8,
1421,Kony Ealy,OAK,ED,54,8695,3,1,0,0,0,23,0,57.8,81.2,47.1,67.1,23.8,0,3,75.0,3,0,0,31,23,54,52,2,0,0,0,3,Raiders,2018,3121.2,
1422,Kareem Martin,NYG,ED,610,8719,16,10,2,0,0,21,0,61.0,89.9,58.0,60.9,31.6,9,13,18.6,8,0,2,298,266,592,532,22,22,25,4,24,Giants,2018,37210.0,
1423,Will Clarke,TB,ED,18,8723,3,0,0,0,0,30,0,44.8,76.4,57.8,44.9,,0,1,,0,0,0,11,7,18,14,1,0,0,0,1,Buccaneers,2018,806.4,
1424,Cassius Marsh,SF,ED,550,8743,16,5,0,0,1,28,1,58.1,41.7,62.3,58.9,41.5,8,24,16.7,6,4,7,370,131,545,543,2,25,25,3,39,49ers,2018,31955.0,
1425,Aaron Lynch,CHI,ED,353,8785,13,3,0,0,0,6,0,72.8,26.3,59.1,85.0,73.7,6,7,12.5,2,3,3,203,117,327,327,0,12,11,3,16,Bears,2018,25698.399999999998,
1426,Chris Smith,CLV,ED,336,8794,16,3,2,0,1,8,0,59.6,86.4,52.9,62.0,45.4,1,8,13.0,3,0,1,181,150,336,161,99,14,17,6,10,Browns,2018,20025.600000000002,
1427,Devon Kennard,DET,ED,864,8809,15,11,0,0,0,11,1,60.9,81.9,50.0,68.5,69.7,7,22,7.1,3,2,7,425,355,793,764,23,25,28,2,36,Lions,2018,52617.6,
1428,Zach Moore,ARZ,ED,246,8833,16,2,0,0,0,1,0,56.1,86.6,62.3,60.1,46.5,3,5,10.0,1,0,4,118,125,245,160,17,8,7,1,12,Cardinals,2018,13800.6,
1429,Kerry Wynn,NYG,ED,393,8938,14,5,2,1,2,21,0,66.2,71.1,53.0,70.0,59.8,0,19,12.5,4,1,2,289,103,393,134,105,20,23,3,21,Giants,2018,26016.600000000002,
1430,Shaquil Barrett,DEN,ED,276,9000,13,3,0,0,0,10,0,74.0,57.4,72.5,73.4,58.6,4,6,8.7,2,1,3,127,112,217,215,0,16,18,2,13,Broncos,2018,20424.0,
1431,Kasim Edebali,CIN,ED,2,9011,1,0,0,0,0,7,0,54.8,64.3,55.8,,,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,Bengals,2018,109.6,
1432,Kerry Hyder Jr.,DET,ED,153,9045,7,2,0,0,0,11,0,57.1,81.5,57.8,54.6,40.2,1,6,25.0,1,0,1,106,47,153,17,22,2,1,0,8,Lions,2018,8736.300000000001,
1433,Dante Fowler Jr.,LA,ED,577,9436,15,3,0,2,2,26,2,65.4,41.5,71.5,53.0,29.8,5,30,25.9,7,4,4,373,186,571,569,1,16,17,3,39,Rams,2018,37735.8,
1434,Vic Beasley Jr.,ATL,ED,702,9441,16,3,3,5,0,2,1,42.3,9.8,55.9,47.3,24.1,3,24,50.0,14,10,6,460,214,693,686,7,14,11,1,33,Falcons,2018,29694.6,
1435,Arik Armstead,SF,ED,608,9450,16,9,0,1,0,28,0,74.2,44.8,68.2,77.5,56.5,8,26,14.3,7,4,3,328,279,606,327,134,23,33,2,37,49ers,2018,45113.6,
1436,Bud Dupree,PIT,ED,869,9455,16,7,2,0,1,25,0,60.4,15.4,61.0,65.0,61.8,8,32,12.8,5,8,6,469,300,808,805,2,19,27,3,46,Steelers,2018,52487.6,
1437,Shane Ray,DEN,ED,253,9456,11,0,1,0,1,10,0,58.3,85.1,61.8,58.1,52.0,0,9,11.1,1,0,1,149,90,213,211,0,6,8,1,10,Broncos,2018,14749.9,
1438,Preston Smith,WAS,ED,834,9471,16,12,2,0,0,32,1,76.3,75.2,68.4,72.0,69.4,9,38,7.7,4,3,6,468,315,810,799,2,27,36,5,53,Commanders,2018,63634.2,
1439,Nate Orchard,KC,ED,36,9484,4,1,1,0,0,16,0,54.3,0.0,62.8,58.1,72.6,1,2,0.0,0,1,0,25,11,36,36,0,1,2,0,3,Chiefs,2018,1954.8,
1440,Markus Golden,ARZ,ED,393,9491,11,6,1,2,0,1,0,52.3,15.6,68.2,50.8,83.0,4,19,0.0,0,5,3,219,167,389,362,25,20,24,3,26,Cardinals,2018,20553.899999999998,
1441,Randy Gregory,DAL,ED,457,9493,14,0,0,1,1,9,1,62.7,0.0,68.3,63.2,69.9,10,22,13.3,2,9,5,321,132,457,440,17,12,13,2,37,Cowboys,2018,28653.9,
1442,Frank Clark,SEA,ED,728,9496,16,1,1,0,2,29,2,76.7,73.1,75.2,66.9,28.3,13,38,35.1,13,2,13,463,239,720,702,15,28,23,3,64,Seahawks,2018,55837.6,
1443,Eli Harold,DET,ED,184,9512,11,0,1,0,0,11,0,58.6,49.6,55.2,60.3,77.1,1,3,0.0,0,1,4,116,53,170,162,7,9,5,0,8,Lions,2018,10782.4,
1444,Danielle Hunter,MIN,ED,879,9521,16,9,0,0,0,18,1,77.8,86.4,70.5,67.1,65.0,3,48,9.7,6,1,15,512,353,877,826,44,44,47,7,66,Vikings,2018,68386.2,
1445,Geneo Grissom,NE,ED,22,9530,2,0,0,0,0,19,0,78.0,77.7,75.8,59.9,,0,2,,0,0,0,17,5,22,22,0,0,0,0,2,Patriots,2018,1716.0,
1446,Trey Flowers,NE,ED,732,9534,15,10,2,1,3,19,0,90.4,71.9,80.6,87.6,80.1,12,43,4.1,2,2,9,462,243,718,479,63,37,37,5,64,Patriots,2018,66172.8,
1447,Za'Darius Smith,BLT,ED,691,9555,16,14,1,0,1,3,0,71.0,25.5,79.3,53.8,78.8,17,33,2.9,1,6,10,458,201,677,399,159,20,20,3,60,Ravens,2018,49061.0,
1448,D.J. Alexander,PHI,ED,2,9605,2,0,0,0,0,24,0,60.0,60.0,,60.0,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,Eagles,2018,120.0,
1449,Anthony Chickillo,PIT,ED,295,9645,16,4,1,0,0,25,1,67.8,85.9,56.0,70.4,57.6,1,7,12.5,2,0,2,160,98,277,277,0,9,10,3,10,Steelers,2018,20001.0,
