Unnamed: 0_x,season,team,position,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,Player,Position,Cap_Space,year,merge_player_y
1924,2010,Titans,DL,Amon Gordon,00-0022878,6.0,2004.0,2004.0,Browns,28.0,161,0.108,2.2,27.0,9.27,324.0,20.969716757625168,2010,Titans,-0.03,37.50%,amon gordon,amon gordon,amon gordon,,,,,,
1927,2010,Titans,DL,Tony Brown,00-0021490,7.0,2003.0,2003.0,MISSING,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Titans,-0.03,37.50%,tony brown,tony brown,tony brown,,,,,,
1928,2010,Titans,DL,Marques Douglas,00-0004472,11.0,1999.0,1999.0,MISSING,33.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Titans,-0.03,37.50%,marques douglas,,marques douglas,,,,,,
1933,2010,Titans,LB,Jamie Winborn,00-0020470,9.0,2001.0,2001.0,49ers,31.0,47,0.396,10.1,430.0,124.41,973.0,36.880117392679985,2010,Titans,-0.03,37.50%,jamie winborn,,jamie winborn,,,,,,
1935,2010,Titans,LB,David Thornton,00-0021230,8.0,2002.0,2002.0,Colts,31.0,106,0.183,4.9,82.0,31.55,544.0,21.92873364922608,2010,Titans,-0.03,37.50%,david thornton,,david thornton,,,,,,
1937,2010,Titans,LB,Colin Allred,00-0023812,4.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Titans,-0.03,37.50%,colin allred,,colin allred,,,,,,
1943,2010,Titans,OL,Mike Otto,00-0025610,3.0,2007.0,2007.0,Titans,27.0,223,0.056,0.2,2.0,2.33,153.0,16.16705686898892,2010,Titans,-0.03,37.50%,mike otto,mike horton,mike horton,,,,,,
1950,2010,Titans,QB,Chris Simms,00-0022005,7.0,2003.0,2003.0,Buccaneers,30.0,97,0.203,5.5,112.0,38.52,591.0,33.28526155136259,2010,Titans,-0.03,37.50%,chris simms,charles sims,charles sims,,,,,,
1961,2010,Titans,WR,Randy Moss,00-0011754,12.0,1998.0,1998.0,Vikings,33.0,21,0.594,15.2,800.0,260.82,1397.0,23.786557857521032,2010,Titans,-0.03,37.50%,randy moss,randy moss,randy moss,,,,,,
1963,2010,Titans,WR,Justin Gage,00-0021982,7.0,2003.0,2003.0,Bears,29.0,143,0.128,3.0,35.0,13.84,387.0,19.29455323136678,2010,Titans,-0.03,37.50%,justin gage,justin tuggle,justin tuggle,,,,,,
1970,2010,Vikings,CB,Lito Sheppard,00-0021157,8.0,2002.0,2002.0,Eagles,29.0,26,0.549,13.9,700.0,222.74,1284.0,71.4514958227559,2010,Vikings,-0.07,37.50%,lito sheppard,kelvin sheppard,kelvin sheppard,,,,,,
1974,2010,Vikings,CB,Frank Walker,00-0021943,7.0,2003.0,2003.0,Giants,29.0,207,0.063,0.6,9.0,3.33,192.0,7.804092247729938,2010,Vikings,-0.07,37.50%,frank walker,travon walker,travon walker,,,,,,
1986,2010,Vikings,DL,Jayme Mitchell,00-0023893,4.0,2006.0,2006.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,jayme mitchell,james mitchell,james mitchell,,,,,,
1990,2010,Vikings,LB,Ben Leber,00-0021197,8.0,2002.0,2002.0,Chargers,31.0,71,0.275,7.5,235.0,68.3,755.0,34.61934755186785,2010,Vikings,-0.07,37.50%,ben leber,,ben leber,,,,,,
1993,2010,Vikings,LB,Kenny Onatolu,00-0026486,2.0,2008.0,2009.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,kenny onatolu,kenny onatolu,kenny onatolu,,,,,,
1998,2010,Vikings,OL,Chris DeGeare,00-0027760,0.0,2010.0,2010.0,Vikings,23.0,161,0.108,2.2,27.0,9.27,324.0,57.001600010185626,2010,Vikings,-0.07,37.50%,chris degeare,,chris degeare,,,,,,
2000,2010,Vikings,OL,Thomas Welch,00-0027803,0.0,2010.0,2010.0,Patriots,23.0,208,0.063,0.6,8.0,3.26,189.0,28.354863011721964,2010,Vikings,-0.07,37.50%,thomas welch,thomas welch,thomas welch,,,,,,
2001,2010,Vikings,OL,Anthony Herrera,00-0022266,6.0,2004.0,2004.0,MISSING,30.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,anthony herrera,anthony sherman,anthony sherman,,,,,,
2003,2010,Vikings,OL,Jon Cooper,00-0026580,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,jon cooper,josh cooper,josh cooper,,,,,,
2005,2010,Vikings,QB,Patrick Ramsey,00-0021379,8.0,2002.0,2002.0,Commanders,31.0,32,0.502,12.5,590.0,184.3,1175.0,63.6456870651349,2010,Vikings,-0.07,37.50%,patrick ramsey,patrick bailey,patrick bailey,,,,,,
2013,2010,Vikings,RB,Albert Young,00-0025955,2.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,albert young,avery young,avery young,,,,,,
2014,2010,Vikings,RB,Naufahu Tahi,00-0023774,4.0,2006.0,2006.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,naufahu tahi,,naufahu tahi,,,,,,
2016,2010,Vikings,TE,Mickey Shuler,00-0027809,0.0,2010.0,2010.0,Vikings,23.0,214,0.06,0.4,6.0,2.85,174.0,25.454825952993303,2010,Vikings,-0.07,37.50%,mickey shuler,mickey shuler,mickey shuler,,,,,,
2021,2010,Vikings,WR,Juaquin Iglesias,00-0026904,1.0,2009.0,2009.0,Bears,23.0,99,0.199,5.3,104.0,36.86,580.0,107.38060104954744,2010,Vikings,-0.07,37.50%,juaquin iglesias,,juaquin iglesias,,,,,,
2024,2010,Vikings,WR,Greg Lewis,00-0021508,7.0,2003.0,2003.0,MISSING,30.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,greg lewis,trey lewis,trey lewis,,,,,,
2025,2010,Vikings,WR,Greg Camarillo,00-0023408,5.0,2005.0,2005.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,greg camarillo,greg camarillo,greg camarillo,,,,,,
2026,2010,Vikings,WR,Hank Baskett,00-0024013,4.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Vikings,-0.07,37.50%,hank baskett,,hank baskett,,,,,,
2072,2011,49ers,TE,Justin Peelle,00-0021227,9.0,2002.0,2002.0,Chargers,32.0,103,0.19,5.1,88.0,33.73,559.0,16.877215054033442,2011,49ers,0.12,77.80%,justin peelle,justin peelle,justin peelle,,,,,,
2091,2011,Bears,CB,Winston Venable,00-0028354,0.0,2011.0,2011.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,winston venable,,winston venable,,,,,,
2098,2011,Bears,DL,Chauncey Davis,00-0023562,6.0,2005.0,2005.0,Falcons,28.0,128,0.145,3.7,44.0,19.33,445.0,30.68259632123069,2011,Bears,-0.07,50.00%,chauncey davis,chauncey davis,chauncey davis,,,,,,
2100,2011,Bears,DL,Nick Reed,00-0026962,2.0,2009.0,2009.0,Seahawks,23.0,247,0.049,0.0,0.0,1.37,99.0,12.697172271692605,2011,Bears,-0.07,50.00%,nick reed,,nick reed,,,,,,
2102,2011,Bears,DL,Mario Addison,00-0028339,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,mario addison,mario addison,mario addison,,,,,,
2103,2011,Bears,DL,Jordan Miller,00-0028349,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,jordan miller,jordan miller,jordan miller,,,,,,
2109,2011,Bears,LB,Brian Iwuh,00-0024100,5.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,brian iwuh,,brian iwuh,,,,,,
2110,2011,Bears,LB,Patrick Trahan,00-0027337,1.0,2010.0,2010.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,patrick trahan,patrick trahan,patrick trahan,,,,,,
2115,2011,Bears,OL,Mansfield Wrotto,00-0025511,4.0,2007.0,2007.0,Seahawks,26.0,124,0.15,3.9,48.0,21.13,462.0,58.452625701065294,2011,Bears,-0.07,50.00%,mansfield wrotto,mansfield wrotto,mansfield wrotto,,,,,,
2125,2011,Bears,QB,Josh McCown,00-0021206,9.0,2002.0,2002.0,Cardinals,32.0,81,0.243,6.6,185.0,54.8,686.0,22.434745304292417,2011,Bears,-0.07,50.00%,josh mccown,josh mccown,josh mccown,,,,,,
2126,2011,Bears,QB,Caleb Hanie,00-0025970,3.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,caleb hanie,caleb hanie,caleb hanie,,,,,,
2132,2011,Bears,RB,Armando Allen,00-0028565,0.0,2011.0,2011.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,armando allen,brandon allen,brandon allen,,,,,,
2135,2011,Bears,TE,Andre Smith,00-0028353,0.0,2011.0,2011.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,andre smith,andre smith,andre smith,,,,,,
2142,2011,Bears,WR,Dane Sanzenbacher,00-0028352,0.0,2011.0,2011.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bears,-0.07,50.00%,dane sanzenbacher,dane sanzenbacher,dane sanzenbacher,,,,,,
2151,2011,Bengals,CB,Morgan Trent,00-0026928,2.0,2009.0,2009.0,Bengals,25.0,179,0.088,1.6,20.0,6.21,268.0,37.00430717128218,2011,Bengals,0.0,52.90%,morgan trent,morgan trent,morgan trent,,,,,,
2155,2011,Bengals,CB,Rico Murray,00-0026720,2.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bengals,0.0,52.90%,rico murray,rico murray,rico murray,,,,,,
2162,2011,Bengals,DL,Nick Hayden,00-0026321,3.0,2008.0,2008.0,Panthers,25.0,181,0.086,1.5,19.0,5.94,262.0,32.40786246757925,2011,Bengals,0.0,52.90%,nick hayden,nick hayden,nick hayden,,,,,,
2171,2011,Bengals,LB,Dan Skuta,00-0026725,2.0,2009.0,2009.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bengals,0.0,52.90%,dan skuta,dan skuta,dan skuta,,,,,,
2181,2011,Bengals,OL,Dennis Roland,00-0023920,5.0,2006.0,2006.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bengals,0.0,52.90%,dennis roland,dennis roland,dennis roland,,,,,,
2185,2011,Bengals,RB,Brian Leonard,00-0025439,4.0,2007.0,2007.0,Rams,27.0,52,0.368,9.4,380.0,109.13,919.0,152.5695850547661,2011,Bengals,0.0,52.90%,brian leonard,brian leonhardt,brian leonhardt,,,,,,
2186,2011,Bengals,RB,Cedric Peerman,00-0026932,2.0,2009.0,2009.0,Ravens,24.0,185,0.082,1.4,17.0,5.43,251.0,33.97281621121626,2011,Bengals,0.0,52.90%,cedric peerman,cedric peerman,cedric peerman,,,,,,
2191,2011,Bengals,TE,Colin Cochart,00-0028550,0.0,2011.0,2011.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bengals,0.0,52.90%,colin cochart,colin cochart,colin cochart,,,,,,
2195,2011,Bengals,WR,Brandon Tate,00-0027057,2.0,2009.0,2009.0,Patriots,23.0,83,0.237,6.5,175.0,52.44,673.0,119.82591428440664,2011,Bengals,0.0,52.90%,brandon tate,brandon tate,brandon tate,,,,,,
2198,2011,Bengals,WR,Andrew Hawkins,00-0027918,0.0,2011.0,2011.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bengals,0.0,52.90%,andrew hawkins,andrew hawkins,andrew hawkins,,,,,,
2203,2011,Bills,CB,Terrence Wheatley,00-0026202,3.0,2008.0,2008.0,Patriots,26.0,62,0.316,8.3,284.0,83.98,827.0,144.10571207217973,2011,Bills,-0.06,37.50%,terrence wheatley,terrence wheatley,terrence wheatley,,,,,,
2211,2011,Bills,CB,Josh Nesbitt,00-0028508,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bills,-0.06,37.50%,josh nesbitt,josh sitton,josh sitton,,,,,,
2214,2011,Bills,DL,Jarron Gilbert,00-0026900,2.0,2009.0,2009.0,Bears,24.0,68,0.287,7.7,250.0,72.97,778.0,145.9049358515241,2011,Bills,-0.06,37.50%,jarron gilbert,jarron gilbert,jarron gilbert,,,,,,
2218,2011,Bills,DL,Michael Jasper,00-0028183,0.0,2011.0,2011.0,Bills,24.0,245,0.049,0.0,0.0,1.43,103.0,15.787027900146844,2011,Bills,-0.06,37.50%,michael jasper,michael mayer,michael mayer,,,,,,
2233,2011,Bills,LB,Robert Eddins,00-0028376,0.0,2011.0,2011.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Bills,-0.06,37.50%,robert eddins,robert davis,robert davis,,,,,,
2253,2011,Bills,TE,David Martin,00-0020332,10.0,2001.0,2001.0,Packers,32.0,198,0.07,0.9,12.0,4.07,215.0,3.7101825095636385,2011,Bills,-0.06,37.50%,david martin,david martin,david martin,,,,,,
2269,2011,Broncos,CB,Jonathan Wilhite,00-0026269,3.0,2008.0,2008.0,Patriots,27.0,129,0.144,3.7,43.0,18.91,441.0,61.3474526210441,2011,Broncos,-0.09,50.00%,jonathan wilhite,jonathan wilhite,jonathan wilhite,,,,,,
2274,2011,Broncos,CB,Kyle McCarthy,00-0027286,1.0,2010.0,2010.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,kyle mccarthy,kyle mccarthy,kyle mccarthy,,,,,,
2277,2011,Broncos,CB,Tony Carter,00-0026515,2.0,2009.0,2009.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,tony carter,tony carter,tony carter,,,,,,
2292,2011,Broncos,LB,Joe Mays,00-0026340,3.0,2008.0,2008.0,Eagles,26.0,200,0.068,0.9,11.0,3.89,210.0,24.22181056506258,2011,Broncos,-0.09,50.00%,joe mays,joe mays,joe mays,,,,,,
2294,2011,Broncos,LB,Brian Iwuh,00-0024100,5.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,brian iwuh,,brian iwuh,,,,,,
2300,2011,Broncos,OL,Ryan Harris,00-0025457,4.0,2007.0,2007.0,Broncos,26.0,70,0.279,7.5,240.0,69.82,763.0,116.19747527409092,2011,Broncos,-0.09,50.00%,ryan harris,ryan harris,ryan harris,,,,,,
2302,2011,Broncos,OL,Tony Hills,00-0026270,3.0,2008.0,2008.0,Steelers,26.0,130,0.143,3.6,42.0,18.49,437.0,60.47952520331469,2011,Broncos,-0.09,50.00%,tony hills,tony hills,tony hills,,,,,,
2308,2011,Broncos,QB,Kyle Orton,00-0023541,6.0,2005.0,2005.0,Bears,28.0,106,0.183,4.9,82.0,31.55,544.0,39.956757851010806,2011,Broncos,-0.09,50.00%,kyle orton,kyle orton,kyle orton,,,,,,
2311,2011,Broncos,RB,Quinn Johnson,00-0027106,2.0,2009.0,2009.0,Packers,24.0,145,0.126,2.9,34.0,13.24,379.0,56.61276087966609,2011,Broncos,-0.09,50.00%,quinn johnson,quinn johnson,quinn johnson,,,,,,
2313,2011,Broncos,RB,Jeremiah Johnson,00-0026799,2.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,jeremiah johnson,jeremiah moon,jeremiah moon,,,,,,
2314,2011,Broncos,RB,Austin Sylvester,00-0028229,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,austin sylvester,,austin sylvester,,,,,,
2319,2011,Broncos,TE,Daniel Fells,00-0023752,5.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,daniel fells,daniel fells,daniel fells,,,,,,
2323,2011,Broncos,WR,Brandon Lloyd,00-0022097,8.0,2003.0,2003.0,49ers,30.0,124,0.15,3.9,48.0,21.13,462.0,17.605592532231295,2011,Broncos,-0.09,50.00%,brandon lloyd,brandon lloyd,brandon lloyd,,,,,,
2326,2011,Broncos,WR,Quan Cosby,00-0026716,2.0,2009.0,2009.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Broncos,-0.09,50.00%,quan cosby,quan cosby,quan cosby,,,,,,
2340,2011,Browns,DL,Scott Paxson,00-0024081,5.0,2006.0,2006.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,scott paxson,,scott paxson,,,,,,
2341,2011,Browns,DL,Jayme Mitchell,00-0023893,5.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,jayme mitchell,james mitchell,james mitchell,,,,,,
2343,2011,Browns,DL,Kiante Tripp,00-0028332,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,kiante tripp,,kiante tripp,,,,,,
2344,2011,Browns,DL,Brian Sanford,00-0027628,1.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,brian sanford,brian sanford,brian sanford,,,,,,
2345,2011,Browns,DL,Brian Schaefering,00-0026084,3.0,2008.0,2008.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,brian schaefering,brian schaefering,brian schaefering,,,,,,
2351,2011,Browns,LB,Auston English,00-0027460,1.0,2010.0,2010.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,auston english,auston english,auston english,,,,,,
2352,2011,Browns,LB,Titus Brown,00-0026001,3.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,titus brown,curtis brown,curtis brown,,,,,,
2353,2011,Browns,LB,Brian Smith,00-0028695,0.0,2011.0,2011.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,brian smith,bryan smith,bryan smith,,,,,,
2358,2011,Browns,OL,John Greco,00-0026205,3.0,2008.0,2008.0,Rams,26.0,65,0.301,8.0,265.0,77.95,802.0,137.79645280895562,2011,Browns,-0.08,25.00%,john greco,john greco,john greco,,,,,,
2360,2011,Browns,OL,Oniel Cousins,00-0026239,3.0,2008.0,2008.0,Ravens,27.0,99,0.199,5.3,104.0,36.86,580.0,87.9158003632623,2011,Browns,-0.08,25.00%,oniel cousins,oniel cousins,oniel cousins,,,,,,
2367,2011,Browns,QB,Thaddeus Lewis,00-0027253,1.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,thaddeus lewis,thaddeus lewis,thaddeus lewis,,,,,,
2370,2011,Browns,RB,Thomas Clayton,00-0025573,4.0,2007.0,2007.0,49ers,27.0,186,0.081,1.3,17.0,5.31,248.0,27.158851405988283,2011,Browns,-0.08,25.00%,thomas clayton,thomas clayton,thomas clayton,,,,,,
2371,2011,Browns,RB,Chris Ogbonnaya,00-0027140,2.0,2009.0,2009.0,Rams,25.0,211,0.061,0.5,7.0,3.05,182.0,21.982161010723576,2011,Browns,-0.08,25.00%,chris ogbonnaya,chris ogbonnaya,chris ogbonnaya,,,,,,
2372,2011,Browns,RB,Eddie Williams,00-0026947,2.0,2009.0,2009.0,Commanders,24.0,221,0.057,0.2,3.0,2.44,157.0,18.302553146300593,2011,Browns,-0.08,25.00%,eddie williams,eddie williams,eddie williams,,,,,,
2378,2011,Browns,TE,Dan Gronkowski,00-0027157,2.0,2009.0,2009.0,Lions,26.0,255,0.047,0.0,0.0,1.14,82.0,11.443076331112248,2011,Browns,-0.08,25.00%,dan gronkowski,dan gronkowski,dan gronkowski,,,,,,
2380,2011,Browns,WR,Brian Robiskie,00-0027012,2.0,2009.0,2009.0,Browns,23.0,36,0.473,11.8,540.0,165.97,1113.0,241.48472576808763,2011,Browns,-0.08,25.00%,brian robiskie,brian robiskie,brian robiskie,,,,,,
2385,2011,Browns,WR,Rod Windsor,00-0027923,1.0,2010.0,2011.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Browns,-0.08,25.00%,rod windsor,rob windsor,rob windsor,,,,,,
2390,2011,Buccaneers,CB,Ahmad Black,00-0028089,0.0,2011.0,2011.0,Buccaneers,21.0,151,0.119,2.7,31.0,11.58,358.0,64.82543274511302,2011,Buccaneers,-0.24,25.00%,ahmad black,ahmad black,ahmad black,,,,,,
2398,2011,Buccaneers,CB,Elbert Mack,00-0025902,3.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Buccaneers,-0.24,25.00%,elbert mack,elbert mack,elbert mack,,,,,,
2405,2011,Buccaneers,DL,Tim Crowder,00-0025443,4.0,2007.0,2007.0,Broncos,26.0,56,0.347,9.0,340.0,98.27,880.0,143.55294526800526,2011,Buccaneers,-0.24,25.00%,tim crowder,tim crowder,tim crowder,,,,,,
2406,2011,Buccaneers,DL,Daniel Te'o-Nesheim,00-0027689,1.0,2010.0,2010.0,Eagles,24.0,86,0.229,6.2,160.0,49.08,654.0,126.92447617733228,2011,Buccaneers,-0.24,25.00%,daniel teonesheim,daniel teonesheim,daniel teonesheim,,,,,,
2408,2011,Buccaneers,DL,Albert Haynesworth,00-0021149,9.0,2002.0,2002.0,Titans,30.0,15,0.675,17.4,1050.0,315.2,1574.0,68.42676073374922,2011,Buccaneers,-0.24,25.00%,albert haynesworth,albert haynesworth,albert haynesworth,,,,,,
2410,2011,Buccaneers,DL,Jovan Haye,00-0023622,6.0,2005.0,2005.0,Panthers,29.0,189,0.078,1.2,16.0,4.97,240.0,14.252229418636214,2011,Buccaneers,-0.24,25.00%,jovan haye,jovan haye,jovan haye,,,,,,
2411,2011,Buccaneers,DL,Nick Reed,00-0026962,2.0,2009.0,2009.0,Seahawks,23.0,247,0.049,0.0,0.0,1.37,99.0,12.697172271692605,2011,Buccaneers,-0.24,25.00%,nick reed,,nick reed,,,,,,
2416,2011,Buccaneers,LB,Geno Hayes,00-0026315,3.0,2008.0,2008.0,Buccaneers,24.0,175,0.092,1.7,21.0,6.79,280.0,35.161240375774206,2011,Buccaneers,-0.24,25.00%,geno hayes,geno hayes,geno hayes,,,,,,
2419,2011,Buccaneers,LB,Zach Diles,00-0025605,4.0,2007.0,2007.0,Texans,26.0,218,0.058,0.3,4.0,2.61,165.0,15.915432334395764,2011,Buccaneers,-0.24,25.00%,zach diles,zac diles,zac diles,,,,,,
2432,2011,Buccaneers,QB,Rudy Carpenter,00-0026775,2.0,2009.0,2009.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Buccaneers,-0.24,25.00%,rudy carpenter,,rudy carpenter,,,,,,
2435,2011,Buccaneers,RB,Earnest Graham,00-0021755,8.0,2003.0,2003.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Buccaneers,-0.24,25.00%,earnest graham,garrett graham,garrett graham,,,,,,
2437,2011,Buccaneers,RB,Kregg Lumpkin,00-0026029,3.0,2008.0,2008.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Buccaneers,-0.24,25.00%,kregg lumpkin,kregg lumpkin,kregg lumpkin,,,,,,
2441,2011,Buccaneers,TE,Collin Franklin,00-0028295,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Buccaneers,-0.24,25.00%,collin franklin,john franklin,john franklin,,,,,,
2447,2011,Buccaneers,WR,Micheal Spurlock,00-0023968,5.0,2006.0,2006.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Buccaneers,-0.24,25.00%,micheal spurlock,micheal spurlock,micheal spurlock,,,,,,
2455,2011,Cardinals,CB,Korey Lindsey,00-0028145,0.0,2011.0,2011.0,Bengals,22.0,207,0.063,0.6,9.0,3.33,192.0,28.635529678388632,2011,Cardinals,-0.05,50.00%,korey lindsey,corey linsley,corey linsley,,,,,,
2471,2011,Cardinals,LB,Brandon Williams,00-0027087,2.0,2009.0,2009.0,Cowboys,23.0,120,0.155,4.1,54.0,23.41,479.0,74.6907848533649,2011,Cardinals,-0.05,50.00%,brandon williams,brandon williams,brandon williams,,,,,,
2478,2011,Cardinals,OL,Deuce Lutui,00-0024256,5.0,2006.0,2006.0,Cardinals,28.0,41,0.436,11.0,490.0,145.59,1044.0,134.97023468665023,2011,Cardinals,-0.05,50.00%,deuce lutui,,deuce lutui,,,,,,
2485,2011,Cardinals,OL,D.J. Young,00-0028731,0.0,2011.0,2011.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Cardinals,-0.05,50.00%,dj young,,dj young,,,,,,
2489,2011,Cardinals,RB,Chris Wells,00-0027007,2.0,2009.0,2009.0,Cardinals,23.0,31,0.51,12.7,600.0,190.21,1192.0,262.63811061295235,2011,Cardinals,-0.05,50.00%,chris wells,chris williams,chris williams,,,,,,
2514,2011,Chargers,CB,Paul Oliver,00-0025788,4.0,2007.0,2007.0,Chargers,27.0,124,0.15,3.9,48.0,21.13,462.0,58.452625701065294,2011,Chargers,0.04,50.00%,paul oliver,,paul oliver,,,,,,
2515,2011,Chargers,CB,C.J. Wallace,00-0024598,4.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Chargers,0.04,50.00%,cj wallace,cody wallace,cody wallace,,,,,,
2525,2011,Chargers,DL,Ogemdi Nwagbuo,00-0025857,3.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011,Chargers,0.04,50.00%,ogemdi nwagbuo,ogemdi nwagbuo,ogemdi nwagbuo,,,,,,
2532,2011,Chargers,LB,Gerald Hayes,00-0021941,8.0,2003.0,2003.0,Cardinals,30.0,70,0.279,7.5,240.0,69.82,763.0,34.99800699136741,2011,Chargers,0.04,50.00%,gerald hayes,gerald hodges,gerald hodges,,,,,,
